物件名稱,售價,經度,緯度,屋齡
捷運市政府站收租起家厝2,6500.0,121.567322099,25.0455463818,37.0
秒殺永吉路稀有溫馨三房,3680.0,121.571399498,25.0457753484,29.0
國館忠駝明亮3房,3688.0,121.558834706,25.0348818517,42.5
信義高樓大套房,1280.0,121.557615018,25.0319950433,37.0
E08世貿101邊間美妝3房,2268.0,121.565628169,25.0261060168,49.8
廣慈雙捷運三樓寓,2198.0,121.585022525,25.0413893705,42.8
六張犁邊間二樓,2500.0,121.556298777,25.0220604043,56.8
莊敬路金店面住辦可,3300.0,121.56686285,25.0278648254,50.8
101電梯大戶坡平車,7580.0,121.56508761,25.0287640129,36.8
Y579信義世貿高樓商辦２,6188.0,121.559523837,25.0333677426,44.0
台北京華景觀商辦大樓,9688.0,121.567237025,25.0465957916,18.5
台北京華景觀商辦大樓,9688.0,121.567237025,25.0465957916,18.5
永春捷運景觀華廈,3788.0,121.577555268,25.042156958,45.9
信義區豪景大辦公,23300.0,121.578749633,25.0411149684,32.6
仁愛首排大四房,7998.0,121.559408725,25.0374697676,40.6
新川普信義美室,2080.0,121.573524035,25.0338835806,16.7
永吉邊間面寬金店,5580.0,121.569083428,25.04551585,41.2
松山車站金店面,4250.0,121.577025635,25.0479533495,44.6
世貿公園景觀邊間三房,2050.0,121.563969514,25.0247875523,36.4
松隆鼎家綠蔭美宅,2380.0,121.572632595,25.0486325926,45.6
昌承辦-松隆美寓大空間五樓,2380.0,121.572632595,25.0486325926,45.6
北醫小資精選二房,1380.0,121.561299749,25.0228703863,47.7
逸仙明珠機械車位,128.0,121.573494046,25.0419178131,31.3
Y578信義世貿高樓商辦１,10500.0,121.559523837,25.0333677426,44.0
台北京華景觀商辦大樓,9688.0,121.567237025,25.0465957916,18.5
台北京華景觀商辦大樓,9688.0,121.567237025,25.0465957916,18.5
信義大悅精裝雙車位美辦,7500.0,121.567140434,25.0473661657,11.8
永春站EAT挑高4米5全新2房,2480.0,121.576248647,25.0410543596,20.4
面101景觀2房車捷運象山站,3488.0,121.574341008,25.0337026168,19.3
永春捷運鼎佳收租,3398.0,121.574868115,25.043278137,57.5
新世界面101精裝美景,2600.0,121.561035085,25.0321888953,18.3
$松菸住辦店一樓,3200.0,121.562984076,25.0445014028,43.7
台北信義計畫區北城世貿辦公室,9650.0,121.571025431,25.0458845305,34.3
吳興邊間大一樓,2680.0,121.572151,25.017564,42.4
B4-101捷運低總置產宅,1298.0,121.557614636,25.0318425682,25.3
冠德遠見好宅,14950.0,121.572150486,25.0330506257,18.3
首善之都必留一居,14450.0,121.57198,25.033197,18.3
冠德遠見2戶打通,29400.0,121.57198,25.033197,18.3
永春捷運一樓,3480.0,121.575281,25.039765,41.3
皇翔御琚名邸,48000.0,121.571235309,25.0367262141,15.2
精品MOMA美宅,2188.0,121.573344862,25.0407706551,21.5
台北信義高樓美景,29950.0,121.570041126,25.0335549817,13.8
永春永吉收租金店,7507.0,121.57250274,25.0457405451,44.3
台北信義朝北歐式豪邸,31000.0,121.570041126,25.0335549817,13.8
羅浮宮獨梯高商辦,20560.0,121.558265874,25.0328291527,28.3
&信義之星豪宅王,36800.0,121.564985256,25.0309354614,23.5
信義板南捷運店面,7800.0,121.581593101,25.0434444906,40.9
永春捷運商三永吉金店,7507.0,121.57250274,25.0457405451,44.3
永吉松信金店面,7507.0,121.57250274,25.0457405823,44.3
台北世貿世際金融商辦,20560.0,121.558265874,25.0328291155,28.3
潤泰極品挑高6米大店面,33965.0,121.569014383,25.0483537087,23.3
光復南路三角窗一樓,8000.0,121.558506594,25.0362267901,46.0
五分埔角間透天店霸,8980.0,121.57831244,25.0465705322,31.3
後山埤捷運小豪宅,2980.0,121.582545573,25.0430422848,12.3
台北信義景觀豪邸,29950.0,121.570041126,25.0335549817,13.8
101景觀電梯鼎佳,5688.0,121.559242597,25.0321622358,40.3
忠孝東住三之1收租寶,3200.0,121.580518953,25.042754482,53.7
松信永吉收租金店,7507.0,121.57250274,25.0457405823,44.3
國館三角窗金賺錢店舖,20700.0,121.557706462,25.0361178577,45.3
018-紀念館捷運金店面,20700.0,121.557698373922,25.0361027367526,45.3
忠孝界極品庭院小豪宅,2680.0,121.582461467,25.0430067846,12.3
永吉收租金店,7507.0,121.57250274,25.0457405823,44.3
帛詩華後棟高樓2房車,3600.0,121.555552541,25.0268082713,11.4
130-紀念館精品三房,3873.0,121.557702522,25.035891138,44.1
新川普,1800.0,121.573524035,25.0338835806,16.7
信義路三角窗金店,7880.0,121.576863955,25.035116865,34.1
時尚MOMA精品宅,2188.0,121.573344862,25.0407706551,21.5
領袖名邸．總裁行館,26800.0,121.572441486,25.0382175825,27.6
信義區黃金2樓~方正3房,2598.0,121.583975715,25.0401886102,55.3
大巨蛋松菸▲金店面,19000.0,121.562882808,25.0431039513,48.1
【永春站｜忠孝東路・住辦店面】,3480.0,121.575297614,25.0397539091,41.3
忠孝東路五段M0MA小豪宅,2188.0,121.573344862,25.0407706551,21.5
130世紀金融商辦,20500.0,121.558265874,25.0328291527,28.3
專任!信義麗心高樓2房,2780.0,121.570135,25.045378,-1.0
時尚MOMA挑高小豪宅+車位,2188.0,121.573344862,25.0407706551,21.5
忠孝101高樓美裝景觀宅,6200.0,121.5673989,25.0412796,11.6
信義區三角窗收租店面,20700.0,121.557696,25.036125,45.3
小資新婚首選(信義小貴族)電梯,1620.0,121.566815671,25.0249573159,35.2
F16信義永馨優質三房,3873.0,121.557702522,25.0358911752,44.1
聯合大哲,35336.0,121.563690051,25.0414664317,7.6
聯合大哲,35336.0,121.563690051,25.0414664317,7.6
市府站30巷透天,9888.0,121.568598188,25.0434895621,58.2
信義W110精緻美宅,1868.0,121.557580139,25.0307316573,17.6
聯合大哲,36287.0,121.563690051,25.0414664317,7.6
聯合大哲,36287.0,121.563690051,25.0414664317,7.6
信義區面寬大庭院一樓,3800.0,121.576111839,25.0355061925,52.7
夏宮捷運一層一戶豪邸,11706.0,121.583570647,25.0377765281,13.9
廣慈捷運大一樓,4300.0,121.58235731,25.0373009305,51.5
挹翠遠眺101景觀華廈,2880.0,121.574367946,25.0192878854,44.6
Y166後山埤大面寬千坪廣場,29880.0,121.58143195,25.0407169234,35.4
忠孝東路頂級商辦,8688.0,121.579622605,25.0420541572,33.4
宏築信義景觀次頂樓大戶,10988.0,121.559325,25.018804,-1.0
信義香榭美2房,3298.0,121.574341008,25.0337026168,19.3
信義國泰收租頂寓,2388.0,121.575174287,25.0322032512,47.1
大巨蛋收租花園美寓,3880.0,121.563508577,25.043171166,47.8
信義巨龍商辦,4288.0,121.558461163,25.0332629992,43.3
信義富邦美術館大一樓,7188.0,121.571572193,25.0396813961,40.9
E42信義帝國挑高美店面,8300.0,121.56958533,25.0458378281,25.4
饒河商圈挑高旗艦店,26980.0,121.569014383,25.0483537087,23.3
101高第景觀宅,4900.0,121.569052536,25.0458458393,19.8
信義The One店面車位,5880.0,121.575273636,25.0420600324,1.3
北醫電梯新裝小套,688.0,121.563970517,25.0245693726,32.3
北醫羅丹電梯美裝套,688.0,121.563970517,25.0245693726,32.3
廣慈捷運2+1房,1800.0,121.585169785,25.0392337279,47.8
101超值景觀鼎佳,2780.0,121.571474599,25.0234983401,40.4
信義區稀有，地段＋空間雙優勢,5268.0,121.559423328,25.0311723064,45.3
101景觀超值鼎佳美寓,2780.0,121.571474599,25.0234983401,40.4
世貿歐香景觀住辦,2900.0,121.558173824,25.0301376178,38.9
B204信義文教設計小宅,1620.0,121.566815671,25.0249573159,35.2
松山信義路口店面,7150.0,121.578417409,25.0359457023,51.8
象山人潮高投報金店,8800.0,121.570691608764,25.0273027946374,49.5
御璽精裝庭院戶,13888.0,121.564595305,25.0297731904,17.4
國父紀念館頂樓大空間,3250.0,121.558667474,25.0362216977,46.0
台北醫學商圈美寓3房,2268.0,121.565628169,25.0261060168,49.8
J3永吉大面寬金店面,7507.0,121.57250274,25.0457405823,44.3
信義101全新裝潢美三房,2268.0,121.565628169,25.0261060168,49.8
J2光復南路三角店,20700.0,121.557707558,25.0361769469,45.3
信義MRT巨蛋收租金庫,47500.0,121.565167097,25.0427345939,34.2
北醫低公設電梯,5980.0,121.562764416,25.0291435622,40.6
唯一忠孝東路五段正門牌公園2樓,2600.0,121.580549983,25.0427841084,53.8
夏宮捷運獨戶美妝豪宅,13506.0,121.583570647,25.0377765281,13.9
正面虎林街燙金店面,3600.0,121.577092913,25.0378564565,40.5
麟光捷運一樓,2980.0,121.558014739,25.0217993161,47.4
信義區吳興街收租三套房,3980.0,121.560081856,25.0282132724,49.5
信義商圈景觀高樓,2780.0,121.560560914,25.0323107808,27.4
近永春捷運角窗黃金店面,5800.0,121.57897412,25.0407197227,51.4
信義The One樓中樓,16998.0,121.57526733,25.0415309489,1.3
信義黃金二樓美寓三房,2380.0,121.563986123,25.022243039,41.6
市府信義TEMPO店面附雙車,6588.0,121.570188886,25.044908902,19.3
北醫商圈全新裝潢3房美宅,2268.0,121.565628169,25.0261060168,49.8
吳興街增值一樓,3300.0,121.560122061,25.0302637176,48.2
市府信義TEMPO附車,6538.0,121.570188886,25.044908902,19.3
市府信義TEMPO店面,6188.0,121.570188886,25.044908902,19.3
信義誠家高樓露台戶,4298.0,121.565762811,25.0244116038,1.7
Tony嚴選-家的四季之2樓房,2680.0,121.57687774,25.042331643,24.4
光復三角窗金店面,6200.0,121.560256661,25.0363892034,47.0
新寶信義鋼骨景觀住辦,7800.0,121.565791498,25.0429011504,20.2
新寶信義鋼骨景觀住辦,7800.0,121.565791498,25.0429011504,20.2
信義松德精華店面,4500.0,121.575448778,25.0376381627,31.4
Tony嚴選-家的四季之5樓房,2680.0,121.57687774,25.042331643,24.4
Tony嚴選-家的四季之3樓房,2680.0,121.57687774,25.042331643,24.4
【信邑】近市府面寬金店面,4880.0,121.568373977,25.0448349459,14.7
上林苑獨棟景觀花園別墅,10988.0,121.576939578,25.019347698,40.3
廣慈低總三樓美寓,1988.0,121.586605201,25.0395611387,47.5
♥上林苑101景觀別墅,8500.0,121.576769921,25.018583523,40.3
新寶信義鋼骨景觀住辦,7800.0,121.565791498,25.0429011504,20.2
新寶信義鋼骨景觀住辦,7800.0,121.565791498,25.0429011504,20.2
樂揚映白全新2房2衛平車,4188.0,121.557325,25.027708,-1.5
信義御璽庭園一樓雙車,13888.0,121.564595305,25.0297731904,17.4
Tony嚴選-家的四季之4樓房,2680.0,121.57687774,25.042331643,24.4
上林苑景觀別墅,9880.0,121.576939578,25.019347698,40.2
上林苑景觀別墅,9880.0,121.576939578,25.019347698,40.3
信義麗心成家2房首選-預售,2680.0,121.570135,25.045378,-1.0
上林苑獨棟別墅,9880.0,121.576939578,25.019347698,40.3
信義財經高樓ㄧ路發,5380.0,121.558720199,25.0332575285,35.7
六張犁稀有金店面,5500.0,121.556820241,25.0212967202,43.5
福德街福人居１Ｆ,2800.0,121.586089152,25.0414332466,36.9
博愛學區永春站美妝電梯2房,2988.0,121.577686366,25.0379360598,44.1
信義新寶景觀高樓住辦,7800.0,121.565791498,25.0429011504,20.2
市府捷運永吉路30巷透天店辦,13500.0,121.568860151,25.0431949525,59.2
市府捷運永吉路30巷透天店辦,13500.0,121.568860151,25.0431949525,59.2
信義區都更屋,5388.0,121.571938695,25.0440492218,35.8
信義世貿高值店面,4980.0,121.558832704,25.0335314725,21.3
北醫高投低總收租店面,3980.0,121.566222194,25.0267837128,53.8
信義計畫區台北高峰會,16800.0,121.569340274,25.0295692445,30.2
六張犁國泰方正3房美寓,2268.0,121.557829182,25.0222327181,40.3
挹翠獨棟別墅遠眺101,10000.0,121.574575155,25.0172267369,30.3
世貿吳興街兩房二樓美寓,1480.0,121.561557032,25.0230722236,47.7
信義世貿低總三房二樓美寓,1480.0,121.561557032,25.0230722236,47.7
信義北醫商圈美妝黃金三樓,1980.0,121.570219662,25.0184457379,38.4
信義露台美三房,3388.0,121.570477946,25.018373759,10.0
松智美裝世貿新城,5988.0,121.566081467,25.0308502215,27.9
都更高潛力高檔裝潢公寓一樓有車位,4980.0,121.576603845,25.0447282002,43.8
忠孝東路公寓3房,2488.0,121.583975715,25.0401886102,55.3
富陽三角窗壹樓,2980.0,121.557403544,25.0227504421,51.3
象山站信義特區邊間美寓,2400.0,121.570910849,25.0236458447,52.4
象山站信義特區邊間美寓,2400.0,121.570910849,25.0236458447,52.4
永春EAT樓中樓精品小豪宅,2698.0,121.576248647,25.0410543596,20.4
北醫101景觀大露台3房+車位,4298.0,121.565581991,25.0244541552,1.7
忠駝大陸建設都更案甲區,8600.0,121.56004843,25.0356806338,43.8
國父紀念館黃金地段鼎佳,3250.0,121.558667474,25.0362216977,46.0
象山捷運靜巷一樓,4360.0,121.575341349,25.0326408597,45.2
太子永吉收租店面,3680.0,121.567683921,25.0455645171,18.3
象山站信義特區邊間美寓,2400.0,121.570910849,25.0236458447,52.4
象山站信義特區邊間美寓,2400.0,121.570910849,25.0236458447,52.4
六張犁公園邊間金店,5500.0,121.556820241,25.0212967202,43.5
永春捷運方正3房華廈,3388.0,121.576766446,25.0433509963,41.9
&永春捷運站店面,6150.0,121.577999396,25.0402026404,58.1
信義川普高樓四房,8900.0,121.576627993,25.048116227,11.5
吳興街北醫商圈美妝三房,2268.0,121.565628169,25.0261060168,49.8
世貿時尚典雅居,2680.0,121.558461163,25.0332629992,43.3
基泰國際面中庭3房平車,5688.0,121.553639824,25.0249562688,15.5
Y199後山埤捷運大面寬金店,6950.0,121.581414508,25.0407505585,35.4
世紀金融A級辦公-1,23700.0,121.558374277,25.0328279506,28.3
世紀金融A級辦公-2,16500.0,121.558265874,25.0328291527,28.3
富陽電梯鼎家收租,3280.0,121.556169814,25.0231337208,42.9
信義翰邑之星豪邸,11000.0,121.570995802,25.0337261513,32.2
屋況超美101明亮邸佳,2988.0,121.566941036,25.0260947624,46.3
大巨蛋松菸文創三角窗金店面,7800.0,121.562872572,25.0443208014,44.1
莊敬路電梯美四房,3899.0,121.565780714,25.02799031,43.3
法拉麗時尚精品,1750.0,121.553209921,25.0240681753,18.1
世貿莊敬都更華廈,4500.0,121.561151045,25.0307723909,45.3
光復仁愛三角窗金店面,8000.0,121.558506594,25.0362267901,46.0
松山金店面,4780.0,121.578033641,25.0379671823,44.1
五分埔收租5房聖品,1880.0,121.578655073,25.0450643798,54.1
信義計劃松雍13A,20420.0,121.570074796,25.0337593658,1.7
信義計劃松雍13B,21500.0,121.570222317,25.0337642266,1.7
捷運富陽邊間四樓頂加,2058.0,121.556266501,25.0224440082,50.1
信義大安文普世紀純辨大樓,6868.0,121.553262815,25.0247971532,29.1
虎林街原味屋鼎佳,2000.0,121.576684002,25.0374128645,56.3
挹翠甫園方正大套房,680.0,121.569897883,25.0201480338,30.4
忠孝101．信義芯場美學宅,5288.0,121.56741617,25.0412999216,11.6
信義區三角邊間一樓住辦,3860.0,121.557319197,25.0226221245,51.3
六張捷運收租九套房,2980.0,121.556169814,25.0231337208,42.9
豪宅阿亮~寶徠花園極品高樓,15900.0,121.571237889,25.0333861309,18.8
吳興街孝親靜巷一樓五房,2399.0,121.568389123,25.0238282188,35.3
101捷運獨棟電梯鼎家,3780.0,121.56102888,25.0304775126,34.9
信義香榭優質２房＋車位,3488.0,121.574341008,25.0337026168,19.3
北醫世貿住辦4、5樓,13500.0,121.563617714,25.0279232771,34.9
信義香榭美緻兩房,3100.0,121.574341008,25.0337026168,
稀有五分埔金店,7900.0,121.579017328,25.0476998717,41.3
北醫世貿住辦2、3樓,16100.0,121.563617714,25.0279232771,34.9
獨家信義區透天土地,9500.0,121.557033642,25.0239006178,65.3
陽明春曉農夫樂土,368.0,121.56437,25.16519,
天母國小黃金3樓,2880.0,121.526973524,25.120315618,38.7
陽明山~秘境花園,16688.0,121.55956,25.14505,
平整地每坪四萬可談,692.0,121.559263866649,25.1471917770866,
芝山捷運景觀管理4房豪邸,5980.0,121.521688403,25.1063028045,25.9
天母陽明山土地,7800.0,121.541264082,25.1078919153,7.7
至誠透天精選靜巷戶,5988.0,121.535288826,25.1021304133,50.2
清水模豪宅臻品-無相寓所,10888.0,121.53169652,25.1082980488,11.8
陽明山球場旁土地,2068.0,121.55909,25.146878,
FZ1華麗家園展現無限風尚,1998.0,121.514698383,25.0927948068,48.4
永公路土地(送美屋),598.0,121.560622592,25.1189489293,
057BH台北市士林區豪四房,2188.0,121.532503393,25.107607702,43.2
士林Y28面寬大一樓,2488.0,121.547301158,25.0967721167,50.8
陽明山仰德傳家寶,32000.0,121.55255,25.121621,63.5
社中四面採光一層一戶,1695.0,121.509142994,25.0916695396,44.3
高島屋四房大戶,2980.0,121.529889358,25.1115591724,47.7
陽明平菁花園露臺別墅,3980.0,121.579828178,25.13269698,46.4
大北路黃金3F,1850.0,121.526715081,25.0897138165,54.1
陽明山畫家柏園泳池別墅,7800.0,121.554954405,25.1133946317,49.1
士林捷運好車位,190.0,121.52413857,25.0912755589,14.2
130.雙溪景觀電梯豪宅坡平,7280.0,121.530841791,25.1010177317,41.9
天母長春邊間三房,2988.0,121.534636242,25.12562474,46.8
101路口商店平整地,2000.0,121.55909,25.146878,
至善天下歐式豪邸,8388.0,121.549795508,25.0996488647,29.8
溫泉名宅陽明山泉景觀三房含車位,1850.0,121.551197943,25.1396044313,26.3
陽明山華岡土地(含透天厝),3800.0,121.525271,25.09045,
天母星光美景別墅,15000.0,121.537277007,25.1266309615,32.1
EA6622 陽明山土地,117200.0,121.563566,25.123124,
天母麗緻透天,7500.0,121.535605275,25.1106932808,50.0
天母大使特區精品店面,7888.0,121.526299712,25.1163056551,26.6
C15劍潭新屋樓中樓,3380.0,121.526958521,25.0885512505,4.2
新天地景觀精裝坡平車,3780.0,121.516533878,25.0887310005,18.3
天母綠意精美兩房車,3080.0,121.534978269,25.1222522751,8.3
陽明山柏園霸景泳池別墅,12980.0,121.555912592,25.1146862214,49.1
雨農山莊三房坡車,3999.0,121.532717135,25.0996876543,20.8
風動草芳鄰土地,730.0,121.58712,25.13927,
東山路買地送房,5920.0,121.540083,25.126166,
天玉蘭桂坊車位,200.0,121.529482333,25.1205680419,28.9
陽明山柏園山莊101景觀別墅,13600.0,121.554924647,25.1128218457,49.1
❤陽明山景觀美妝柏園山莊別墅,13800.0,121.555817855,25.1145066285,49.1
平等養生小屋,650.0,121.58224,25.13513,
面向東和公園庭院一樓,3900.0,121.534006233,25.1241367857,38.4
陽明山養生農莊,3780.0,121.55375482,25.1192390776,61.7
