路段,緯度,經度,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
台北市中山區樂群二路,25.078572,121.554666,1,0,0,0,0,0,0,0,0,0,0,0,17.5,69.78,9580,1,3.0,2.0,2.0,0.0,0,5,4,4,1,0,0,0,1,0
台北市中山區中山北路二段,25.059398,121.524485,1,0,0,0,0,0,0,0,0,0,0,0,22.6,10.18,1088,0,1.0,1.0,1.0,0.0,1,14,13,13,1,0,0,1,0,0
台北市中山區民族東路,25.067561,121.535173,1,0,0,0,0,0,0,0,0,0,0,0,39.5,44.14,2500,0,4.0,1.0,4.0,0.0,0,5,2,2,1,1,0,0,0,0
台北市中山區遼寧街,25.051156861485,121.54158016279,1,0,0,0,0,0,0,0,0,0,0,0,41.9,32.82,2988,0,5.0,1.0,5.0,0.0,1,5,5,5,1,1,0,0,0,0
台北市中山區建國北路二段,25.059819,121.537327,1,0,0,0,0,0,0,0,0,0,0,0,39.1,48.05,3980,0,3.0,2.0,2.0,0.0,0,12,11,11,1,0,1,0,0,0
台北市中山區樂群二路,25.079076,121.561949,1,0,0,0,0,0,0,0,0,0,0,0,17.1,84.18,6999,2,0.0,2.0,0.0,0.0,0,7,6,6,1,0,0,0,1,0
台北市中山區松江路,25.0657,121.533046,1,0,0,0,0,0,0,0,0,0,0,0,41.3,41.68,5389,0,3.0,2.0,2.0,0.0,0,12,10,10,1,0,1,0,0,0
台北市中山區南京東路三段,25.051749,121.539968,1,0,0,0,0,0,0,0,0,0,0,0,5.3,62.72,10380,1,0.0,2.0,2.0,0.0,0,20,15,15,1,0,1,0,0,0
台北市中山區農安街,25.064841,121.523664,1,0,0,0,0,0,0,0,0,0,0,0,18.3,15.27,1930,1,2.0,2.0,1.0,0.0,1,13,10,10,1,0,1,0,0,0
台北市中山區長春路,25.054835,121.524767,1,0,0,0,0,0,0,0,0,0,0,0,16.1,40.7,4110,2,1.0,1.0,1.0,0.0,0,14,13,13,1,0,1,0,0,0
台北市中山區民生東路一段,25.057317,121.526525,1,0,0,0,0,0,0,0,0,0,0,0,18.5,20.03,2188,0,2.0,2.0,2.0,2.0,1,7,7,7,1,0,0,0,1,0
台北市中山區民權東路三段,25.062149,121.54324,1,0,0,0,0,0,0,0,0,0,0,0,39.3,90.64,7580,0,4.0,2.0,5.0,0.0,1,19,4,5,2,0,1,0,0,0
台北市中山區新生北路三段,25.065435,121.526762,1,0,0,0,0,0,0,0,0,0,0,0,16.4,35.82,3450,1,1.0,2.0,1.0,0.0,0,13,12,12,1,0,1,0,0,0
台北市中山區南京東路二段,25.051863,121.532194,1,0,0,0,0,0,0,0,0,0,0,0,15.5,15.85,1998,0,1.0,1.0,1.0,0.0,0,18,5,5,1,0,1,0,0,0
台北市中山區林森北路,25.063866,121.525287,1,0,0,0,0,0,0,0,0,0,0,0,20.6,16.48,2400,0,3.0,2.0,1.0,0.0,1,14,8,8,1,0,1,0,0,0
台北市中山區長春路,25.054835,121.524767,1,0,0,0,0,0,0,0,0,0,0,0,16.1,21.17,1580,1,1.0,1.0,1.0,0.0,0,14,7,7,1,0,1,0,0,0
台北市中山區吉林路,25.049516,121.529867,1,0,0,0,0,0,0,0,0,0,0,0,14.9,157.01,16000,4,5.0,2.0,4.0,0.0,0,14,6,6,1,0,1,0,0,0
台北市中山區南京東路三段,25.053698,121.538177,1,0,0,0,0,0,0,0,0,0,0,0,8.4,41.32,3980,1,2.0,2.0,1.0,0.0,1,10,8,8,1,0,0,0,1,0
台北市中山區北安路,25.082546,121.550014,1,0,0,0,0,0,0,0,0,0,0,0,7.0,313.13,47547,8,0.0,4.0,10.0,0.0,0,17,16,16,1,0,1,0,0,0
台北市中山區建國北路二段,25.059276461331,121.53649223061,1,0,0,0,0,0,0,0,0,0,0,0,16.4,95.13,10420,2,0.0,1.0,0.0,0.0,0,15,10,10,1,0,1,0,0,0
台北市中山區長春路,25.054625,121.537496,1,0,0,0,0,0,0,0,0,0,0,0,28.3,13.81,1950,0,1.0,2.0,1.0,1.0,1,10,10,10,1,0,0,0,1,0
台北市中山區龍江路,25.051151,121.540693,1,0,0,0,0,0,0,0,0,0,0,0,41.2,59.38,6250,0,4.0,2.0,2.0,0.0,0,7,2,2,1,0,0,0,1,0
台北市中山區敬業三路,25.078084,121.558076,1,0,0,0,0,0,0,0,0,0,0,0,25.7,43.21,3700,1,3.0,2.0,2.0,0.0,0,12,1,1,1,0,1,0,0,0
台北市中山區合江街,25.061188,121.53888,1,0,0,0,0,0,0,0,0,0,0,0,48.2,34.44,3288,0,3.0,2.0,2.0,0.0,0,7,3,3,1,0,0,0,1,0
台北市中山區龍江路,25.058302,121.540834,1,0,0,0,0,0,0,0,0,0,0,0,41.6,53.82,4688,0,4.0,2.0,2.0,1.0,0,14,12,12,1,0,1,0,0,0
台北市中山區南京東路二段,25.052281,121.528854,1,0,0,0,0,0,0,0,0,0,0,0,8.3,72.45,10588,1,3.0,2.0,2.0,1.0,0,24,12,12,1,0,1,0,0,0
台北市中山區南京東路三段,25.051749,121.540035,1,0,0,0,0,0,0,0,0,0,0,0,5.3,65.91,10880,1,0.0,0.0,2.0,0.0,0,20,15,15,1,0,1,0,0,0
台北市中山區明水路,25.078102,121.549364,1,0,0,0,0,0,0,0,0,0,0,0,31.8,63.44,5968,2,4.0,2.0,3.0,0.0,0,14,12,13,2,0,1,0,0,0
台北市中山區長春路,25.054856,121.53869,1,0,0,0,0,0,0,0,0,0,0,0,45.1,41.71,3880,0,3.0,2.0,2.0,1.0,0,12,7,7,1,0,1,0,0,0
台北市中山區北安路,25.081166,121.549768,1,0,0,0,0,0,0,0,0,0,0,0,28.0,58.81,6288,1,3.0,2.0,2.0,1.0,0,5,2,2,1,0,0,0,1,0
台北市中山區北安路,25.082916,121.550443,1,0,0,0,0,0,0,0,0,0,0,0,33.2,30.42,3350,0,3.0,2.0,1.0,0.0,0,7,7,7,1,0,0,0,1,0
台北市中山區民生東路二段,25.058114,121.530772,1,0,0,0,0,0,0,0,0,0,0,0,46.0,12.72,1125,0,1.0,1.0,1.0,0.0,0,7,2,2,1,0,0,0,1,0
台北市中山區興安街,25.055952,121.54302,1,0,0,0,0,0,0,0,0,0,0,0,39.8,31.1,2680,0,5.0,0.0,5.0,0.0,0,14,2,2,1,0,1,0,0,0
台北市中山區中山北路二段,25.059273,121.524169,1,0,0,0,0,0,0,0,0,0,0,0,13.2,107.59,9800,2,4.0,2.0,2.0,1.0,0,12,9,9,1,0,1,0,0,0
台北市中山區新生北路三段,25.064305,121.528028,1,0,0,0,0,0,0,0,0,0,0,0,20.1,11.63,1998,0,1.0,1.0,1.0,1.0,1,12,11,11,1,0,1,0,0,0
台北市中山區長安東路二段,25.048406,121.541376,1,0,0,0,0,0,0,0,0,0,0,0,13.9,51.42,5818,1,3.0,2.0,0.0,2.0,0,15,11,11,1,0,1,0,0,0
台北市中山區林森北路,25.049167,121.527341,1,0,0,0,0,0,0,0,0,0,0,0,44.7,31.76,2388,0,4.0,0.0,4.0,0.0,0,5,2,2,1,1,0,0,0,0
台北市中山區松江路,25.049665,121.533968,1,0,0,0,0,0,0,0,0,0,0,0,48.5,47.98,4349,0,3.0,2.0,5.0,0.0,0,6,5,5,1,0,0,0,1,0
台北市中山區樂群二路,25.079698,121.557175,1,0,0,0,0,0,0,0,0,0,0,0,25.7,47.1,4368,1,5.0,0.0,4.0,0.0,0,10,8,8,1,0,0,0,1,0
台北市中山區興安街,25.056211,121.542922,1,0,0,0,0,0,0,0,0,0,0,0,40.0,33.81,3500,0,3.0,2.0,2.0,0.0,0,15,12,12,1,0,1,0,0,0
台北市中山區松江路,25.056716,121.530638,1,0,0,0,0,0,0,0,0,0,0,0,17.3,60.91,6980,1,0.0,2.0,1.0,0.0,1,9,9,9,1,0,0,0,1,0
台北市中山區南京東路三段,25.050789981289,121.53780283426,1,0,0,0,0,0,0,0,0,0,0,0,22.0,89.42,9158,4,2.0,1.0,1.0,1.0,0,14,8,8,1,0,1,0,0,0
台北市中山區農安街,25.064907,121.530919,1,0,0,0,0,0,0,0,0,0,0,0,43.3,30.92,2788,0,2.0,2.0,1.0,0.0,0,7,6,6,1,0,0,0,1,0
台北市中山區長春路,25.054855,121.538008,1,0,0,0,0,0,0,0,0,0,0,0,16.0,38.74,4328,1,1.0,1.0,1.0,1.0,0,14,2,2,1,0,1,0,0,0
台北市中山區長安東路二段,25.048406,121.541376,1,0,0,0,0,0,0,0,0,0,0,0,13.9,45.53,5100,1,3.0,0.0,3.0,2.0,0,15,11,11,1,0,1,0,0,0
台北市中山區伊通街,25.048978,121.535745,1,0,0,0,0,0,0,0,0,0,0,0,17.9,11.22,1468,0,1.0,0.0,1.0,0.0,0,6,5,5,1,0,0,0,1,0
台北市中山區農安街,25.064874,121.523,1,0,0,0,0,0,0,0,0,0,0,0,49.5,38.58,3060,0,6.0,0.0,6.0,1.0,0,9,6,6,1,0,0,0,1,0
台北市中山區北安路,25.085975,121.554709,1,0,0,0,0,0,0,0,0,0,0,0,8.0,35.07,3480,1,2.0,2.0,1.0,0.0,0,7,4,4,1,0,0,0,1,0
台北市中山區北安路,25.08011,121.54792,1,0,0,0,0,0,0,0,0,0,0,0,47.7,21.55,1880,0,1.0,2.0,0.0,0.0,0,5,3,3,1,1,0,0,0,0
台北市中山區中山北路一段,25.050935482791,121.52394411367,1,0,0,0,0,0,0,0,0,0,0,0,26.6,29.78,3180,1,3.0,2.0,3.0,2.0,1,5,5,5,1,0,0,0,1,0
台北市中山區八德路二段,25.045446,121.535176,1,0,0,0,0,0,0,0,0,0,0,0,39.8,34.89,2988,0,6.0,0.0,3.0,0.0,0,7,2,2,1,0,0,0,1,0
台北市中山區中山北路二段,25.053245,121.52384,1,0,0,0,0,0,0,0,0,0,0,0,8.7,62.85,6698,1,2.0,2.0,2.0,0.0,0,12,2,2,1,0,1,0,0,0
台北市中山區松江路,25.059162,121.53232,1,0,0,0,0,0,0,0,0,0,0,0,1.1,21.19,3168,0,1.0,2.0,1.0,1.0,0,10,4,4,1,0,0,0,1,0
台北市中山區五常街,25.064411,121.538465,1,0,0,0,0,0,0,0,0,0,0,0,10.2,20.28,2388,1,1.0,1.0,1.0,0.0,0,12,5,5,1,0,1,0,0,0
台北市中山區長春路,25.054855,121.538008,1,0,0,0,0,0,0,0,0,0,0,0,16.0,44.25,4628,2,1.0,1.0,1.0,1.0,0,14,2,2,1,0,1,0,0,0
台北市中山區伊通街,25.048978,121.535745,1,0,0,0,0,0,0,0,0,0,0,0,17.9,9.43,1188,0,1.0,0.0,1.0,0.0,0,6,5,5,1,0,0,0,1,0
台北市中山區基湖路,25.077714,121.564757,1,0,0,0,0,0,0,0,0,0,0,0,17.6,89.9,10398,2,3.0,2.0,2.0,0.0,0,9,3,3,1,0,0,0,1,0
台北市中山區農安街,25.064838,121.523335,1,0,0,0,0,0,0,0,0,0,0,0,16.7,30.0,2499,1,1.0,1.0,1.0,0.0,0,14,14,14,1,0,1,0,0,0
台北市中山區松江路,25.057068,121.531525,1,0,0,0,0,0,0,0,0,0,0,0,49.1,31.73,3088,0,3.0,2.0,2.0,0.0,0,6,4,4,1,0,0,0,1,0
台北市中山區吉林路,25.063794,121.530205,1,0,0,0,0,0,0,0,0,0,0,0,51.6,26.54,2120,0,5.0,0.0,1.0,0.0,0,4,4,4,1,1,0,0,0,0
台北市中山區錦州街,25.060476,121.528037,1,0,0,0,0,0,0,0,0,0,0,0,48.1,13.18,1488,0,1.0,1.0,1.0,0.0,0,7,4,4,1,0,0,1,0,0
台北市中山區遼寧街,25.053137,121.54355,1,0,0,0,0,0,0,0,0,0,0,0,55.5,38.19,3688,0,4.0,3.0,3.0,0.0,1,4,4,4,1,1,0,0,0,0
台北市中山區撫順街,25.063566,121.520115,1,0,0,0,0,0,0,0,0,0,0,0,49.4,15.21,1508,0,2.0,1.0,1.0,0.0,0,8,3,3,1,0,0,0,1,0
台北市中山區堤頂大道二段,25.077427,121.566597,1,0,0,0,0,0,0,0,0,0,0,0,18.2,149.82,21869,3,4.0,2.0,5.0,2.0,0,13,2,2,1,0,1,0,0,0
台北市中山區中山北路二段,25.055614101892,121.52363188598,1,0,0,0,0,0,0,0,0,0,0,0,81.1,13.88,2680,0,6.0,2.0,3.0,0.0,1,2,1,2,2,0,0,0,0,1
台北市中山區遼寧街,25.050844,121.542375,1,0,0,0,0,0,0,0,0,0,0,0,52.9,21.84,3700,0,4.0,2.0,2.0,0.0,1,4,1,1,1,1,0,0,0,0
台北市中山區北安路,25.085622,121.55387,1,0,0,0,0,0,0,0,0,0,0,0,12.5,56.69,6980,2,3.0,2.0,2.0,0.0,1,14,11,11,1,0,1,0,0,0
台北市中山區新生北路二段,25.056152,121.52589,1,0,0,0,0,0,0,0,0,0,0,0,35.1,20.26,2200,0,2.0,1.0,1.0,0.0,0,9,9,9,1,0,0,0,1,0
台北市中山區民權東路三段,25.062557,121.541693,1,0,0,0,0,0,0,0,0,0,0,0,47.3,32.73,2900,0,3.0,2.0,2.0,0.0,0,7,4,4,1,0,0,0,1,0
台北市中山區吉林路,25.063794,121.530205,1,0,0,0,0,0,0,0,0,0,0,0,51.6,26.54,2200,0,5.0,0.0,1.0,0.0,0,4,3,3,1,1,0,0,0,0
台北市中山區吉林路,25.063794,121.530205,1,0,0,0,0,0,0,0,0,0,0,0,51.6,26.54,2255,0,3.0,1.0,1.0,0.0,0,4,2,2,1,1,0,0,0,0
台北市中山區林森北路,25.049945,121.526313,1,0,0,0,0,0,0,0,0,0,0,0,60.5,30.79,2488,0,7.0,0.0,6.0,0.0,1,4,4,4,1,1,0,0,0,0
台北市中山區建國北路二段,25.055295,121.537233,1,0,0,0,0,0,0,0,0,0,0,0,37.8,10.53,968,0,0.0,1.0,1.0,0.0,0,15,3,3,1,0,1,0,0,0
台北市中山區新生北路二段,25.056152,121.52589,1,0,0,0,0,0,0,0,0,0,0,0,35.1,19.09,2200,0,1.0,2.0,1.0,0.0,0,9,4,4,1,0,0,0,1,0
台北市中山區明水路,25.079105,121.552099,1,0,0,0,0,0,0,0,0,0,0,0,29.8,15.17,1590,0,2.0,2.0,2.0,1.0,1,16,2,3,2,0,1,0,0,0
台北市中山區北安路,25.079222,121.546719,1,0,0,0,0,0,0,0,0,0,0,0,3.9,46.98,6500,1,2.0,2.0,2.0,0.0,0,16,15,15,1,0,1,0,0,0
台北市中山區松江路,25.061904,121.534425,1,0,0,0,0,0,0,0,0,0,0,0,53.2,46.03,3980,0,11.0,0.0,11.0,0.0,1,5,5,5,1,1,0,0,0,0
台北市中山區錦州街,25.060164,121.526106,1,0,0,0,0,0,0,0,0,0,0,0,41.5,15.16,1580,0,1.0,1.0,1.0,1.0,0,13,13,13,1,0,1,0,0,0
台北市中山區新生北路二段,25.060148,121.527261,1,0,0,0,0,0,0,0,0,0,0,0,47.2,11.68,710,0,1.0,0.0,1.0,0.0,0,14,3,3,1,0,1,0,0,0
台北市中山區民生西路,25.058256356125,121.52165134963,1,0,0,0,0,0,0,0,0,0,0,0,38.0,28.77,8900,0,0.0,2.0,1.0,0.0,0,5,1,1,1,1,0,0,0,0
台北市中山區農安街,25.064838,121.523335,1,0,0,0,0,0,0,0,0,0,0,0,16.7,16.1,1800,0,1.0,1.0,1.0,0.0,0,14,7,7,1,0,1,0,0,0
台北市中山區新生北路二段,25.057067,121.52658,1,0,0,0,0,0,0,0,0,0,0,0,31.3,11.94,1300,0,1.0,1.0,1.0,0.0,0,8,3,3,1,0,0,0,1,0
台北市中山區撫順街,25.063676,121.51957,1,0,0,0,0,0,0,0,0,0,0,0,37.2,12.37,1288,0,1.0,1.0,1.0,0.0,0,10,8,8,1,0,0,0,1,0
台北市中山區中山北路二段,25.061378,121.523784,1,0,0,0,0,0,0,0,0,0,0,0,43.6,32.03,2698,0,4.0,0.0,4.0,0.0,0,6,4,4,1,0,0,0,1,0
台北市中山區中山北路一段,25.050045,121.523594,1,0,0,0,0,0,0,0,0,0,0,0,59.4,32.66,2680,0,0.0,3.0,1.0,1.0,1,4,4,4,1,1,0,0,0,0
台北市中山區中山北路二段,25.060941,121.521461,1,0,0,0,0,0,0,0,0,0,0,0,40.3,24.23,3280,0,9.0,0.0,9.0,0.0,1,5,5,5,1,1,0,0,0,0
台北市中山區長安東路二段,25.048375,121.531919,1,0,0,0,0,0,0,0,0,0,0,0,57.8,90.79,13000,0,0.0,5.0,4.0,0.0,1,4,1,4,4,0,0,0,0,1
台北市中山區大直街,25.080891430439,121.54653118164,1,0,0,0,0,0,0,0,0,0,0,0,45.4,87.93,8100,0,12.0,0.0,12.0,0.0,0,5,-1,1,2,1,0,0,0,0
台北市中山區建國北路三段,25.067387,121.536181,1,0,0,0,0,0,0,0,0,0,0,0,45.6,29.93,1930,0,5.0,2.0,2.0,0.0,1,5,5,5,1,1,0,0,0,0
台北市中山區林森北路,25.05025,121.526998,1,0,0,0,0,0,0,0,0,0,0,0,14.3,11.42,1180,0,1.0,1.0,1.0,0.0,1,7,5,5,1,0,0,0,1,0
台北市中山區南京東路一段,25.051331,121.527032,1,0,0,0,0,0,0,0,0,0,0,0,50.9,59.53,4890,0,5.0,4.0,5.0,0.0,1,7,7,7,1,0,0,0,1,0
台北市中山區中山北路二段,25.059273,121.5253,1,0,0,0,0,0,0,0,0,0,0,0,1.5,27.2,3368,0,1.0,2.0,2.0,0.0,0,15,2,2,1,0,1,0,0,0
台北市中山區德惠街,25.066645,121.523269,1,0,0,0,0,0,0,0,0,0,0,0,47.7,17.35,1950,0,2.0,1.0,1.0,0.0,0,8,8,8,1,0,0,0,1,0
台北市中山區新生北路二段,25.060148,121.527261,1,0,0,0,0,0,0,0,0,0,0,0,47.2,9.67,580,0,1.0,0.0,1.0,0.0,0,14,12,12,1,0,1,0,0,0
台北市中山區新生北路二段,25.060148,121.527261,1,0,0,0,0,0,0,0,0,0,0,0,47.2,10.42,625,0,1.0,0.0,1.0,0.0,0,14,14,14,1,0,1,0,0,0
台北市中山區新生北路二段,25.060148,121.527261,1,0,0,0,0,0,0,0,0,0,0,0,47.2,8.76,526,0,1.0,0.0,1.0,0.0,0,14,7,7,1,0,1,0,0,0
台北市中山區新生北路二段,25.060148,121.527261,1,0,0,0,0,0,0,0,0,0,0,0,47.2,8.47,508,0,1.0,0.0,1.0,0.0,0,14,9,9,1,0,1,0,0,0
台北市中山區新生北路二段,25.060148,121.527261,1,0,0,0,0,0,0,0,0,0,0,0,47.2,8.47,508,0,1.0,0.0,1.0,0.0,0,14,5,5,1,0,1,0,0,0
台北市中山區新生北路二段,25.060148,121.527261,1,0,0,0,0,0,0,0,0,0,0,0,47.2,8.76,526,0,1.0,0.0,1.0,0.0,0,14,12,12,1,0,1,0,0,0
台北市中山區新生北路二段,25.060148,121.527261,1,0,0,0,0,0,0,0,0,0,0,0,47.2,8.63,518,0,1.0,0.0,1.0,0.0,0,14,5,5,1,0,1,0,0,0
台北市中山區新生北路二段,25.060148,121.527261,1,0,0,0,0,0,0,0,0,0,0,0,47.2,7.79,468,0,1.0,0.0,1.0,0.0,0,14,7,7,1,0,1,0,0,0
台北市中山區新生北路二段,25.060148,121.527261,1,0,0,0,0,0,0,0,0,0,0,0,47.2,8.69,522,0,1.0,0.0,1.0,0.0,0,14,12,12,1,0,1,0,0,0
台北市中山區新生北路二段,25.060148,121.527261,1,0,0,0,0,0,0,0,0,0,0,0,47.2,9.39,564,0,1.0,0.0,1.0,0.0,0,14,6,6,1,0,1,0,0,0
台北市中山區雙城街,25.063403,121.523628,1,0,0,0,0,0,0,0,0,0,0,0,66.1,41.39,9988,0,3.0,3.0,3.0,1.0,1,2,1,2,2,0,0,0,0,1
台北市中山區明水路,25.077874603117,121.55013268911,1,0,0,0,0,0,0,0,0,0,0,0,32.0,89.68,12000,2,6.0,3.0,3.0,1.0,0,9,-1,1,2,0,0,0,1,0
台北市中山區中山北路二段,25.05926,121.523656,1,0,0,0,0,0,0,0,0,0,0,0,20.6,15.2,2580,0,2.0,2.0,2.0,0.0,1,12,2,2,1,0,1,0,0,0
台北市中山區雙城街,25.067568,121.524388,1,0,0,0,0,0,0,0,0,0,0,0,37.2,11.16,1180,0,1.0,1.0,1.0,0.0,0,7,3,3,1,0,0,1,0,0
台北市中山區伊通街,25.048013,121.534819,1,0,0,0,0,0,0,0,0,0,0,0,7.9,34.02,3480,1,3.0,1.0,1.0,0.0,1,9,3,3,1,0,0,0,1,0
台北市中山區長安東路一段,25.04753,121.527662,1,0,0,0,0,0,0,0,0,0,0,0,31.3,9.73,1366,0,0.0,1.0,1.0,0.0,0,5,1,1,1,0,0,0,1,0
台北市中山區吉林路,25.05686,121.530421,1,0,0,0,0,0,0,0,0,0,0,0,40.8,19.41,2288,0,4.0,3.0,2.0,0.0,1,7,7,7,1,0,0,0,1,0
台北市中山區新生北路二段,25.056152,121.52589,1,0,0,0,0,0,0,0,0,0,0,0,35.1,11.2,1200,0,0.0,2.0,1.0,0.0,0,9,5,5,1,0,0,0,1,0
台北市中山區新生北路二段,25.057447,121.527024,1,0,0,0,0,0,0,0,0,0,0,0,0.9,24.0,2788,0,2.0,2.0,1.0,0.0,0,10,9,9,1,0,0,0,1,0
台北市中山區松江路,25.055333,121.532501,1,0,0,0,0,0,0,0,0,0,0,0,34.0,47.77,2400,0,1.0,2.0,2.0,0.0,1,5,1,1,1,0,0,0,1,0
台北市中山區建國北路三段,25.067191,121.535937,1,0,0,0,0,0,0,0,0,0,0,0,43.0,35.87,2398,0,5.0,3.0,3.0,0.0,1,5,5,5,1,1,0,0,0,0
台北市中山區龍江路,25.066324,121.543023,1,0,0,0,0,0,0,0,0,0,0,0,43.2,30.98,1788,0,3.0,2.0,2.0,0.0,0,5,5,5,1,1,0,0,0,0
台北市中山區五常街,25.064411,121.538465,1,0,0,0,0,0,0,0,0,0,0,0,10.2,18.32,2298,0,2.0,1.0,1.0,0.0,1,12,5,5,1,0,1,0,0,0
台北市中山區大直街,25.080511883095,121.54677920526,1,0,0,0,0,0,0,0,0,0,0,0,46.1,35.96,3870,0,4.0,0.0,4.0,0.0,0,5,4,4,1,1,0,0,0,0
台北市中山區林森北路,25.05956,121.526177,1,0,0,0,0,0,0,0,0,0,0,0,41.5,25.6,1850,0,3.0,0.0,3.0,0.0,0,13,4,4,1,0,1,0,0,0
台北市中山區八德路二段,25.047315,121.54242,1,0,0,0,0,0,0,0,0,0,0,0,66.7,50.87,8200,0,6.0,4.0,5.0,2.0,1,2,1,2,2,0,0,0,0,1
台北市中山區農安街,25.064907,121.530919,1,0,0,0,0,0,0,0,0,0,0,0,43.3,32.23,2788,0,3.0,1.0,3.0,0.0,0,7,3,3,1,0,0,0,1,0
台北市中山區遼寧街,25.050197,121.542135,1,0,0,0,0,0,0,0,0,0,0,0,56.7,39.19,3300,0,4.0,2.0,2.0,0.0,1,4,2,2,1,1,0,0,0,0
台北市中山區吉林路,25.05289,121.529145,1,0,0,0,0,0,0,0,0,0,0,0,57.9,29.74,2788,0,6.0,0.0,6.0,0.0,0,5,3,3,1,1,0,0,0,0
台北市中山區松江路,25.053992,121.53107,1,0,0,0,0,0,0,0,0,0,0,0,53.9,43.69,3888,0,4.0,2.0,2.0,2.0,1,5,2,2,1,1,0,0,0,0
台北市中山區新生北路二段,25.056712,121.52723,1,0,0,0,0,0,0,0,0,0,0,0,28.3,12.57,1238,0,1.0,1.0,1.0,0.0,1,12,6,6,1,0,1,0,0,0
台北市中山區中山北路二段,25.06164350035,121.52395723556,1,0,0,0,0,0,0,0,0,0,0,0,47.8,28.3,2388,0,4.0,0.0,4.0,0.0,0,5,4,4,1,1,0,0,0,0
台北市中山區合江街,25.057075,121.539073,1,0,0,0,0,0,0,0,0,0,0,0,55.2,14.25,1400,0,3.0,0.0,3.0,0.0,0,4,4,4,1,1,0,0,0,0
台北市中山區建國北路二段,25.054296,121.535482,1,0,0,0,0,0,0,0,0,0,0,0,58.2,26.25,2488,0,3.0,2.0,1.0,0.0,0,4,3,3,1,1,0,0,0,0
台北市中山區新生北路二段,25.057296,121.52719,1,0,0,0,0,0,0,0,0,0,0,0,17.5,25.73,1288,2,1.0,1.0,1.0,0.0,1,12,6,6,1,0,0,1,0,0
台北市中山區新生北路二段,25.05543,121.526259,1,0,0,0,0,0,0,0,0,0,0,0,69.2,26.77,10888,0,1.0,2.0,2.0,0.0,0,2,1,2,2,0,0,0,0,1
台北市中山區林森北路,25.049776,121.527094,1,0,0,0,0,0,0,0,0,0,0,0,22.6,41.2,2988,13,1.0,1.0,1.0,0.0,1,7,1,1,1,0,0,0,1,0
台北市中山區林森北路,25.049453,121.527824,1,0,0,0,0,0,0,0,0,0,0,0,53.4,35.66,2298,0,5.0,0.0,5.0,0.0,0,7,1,1,1,0,0,0,1,0
台北市中山區林森北路,25.049454,121.527006,1,0,0,0,0,0,0,0,0,0,0,0,44.9,25.99,2600,0,3.0,2.0,2.0,0.0,0,5,1,1,1,1,0,0,0,0
台北市中山區吉林路,25.06695357682,121.52895522426,1,0,0,0,0,0,0,0,0,0,0,0,53.8,30.28,2580,0,5.0,3.0,2.0,0.0,1,4,4,4,1,1,0,0,0,0
台北市中山區北安路,25.084773,121.557481,1,0,0,0,0,0,0,0,0,0,0,0,41.2,68.34,6492,0,6.0,3.0,4.0,0.0,0,5,3,4,2,1,0,0,0,0
台北市中山區林森北路,25.049537,121.525814,1,0,0,0,0,0,0,0,0,0,0,0,60.1,21.84,2100,0,4.0,0.0,4.0,0.0,0,4,2,2,1,1,0,0,0,0
台北市中山區北安路,25.084773,121.557481,1,0,0,0,0,0,0,0,0,0,0,0,41.2,34.17,3246,0,3.0,2.0,2.0,0.0,0,5,4,4,1,1,0,0,0,0
台北市中山區明水路,25.079105,121.552099,1,0,0,0,0,0,0,0,0,0,0,0,29.8,12.93,2088,0,1.0,1.0,1.0,1.0,1,16,9,10,2,0,1,0,0,0
台北市中山區合江街,25.059445,121.539796,1,0,0,0,0,0,0,0,0,0,0,0,67.5,49.43,9800,0,4.0,5.0,3.0,0.0,1,2,1,2,2,0,0,0,0,1
台北市中山區中山北路一段,25.050474,121.524154,1,0,0,0,0,0,0,0,0,0,0,0,48.5,49.0,3300,0,6.0,0.0,6.0,1.0,1,4,2,2,1,0,0,1,0,0
台北市中山區八德路二段,25.046074,121.542437,1,0,0,0,0,0,0,0,0,0,0,0,62.8,32.31,3988,0,8.0,0.0,8.0,0.0,1,3,2,3,2,1,0,0,0,0
台北市中山區八德路二段,25.046294,121.542345,1,0,0,0,0,0,0,0,0,0,0,0,42.0,38.9,4488,0,5.0,0.0,5.0,0.0,0,6,2,2,1,0,0,0,1,0
台北市中山區中山北路二段,25.057338,121.52206,1,0,0,0,0,0,0,0,0,0,0,0,114.3,10.65,4288,0,6.0,0.0,6.0,0.0,1,1,1,1,1,0,0,0,0,1
台北市中山區新生北路二段,25.053889,121.527782,1,0,0,0,0,0,0,0,0,0,0,0,42.1,35.41,3188,0,0.0,2.0,3.0,3.0,1,12,12,12,1,0,1,0,0,0
台北市中山區錦州街,25.060292,121.543338,1,0,0,0,0,0,0,0,0,0,0,0,48.7,34.29,2650,0,4.0,1.0,2.0,0.0,0,5,4,4,1,1,0,0,0,0
台北市中山區中山北路二段,25.057566,121.52446,1,0,0,0,0,0,0,0,0,0,0,0,48.5,16.13,1700,0,2.0,1.0,1.0,0.0,0,11,8,8,1,0,1,0,0,0
