路段,緯度,經度,屋齡,建坪,房屋總價(萬),車位,格局,有加蓋,總樓層,樓層,房屋類型
台北市大同區延平北路三段,25.067849040637,121.5107344231,52.1年,26.84,1750,0,3房2廳2衛,0,4,4,['A']
台北市大同區五原路,25.056671,121.51736,16.2年,49.34,4950,1,2房2廳2衛1室,0,14,13,['L']
台北市大同區重慶北路一段,25.050466,121.513782,37.4年,79.48,6356,0,4房2廳2衛1室,0,12,9,['L']
台北市大同區民生西路,25.057265,121.516603,16.0年,19.62,1960,0,2房1廳1衛,1,13,3,['L']
台北市大同區承德路三段,25.072292,121.519064,13.5年,57.78,7280,1,3房2廳2衛,0,12,12,['L']
台北市大同區重慶北路一段,25.050466,121.513782,37.4年,40.36,3199,0,2房2廳1衛,0,12,9,['L']
台北市大同區重慶北路一段,25.050466,121.513782,37.4年,52.16,4199,0,3房2廳2衛,0,12,9,['L']
台北市大同區天水路,25.052894,121.5133,47.3年,11.21,788,0,1房1廳1衛,0,11,9,['L']
台北市大同區南京西路,25.053349,121.516547,12.0年,74.92,7980,1,3房2廳2衛1室,0,14,9,['L']
台北市大同區寧夏路,25.058325,121.515054,29.0年,32.04,2866,0,3房1廳1衛,0,9,2,['M']
台北市大同區寧夏路,25.054869,121.514843,14.3年,22.86,2188,1,2房1廳1衛1室,1,13,12,['L']
台北市大同區重慶北路二段,25.058108,121.513817,0.9年,18.13,2250,0,2房2廳1衛,0,15,3,['L']
台北市大同區延平北路一段,25.053267,121.511914,6.9年,26.31,3580,0,2房2廳1衛1室,1,12,12,['L']
台北市大同區五原路,25.056671,121.51736,16.2年,23.14,2438,0,2房2廳1衛2室,1,14,4,['L']
台北市大同區承德路二段,25.057803,121.518401,1.3年,18.99,2400,1,1房1廳1衛,0,15,4,['L']
台北市大同區延平北路二段,25.0574,121.511647,46.9年,9.22,1088,0,2房2廳1衛1室,0,11,8,['L']
台北市大同區迪化街二段,25.069533,121.512086,41.1年,52.53,3988,0,4房2廳2衛,0,7,4,['M']
台北市大同區興城街,25.057836,121.517625,71.6年,5.17,470,0,1廳1衛,0,1,1-1,['D']
台北市大同區延平北路三段,25.06635,121.510896,45.2年,27.49,1998,0,4房3廳1衛,0,7,2,['M']
台北市大同區延平北路一段,25.050476,121.512092,1.9年,76.35,10680,1,3房2廳2衛,0,29,23,['L']
