路段,緯度,經度,屋齡,建坪,房屋總價(萬),車位,格局,有加蓋,總樓層,樓層,房屋類型
台北市萬華區青年路,25.026167,121.504501,39.0年,40.23,3150,0,2房2廳2衛,0,12,2,['L']
台北市萬華區水源路,25.019348504483,121.50270017803,28.4年,46.05,3500,1,3房2廳1.5衛,0,16,11,['L']
台北市萬華區康定路,25.039424008173,121.50210841809,9.9年,20,1800,0,1房1廳1衛,0,26,21,['L']
台北市萬華區德昌街,25.022102,121.493255,56.1年,17.45,1270,0,3房2廳1衛,0,4,2,['A']
台北市萬華區中華路一段,25.041051,121.507549,20.4年,52.16,5500,1,3房2廳2衛,1,14,12,['L']
台北市萬華區漢口街二段,25.046294,121.504572,8.4年,42.82,3988,0,3房2廳2衛,0,15,6,['L']
台北市萬華區西園路一段,25.040547,121.499767,1.2年,39.61,3380,1,3房2廳2衛,0,12,5,['L']
台北市萬華區雙園街,25.029239,121.494757,54.8年,25.68,1388,0,2房3廳2衛,1,4,4,['A']
台北市萬華區和平西路三段,25.035337,121.491277,44.7年,11.49,668,0,1房1廳1衛,0,8,8,['M']
台北市萬華區康定路,25.039226837944,121.502294513,9.9年,20.86,1680,1,1房1廳1衛,0,26,3,['L']
台北市萬華區武成街,25.018159,121.4952,47.9年,26.57,1650,0,3房2廳2衛,0,5,4,['A']
台北市萬華區青年路,25.024342,121.502331,43.4年,34.88,2588,0,3房2廳2衛,0,12,9,['L']
台北市萬華區萬大路,25.018884,121.496795,54.3年,23.08,1338,0,2房2廳1衛1室,1,4,4,['A']
台北市萬華區中華路二段,25.029416,121.504234,57.6年,6.82,820,0,2廳1衛,0,5,1,['A']
台北市萬華區萬大路,25.019957,121.496336,55.5年,19.64,1488,0,2房2廳1衛,1,4,1,['A']
台北市萬華區興義街,25.025905,121.490753,56.7年,34.31,1668,0,4房2廳2衛,0,4,3,['A']
台北市萬華區武成街,25.020201,121.49435,62.7年,17.02,1660,0,5廳2衛,1,2,1-2,['D']
台北市萬華區開封街二段,25.0467,121.506112,30.3年,42.63,2988,0,3房2廳2衛1室,0,16,3,['L']
台北市萬華區康定路,25.039268,121.502022,9.9年,25.1,1888,1,2房2廳1衛,0,26,4,['L']
台北市萬華區西寧南路,25.048189,121.507596,43.7年,5.25,498,0,1房1衛,0,11,5,['C']
台北市萬華區東園街,25.02497,121.496118,44.4年,41.81,3780,0,3房2廳2衛,1,5,1,['A']
台北市萬華區和平西路三段,25.035936,121.493035,49.1年,34.71,1588,1,3房2廳1衛,0,5,4,['A']
台北市萬華區雙園街,25.030633,121.494671,52.2年,27.68,1498,0,5房3廳2衛,1,4,4,['A']
台北市萬華區民和街,25.024982,121.497907,59.2年,30.66,3988,0,8房3廳3衛1室,1,2,1-2,['D']
台北市萬華區德昌街,25.022877,121.493976,44.3年,31.47,1860,0,2房2廳1衛,0,5,1,['A']
台北市萬華區寶興街,25.023847,121.493488,55.0年,23.56,1568,0,2廳2衛,1,3,3,['A']
台北市萬華區長沙街二段,25.040541,121.501521,7.0年,92.97,7980,2,3房2廳2衛1室,0,18,18,['L']
台北市萬華區西寧南路,25.041122,121.505944,18.6年,37.96,3228,1,2房2廳2衛,0,13,8,['L']
台北市萬華區萬大路,25.029935,121.50118,38.1年,39.96,2588,0,4房4廳3衛,1,5,5,['A']
台北市萬華區德昌街,25.023651,121.494994,41.1年,35.14,2450,0,5房3廳3衛,1,5,5,['A']
台北市萬華區萬大路,25.024685,121.499246,23.3年,53.23,3980,1,4房2廳2衛2室,1,7,6-7,['M']
台北市萬華區萬大路,25.01967,121.49688,47.8年,29.14,1700,0,5房4廳3衛,1,5,5,['A']
台北市萬華區環河南路二段,25.038253585243,121.49668930854,42.5年,30.45,1680,0,5房3廳2衛,1,5,5,['A']
台北市萬華區桂林路,25.038817,121.500843,6.4年,56.38,3798,1,3房2廳2衛,0,24,3,['L']
台北市萬華區和平西路三段,25.035206683926,121.49742192949,66.1年,73.71,8500,0,4房3廳2.5衛3室,0,3,1-3,['D']
台北市萬華區峨眉街,25.044267,121.503407,20.1年,9.68,1488,0,1房2廳1衛,1,11,3,['L']
台北市萬華區雙園街,25.028981,121.493543,59.6年,39.77,2860,0,4房3廳3衛2室,1,3,2-3,['A']
台北市萬華區萬大路,25.019615,121.49726,50.2年,23.24,1900,0,2房2廳1衛,0,4,4,['A']
台北市萬華區和平西路三段,25.035029,121.491023,49.5年,48.1,2780,0,3房2廳2衛,0,5,B1-1,['A']
台北市萬華區艋舺大道,25.032962,121.502382,38.7年,36.76,1688,0,4房3廳3衛1室,1,5,5,['A']
台北市萬華區萬青街,25.024884,121.501264,65.9年,42.92,3700,0,5房3廳2衛,1,2,1-2,['D']
台北市萬華區萬大路,25.020409,121.497192,63.8年,28.63,3100,0,3房2廳4衛,1,2,1-2,['D']
台北市萬華區中華路二段,25.030428,121.502484,51.7年,27.18,2480,0,3房2廳1衛,0,4,B1-1,['A']
台北市萬華區西園路二段,25.023935,121.492003,25.6年,46.76,2980,1,3房2廳2衛,0,13,8,['L']
台北市萬華區昆明街,25.039224,121.504163,14.7年,54.38,4000,1,2房2廳2衛,0,19,4,['L']
台北市萬華區東園街,25.025032,121.496956,53.3年,26.75,1650,0,3房1廳1衛,0,4,3,['A']
台北市萬華區西藏路,25.026584,121.503327,30.1年,34.99,2680,0,3房2廳1.5衛,0,8,1,['M']
台北市萬華區萬大路,25.02882,121.501558,50.9年,13.88,988,0,2房1廳1衛1室,0,5,2,['A']
台北市萬華區康定路,25.038647,121.501913,0.3年,14.85,1388,0,1房1廳1衛,0,15,9,['L']
台北市萬華區環河南路一段,25.043469,121.5009,11.3年,96.31,7550,1,4房2廳2衛,0,23,15,['L']
台北市萬華區開封街二段,25.04726,121.504928,0.7年,18.7,2388,0,1房1廳1衛,0,15,11,['L']
台北市萬華區環河南路一段,25.046835458032,121.50423047812,42.7年,38.29,2800,0,5房2廳4衛,1,12,12,['L']
台北市萬華區東園街,25.026083,121.498596,58.7年,33.99,3680,0,4房2廳3衛,1,2,1-2,['D']
台北市萬華區西寧南路,25.038145,121.506443,9.7年,12.62,1350,0,1房1廳1衛,0,13,9,['L']
台北市萬華區西園路一段,25.040703,121.499042,20.7年,23.28,1600,0,2房2衛,0,6,3,['M']
台北市萬華區康定路,25.039268,121.502022,9.9年,16.24,1298,0,1房1廳1衛,0,26,6,['L']
台北市萬華區永福街,25.038219,121.50576,38.5年,36.59,2680,0,3房2廳1衛1室,0,6,2,['M']
台北市萬華區武成街,25.019348,121.494701,62.8年,17.01,1468,0,2房3廳2衛,1,2,1-2,['D']
台北市萬華區西園路一段,25.038063,121.499545,37.2年,46.49,3620,0,4房3廳3衛1室,1,12,12,['L']
台北市萬華區水源路,25.019473,121.503,28.4年,45.67,2600,1,3房2廳1衛,0,16,1,['L']
台北市萬華區漢口街二段,25.045867986087,121.50638745584,13.8年,25.47,2675,0,2房2廳1衛,0,15,9,['L']
台北市萬華區國興路,25.024142,121.50918,43.7年,30.22,2188,0,3房2廳2衛,0,12,12,['L']
台北市萬華區武成街,25.018979,121.494844,64.8年,35.45,2580,0,4廳4衛1室,1,3,1-3,['D']
台北市萬華區成都路,25.043652,121.501791,48.5年,8.43,658,0,1房1廳1衛,0,12,8,['L']
台北市萬華區莒光路,25.030943,121.497288,8.2年,78.48,5980,2,3房2廳2衛,0,15,2,['L']
台北市萬華區萬大路,25.030282,121.501469,39.3年,35.49,2860,0,1房2廳1衛2室,1,5,1,['A']
台北市萬華區廣州街,25.036624625421,121.49839471975,41.7年,100.56,3500,0,17房17衛,0,9,8,['M']
台北市萬華區漢中街,25.044114,121.50672,44.5年,8.5,880,0,1房1廳1衛,0,6,5,['M']
台北市萬華區西寧南路,25.044412,121.506519,14.0年,72.12,7800,2,4房2廳2衛,0,27,20,['L']
台北市萬華區萬大路,25.024204,121.500761,38.6年,43.39,3188,0,5房2廳2衛,0,6,2,['M']
台北市萬華區成都路,25.043016,121.505272,23.2年,13.84,1260,0,2房1廳1衛,1,13,12,['L']
台北市萬華區貴陽街二段,25.04015,121.501465,20.4年,27.89,1800,1,1房2廳1衛,0,12,12,['L']
台北市萬華區西寧南路,25.041122,121.505944,18.6年,14.37,1290,0,1房1廳1衛,0,13,5,['L']
台北市萬華區桂林路,25.03755,121.505861,15.9年,68.52,5830,1,4房2廳2衛1室,0,15,2,['L']
台北市萬華區中華路二段,25.02539,121.508083,47.0年,13.94,1298,0,2房2廳1衛,0,12,12,['L']
台北市萬華區康定路,25.042187415109,121.50207029199,12.8年,50.03,4369,1,3房2廳2衛,0,15,9,['L']
台北市萬華區萬大路,25.024588,121.498476,55.3年,20.81,1288,0,2房2廳1衛,0,4,2,['A']
台北市萬華區廣州街,25.036529782971,121.4984089035,41.7年,33.33,1150,0,6房6衛,0,9,8,['M']
台北市萬華區梧州街,25.037056407222,121.49770378561,39.4年,40.23,2200,0,4房2廳2衛,0,9,8,['M']
台北市萬華區青年路,25.024906,121.502737,43.4年,33.83,2350,0,3房2廳2衛,0,12,2,['L']
台北市萬華區廣州街,25.036610036957,121.49846442393,41.4年,25.26,900,0,3房3衛,0,9,8,['M']
台北市萬華區西園路二段,25.026807,121.490836,49.6年,15.55,990,0,5房1廳2衛,1,5,5,['A']
台北市萬華區成都路,25.043593,121.502042,18.4年,15.62,1680,0,2房1廳1衛,1,14,10,['L']
台北市萬華區成都路,25.043652,121.501791,48.5年,8.98,808,0,1房1廳1衛,0,12,6,['L']
台北市萬華區西寧南路,25.038782,121.506375,9.2年,22.01,2450,0,1房1廳1衛,0,13,3,['L']
台北市萬華區洛陽街,25.047532,121.50787,26.7年,13.02,588,0,1房1廳1衛,0,11,7,['L']
台北市萬華區西寧南路,25.038816,121.506373,9.2年,22.24,2450,0,1房1廳1衛,0,13,2,['L']
台北市萬華區廣州街,25.036626944684,121.49834924436,41.7年,41.98,1450,0,8房8衛,0,9,8,['M']
台北市萬華區開封街二段,25.046985451677,121.5056801848,41.8年,51.48,3980,0,5房1廳5衛1室,0,9,3,['M']
台北市萬華區桂林路,25.038398,121.498076,40.4年,27.96,1780,0,1房2廳2衛,0,9,4,['M']
台北市萬華區中華路二段,25.025136,121.508453,47.0年,19.08,1598,0,3房2廳1衛,0,12,8,['L']
台北市萬華區貴陽街二段,25.039726,121.503872,32.3年,24.91,2150,0,3房2廳1衛,0,10,6,['M']
台北市萬華區桂林路,25.038401,121.498041,40.4年,28.13,1680,0,4房1衛1室,0,9,4,['M']
