路段,緯度,經度,屋齡,建坪,房屋總價(萬),車位,格局,有加蓋,總樓層,樓層,房屋類型
台北市文山區木新路二段,24.983274,121.569776,31.0年,40.92,2750,1,3房2廳2衛,0,10,5,['M']
台北市文山區久康街,24.989352,121.565956,18.9年,36.83,2700,2,2房1廳1衛1室,0,8,3,['M']
台北市文山區興隆路二段,25.000579,121.547509,48.8年,28.26,1999,0,3房2廳1衛,0,4,3,['A']
台北市文山區木柵路三段,24.988547,121.564685,43.4年,22.52,1380,0,3房2廳1衛,0,5,3,['A']
台北市文山區政大二街,24.987653,121.586702,15.6年,45.53,2780,1,3房2廳2衛,0,5,3,['M']
台北市文山區三福街,24.997879,121.542353,15.5年,85.53,6588,2,3房2廳2衛,0,15,13,['L']
台北市文山區景華街,24.994844,121.546088,46.6年,23.43,1780,0,3房2廳1衛,0,5,3,['A']
台北市文山區木新路三段,24.982282,121.557103,51.1年,32.31,1988,0,3房2廳2衛,0,4,3,['A']
台北市文山區興隆路二段,24.999351,121.553213,43.4年,30.41,1890,0,3房2廳1衛,0,5,4,['A']
台北市文山區福興路,25.006533,121.549195,19.5年,34.39,2080,1,2房2廳1衛,1,8,7,['M']
台北市文山區興隆路三段,24.993165,121.561038,31.6年,18.99,1335,0,2房1廳1衛,0,5,4,['M']
台北市文山區興隆路二段,25.001449,121.547816,48.2年,34.71,1920,0,4房2廳2衛,1,4,4,['A']
台北市文山區興隆路二段,25.000848,121.547385,6.3年,28.17,2250,1,1廳1衛,0,7,2,['M']
台北市文山區木柵路四段,24.999195,121.574634,31.3年,40.69,2850,0,4房2廳1.5衛2室,1,7,5,['M']
台北市文山區景福街,24.999372,121.538771,42.6年,80.36,6268,1,4房2廳2衛,0,7,6,['M']
台北市文山區辛亥路五段,24.997806,121.553476,42.5年,33.61,1988,0,3房2廳2衛,0,5,1,['A']
台北市文山區辛亥路六段,24.989258,121.551719,43.0年,32.55,1680,0,3房2廳2衛,0,5,2,['A']
台北市文山區和興路,24.984546,121.548064,29.2年,32.95,2200,0,2房2廳1衛,1,13,3,['L']
台北市文山區興隆路三段,24.993054,121.560661,32.7年,38.69,3980,1,5房3廳2衛,1,8,1,['M']
台北市文山區景華街,24.994154,121.547506,42.0年,30.02,1560,0,3房2廳2衛,0,5,5,['A']
台北市文山區羅斯福路五段,25.00362,121.538068,45.9年,28.37,1990,0,3房1廳2衛,1,5,4,['A']
台北市文山區景興路,24.993061,121.545334,43.7年,24.42,1750,0,3房2廳2衛,0,5,2,['A']
台北市文山區政大一街,24.985382,121.580922,25.0年,52.3,3588,1,4房2廳3衛,0,4,1-2,['M']
台北市文山區秀明路二段,24.991362272084,121.57822436073,28.8年,49.25,2880,1,2房2廳1.5衛1室,0,19,1,['L']
台北市文山區萬慶街,24.993393,121.538786,44.8年,47.93,3180,0,4房2廳2衛,0,5,4,['A']
台北市文山區辛亥路七段,24.981176,121.553952,48.8年,37.58,2188,0,3房2廳2衛,0,4,3,['A']
台北市文山區興隆路四段,24.984231,121.561646,44.0年,46.58,2655,0,3房2廳2衛,0,7,3,['M']
台北市文山區興隆路二段,25.000914,121.550771,56.8年,31.17,2338,0,5房4廳3衛1室,1,4,4,['A']
台北市文山區久康街,24.990195,121.567986,14.6年,25.74,2880,2,2房1廳1衛1室,1,6,1,['M']
台北市文山區景華街,24.995099,121.545221,50.7年,30.85,2198,0,5房3廳4衛,1,4,4,['A']
台北市文山區興隆路四段,24.984774,121.561234,49.0年,23.44,1298,0,3房2廳1衛,0,4,2,['A']
台北市文山區仙岩路,24.996649726554,121.55023370737,32.2年,6.35,680,0,1房1衛,0,8,6,['M']
台北市文山區興隆路三段,24.993181,121.558819,32.5年,10.44,828,0,1房1衛,0,10,3,['C']
台北市文山區政大二街,24.988752701746,121.58753758586,22.8年,42.24,2400,1,3房2廳1.5衛,0,9,1,['M']
台北市文山區政大二街,24.987501,121.586938,15.6年,16.91,1398,0,1房1廳1衛,0,5,3,['M']
台北市文山區溪口街,24.99423,121.540092,42.6年,32.09,1888,0,3房2廳2衛,0,5,4,['A']
台北市文山區興隆路三段,24.993801,121.560614,45.5年,27.23,1298,0,2房2廳2衛,0,5,2,['A']
台北市文山區萬盛街,25.004923,121.542568,49.1年,23.2,1799,0,3房2廳1衛,0,4,2,['A']
台北市文山區景興路,24.992232,121.543844,30.2年,13.65,928,0,1房1衛,0,24,19,['C']
台北市文山區木新路三段,24.983388,121.56435,10.1年,49.69,2980,1,3房2廳2衛,0,12,9,['L']
台北市文山區木柵路三段,24.988534,121.564758,43.4年,21.93,1380,0,3房2廳1衛,0,5,3,['A']
台北市文山區羅斯福路六段,24.998622,121.540805,29.2年,32.31,1950,0,3房2廳2衛,0,5,5,['A']
台北市文山區景興路,24.992232,121.543844,30.2年,13.71,928,0,1房1衛,0,24,16,['C']
