區域名稱,成交價/售價,總價格,每坪價格,坪數,屋齡,房屋規格,住宅類型,樓層
大安區,26500000,26500000,1066127.0,24.86,48,公寓(5樓含以下無電梯),其他,二層
大安區,45600000,45600000,835475.0,54.58,50,住宅大樓(11層含以上有電梯),住家用,九層，陽臺
大安區,53000000,53000000,852341.0,62.18,40,住宅大樓(11層含以上有電梯),住家用,九層
大安區,44800000,44800000,1522876.0,29.42,9,住宅大樓(11層含以上有電梯),住家用,六層
大安區,21500000,21500000,795286.0,27.03,45,公寓(5樓含以下無電梯),住商用,一層
大安區,43200000,43200000,949918.0,45.48,53,華廈(10層含以下有電梯),住家用,二層
大安區,23660000,23660000,900473.0,26.28,41,住宅大樓(11層含以上有電梯),住家用,十三層
大安區,29180000,29180000,1233705.0,23.65,53,住宅大樓(11層含以上有電梯),住家用,九層，陽臺
大安區,58800000,58800000,1133278.0,59.5,41,住宅大樓(11層含以上有電梯),住家用,二十層，二十一層
大安區,102000000,102000000,1493121.0,68.31,49,華廈(10層含以下有電梯),商業用,一層，騎樓
大安區,9900000,9900000,786149.0,12.6,35,華廈(10層含以下有電梯),住家用,三層
大安區,34750000,34750000,1552387.0,22.38,41,華廈(10層含以下有電梯),其他,地下層
大安區,26000000,26000000,1536757.0,16.92,2,住宅大樓(11層含以上有電梯),住家用,三層
大安區,34000000,34000000,796070.0,42.71,38,華廈(10層含以下有電梯),住家用,三層
大安區,46000000,46000000,1064967.0,43.19,25,華廈(10層含以下有電梯),住家用,二層
大安區,38380000,38380000,1010729.0,37.97,49,住宅大樓(11層含以上有電梯),住家用,九層
大安區,30000000,30000000,766238.0,39.15,42,公寓(5樓含以下無電梯),住家用,二層
大安區,18400000,18400000,1345428.0,13.68,21,住宅大樓(11層含以上有電梯),辦公用,七層
大安區,15000000,15000000,1244968.0,12.05,18,華廈(10層含以下有電梯),住家用,四層
大安區,35500000,35500000,1179219.0,30.1,47,華廈(10層含以下有電梯),住家用,七層
大安區,107300000,107300000,1415322.0,82.3,10,住宅大樓(11層含以上有電梯),住家用,八層
大安區,57680000,57680000,1007016.0,57.28,54,華廈(10層含以下有電梯),住家用,六層，陽臺
大安區,46000000,46000000,1107469.0,41.54,44,華廈(10層含以下有電梯),住家用,四層
大安區,18400000,18400000,1121645.0,16.4,45,華廈(10層含以下有電梯),住家用,五層
大安區,16800000,16800000,407942.0,41.18,45,華廈(10層含以下有電梯),住家用,五層
大安區,16820000,16820000,969885.0,17.34,53,住宅大樓(11層含以上有電梯),住家用,八層，陽臺
大安區,55200000,55200000,882401.0,62.56,38,華廈(10層含以下有電梯),住家用,三層
大安區,32800000,32800000,879829.0,37.28,39,住宅大樓(11層含以上有電梯),住家用,四層
大安區,38100000,38100000,885855.0,43.01,48,住宅大樓(11層含以上有電梯),商業用,十層
大安區,18750000,18750000,1000385.0,18.74,41,公寓(5樓含以下無電梯),住家用,二層
大安區,59000000,59000000,1062378.0,55.54,38,公寓(5樓含以下無電梯),住家用,一層
大安區,30500000,30500000,1168329.0,26.11,40,住宅大樓(11層含以上有電梯),住家用,十一層
大安區,20000000,20000000,551288.0,36.28,48,華廈(10層含以下有電梯),住家用,四層
大安區,23800000,23800000,954831.0,24.93,55,公寓(5樓含以下無電梯),住家用,四層
大安區,15250000,15250000,1010490.0,15.09,45,住宅大樓(11層含以上有電梯),商業用,六層
大安區,85000000,85000000,956768.0,88.84,30,住宅大樓(11層含以上有電梯),商業用,二層，電梯樓梯間
大安區,16580000,16580000,679438.0,24.4,45,公寓(5樓含以下無電梯),住家用,五層
大安區,15200000,15200000,483946.0,31.41,46,公寓(5樓含以下無電梯),住家用,二層
大安區,26880000,26880000,1170286.0,22.97,49,公寓(5樓含以下無電梯),其他,五層
大安區,21080000,21080000,1273507.0,16.55,43,住宅大樓(11層含以上有電梯),商業用,一層
大安區,37000000,37000000,844890.0,43.79,39,住宅大樓(11層含以上有電梯),住家用,八層
大安區,39880000,39880000,1115453.0,35.75,48,華廈(10層含以下有電梯),住家用,六層
大安區,37000000,37000000,841981.0,43.94,44,華廈(10層含以下有電梯),住家用,五層
大安區,118000000,118000000,1384955.0,106.17,14,住宅大樓(11層含以上有電梯),住家用,二層
大安區,37700000,37700000,1209400.0,31.17,28,住宅大樓(11層含以上有電梯),商業用,七層
大安區,23680000,23680000,879763.0,26.92,44,華廈(10層含以下有電梯),住家用,四層
大安區,68000000,68000000,1334013.0,50.97,40,華廈(10層含以下有電梯),住家用,一層
大安區,23000000,23000000,1196567.0,20.85,25,華廈(10層含以下有電梯),住家用,二層
大安區,63000000,63000000,1134157.0,55.55,54,公寓(5樓含以下無電梯),住家用,三層
大安區,25580000,25580000,1032758.0,24.77,33,華廈(10層含以下有電梯),住家用,五層
大安區,68380000,68380000,1175450.0,58.17,39,住宅大樓(11層含以上有電梯),住家用,七層
大安區,30900000,30900000,1012781.0,30.51,48,華廈(10層含以下有電梯),住家用,六層
大安區,31300000,31300000,1016719.0,30.79,40,住宅大樓(11層含以上有電梯),住家用,八層
大安區,31000000,31000000,999707.0,31.01,31,華廈(10層含以下有電梯),住家用,三層
大安區,22080000,22080000,613480.0,35.99,42,公寓(5樓含以下無電梯),住家用,五層
大安區,43230000,43230000,866067.0,49.92,50,公寓(5樓含以下無電梯),住家用,二層，陽臺
大安區,39580000,39580000,1028077.0,38.5,45,住宅大樓(11層含以上有電梯),商業用,三層
大安區,64880000,64880000,928365.0,69.89,20,住宅大樓(11層含以上有電梯),住家用,十一層
大安區,27750000,27750000,979875.0,28.32,51,公寓(5樓含以下無電梯),住家用,三層，陽臺
大安區,62800000,62800000,1309394.0,47.96,42,住宅大樓(11層含以上有電梯),商業用,二層
大安區,78200000,78200000,1132888.0,69.03,15,華廈(10層含以下有電梯),住家用,二層
大安區,34500000,34500000,985228.0,35.02,50,公寓(5樓含以下無電梯),住家用,三層，陽臺
大安區,210000000,210000000,1485888.0,160.12,10,住宅大樓(11層含以上有電梯),住家用,七層
大安區,15000000,15000000,889773.0,16.86,53,公寓(5樓含以下無電梯),住家用,四層，陽臺
大安區,38000000,38000000,893141.0,42.55,41,住宅大樓(11層含以上有電梯),其他,七層
大安區,28500000,28500000,904698.0,31.5,45,住宅大樓(11層含以上有電梯),商業用,三層
大安區,40680000,40680000,1008626.0,40.33,41,住宅大樓(11層含以上有電梯),住家用,十六層
大安區,14500000,14500000,1293417.0,11.21,48,住宅大樓(11層含以上有電梯),住家用,十層
大安區,42000000,42000000,956619.0,43.9,39,公寓(5樓含以下無電梯),住家用,一層，夾層
大安區,19280000,19280000,1684103.0,15.81,18,住宅大樓(11層含以上有電梯),住家用,三層
大安區,22530000,22530000,949753.0,23.72,57,公寓(5樓含以下無電梯),住家用,四層
大安區,32000000,32000000,827419.0,38.67,53,公寓(5樓含以下無電梯),住家用,四層
大安區,40000000,40000000,1037522.0,38.55,18,住宅大樓(11層含以上有電梯),住家用,十層
大安區,45000000,45000000,918050.0,49.02,48,華廈(10層含以下有電梯),住家用,六層
大安區,152000000,152000000,1801440.0,110.26,2,住宅大樓(11層含以上有電梯),住家用,十三層
大安區,52300000,52300000,833984.0,62.71,45,華廈(10層含以下有電梯),住家用,三層
大安區,33300000,33300000,897687.0,37.1,50,華廈(10層含以下有電梯),住家用,五層，陽臺，見其他登記事項
大安區,28800000,28800000,923535.0,31.18,41,住宅大樓(11層含以上有電梯),住家用,六層
大安區,24850000,24850000,1058758.0,23.47,45,公寓(5樓含以下無電梯),住家用,五層
大安區,39500000,39500000,850956.0,46.42,45,住宅大樓(11層含以上有電梯),商業用,二層
大安區,49300000,49300000,1729198.0,31.91,5,住宅大樓(11層含以上有電梯),住家用,八層
大安區,9680000,9680000,937320.0,10.33,44,華廈(10層含以下有電梯),商業用,二層
大安區,25750000,25750000,874956.0,29.43,44,華廈(10層含以下有電梯),住家用,三層
大安區,68680000,68680000,1003724.0,68.43,38,住宅大樓(11層含以上有電梯),住家用,九層
大安區,76500000,76500000,1246895.0,80.7,24,華廈(10層含以下有電梯),住家用,六層，夾層
大安區,41030000,41030000,1100058.0,37.3,49,華廈(10層含以下有電梯),住家用,二層
大安區,36030000,36030000,954927.0,37.73,49,華廈(10層含以下有電梯),住家用,二層
大安區,38000000,38000000,1285252.0,29.57,51,公寓(5樓含以下無電梯),住家用,一層
大安區,26745120,26745120,905974.0,29.52,50,華廈(10層含以下有電梯),住家用,四層，陽臺
大安區,18380000,18380000,1158448.0,15.87,46,住宅大樓(11層含以上有電梯),住家用,十層
大安區,15500000,15500000,1264558.0,12.26,18,住宅大樓(11層含以上有電梯),住家用,七層
大安區,46500000,46500000,1035568.0,44.9,49,華廈(10層含以下有電梯),住家用,七層，陽臺
大安區,29400000,29400000,1248594.0,23.55,21,住宅大樓(11層含以上有電梯),辦公用,十二層
大安區,27880000,27880000,992738.0,28.08,30,華廈(10層含以下有電梯),商業用,八層
大安區,25000000,25000000,698605.0,35.79,42,公寓(5樓含以下無電梯),住家用,五層
大安區,20000000,20000000,313211.0,63.85,40,住宅大樓(11層含以上有電梯),商業用,七層
大安區,47660000,47660000,975631.0,48.85,44,住宅大樓(11層含以上有電梯),住家用,四層
大安區,113800000,113800000,1263199.0,102.19,40,住宅大樓(11層含以上有電梯),住家用,十五層
大安區,76600000,76600000,1348013.0,56.82,3,住宅大樓(11層含以上有電梯),住家用,二十層
大安區,32650000,32650000,850077.0,38.41,41,住宅大樓(11層含以上有電梯),住家用,十四層
大安區,43400000,43400000,1024871.0,42.35,44,住宅大樓(11層含以上有電梯),商業用,四層
大安區,117080000,117080000,1258105.0,93.06,5,住宅大樓(11層含以上有電梯),住家用,二十層
大安區,18880000,18880000,988963.0,19.09,31,華廈(10層含以下有電梯),住家用,七層
大安區,75880000,75880000,1138957.0,66.62,31,華廈(10層含以下有電梯),住家用,七層
大安區,13500000,13500000,1542119.0,14.14,14,華廈(10層含以下有電梯),住家用,五層
大安區,10330000,10330000,972626.0,10.62,51,華廈(10層含以下有電梯),住家用,六層，陽臺
大安區,15600000,15600000,1212852.0,12.86,46,華廈(10層含以下有電梯),住家用,三層
大安區,64080000,64080000,1061301.0,60.38,48,住宅大樓(11層含以上有電梯),住家用,七層
大安區,42500000,42500000,1020160.0,41.66,44,華廈(10層含以下有電梯),住家用,六層
大安區,36000000,36000000,1276783.0,28.2,42,公寓(5樓含以下無電梯),住家用,一層
大安區,7300000,7300000,857885.0,8.51,33,華廈(10層含以下有電梯),住家用,二層
大安區,128000000,128000000,1641234.0,95.87,2,住宅大樓(11層含以上有電梯),住家用,十層
大安區,66350000,66350000,889746.0,74.57,43,華廈(10層含以下有電梯),住家用,一層
大安區,47600000,47600000,842196.0,56.52,55,華廈(10層含以下有電梯),住家用,六層，陽臺
大安區,31500000,31500000,1182789.0,26.63,39,住宅大樓(11層含以上有電梯),住家用,十層
大安區,20090000,20090000,1035446.0,19.4,56,公寓(5樓含以下無電梯),住家用,四層
大安區,95000000,95000000,1220230.0,77.86,40,華廈(10層含以下有電梯),住家用,六層
大安區,20980000,20980000,780066.0,26.9,53,公寓(5樓含以下無電梯),住家用,五層，陽臺
大安區,20880000,20880000,732360.0,28.51,53,公寓(5樓含以下無電梯),住家用,三層，陽臺
大安區,11500000,11500000,1432430.0,8.03,39,住宅大樓(11層含以上有電梯),住家用,六層
大安區,204000000,204000000,1241797.0,164.28,16,住宅大樓(11層含以上有電梯),住家用,六層
大安區,12880000,12880000,1050808.0,12.26,45,公寓(5樓含以下無電梯),住家用,五層
大安區,40500000,40500000,982282.0,41.23,48,住宅大樓(11層含以上有電梯),住家用,十四層
大安區,39000000,39000000,1032236.0,37.78,47,華廈(10層含以下有電梯),住家用,六層
大安區,23200000,23200000,941267.0,24.65,38,華廈(10層含以下有電梯),住家用,七層
大安區,25000000,25000000,409784.0,61.01,32,華廈(10層含以下有電梯),商業用,一層
大安區,33500000,33500000,989142.0,33.87,45,住宅大樓(11層含以上有電梯),商業用,四層
大安區,58500000,58500000,1014157.0,57.68,43,住宅大樓(11層含以上有電梯),住家用,二十三層
大安區,62200000,62200000,986424.0,70.49,41,住宅大樓(11層含以上有電梯),住家用,六層
大安區,21500000,21500000,1573144.0,13.67,45,華廈(10層含以下有電梯),商業用,一層
大安區,35760000,35760000,1698742.0,21.05,2,住宅大樓(11層含以上有電梯),商業用,一層
大安區,35990000,35990000,1682824.0,21.39,2,住宅大樓(11層含以上有電梯),商業用,一層
大安區,17580000,17580000,1492450.0,11.78,19,住宅大樓(11層含以上有電梯),住家用,八層
大安區,135880000,135880000,1728193.0,105.53,2,住宅大樓(11層含以上有電梯),住家用,十五層
大安區,37000000,37000000,1516235.0,24.4,42,華廈(10層含以下有電梯),住家用,一層
大安區,53680000,53680000,999297.0,53.72,48,住宅大樓(11層含以上有電梯),住家用,三層
大安區,143050000,143050000,1824570.0,105.53,2,住宅大樓(11層含以上有電梯),住家用,十七層
大安區,36100000,36100000,1411798.0,25.57,2,住宅大樓(11層含以上有電梯),住家用,八層
大安區,99260000,99260000,1549214.0,82.08,2,住宅大樓(11層含以上有電梯),住家用,五層
大安區,55200000,55200000,1350399.0,50.49,2,住宅大樓(11層含以上有電梯),住家用,三層
大安區,56100000,56100000,1377851.0,50.49,2,住宅大樓(11層含以上有電梯),住家用,七層
大安區,55100000,55100000,1351709.0,50.49,2,住宅大樓(11層含以上有電梯),住家用,四層
大安區,55800000,55800000,1376545.0,50.49,2,住宅大樓(11層含以上有電梯),住家用,六層
大安區,61800000,61800000,1524665.0,50.41,2,住宅大樓(11層含以上有電梯),住家用,十二層
大安區,60490000,60490000,1486093.0,50.49,2,住宅大樓(11層含以上有電梯),住家用,十二層
大安區,58200000,58200000,1440836.0,50.41,2,住宅大樓(11層含以上有電梯),住家用,八層
大安區,57600000,57600000,1419877.0,50.41,2,住宅大樓(11層含以上有電梯),住家用,七層
