區域名稱,成交價/售價,總價格,每坪價格,坪數,屋齡,房屋規格,住宅類型,樓層
南港區,23200000,23200000,841964.0,27.55,19,華廈(10層含以下有電梯),住家用,九層
南港區,18750000,18750000,1153185.0,16.26,18,華廈(10層含以下有電梯),住家用,二層
南港區,30680000,30680000,699798.0,43.84,39,公寓(5樓含以下無電梯),商業用,一層，騎樓
南港區,26500000,26500000,659864.0,40.16,28,住宅大樓(11層含以上有電梯),住家用,十五層
南港區,55800000,55800000,1460982.0,38.19,56,透天厝,住家用,全
南港區,2800000,2800000,330580.0,8.47,31,住宅大樓(11層含以上有電梯),商業用,一層
南港區,21500000,21500000,612290.0,35.11,17,華廈(10層含以下有電梯),住家用,二層
南港區,20380000,20380000,703259.0,28.98,52,公寓(5樓含以下無電梯),住家用,三層，陽臺
南港區,38000000,38000000,869303.0,52.39,32,住宅大樓(11層含以上有電梯),商業用,十一層
南港區,14000000,14000000,531054.0,26.36,43,公寓(5樓含以下無電梯),住家用,四層
南港區,67500000,67500000,823157.0,82.0,15,住宅大樓(11層含以上有電梯),辦公用,十五層
南港區,50888888,50888888,372914.0,136.46,45,公寓(5樓含以下無電梯),工業用,一層
南港區,22000000,22000000,404650.0,54.37,23,華廈(10層含以下有電梯),住家用,二層
南港區,16160000,16160000,632211.0,25.56,46,公寓(5樓含以下無電梯),工業用,二層
南港區,20300000,20300000,489159.0,41.5,45,公寓(5樓含以下無電梯),工業用,四層
南港區,20880000,20880000,748645.0,27.89,48,公寓(5樓含以下無電梯),住家用,五層
南港區,21380000,21380000,689540.0,31.01,40,公寓(5樓含以下無電梯),住家用,四層
南港區,17000000,17000000,440085.0,38.63,36,公寓(5樓含以下無電梯),工業用,四層
南港區,25000000,25000000,887607.0,28.17,51,公寓(5樓含以下無電梯),住家用,一層，平台
南港區,40280000,40280000,535027.0,75.29,20,住宅大樓(11層含以上有電梯),商業用,六層
南港區,20000000,20000000,372673.0,53.67,23,華廈(10層含以下有電梯),住家用,一層
南港區,54000000,54000000,596079.0,111.37,14,華廈(10層含以下有電梯),商業用,六層
南港區,73550000,73550000,660119.0,111.42,37,華廈(10層含以下有電梯),工業用,一層
南港區,25300000,25300000,653157.0,38.73,28,住宅大樓(11層含以上有電梯),住家用,十五層
南港區,20400000,20400000,822619.0,24.8,14,住宅大樓(11層含以上有電梯),住家用,二十二層
南港區,90000000,90000000,756433.0,133.99,3,住宅大樓(11層含以上有電梯),工業用,一層
南港區,20580000,20580000,701302.0,29.35,45,公寓(5樓含以下無電梯),住家用,二層
南港區,24480000,24480000,781289.0,31.33,47,公寓(5樓含以下無電梯),住家用,五層
南港區,25000000,25000000,648757.0,38.54,3,華廈(10層含以下有電梯),住家用,八層
南港區,14600000,14600000,467546.0,31.23,42,公寓(5樓含以下無電梯),住家用,四層
南港區,28500000,28500000,1098412.0,34.66,14,住宅大樓(11層含以上有電梯),住家用,十八層
南港區,32500000,32500000,984365.0,42.85,20,住宅大樓(11層含以上有電梯),住家用,一層
南港區,23800000,23800000,739524.0,32.18,13,住宅大樓(11層含以上有電梯),住家用,四層
南港區,14880000,14880000,556075.0,26.76,52,公寓(5樓含以下無電梯),住家用,三層，陽臺
南港區,21770000,21770000,760913.0,31.22,2,華廈(10層含以下有電梯),住家用,四層
南港區,33500000,33500000,879620.0,38.08,12,華廈(10層含以下有電梯),住家用,六層
南港區,57000000,57000000,681560.0,83.63,15,住宅大樓(11層含以上有電梯),辦公用,四層
南港區,68200000,68200000,830457.0,97.83,14,住宅大樓(11層含以上有電梯),住家用,九層
南港區,19500000,19500000,640277.0,30.46,50,公寓(5樓含以下無電梯),住家用,二層，陽臺
南港區,53900000,53900000,1086775.0,54.92,4,住宅大樓(11層含以上有電梯),住家用,十三層
南港區,29600000,29600000,1087621.0,32.55,4,住宅大樓(11層含以上有電梯),住家用,十三層
南港區,22000000,22000000,579272.0,37.98,47,公寓(5樓含以下無電梯),住家用,五層
南港區,20500000,20500000,527589.0,38.86,28,住宅大樓(11層含以上有電梯),住家用,六層
南港區,99880000,99880000,1334717.0,97.66,12,住宅大樓(11層含以上有電梯),住家用,一層
南港區,27500000,27500000,745831.0,36.87,32,華廈(10層含以下有電梯),商業用,一層
南港區,94680000,94680000,1059291.0,100.4,12,住宅大樓(11層含以上有電梯),住家用,十三層
南港區,13500000,13500000,420230.0,32.13,33,住宅大樓(11層含以上有電梯),住家用,七層
南港區,37000000,37000000,879882.0,42.99,14,華廈(10層含以下有電梯),住家用,三層
南港區,32300000,32300000,841429.0,38.39,42,華廈(10層含以下有電梯),住家用,三層
南港區,58880000,58880000,877501.0,76.24,20,華廈(10層含以下有電梯),住家用,一層
南港區,34280000,34280000,797038.0,43.01,41,華廈(10層含以下有電梯),住家用,七層
南港區,68000000,68000000,941310.0,72.24,16,住宅大樓(11層含以上有電梯),住家用,六層
南港區,42500000,42500000,581500.0,73.09,32,華廈(10層含以下有電梯),住家用,五層
南港區,21000000,21000000,746020.0,29.02,19,華廈(10層含以下有電梯),住家用,三層
南港區,23850000,23850000,618912.0,38.54,3,華廈(10層含以下有電梯),住家用,八層
南港區,10880000,10880000,362461.0,30.02,43,公寓(5樓含以下無電梯),工業用,五層
南港區,18280000,18280000,396289.0,46.13,37,公寓(5樓含以下無電梯),工業用,四層
南港區,13000000,13000000,505295.0,25.73,45,公寓(5樓含以下無電梯),工業用,五層
南港區,25660000,25660000,660386.0,38.86,28,住宅大樓(11層含以上有電梯),住家用,十八層
