行政區,路段,緯度,經度,行政區_中正區,行政區_大同區,行政區_中山區,行政區_松山區,行政區_大安區,行政區_萬華區,行政區_信義區,行政區_士林區,行政區_北投區,行政區_內湖區,行政區_南港區,行政區_文山區,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
士林區,中山北路七段,25.1217995186,121.530124984,0,0,0,0,0,0,0,1,0,0,0,0,33.3,151.0,11000,1,6,3,6,6,0,19,15,17,3,0,1,0,0,0
士林區,中山北路七段,25.1271881619,121.532435788,0,0,0,0,0,0,0,1,0,0,0,0,36.6,171.0,3998,0,3,2,3,3,0,7,4,4,1,0,1,0,0,0
士林區,中山北路七段,25.1198722143,121.532632115,0,0,0,0,0,0,0,1,0,0,0,0,34.8,80.0,3980,1,4,2,2,4,0,7,4,4,1,0,0,0,1,0
士林區,仰德大道一段,25.1053582093,121.540174473,0,0,0,0,0,0,0,1,0,0,0,0,9.2,156.0,16800,1,4,4,6,4,0,2,1,2,2,0,1,0,0,0
士林區,忠義街,25.1083502813,121.532893614,0,0,0,0,0,0,0,1,0,0,0,0,34.8,177.0,4980,1,4,2,2,4,0,15,4,4,1,0,1,0,0,0
士林區,中山北路六段,25.1148000409,121.525648766,0,0,0,0,0,0,0,1,0,0,0,0,23.1,225.0,9150,1,3,2,2,3,0,13,5,5,1,0,1,0,0,0
士林區,中庸一路,25.1340336902,121.549081934,0,0,0,0,0,0,0,1,0,0,0,0,55.2,111.0,12880,0,7,4,4,7,0,2,1,2,2,0,1,0,0,0
士林區,中正路,25.0933610071,121.52239519,0,0,0,0,0,0,0,1,0,0,0,0,58.1,166.0,2960,0,3,3,2,3,0,2,2,2,1,0,1,0,0,0
士林區,新安路,25.1328679771,121.556183084,0,0,0,0,0,0,0,1,0,0,0,0,41.9,192.0,25300,0,5,3,4,5,0,2,1,2,2,0,1,0,0,0
士林區,莊頂路,25.1128218457,121.554924647,0,0,0,0,0,0,0,1,0,0,0,0,49.1,42.0,13600,1,4,4,6,4,0,2,1,2,2,0,1,0,0,0
士林區,中山北路七段,25.1192126056,121.532736141,0,0,0,0,0,0,0,1,0,0,0,0,47.7,146.0,2850,0,3,2,2,3,0,7,3,3,1,0,0,0,1,0
士林區,中山北路七段,25.1198722143,121.532632115,0,0,0,0,0,0,0,1,0,0,0,0,34.8,167.0,3980,1,4,2,2,4,0,7,4,4,1,0,1,0,0,0
士林區,忠誠路二段,25.1094275777,121.530718953,0,0,0,0,0,0,0,1,0,0,0,0,18.7,203.0,19800,1,4,2,5,4,0,22,2,2,1,0,1,0,0,0
士林區,德行東路,25.106548277,121.531653438,0,0,0,0,0,0,0,1,0,0,0,0,40.1,46.0,3780,0,3,2,3,3,0,5,1,1,1,0,1,0,0,0
士林區,福林路,25.0998997749,121.535050818,0,0,0,0,0,0,0,1,0,0,0,0,54.3,63.0,5288,0,7,3,3,7,0,2,1,2,2,0,0,0,0,1
士林區,德行東路,25.1068731333,121.531458213,0,0,0,0,0,0,0,1,0,0,0,0,47.1,114.0,2450,0,3,2,5,3,0,5,2,2,1,0,1,0,0,0
士林區,士東路,25.1108602233,121.528155093,0,0,0,0,0,0,0,1,0,0,0,0,44.5,132.0,2880,0,3,2,2,3,0,5,3,3,1,0,1,0,0,0
士林區,天母西路,25.1186457786,121.526507526,0,0,0,0,0,0,0,1,0,0,0,0,46.1,179.0,2280,0,3,2,2,3,0,7,2,2,1,0,1,0,0,0
士林區,天母西路,25.1186457786,121.526507526,0,0,0,0,0,0,0,1,0,0,0,0,46.1,179.0,2280,0,3,2,2,3,0,27,2,2,1,0,0,0,1,0
士林區,忠誠路一段,25.1042711368,121.52827823,0,0,0,0,0,0,0,1,0,0,0,0,42.3,209.0,4698,1,3,2,2,3,0,7,5,5,1,0,1,0,0,0
士林區,天母西路,25.1186457786,121.526507526,0,0,0,0,0,0,0,1,0,0,0,0,46.1,42.0,2280,0,3,2,2,3,0,7,2,2,1,0,1,0,0,0
士林區,中山北路六段,25.1102194746,121.52349183,0,0,0,0,0,0,0,1,0,0,0,0,47.0,92.0,2275,0,2,2,1,2,0,4,4,4,1,0,1,0,0,0
士林區,中山北路七段,25.1193098864,121.532323685,0,0,0,0,0,0,0,1,0,0,0,0,47.7,117.0,3288,1,3,2,2,3,0,7,1,1,1,0,1,0,0,0
士林區,天母西路,25.1186457786,121.526507526,0,0,0,0,0,0,0,1,0,0,0,0,46.1,42.0,2280,0,3,2,2,3,0,7,2,2,1,0,1,0,0,0
士林區,芝玉路一段,25.1070272417,121.533287611,0,0,0,0,0,0,0,1,0,0,0,0,41.6,147.0,2588,0,3,2,2,3,0,5,3,3,1,0,1,0,0,0
士林區,忠誠路二段,25.1094275777,121.530718953,0,0,0,0,0,0,0,1,0,0,0,0,18.7,88.0,19800,1,5,2,4,5,0,22,2,2,1,0,1,0,0,0
士林區,芝玉路一段,25.1072953376,121.533344067,0,0,0,0,0,0,0,1,0,0,0,0,14.7,110.0,8860,1,3,2,2,3,0,14,7,7,1,0,1,0,0,0
士林區,天母北路,25.1213062062,121.526574343,0,0,0,0,0,0,0,1,0,0,0,0,5.7,134.0,8988,1,4,2,3,4,0,24,8,8,1,0,1,0,0,0
士林區,文林路,25.0976066315,121.524047883,0,0,0,0,0,0,0,1,0,0,0,0,9.8,176.0,5488,1,3,2,2,3,0,15,9,9,1,0,1,0,0,0
士林區,天母東路,25.1202781935,121.534763174,0,0,0,0,0,0,0,1,0,0,0,0,47.3,92.0,2880,0,4,4,2,4,1,4,4,4,1,0,1,0,0,0
士林區,延平北路五段,25.0821301195,121.510204501,0,0,0,0,0,0,0,1,0,0,0,0,63.4,106.0,5700,0,7,7,4,7,0,3,1,3,3,0,0,0,0,0
士林區,重慶北路四段,25.0819068106,121.511821912,0,0,0,0,0,0,0,1,0,0,0,0,47.7,41.0,1380,0,2,1,1,2,0,5,5,5,1,0,1,0,0,0
士林區,福志路,25.0986638778,121.528253898,0,0,0,0,0,0,0,1,0,0,0,0,45.2,67.0,2188,0,3,2,2,3,0,5,4,4,1,0,1,0,0,0
士林區,中正路,25.0966609425,121.525725763,0,0,0,0,0,0,0,1,0,0,0,0,45.3,90.0,2488,0,6,3,3,6,0,5,5,5,1,0,1,0,0,0
士林區,德行東路,25.1063492049,121.528553206,0,0,0,0,0,0,0,1,0,0,0,0,42.6,111.0,2350,0,3,2,1,3,0,5,5,5,1,0,1,0,0,0
士林區,中山北路五段,25.0994417502,121.527169968,0,0,0,0,0,0,0,1,0,0,0,0,1.5,159.0,5588,1,4,2,2,4,0,18,8,8,1,0,1,0,0,0
士林區,承德路四段,25.0820974621807,121.522382990208,0,0,0,0,0,0,0,1,0,0,0,0,-0.1,182.0,2980,0,1,1,1,1,0,24,9,9,1,0,1,0,0,0
士林區,德行東路,25.107607702,121.532503393,0,0,0,0,0,0,0,1,0,0,0,0,43.2,45.0,2188,0,4,2,2,4,0,5,5,5,1,0,1,0,0,0
士林區,華齡街,25.0833801615,121.520254465,0,0,0,0,0,0,0,1,0,0,0,0,45.8,94.0,2200,0,3,2,1,3,0,5,2,2,1,0,1,0,0,0
士林區,通河東街一段,25.0830434501,121.51674572,0,0,0,0,0,0,0,1,0,0,0,0,48.3,107.0,1680,0,2,2,1,2,0,4,3,3,1,0,1,0,0,0
士林區,天母東路,25.1168535197,121.53110924,0,0,0,0,0,0,0,1,0,0,0,0,42.3,155.0,2400,0,2,2,2,2,0,5,5,5,1,0,1,0,0,0
士林區,德行東路,25.1068731333,121.531458213,0,0,0,0,0,0,0,1,0,0,0,0,47.1,176.0,2450,0,3,2,5,3,0,5,2,2,1,0,1,0,0,0
士林區,至善路二段,25.0996488647,121.549795508,0,0,0,0,0,0,0,1,0,0,0,0,29.8,201.0,14600,1,6,3,6,6,0,16,2,2,1,0,1,0,0,0
士林區,天母東路,25.114675,121.530324,0,0,0,0,0,0,0,1,0,0,0,0,1.3,223.0,3898,0,2,1,2,2,0,5,4,4,1,0,1,0,0,0
士林區,中山北路六段,25.1069541405,121.52481948,0,0,0,0,0,0,0,1,0,0,0,0,47.8,44.0,3280,0,3,2,2,3,0,7,2,2,1,0,0,0,1,0
士林區,大東路,25.0883296515,121.525153227,0,0,0,0,0,0,0,1,0,0,0,0,52.5,61.0,15000,0,6,3,3,6,0,2,1,2,2,0,0,0,0,1
士林區,福德路,25.0912755589,121.52413857,0,0,0,0,0,0,0,1,0,0,0,0,14.2,95.0,1480,0,1,1,1,1,0,8,7,7,1,0,1,0,0,0
士林區,忠誠路一段,25.1048038629,121.527256499,0,0,0,0,0,0,0,1,0,0,0,0,30.1,118.0,7280,1,3,2,2,3,0,13,9,9,1,0,1,0,0,0
士林區,芝玉路二段,25.1123827892,121.535260654,0,0,0,0,0,0,0,1,0,0,0,0,5.6,139.0,5250,1,3,2,2,3,0,9,4,4,1,0,1,0,0,0
士林區,承德路四段,25.0831386517,121.523740213,0,0,0,0,0,0,0,1,0,0,0,0,23.6,240.0,7900,1,3,2,2,3,0,14,12,12,1,0,1,0,0,0
士林區,明溪街,25.1058111967,121.565106322,0,0,0,0,0,0,0,1,0,0,0,0,50.2,31.0,1180,0,4,2,1,4,0,4,3,3,1,0,1,0,0,0
士林區,葫蘆街,25.0796719476,121.509117362,0,0,0,0,0,0,0,1,0,0,0,0,49.8,69.0,1520,0,3,2,1,3,0,4,2,2,1,1,0,0,0,0
士林區,士東路,25.1121569864,121.534260456,0,0,0,0,0,0,0,1,0,0,0,0,53.3,85.0,6400,0,5,3,3,5,0,2,1,2,2,0,0,0,0,1
士林區,至誠路一段,25.1013920034,121.531335337,0,0,0,0,0,0,0,1,0,0,0,0,48.7,119.0,7850,1,7,3,3,7,0,2,1,2,2,0,0,0,0,1
士林區,承德路四段,25.090413726,121.519182696,0,0,0,0,0,0,0,1,0,0,0,0,56.9,135.0,3990,0,9,6,4,9,0,2,1,2,2,0,0,0,0,1
士林區,中山北路七段,25.1224637401,121.529580536,0,0,0,0,0,0,0,1,0,0,0,0,14.8,256.0,19800,1,4,3,5,4,0,22,12,12,1,0,1,0,0,0
士林區,新安路,25.1322708299,121.555926393,0,0,0,0,0,0,0,1,0,0,0,0,9.2,122.0,9800,1,5,2,4,5,0,2,-1,2,4,0,1,0,0,0
士林區,莊頂路,25.1133946317,121.554954405,0,0,0,0,0,0,0,1,0,0,0,0,49.1,143.0,7800,0,5,4,3,5,0,1,-2,1,4,0,1,0,0,0
士林區,文林路,25.102627925,121.520682867,0,0,0,0,0,0,0,1,0,0,0,0,36.8,165.0,2488,0,2,2,2,2,0,10,2,2,1,0,1,0,0,0
士林區,雙溪街,25.1010177317,121.530841791,0,0,0,0,0,0,0,1,0,0,0,0,41.9,193.0,7280,1,8,3,5,8,0,7,7,7,1,0,1,0,0,0
士林區,中山北路七段,25.1282560543,121.532864715,0,0,0,0,0,0,0,1,0,0,0,0,41.6,215.0,2880,1,3,1,2,3,0,7,5,5,1,0,1,0,0,0
士林區,福華路,25.1026658638,121.522919909,0,0,0,0,0,0,0,1,0,0,0,0,47.2,260.0,2968,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0
士林區,中山北路七段,25.1265660399,121.533444786,0,0,0,0,0,0,0,1,0,0,0,0,39.8,119.0,3680,1,4,2,3,4,0,6,6,6,1,0,1,0,0,0
士林區,德行西路,25.1040389464,121.520723879,0,0,0,0,0,0,0,1,0,0,0,0,47.2,142.0,2100,0,4,2,3,4,0,5,5,5,1,0,1,0,0,0
士林區,光華路,25.1371218395,121.54148121,0,0,0,0,0,0,0,1,0,0,0,0,47.7,162.0,488,0,1,1,1,1,0,7,7,7,1,0,1,0,0,0
士林區,中山北路七段,25.122384095,121.53238326,0,0,0,0,0,0,0,1,0,0,0,0,42.3,182.0,2688,0,3,2,2,3,0,5,3,3,1,0,1,0,0,0
士林區,中山北路七段,25.1203791317,121.536409555,0,0,0,0,0,0,0,1,0,0,0,0,57.2,197.0,13900,1,6,3,4,6,0,2,1,2,2,0,1,0,0,0
士林區,德行東路,25.1075337459,121.528142591,0,0,0,0,0,0,0,1,0,0,0,0,51.8,224.0,2080,0,3,1,1,3,0,4,2,2,1,0,1,0,0,0
士林區,基河路,25.0951761873,121.518182744,0,0,0,0,0,0,0,1,0,0,0,0,16.1,247.0,9600,1,4,2,3,4,0,15,11,11,1,0,1,0,0,0
士林區,德行東路,25.107607702,121.532503393,0,0,0,0,0,0,0,1,0,0,0,0,43.2,44.0,2188,0,4,2,2,4,0,5,5,5,1,0,1,0,0,0
士林區,中山北路七段,25.1253682222,121.53495161,0,0,0,0,0,0,0,1,0,0,0,0,46.2,101.0,3380,0,4,2,2,4,0,7,4,4,1,0,1,0,0,0
士林區,中山北路七段,25.1219216449,121.534641399,0,0,0,0,0,0,0,1,0,0,0,0,41.3,121.0,2450,0,3,2,2,3,0,5,4,4,1,0,1,0,0,0
士林區,至善路二段,25.1052886715,121.556702154,0,0,0,0,0,0,0,1,0,0,0,0,54.6,194.0,7980,0,8,4,4,8,0,2,1,2,2,0,0,0,0,1
士林區,至善路二段,25.1052886715,121.556702154,0,0,0,0,0,0,0,1,0,0,0,0,54.6,30.0,7980,0,8,4,4,8,0,2,1,2,2,0,1,0,0,0
士林區,重慶北路四段,25.0814552716,121.512076242,0,0,0,0,0,0,0,1,0,0,0,0,49.0,123.0,1628,0,3,3,2,3,0,4,4,4,1,0,1,0,0,0
士林區,天母北路,25.1192137313,121.526182048,0,0,0,0,0,0,0,1,0,0,0,0,40.3,194.0,3980,0,4,2,3,4,0,7,5,5,1,0,0,0,1,0
士林區,中社路一段,25.1093399032,121.562149042,0,0,0,0,0,0,0,1,0,0,0,0,50.6,208.0,2480,0,6,4,2,6,0,4,4,4,1,0,1,0,0,0
士林區,福林路,25.0978234997,121.534727511,0,0,0,0,0,0,0,1,0,0,0,0,19.8,238.0,4680,1,3,2,2,3,0,13,8,8,1,0,1,0,0,0
士林區,福林路,25.0978234997,121.534727511,0,0,0,0,0,0,0,1,0,0,0,0,19.8,76.0,8996,1,5,2,4,5,0,13,8,8,1,0,1,0,0,0
士林區,雨聲街,25.1029218846,121.529338829,0,0,0,0,0,0,0,1,0,0,0,0,58.9,90.0,5988,0,3,2,1,3,0,2,1,2,2,0,0,0,0,1
士林區,士東路,25.1130203278,121.537084132,0,0,0,0,0,0,0,1,0,0,0,0,45.9,142.0,850,0,3,2,1,3,0,5,-1,-1,1,0,1,0,0,0
士林區,明溪街,25.1060413851,121.565085448,0,0,0,0,0,0,0,1,0,0,0,0,50.2,29.0,1690,0,3,2,2,3,0,4,2,2,1,0,1,0,0,0
士林區,格致路,25.1376769794,121.546770273,0,0,0,0,0,0,0,1,0,0,0,0,55.4,58.0,1580,0,8,2,8,8,1,2,2,2,1,0,1,0,0,0
士林區,至善路二段,25.0996488647,121.549795508,0,0,0,0,0,0,0,1,0,0,0,0,29.8,94.0,6990,1,2,2,2,2,0,16,2,2,1,0,1,0,0,0
士林區,至善路二段,25.0996488647,121.549795508,0,0,0,0,0,0,0,1,0,0,0,0,29.8,117.0,7500,1,5,2,5,5,0,16,3,3,1,0,0,0,0,0
士林區,德行東路,25.1114422382,121.537653362,0,0,0,0,0,0,0,1,0,0,0,0,20.0,141.0,7980,1,4,2,3,4,0,12,2,2,1,0,1,0,0,0
士林區,天母東路,25.114675,121.530324,0,0,0,0,0,0,0,1,0,0,0,0,1.3,44.0,3898,0,2,1,2,2,0,5,2,2,1,0,1,0,0,0
士林區,天母東路,25.114675,121.530324,0,0,0,0,0,0,0,1,0,0,0,0,1.3,58.0,3678,0,2,1,2,2,0,5,5,5,1,0,1,0,0,0
士林區,天母東路,25.114675,121.530324,0,0,0,0,0,0,0,1,0,0,0,0,1.3,44.0,3898,0,2,1,2,2,0,5,3,3,1,0,1,0,0,0
士林區,天母東路,25.118217104,121.532925762,0,0,0,0,0,0,0,1,0,0,0,0,40.8,87.0,5900,0,1,1,1,1,0,7,1,1,1,0,0,0,0,0
士林區,小北街,25.0906966792,121.525348833,0,0,0,0,0,0,0,1,0,0,0,0,7.1,108.0,2388,0,2,1,1,2,0,25,3,3,1,0,1,0,0,0
士林區,莊頂路,25.1146862214,121.555912592,0,0,0,0,0,0,0,1,0,0,0,0,49.1,134.0,12980,1,6,3,5,6,0,2,1,2,2,0,1,0,0,0
士林區,新安路,25.1322708299,121.555926393,0,0,0,0,0,0,0,1,0,0,0,0,9.2,175.0,9800,1,4,3,4,4,0,2,-1,2,4,0,1,0,0,0
士林區,後港街,25.0851171,121.522391221,0,0,0,0,0,0,0,1,0,0,0,0,44.2,46.0,1950,0,4,2,2,4,0,5,4,4,1,0,1,0,0,0
士林區,重慶北路四段,25.0817077953,121.512677852,0,0,0,0,0,0,0,1,0,0,0,0,47.2,75.0,3388,1,4,2,2,4,0,7,6,6,1,0,1,0,0,0
士林區,延平北路八段,25.1058731243,121.486629636,0,0,0,0,0,0,0,1,0,0,0,0,57.0,141.0,960,0,2,2,1,2,0,4,3,3,1,0,1,0,0,0
士林區,通河東街一段,25.0873337065,121.516383998,0,0,0,0,0,0,0,1,0,0,0,0,46.3,163.0,1999,0,5,3,3,5,0,5,5,5,1,0,1,0,0,0
士林區,中山北路七段,25.1202983131,121.531869128,0,0,0,0,0,0,0,1,0,0,0,0,47.3,183.0,1850,0,3,2,2,3,0,4,4,4,1,0,1,0,0,0
士林區,重慶北路四段,25.0854192711,121.511622403,0,0,0,0,0,0,0,1,0,0,0,0,12.7,225.0,5280,1,3,2,2,3,0,15,10,10,1,0,1,0,0,0
士林區,中庸一路,25.1352300041,121.549381169,0,0,0,0,0,0,0,1,0,0,0,0,31.4,83.0,4350,1,3,2,2,3,0,14,13,13,1,0,1,0,0,0
士林區,大西路,25.0901708549,121.524210627,0,0,0,0,0,0,0,1,0,0,0,0,52.9,192.0,1680,0,2,2,1,2,0,4,3,3,1,0,1,0,0,0
士林區,天母北路,25.1227649372,121.526777269,0,0,0,0,0,0,0,1,0,0,0,0,40.6,242.0,2950,0,4,2,2,4,0,7,2,2,1,0,1,0,0,0
士林區,忠誠路二段,25.1098388955,121.532524888,0,0,0,0,0,0,0,1,0,0,0,0,46.6,46.0,1935,0,3,2,1,3,0,5,5,5,1,0,1,0,0,0
士林區,社中街,25.0899190537,121.510321795,0,0,0,0,0,0,0,1,0,0,0,0,48.8,73.0,1760,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0
士林區,至誠路一段,25.1013920034,121.531335337,0,0,0,0,0,0,0,1,0,0,0,0,48.7,101.0,7850,1,6,3,3,6,0,2,1,2,2,0,0,0,0,1
士林區,天母北路,25.1190129475,121.527206914,0,0,0,0,0,0,0,1,0,0,0,0,46.8,122.0,2275,0,4,2,1,4,0,5,4,4,1,0,1,0,0,0
士林區,通河東街一段,25.0873337065,121.516383998,0,0,0,0,0,0,0,1,0,0,0,0,46.3,139.0,1999,0,3,2,2,3,0,5,4,4,1,0,1,0,0,0
士林區,重慶北路四段,25.0801284418,121.511875019,0,0,0,0,0,0,0,1,0,0,0,0,56.8,153.0,1480,0,6,2,5,6,0,3,3,3,1,0,1,0,0,0
士林區,大北路,25.0899050038,121.526049779,0,0,0,0,0,0,0,1,0,0,0,0,54.2,174.0,1550,0,3,1,1,3,0,4,3,3,1,0,1,0,0,0
士林區,福港街,25.0849628402,121.51720231,0,0,0,0,0,0,0,1,0,0,0,0,44.8,200.0,2480,0,3,2,2,3,0,5,2,2,1,0,1,0,0,0
士林區,重慶北路四段,25.0801284418,121.511875019,0,0,0,0,0,0,0,1,0,0,0,0,56.8,31.0,1480,0,6,1,5,6,0,3,3,3,1,0,1,0,0,0
士林區,忠誠路二段,25.1131454437,121.53048488,0,0,0,0,0,0,0,1,0,0,0,0,1.8,72.0,12888,1,3,2,3,3,0,14,12,12,1,0,1,0,0,0
士林區,大西路,25.089725754,121.524022475,0,0,0,0,0,0,0,1,0,0,0,0,34.8,97.0,1450,0,1,2,1,1,0,5,4,4,1,0,1,0,0,0
士林區,天母西路,25.1186457786,121.526507526,0,0,0,0,0,0,0,1,0,0,0,0,46.1,121.0,2280,0,3,2,2,3,0,7,2,2,1,0,0,0,1,0
士林區,忠誠路二段,25.1131454437,121.53048488,0,0,0,0,0,0,0,1,0,0,0,0,1.8,72.0,12888,1,3,2,2,3,0,14,12,12,1,0,1,0,0,0
士林區,延平北路五段,25.0835329295,121.510173227,0,0,0,0,0,0,0,1,0,0,0,0,62.9,156.0,8288,0,4,7,5,4,0,3,1,3,3,0,1,0,0,0
士林區,中社路一段,25.1073604655,121.56009804,0,0,0,0,0,0,0,1,0,0,0,0,50.6,168.0,1450,0,4,2,2,4,0,4,3,3,1,0,1,0,0,0
士林區,中社路一段,25.1073604655,121.56009804,0,0,0,0,0,0,0,1,0,0,0,0,50.6,168.0,1450,0,4,2,2,4,0,4,3,3,1,0,1,0,0,0
士林區,中社路一段,25.1073604655,121.56009804,0,0,0,0,0,0,0,1,0,0,0,0,50.6,168.0,1450,0,4,2,2,4,0,4,3,3,1,0,1,0,0,0
士林區,仰德大道三段,25.1203936099,121.55027253,0,0,0,0,0,0,0,1,0,0,0,0,47.3,211.0,2280,1,2,2,2,2,0,4,1,1,1,0,1,0,0,0
士林區,延平北路六段,25.0891737,121.505838286,0,0,0,0,0,0,0,1,0,0,0,0,56.6,85.0,3880,0,7,1,8,7,0,4,1,2,2,0,0,0,0,1
士林區,社子街,25.0880101529,121.504774419,0,0,0,0,0,0,0,1,0,0,0,0,54.1,144.0,1580,0,1,1,1,1,0,3,1,1,1,0,1,0,0,0
士林區,中山北路七段,25.1225855947,121.530246982,0,0,0,0,0,0,0,1,0,0,0,0,46.8,44.0,4500,0,1,2,1,1,0,5,1,1,1,0,1,0,0,0
士林區,基河路,25.0951761873,121.518182744,0,0,0,0,0,0,0,1,0,0,0,0,16.1,74.0,14799,1,4,3,5,4,0,15,14,15,2,0,1,0,0,0
士林區,中山北路六段,25.1076348632,121.525474031,0,0,0,0,0,0,0,1,0,0,0,0,21.8,99.0,6688,1,4,2,3,4,0,7,1,1,1,0,1,0,0,0
士林區,仰德大道一段,25.1053519928,121.540314509,0,0,0,0,0,0,0,1,0,0,0,0,9.5,123.0,16800,0,5,2,6,5,0,2,-1,2,4,0,1,0,0,0
士林區,仰德大道一段,25.1053582093,121.540174473,0,0,0,0,0,0,0,1,0,0,0,0,9.2,157.0,16800,0,5,2,6,5,0,2,-1,2,4,0,1,0,0,0
士林區,芝玉路二段,25.1108168854,121.534455497,0,0,0,0,0,0,0,1,0,0,0,0,48.0,180.0,2080,0,3,2,1,3,0,4,2,2,1,0,1,0,0,0
士林區,忠誠路二段,25.1154926419,121.531960268,0,0,0,0,0,0,0,1,0,0,0,0,22.1,213.0,9380,1,4,2,3,4,0,12,2,2,1,0,1,0,0,0
士林區,中山北路六段,25.1142900794,121.526446146,0,0,0,0,0,0,0,1,0,0,0,0,47.8,234.0,3180,0,4,2,2,4,0,5,1,1,1,0,1,0,0,0
士林區,大南路,25.0887310005,121.516533878,0,0,0,0,0,0,0,1,0,0,0,0,18.3,77.0,4480,1,3,2,2,3,0,15,13,13,1,0,1,0,0,0
士林區,大南路,25.0887310005,121.516533878,0,0,0,0,0,0,0,1,0,0,0,0,18.3,134.0,3780,1,3,2,2,3,0,15,13,13,1,0,1,0,0,0
士林區,中山北路五段,25.0994417502,121.527169968,0,0,0,0,0,0,0,1,0,0,0,0,1.5,159.0,9980,1,4,2,2,4,0,18,16,16,1,0,1,0,0,0
士林區,中山北路六段,25.1178798109,121.525642945,0,0,0,0,0,0,0,1,0,0,0,0,2.5,209.0,8588,1,3,2,2,3,0,14,11,11,1,0,1,0,0,0
士林區,後街,25.0984083549,121.524770336,0,0,0,0,0,0,0,1,0,0,0,0,30.2,234.0,1998,0,1,1,1,1,0,7,2,2,1,0,1,0,0,0
士林區,莊頂路,25.1142239548,121.555869269,0,0,0,0,0,0,0,1,0,0,0,0,49.1,122.0,12000,1,5,4,4,5,0,1,-2,1,4,0,1,0,0,0
士林區,永公路,25.1340914754,121.564808875,0,0,0,0,0,0,0,1,0,0,0,0,7.4,166.0,18000,0,6,3,6,6,0,27,-1,2,4,0,1,0,0,0
士林區,莊頂路,25.1090410885,121.552675212,0,0,0,0,0,0,0,1,0,0,0,0,55.3,179.0,10800,1,4,3,3,4,0,2,1,2,2,0,1,0,0,0
士林區,至善路二段,25.1040953131,121.555261712,0,0,0,0,0,0,0,1,0,0,0,0,51.5,197.0,7688,0,4,4,3,4,0,2,1,2,2,0,1,0,0,0
士林區,社中街,25.0910330641,121.506956389,0,0,0,0,0,0,0,1,0,0,0,0,42.7,228.0,1790,0,4,3,1,4,0,5,5,5,1,0,1,0,0,0
士林區,菁山路,25.1397997581,121.551623524,0,0,0,0,0,0,0,1,0,0,0,0,9.5,249.0,8118,1,4,3,4,4,0,6,5,5,1,0,1,0,0,0
士林區,克強路,25.1091453401,121.523816318,0,0,0,0,0,0,0,1,0,0,0,0,41.5,73.0,4500,0,5,3,3,5,0,5,2,2,1,0,1,0,0,0
士林區,延平北路六段,25.0912686111,121.501196369,0,0,0,0,0,0,0,1,0,0,0,0,45.5,117.0,1560,0,1,1,2,1,0,5,5,5,1,0,1,0,0,0
士林區,福華路,25.1063028045,121.521688403,0,0,0,0,0,0,0,1,0,0,0,0,25.9,144.0,5980,1,3,2,2,3,0,12,4,4,1,0,1,0,0,0
士林區,中山北路七段,25.1207286165,121.530886733,0,0,0,0,0,0,0,1,0,0,0,0,60.3,182.0,2300,0,3,2,5,3,0,2,1,2,2,0,0,0,0,1
士林區,中山北路七段,25.1298023591,121.538122987,0,0,0,0,0,0,0,1,0,0,0,0,11.8,213.0,22688,0,8,8,8,8,0,3,-1,3,5,0,0,0,0,0
士林區,平菁街,25.13269698,121.579828178,0,0,0,0,0,0,0,1,0,0,0,0,46.4,252.0,3988,1,4,5,6,4,0,4,1,4,4,0,1,0,0,0
士林區,永平街,25.0916669823,121.503337441,0,0,0,0,0,0,0,1,0,0,0,0,48.5,44.0,1688,0,3,2,2,3,0,4,2,2,1,0,1,0,0,0
士林區,士東路,25.1117992681,121.537090154,0,0,0,0,0,0,0,1,0,0,0,0,24.2,94.0,7780,1,5,3,4,5,0,5,-1,5,7,0,0,0,0,1
士林區,中山北路七段,25.1260278863,121.537286049,0,0,0,0,0,0,0,1,0,0,0,0,24.3,137.0,14600,1,4,4,6,4,0,4,-1,4,6,0,1,0,0,0
士林區,士東路,25.1131237293,121.540715678,0,0,0,0,0,0,0,1,0,0,0,0,8.2,114.0,22000,1,7,1,7,7,0,3,-1,3,5,0,0,0,0,0
士林區,葫蘆街,25.0807263218,121.508847299,0,0,0,0,0,0,0,1,0,0,0,0,48.2,221.0,1770,0,5,2,4,5,0,4,4,4,1,1,0,0,0,0
士林區,天母西路,25.1184999499,121.528233091,0,0,0,0,0,0,0,1,0,0,0,0,40.8,46.0,3380,0,4,2,2,4,0,7,6,6,1,0,1,0,0,0
士林區,中山北路七段,25.122384095,121.53238326,0,0,0,0,0,0,0,1,0,0,0,0,42.3,74.0,2750,0,3,2,2,3,0,5,3,3,1,0,1,0,0,0
士林區,大西路,25.0916057113,121.524757339,0,0,0,0,0,0,0,1,0,0,0,0,25.2,100.0,5580,1,4,2,2,4,0,9,2,2,1,0,1,0,0,0
士林區,士東路,25.1117521399,121.526971806,0,0,0,0,0,0,0,1,0,0,0,0,43.5,147.0,3963,0,4,2,2,4,0,7,6,6,1,0,1,0,0,0
士林區,中山北路七段,25.1271881619,121.532435788,0,0,0,0,0,0,0,1,0,0,0,0,36.6,168.0,3550,1,2,2,2,2,0,7,3,3,1,0,1,0,0,0
