行政區,路段,緯度,經度,行政區_中正區,行政區_大同區,行政區_中山區,行政區_松山區,行政區_大安區,行政區_萬華區,行政區_信義區,行政區_士林區,行政區_北投區,行政區_內湖區,行政區_南港區,行政區_文山區,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
中正區,同安街,25.0219965247,121.520303598,1,0,0,0,0,0,0,0,0,0,0,0,0.8,62.0,6388,1,3,2,2,3,0,7,6,6,1,0,1,0,0,0
中正區,同安街,25.0219965247,121.520303598,1,0,0,0,0,0,0,0,0,0,0,0,0.8,62.0,6088,1,3,2,2,3,0,7,3,3,1,0,1,0,0,0
中正區,同安街,25.0219965247,121.520303598,1,0,0,0,0,0,0,0,0,0,0,0,0.8,62.0,6288,1,3,2,2,3,0,7,5,5,1,0,1,0,0,0
中正區,同安街,25.0219965247,121.520303598,1,0,0,0,0,0,0,0,0,0,0,0,0.8,62.0,6488,1,3,2,2,3,0,7,7,7,1,0,1,0,0,0
中正區,晉江街,25.0252816811,121.522202148,1,0,0,0,0,0,0,0,0,0,0,0,47.8,121.0,3988,0,3,3,2,3,0,5,1,1,1,0,1,0,0,0
中正區,和平西路一段,25.0269707804,121.517713753,1,0,0,0,0,0,0,0,0,0,0,0,14.7,145.0,9888,1,4,2,2,4,0,18,11,11,1,0,1,0,0,0
中正區,臨沂街,25.0370095343,121.531536104,1,0,0,0,0,0,0,0,0,0,0,0,15.5,165.0,4588,1,2,2,2,2,0,6,6,6,1,0,1,0,0,0
中正區,南昌路二段,25.0258409669,121.522167815,1,0,0,0,0,0,0,0,0,0,0,0,29.3,112.0,3380,1,2,2,1,2,0,11,3,3,1,0,1,0,0,0
中正區,博愛路,25.033405122,121.509889701,1,0,0,0,0,0,0,0,0,0,0,0,54.3,134.0,3200,0,3,2,1,3,0,4,3,3,1,1,0,0,0,0
中正區,杭州南路一段,25.0425013,121.526851,1,0,0,0,0,0,0,0,0,0,0,0,13.8,156.0,14988,1,3,2,3,3,0,7,2,3,2,0,1,0,0,0
中正區,信義路二段,25.033811565,121.531676101,1,0,0,0,0,0,0,0,0,0,0,0,7.7,178.0,8938,1,2,2,2,2,0,14,12,12,1,0,1,0,0,0
中正區,信義路二段,25.0338253407,121.531610821,1,0,0,0,0,0,0,0,0,0,0,0,7.7,195.0,3219,0,1,1,1,1,0,14,5,5,1,0,1,0,0,0
中正區,延平南路,25.0444451284,121.510358228,1,0,0,0,0,0,0,0,0,0,0,0,8.2,110.0,2889,0,2,2,1,2,0,19,9,9,1,0,1,0,0,0
中正區,泉州街,25.0244544935,121.512942811,1,0,0,0,0,0,0,0,0,0,0,0,49.4,133.0,2088,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0
中正區,泉州街,25.0244544935,121.512942811,1,0,0,0,0,0,0,0,0,0,0,0,49.4,123.0,2088,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0
中正區,泉州街,25.0244544935,121.512942811,1,0,0,0,0,0,0,0,0,0,0,0,49.4,123.0,2088,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0
中正區,信陽街,25.0446964299,121.516604207,1,0,0,0,0,0,0,0,0,0,0,0,46.1,173.0,799,0,2,1,1,2,0,5,5,5,1,0,0,0,0,0
中正區,泰安街,25.0401809731,121.527403091,1,0,0,0,0,0,0,0,0,0,0,0,17.3,219.0,8980,1,4,2,4,4,0,6,2,2,1,0,1,0,0,0
中正區,信陽街,25.0446964299,121.516604207,1,0,0,0,0,0,0,0,0,0,0,0,46.1,42.0,668,0,2,1,1,2,0,5,5,5,1,0,0,0,0,0
中正區,仁愛路二段,25.0368387437589,121.526377597739,1,0,0,0,0,0,0,0,0,0,0,0,42.0,116.0,6880,0,4,2,2,4,0,6,5,6,2,0,0,0,1,0
中正區,信陽街,25.0446964299,121.516604207,1,0,0,0,0,0,0,0,0,0,0,0,46.1,128.0,999,0,3,2,2,3,0,5,5,5,1,0,0,0,0,0
中正區,羅斯福路三段,25.0166386081,121.53140873,1,0,0,0,0,0,0,0,0,0,0,0,30.4,151.0,4668,1,4,3,4,4,0,5,4,5,2,0,1,0,0,0
中正區,信陽街,25.0446964299,121.516604207,1,0,0,0,0,0,0,0,0,0,0,0,46.1,162.0,839,0,2,1,2,2,0,5,5,5,1,0,0,0,0,0
中正區,中華路二段,25.0257714944,121.50841411,1,0,0,0,0,0,0,0,0,0,0,0,41.2,180.0,3628,0,6,2,3,6,0,7,7,7,1,0,1,0,0,0
中正區,羅斯福路三段,25.021454196,121.525447315,1,0,0,0,0,0,0,0,0,0,0,0,52.9,219.0,2600,0,3,2,2,3,0,4,1,1,1,0,1,0,0,0
信義區,基隆路一段,25.03501145,121.558172861,0,0,0,0,0,0,1,0,0,0,0,0,42.5,44.0,3288,0,2,2,2,2,0,12,10,10,1,0,0,0,0,0
信義區,忠孝東路五段,25.0413236262,121.574130735,0,0,0,0,0,0,1,0,0,0,0,0,18.3,92.0,6988,1,1,2,2,1,0,9,3,3,1,0,1,0,0,0
信義區,吳興街,25.0201851846,121.570572823,0,0,0,0,0,0,1,0,0,0,0,0,46.3,139.0,1800,0,4,3,2,4,0,5,5,5,1,0,1,0,0,0
信義區,吳興街,25.0231059021,121.563586622,0,0,0,0,0,0,1,0,0,0,0,0,39.6,162.0,1980,0,3,2,2,3,0,5,4,4,1,0,1,0,0,0
信義區,吳興街,25.0260497133,121.564038922,0,0,0,0,0,0,1,0,0,0,0,0,24.5,209.0,4200,0,3,2,2,3,0,13,6,6,1,0,1,0,0,0
信義區,松德路,25.0377320211,121.57497109,0,0,0,0,0,0,1,0,0,0,0,0,31.4,234.0,7300,1,4,2,3,4,0,24,14,14,1,0,1,0,0,0
信義區,吳興街,25.0182580491,121.571844925,0,0,0,0,0,0,1,0,0,0,0,0,33.6,256.0,2880,0,4,2,2,4,0,11,1,1,1,0,1,0,0,0
信義區,富陽街,25.0229404698,121.556832777,0,0,0,0,0,0,1,0,0,0,0,0,55.9,59.0,2388,0,3,2,2,3,0,4,1,1,1,0,1,0,0,0
信義區,莊敬路,25.0269119836,121.567924793,0,0,0,0,0,0,1,0,0,0,0,0,51.8,115.0,2260,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0
信義區,松信路,25.0475163643,121.572300793,0,0,0,0,0,0,1,0,0,0,0,0,44.3,162.0,2488,0,4,2,2,4,0,5,4,4,1,0,1,0,0,0
信義區,信義路六段,25.0353469683,121.575367967,0,0,0,0,0,0,1,0,0,0,0,0,31.5,224.0,5388,1,4,2,2,4,0,16,2,2,1,0,1,0,0,0
信義區,永吉路,25.0430605834,121.56915749,0,0,0,0,0,0,1,0,0,0,0,0,40.3,246.0,3488,0,4,2,2,4,0,5,4,4,1,0,1,0,0,0
信義區,信義路五段,25.0212694717,121.573564151,0,0,0,0,0,0,1,0,0,0,0,0,29.3,64.0,3850,1,3,2,2,3,0,16,16,16,1,0,1,0,0,0
信義區,中坡南路,25.0430422848,121.582545573,0,0,0,0,0,0,1,0,0,0,0,0,12.3,90.0,2980,1,2,1,1,2,0,7,1,1,1,0,1,0,0,0
信義區,中坡南路,25.0430422848,121.582545573,0,0,0,0,0,0,1,0,0,0,0,0,12.3,104.0,5580,1,3,3,3,3,0,7,1,1,1,0,1,0,0,0
信義區,中坡南路,25.0430067846,121.582461467,0,0,0,0,0,0,1,0,0,0,0,0,12.3,121.0,2680,1,1,1,1,1,0,7,1,1,1,0,1,0,0,0
信義區,松山路,25.0392055791,121.577688285,0,0,0,0,0,0,1,0,0,0,0,0,40.7,146.0,3280,0,2,2,2,2,0,15,2,2,1,0,0,0,0,0
信義區,松勤街,25.0317537928,121.564105348,0,0,0,0,0,0,1,0,0,0,0,0,19.3,169.0,14988,1,3,2,3,3,0,7,2,2,1,0,1,0,0,0
信義區,和平東路三段,25.0210093351,121.558070545,0,0,0,0,0,0,1,0,0,0,0,0,49.0,196.0,2588,0,3,2,1,3,0,4,1,1,1,0,1,0,0,0
信義區,吳興街,25.0244116038,121.565762811,0,0,0,0,0,0,1,0,0,0,0,0,1.7,240.0,4298,1,3,2,2,3,0,10,9,9,1,0,1,0,0,0
信義區,吳興街,25.0231059021,121.563586622,0,0,0,0,0,0,1,0,0,0,0,0,39.6,162.0,2300,1,3,2,2,3,0,5,4,4,1,0,1,0,0,0
信義區,忠孝東路五段,25.0395361,121.575396459,0,0,0,0,0,0,1,0,0,0,0,0,41.3,203.0,3488,0,3,2,2,3,0,7,3,3,1,0,1,0,0,0
信義區,松平路,25.0303496306,121.563895059,0,0,0,0,0,0,1,0,0,0,0,0,25.4,224.0,19800,1,5,3,4,5,0,8,1,1,1,0,1,0,0,0
信義區,信義路五段,25.0234983401,121.571474599,0,0,0,0,0,0,1,0,0,0,0,0,40.4,249.0,2780,0,5,3,3,5,1,5,5,5,1,0,1,0,0,0
信義區,富陽街,25.0220604043,121.556298777,0,0,0,0,0,0,1,0,0,0,0,0,56.8,45.0,2500,0,3,2,2,3,0,4,2,2,1,0,1,0,0,0
信義區,富陽街,25.0220604043,121.556298777,0,0,0,0,0,0,1,0,0,0,0,0,56.8,45.0,2500,0,3,2,2,3,0,4,2,2,1,1,0,0,0,0
信義區,富陽街,25.0220604043,121.556298777,0,0,0,0,0,0,1,0,0,0,0,0,56.8,45.0,2500,0,3,2,2,3,0,4,2,2,1,0,1,0,0,0
信義區,永吉路,25.0425737674,121.5694059,0,0,0,0,0,0,1,0,0,0,0,0,14.2,93.0,2780,0,2,1,1,2,0,7,4,4,1,0,1,0,0,0
信義區,松勤街,25.0311898373,121.569646039,0,0,0,0,0,0,1,0,0,0,0,0,19.3,118.0,29976,1,6,4,6,6,0,7,2,2,1,0,1,0,0,0
信義區,松勤街,25.0317566072,121.56396341,0,0,0,0,0,0,1,0,0,0,0,0,19.3,135.0,14988,1,3,2,3,3,0,7,2,2,1,0,1,0,0,0
信義區,吳興街,25.0231385607,121.563485783,0,0,0,0,0,0,1,0,0,0,0,0,39.6,181.0,3480,0,7,4,4,7,0,5,1,1,1,0,1,0,0,0
信義區,和平東路三段,25.0167201111,121.560681588,0,0,0,0,0,0,1,0,0,0,0,0,43.3,202.0,3280,0,4,2,2,4,0,5,3,3,1,0,1,0,0,0
信義區,吳興街,25.0256577635,121.564812888,0,0,0,0,0,0,1,0,0,0,0,0,34.4,218.0,2620,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0
信義區,信義路五段,25.0338835806,121.573524035,0,0,0,0,0,0,1,0,0,0,0,0,16.7,69.0,2080,1,1,1,1,1,0,19,2,2,1,0,1,0,0,0
信義區,莊敬路,25.0269119836,121.567924793,0,0,0,0,0,0,1,0,0,0,0,0,51.8,115.0,2260,0,3,2,1,3,0,4,3,3,1,0,1,0,0,0
信義區,瑞雲街,25.0162627934,121.57666506,0,0,0,0,0,0,1,0,0,0,0,0,47.8,135.0,2880,0,2,2,1,2,0,4,4,4,1,0,1,0,0,0
信義區,忠孝東路五段,25.0411881882,121.569245204,0,0,0,0,0,0,1,0,0,0,0,0,54.0,233.0,3700,0,3,3,3,3,0,4,4,4,1,0,1,0,0,0
信義區,忠孝東路五段,25.0401886102,121.583975715,0,0,0,0,0,0,1,0,0,0,0,0,55.3,44.0,2488,0,3,2,1,3,0,4,2,2,1,1,0,0,0,0
信義區,松智路,25.0297731904,121.564595305,0,0,0,0,0,0,1,0,0,0,0,0,17.4,116.0,13888,1,3,2,2,3,0,7,1,1,1,0,1,0,0,0
信義區,青雲街,25.018583523,121.576769921,0,0,0,0,0,0,1,0,0,0,0,0,40.3,140.0,8500,1,4,3,4,4,0,3,1,3,3,0,1,0,0,0
信義區,信安街,25.0284641531,121.557956115,0,0,0,0,0,0,1,0,0,0,0,0,38.3,158.0,4380,0,3,2,2,3,0,7,4,4,1,0,1,0,0,0
信義區,吳興街,25.0229257972,121.563872246,0,0,0,0,0,0,1,0,0,0,0,0,34.8,134.0,4200,1,8,2,3,8,0,6,2,2,1,0,0,0,0,0
信義區,松德路,25.0358454209,121.57424722,0,0,0,0,0,0,1,0,0,0,0,0,35.0,240.0,9680,1,5,2,3,5,0,13,2,2,1,0,1,0,0,0
信義區,富陽街,25.0234136833,121.556168154,0,0,0,0,0,0,1,0,0,0,0,0,46.2,110.0,2200,0,3,2,1,3,0,5,2,2,1,1,0,0,0,0
信義區,松仁路,25.0197324531,121.571106688,0,0,0,0,0,0,1,0,0,0,0,0,41.3,169.0,2880,0,4,2,2,4,0,5,4,4,1,0,1,0,0,0
信義區,基隆路一段,25.0448773516,121.567965477,0,0,0,0,0,0,1,0,0,0,0,0,44.3,210.0,4228,0,3,2,2,3,0,7,3,3,1,0,1,0,0,0
信義區,光復南路,25.0362216977,121.558667474,0,0,0,0,0,0,1,0,0,0,0,0,46.0,43.0,3250,0,3,2,1,3,0,5,5,5,1,0,1,0,0,0
信義區,松平路,25.0303537503,121.564830107,0,0,0,0,0,0,1,0,0,0,0,0,25.4,73.0,15888,1,4,2,5,4,0,10,2,3,2,0,1,0,0,0
信義區,和平東路三段,25.0210093351,121.558070545,0,0,0,0,0,0,1,0,0,0,0,0,49.0,98.0,2688,0,2,2,1,2,0,4,1,1,1,0,1,0,0,0
信義區,信安街,25.0253024284,121.556819913,0,0,0,0,0,0,1,0,0,0,0,0,49.8,119.0,3288,0,3,2,2,3,0,4,1,1,1,0,1,0,0,0
信義區,永吉路,25.0443065872,121.573413023,0,0,0,0,0,0,1,0,0,0,0,0,42.4,140.0,2950,0,2,2,1,2,0,5,3,3,1,0,1,0,0,0
信義區,和平東路三段,25.0197467469,121.559536443,0,0,0,0,0,0,1,0,0,0,0,0,43.4,159.0,4680,0,3,2,2,3,0,5,-1,1,3,0,0,0,0,0
信義區,忠孝東路五段,25.0412999216,121.56741617,0,0,0,0,0,0,1,0,0,0,0,0,11.6,205.0,6088,1,1,2,2,1,0,13,11,11,1,0,1,0,0,0
信義區,松智路,25.0308502215,121.566081467,0,0,0,0,0,0,1,0,0,0,0,0,27.9,172.0,5988,1,2,2,2,2,0,13,3,3,1,0,1,0,0,0
信義區,福德街,25.0395611387,121.586605201,0,0,0,0,0,0,1,0,0,0,0,0,47.5,242.0,1888,0,3,2,1,3,0,5,3,3,1,0,1,0,0,0
信義區,信義路六段,25.0326408597,121.575341349,0,0,0,0,0,0,1,0,0,0,0,0,45.2,70.0,4380,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0
信義區,吳興街,25.0184055936,121.570656474,0,0,0,0,0,0,1,0,0,0,0,0,8.5,92.0,5360,1,3,2,2,3,0,9,8,8,1,0,1,0,0,0
信義區,松德路,25.0377320211,121.57497109,0,0,0,0,0,0,1,0,0,0,0,0,31.4,201.0,5158,1,2,2,2,2,0,24,2,2,1,0,1,0,0,0
信義區,福德街,25.0377765281,121.583570647,0,0,0,0,0,0,1,0,0,0,0,0,13.9,224.0,13506,1,3,2,2,3,0,13,5,5,1,0,1,0,0,0
信義區,忠孝東路五段,25.0410492204,121.576504945,0,0,0,0,0,0,1,0,0,0,0,0,20.4,70.0,3298,0,2,2,2,2,0,11,6,6,1,0,1,0,0,0
信義區,富陽街,25.0224440082,121.556266501,0,0,0,0,0,0,1,0,0,0,0,0,50.1,120.0,2058,0,6,2,3,6,0,4,4,4,1,0,1,0,0,0
信義區,永吉路,25.0458458393,121.569052536,0,0,0,0,0,0,1,0,0,0,0,0,18.8,163.0,4900,1,2,2,2,2,0,14,14,14,1,0,1,0,0,0
信義區,松信路,25.0461486087,121.572252912,0,0,0,0,0,0,1,0,0,0,0,0,44.3,186.0,2380,0,3,2,2,3,0,12,2,2,1,0,1,0,0,0
信義區,吳興街,25.0248962958,121.563098651,0,0,0,0,0,0,1,0,0,0,0,0,53.8,222.0,1750,0,3,2,1,3,0,4,4,4,1,0,1,0,0,0
信義區,松山路,25.0473877491,121.577949806,0,0,0,0,0,0,1,0,0,0,0,0,51.0,237.0,14800,0,1,1,1,1,0,4,1,1,1,0,0,0,0,0
信義區,信安街,25.0259705013,121.557132185,0,0,0,0,0,0,1,0,0,0,0,0,48.9,44.0,2680,0,3,2,1,3,0,7,4,4,1,0,1,0,0,0
信義區,虎林街,25.0354160425,121.576308082,0,0,0,0,0,0,1,0,0,0,0,0,55.9,93.0,2088,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0
信義區,松隆路,25.045078669,121.569236158,0,0,0,0,0,0,1,0,0,0,0,0,52.5,107.0,1698,0,2,2,1,2,0,4,3,3,1,0,1,0,0,0
信義區,松隆路,25.045078669,121.569236158,0,0,0,0,0,0,1,0,0,0,0,0,52.5,124.0,1698,0,2,2,1,2,0,4,3,3,1,0,1,0,0,0
信義區,松山路,25.0473877491,121.577949806,0,0,0,0,0,0,1,0,0,0,0,0,51.0,136.0,14800,0,1,1,1,1,0,4,1,1,1,0,0,0,0,0
信義區,吳興街,25.0173470808,121.572651778,0,0,0,0,0,0,1,0,0,0,0,0,42.3,155.0,2100,0,3,2,2,3,0,5,1,1,1,1,0,0,0,0
信義區,吳興街,25.0247875523,121.563969514,0,0,0,0,0,0,1,0,0,0,0,0,36.4,177.0,2050,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0
信義區,虎林街,25.0354160425,121.576308082,0,0,0,0,0,0,1,0,0,0,0,0,55.9,70.0,2088,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0
信義區,松隆路,25.045078669,121.569236158,0,0,0,0,0,0,1,0,0,0,0,0,52.5,93.0,1698,0,2,1,1,2,0,4,3,3,1,0,1,0,0,0
信義區,虎林街,25.0354160425,121.576308082,0,0,0,0,0,0,1,0,0,0,0,0,55.9,70.0,2088,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0
信義區,虎林街,25.0354160425,121.576308082,0,0,0,0,0,0,1,0,0,0,0,0,55.9,70.0,2088,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0
信義區,莊敬路,25.0293878562,121.563809206,0,0,0,0,0,0,1,0,0,0,0,0,39.6,155.0,4388,0,4,2,2,4,0,7,4,4,1,0,0,0,1,0
信義區,吳興街,25.0244541552,121.565581991,0,0,0,0,0,0,1,0,0,0,0,0,1.7,174.0,4298,1,3,2,2,3,0,10,9,9,1,0,1,0,0,0
信義區,虎林街,25.0354160425,121.576308082,0,0,0,0,0,0,1,0,0,0,0,0,55.9,70.0,2088,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0
信義區,虎林街,25.0354160425,121.576308082,0,0,0,0,0,0,1,0,0,0,0,0,55.9,70.0,2088,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0
信義區,虎林街,25.0354160425,121.576308082,0,0,0,0,0,0,1,0,0,0,0,0,55.9,71.0,2088,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0
信義區,祥雲街,25.0192878854,121.574367946,0,0,0,0,0,0,1,0,0,0,0,0,44.6,69.0,2980,0,2,2,2,2,0,7,3,3,1,0,1,0,0,0
信義區,吳興街,25.0189348199,121.570347599,0,0,0,0,0,0,1,0,0,0,0,0,39.1,96.0,1750,0,4,3,2,4,0,5,5,5,1,0,1,0,0,0
信義區,吳興街,25.0227191708,121.561061324,0,0,0,0,0,0,1,0,0,0,0,0,47.7,121.0,1798,0,3,2,3,3,0,5,4,4,1,0,1,0,0,0
信義區,基隆路二段,25.0293644911,121.557550519,0,0,0,0,0,0,1,0,0,0,0,0,40.6,191.0,4700,1,5,3,3,5,0,15,15,15,1,0,1,0,0,0
信義區,虎林街,25.0354160425,121.576308082,0,0,0,0,0,0,1,0,0,0,0,0,55.9,213.0,2088,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0
信義區,永吉路,25.0443065872,121.573413023,0,0,0,0,0,0,1,0,0,0,0,0,42.4,235.0,2950,0,2,2,1,2,0,5,3,3,1,0,1,0,0,0
信義區,大道路,25.0409201781,121.582533761,0,0,0,0,0,0,1,0,0,0,0,0,45.4,254.0,2688,0,3,2,2,3,0,5,3,3,1,0,1,0,0,0
信義區,松德路,25.0377320211,121.57497109,0,0,0,0,0,0,1,0,0,0,0,0,31.4,202.0,7280,1,3,2,3,3,0,24,8,8,1,0,1,0,0,0
信義區,永吉路,25.0458458393,121.569052536,0,0,0,0,0,0,1,0,0,0,0,0,18.8,224.0,4900,1,2,2,2,2,0,14,14,14,1,0,1,0,0,0
信義區,吳興街,25.0231385607,121.563485783,0,0,0,0,0,0,1,0,0,0,0,0,39.6,246.0,3288,0,7,4,4,7,0,5,1,1,1,0,1,0,0,0
信義區,富陽街,25.0221651804,121.555591226,0,0,0,0,0,0,1,0,0,0,0,0,50.1,46.0,2250,0,3,2,1,3,0,4,3,3,1,0,1,0,0,0
信義區,吳興街,25.0256577635,121.564812888,0,0,0,0,0,0,1,0,0,0,0,0,34.4,75.0,2600,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0
信義區,吳興街,25.0247875523,121.563969514,0,0,0,0,0,0,1,0,0,0,0,0,36.4,114.0,2050,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0
信義區,吳興街,25.0247875523,121.563969514,0,0,0,0,0,0,1,0,0,0,0,0,36.4,114.0,1968,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0
信義區,吳興街,25.0204477959,121.569489122,0,0,0,0,0,0,1,0,0,0,0,0,32.3,176.0,5900,1,3,2,2,3,0,15,3,3,1,0,1,0,0,0
信義區,永吉路,25.043317745,121.568864831,0,0,0,0,0,0,1,0,0,0,0,0,59.2,216.0,9850,0,3,2,2,3,0,2,1,2,2,0,0,0,0,1
信義區,吳興街,25.0253305998,121.565938996,0,0,0,0,0,0,1,0,0,0,0,0,41.3,248.0,3980,0,6,3,5,6,0,5,1,1,1,0,1,0,0,0
信義區,莊敬路,25.0269119836,121.567924793,0,0,0,0,0,0,1,0,0,0,0,0,51.8,46.0,2260,0,3,2,5,3,0,4,3,3,1,0,1,0,0,0
信義區,松德路,25.0358454209,121.57424722,0,0,0,0,0,0,1,0,0,0,0,0,35.0,74.0,9680,1,5,3,3,5,0,12,2,2,1,0,1,0,0,0
信義區,富陽街,25.0229566941,121.555914543,0,0,0,0,0,0,1,0,0,0,0,0,44.7,125.0,2890,0,4,2,2,4,0,5,4,4,1,0,1,0,0,0
信義區,信義路五段,25.0238130684,121.570672775,0,0,0,0,0,0,1,0,0,0,0,0,49.3,214.0,5980,0,3,3,5,3,0,5,-1,1,3,0,0,0,0,0
信義區,吳興街,25.0201480338,121.569897883,0,0,0,0,0,0,1,0,0,0,0,0,30.4,71.0,680,0,1,1,1,1,0,7,-1,-1,1,0,0,1,0,0
信義區,信義路五段,25.0337026168,121.574341008,0,0,0,0,0,0,1,0,0,0,0,0,19.3,95.0,3468,1,2,2,1,2,0,19,9,9,1,0,1,0,0,0
信義區,信義路六段,25.0353469683,121.575367967,0,0,0,0,0,0,1,0,0,0,0,0,31.5,147.0,5388,1,4,2,2,4,0,16,2,2,1,0,1,0,0,0
信義區,信義路六段,25.0332950616,121.576148977,0,0,0,0,0,0,1,0,0,0,0,0,47.7,90.0,1850,0,3,2,1,3,0,5,4,4,1,0,1,0,0,0
信義區,嘉興街,25.0259753492,121.556609853,0,0,0,0,0,0,1,0,0,0,0,0,49.2,184.0,2480,0,3,2,2,3,0,4,1,1,1,0,1,0,0,0
信義區,吳興街,25.0177626261,121.569271355,0,0,0,0,0,0,1,0,0,0,0,0,38.9,202.0,3198,0,3,2,2,3,0,5,1,1,1,0,0,0,0,0
信義區,吳興街,25.0188295637,121.571145409,0,0,0,0,0,0,1,0,0,0,0,0,33.8,247.0,5988,1,5,3,3,5,0,11,10,11,2,0,0,0,0,0
信義區,祥雲街,25.016743,121.575104,0,0,0,0,0,0,1,0,0,0,0,0,49.8,76.0,7888,1,6,2,4,6,0,2,1,2,2,0,1,0,0,0
信義區,祥雲街,25.0167434829,121.575135165,0,0,0,0,0,0,1,0,0,0,0,0,49.8,175.0,7888,1,5,2,4,5,0,2,1,2,2,0,1,0,0,0
信義區,信義路五段,25.0337026168,121.574341008,0,0,0,0,0,0,1,0,0,0,0,0,19.3,231.0,3530,1,2,2,1,2,0,19,8,8,1,0,1,0,0,0
信義區,忠孝東路四段,25.0414664317,121.563690051,0,0,0,0,0,0,1,0,0,0,0,0,7.6,72.0,31888,1,3,2,4,3,0,24,21,21,1,0,1,0,0,0
信義區,吳興街,25.0261060168,121.565628169,0,0,0,0,0,0,1,0,0,0,0,0,49.8,233.0,2268,0,3,2,2,3,0,4,2,2,1,0,1,0,0,0
信義區,忠孝東路五段,25.0397539091,121.575297614,0,0,0,0,0,0,1,0,0,0,0,0,41.3,69.0,3460,0,3,2,1,3,0,7,1,1,1,0,1,0,0,0
信義區,基隆路二段,25.0244796602,121.553031538,0,0,0,0,0,0,1,0,0,0,0,0,43.0,119.0,2880,0,3,2,2,3,0,12,5,5,1,0,0,0,0,0
信義區,基隆路二段,25.0244796602,121.553031538,0,0,0,0,0,0,1,0,0,0,0,0,43.0,119.0,2880,0,3,2,2,3,0,12,5,5,1,0,1,0,0,0
信義區,基隆路二段,25.0244796602,121.553031538,0,0,0,0,0,0,1,0,0,0,0,0,43.0,119.0,2880,0,3,2,2,3,0,12,5,5,1,0,1,0,0,0
信義區,吳興街,25.025914941,121.566940397,0,0,0,0,0,0,1,0,0,0,0,0,46.8,210.0,2680,0,3,2,2,3,0,5,4,4,1,0,1,0,0,0
信義區,吳興街,25.0231385607,121.563485783,0,0,0,0,0,0,1,0,0,0,0,0,39.6,231.0,3288,0,7,4,4,7,0,5,1,1,1,0,1,0,0,0
信義區,信義路五段,25.0238130684,121.570672775,0,0,0,0,0,0,1,0,0,0,0,0,49.3,28.0,2500,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0
信義區,吳興街,25.0229257972,121.563872246,0,0,0,0,0,0,1,0,0,0,0,0,34.8,92.0,3850,0,8,2,3,8,0,6,2,2,1,0,1,0,0,0
信義區,和平東路三段,25.0207169515,121.556804147,0,0,0,0,0,0,1,0,0,0,0,0,45.0,141.0,2258,0,3,2,1,3,0,7,6,6,1,0,0,0,1,0
信義區,永吉路,25.0443579772,121.570655716,0,0,0,0,0,0,1,0,0,0,0,0,11.0,163.0,3188,1,2,1,1,2,0,6,4,4,1,0,1,0,0,0
信義區,仁愛路四段,25.037517687,121.557861936,0,0,0,0,0,0,1,0,0,0,0,0,13.1,204.0,13500,1,3,2,2,3,0,15,3,3,1,0,1,0,0,0
信義區,吳興街,25.024439128,121.566443001,0,0,0,0,0,0,1,0,0,0,0,0,47.4,86.0,1320,0,3,1,1,3,0,4,2,2,1,0,1,0,0,0
信義區,永吉路,25.046320984,121.569887017,0,0,0,0,0,0,1,0,0,0,0,0,8.3,158.0,2280,0,2,1,1,2,0,8,1,1,1,0,1,0,0,0
信義區,吳興街,25.025914941,121.566940397,0,0,0,0,0,0,1,0,0,0,0,0,46.8,179.0,2680,0,3,2,2,3,0,5,4,4,1,0,1,0,0,0
信義區,忠孝東路五段,25.0401886102,121.583975715,0,0,0,0,0,0,1,0,0,0,0,0,55.3,193.0,2488,0,3,2,1,3,0,4,2,2,1,0,1,0,0,0
信義區,永吉路,25.0457753484,121.571399498,0,0,0,0,0,0,1,0,0,0,0,0,29.0,241.0,3680,0,3,2,2,3,0,11,4,4,1,0,1,0,0,0
信義區,基隆路一段,25.0348818517,121.558834706,0,0,0,0,0,0,1,0,0,0,0,0,42.5,43.0,3688,1,3,2,2,3,0,12,7,7,1,0,1,0,0,0
信義區,吳興街,25.0261060168,121.565628169,0,0,0,0,0,0,1,0,0,0,0,0,49.8,93.0,2268,0,3,2,2,3,0,4,2,2,1,0,1,0,0,0
