id,district,latitude,longitude,dist_zhongshan,dist_zhongzheng,dist_xinyi,dist_neihu,dist_beitou,dist_nangang,dist_shilin,dist_datong,dist_daan,dist_wenshan,dist_songshan,dist_wanhua,building_area,land_area,total_price,unit_price,has_parking,rooms,halls,bathrooms,type_apartment,type_building,type_mansion,type_house,transaction_date,distance_to_mrt
111,中山區,25.061122,121.535182,1,0,0,0,0,0,0,0,0,0,0,0,52.17,6.88,5550.0,131.48,1,3,2,2,0,1,0,0,11409,296
112,中山區,25.062772,121.527232,1,0,0,0,0,0,0,0,0,0,0,0,18.09,1.74,1600.0,88.45,0,1,1,1,0,1,0,0,11409,45
113,中山區,25.061733,121.538761,1,0,0,0,0,0,0,0,0,0,0,0,38.29,8.25,3000.0,78.34,0,3,2,2,0,0,1,0,11409,695
114,中山區,25.065941,121.524597,1,0,0,0,0,0,0,0,0,0,0,0,12.6,1.19,1416.0,112.42,0,1,1,1,0,1,0,0,11409,489
115,中山區,25.065409,121.525943,1,0,0,0,0,0,0,0,0,0,0,0,11.99,1.15,750.0,62.56,0,1,1,1,0,1,0,0,11409,371
116,中山區,25.063664,121.528022,1,0,0,0,0,0,0,0,0,0,0,0,9.61,1.0,800.0,83.24,0,1,1,1,0,1,0,0,11409,196
117,中山區,25.060563,121.525788,1,0,0,0,0,0,0,0,0,0,0,0,12.71,1.23,1118.0,87.93,0,1,1,1,0,1,0,0,11409,278
118,中山區,25.067242,121.530748,1,0,0,0,0,0,0,0,0,0,0,0,31.38,6.15,2230.0,71.05,0,3,2,2,0,0,1,0,11409,817
119,中山區,25.060325,121.524832,1,0,0,0,0,0,0,0,0,0,0,0,9.38,0.86,568.0,60.55,0,1,1,1,0,1,0,0,11409,353
120,中山區,25.06117,121.526363,1,0,0,0,0,0,0,0,0,0,0,0,17.78,3.16,1212.0,68.15,0,1,0,1,0,0,1,0,11409,188
121,中山區,25.061549,121.538554,1,0,0,0,0,0,0,0,0,0,0,0,44.23,8.58,3600.0,81.4,0,4,2,2,0,0,1,0,11409,718
122,中山區,25.066727,121.526918,1,0,0,0,0,0,0,0,0,0,0,0,8.6,0.91,796.0,92.59,0,1,1,1,0,0,1,0,11409,562
123,中山區,25.060325,121.524832,1,0,0,0,0,0,0,0,0,0,0,0,10.27,1.0,650.0,63.29,0,1,0,0,0,1,0,0,11409,353
124,中山區,25.059847,121.535851,1,0,0,0,0,0,0,0,0,0,0,0,26.26,7.79,1848.0,70.38,0,1,2,1,1,0,0,0,11409,321
125,中山區,25.059421,121.52569,1,0,0,0,0,0,0,0,0,0,0,0,7.92,0.66,400.0,50.49,0,1,1,1,0,1,0,0,11409,443
126,中山區,25.058159,121.539953,1,0,0,0,0,0,0,0,0,0,0,0,9.13,1.5,820.0,89.79,0,1,0,1,0,0,1,0,11409,653
127,中山區,25.070041,121.533885,1,0,0,0,0,0,0,0,0,0,0,0,10.35,2.09,808.0,78.1,0,1,1,1,0,0,1,0,11409,1391
128,中山區,25.066744,121.526994,1,0,0,0,0,0,0,0,0,0,0,0,8.3,0.89,680.0,81.92,0,1,1,1,0,1,0,0,11409,565
129,中山區,25.06674,121.526337,1,0,0,0,0,0,0,0,0,0,0,0,39.05,4.87,1600.0,40.98,0,3,2,2,0,0,1,0,11409,564
130,中山區,25.057066,121.531737,1,0,0,0,0,0,0,0,0,0,0,0,31.83,8.22,1170.0,36.76,0,3,2,2,0,0,1,0,11409,227
131,中山區,25.060325,121.524832,1,0,0,0,0,0,0,0,0,0,0,0,11.45,1.02,900.0,78.58,0,2,1,1,0,1,0,0,11409,353
132,中山區,25.057041,121.532446,1,0,0,0,0,0,0,0,0,0,0,0,45.64,13.43,3000.0,65.73,0,3,2,2,1,0,0,0,11409,172
133,中山區,25.062772,121.527232,1,0,0,0,0,0,0,0,0,0,0,0,84.81,8.11,5540.0,65.32,0,3,0,1,0,1,0,0,11409,45
134,中山區,25.065311,121.537058,1,0,0,0,0,0,0,0,0,0,0,0,30.68,3.06,2400.0,78.22,1,1,1,1,0,1,0,0,11409,891
135,中山區,25.064159,121.528009,1,0,0,0,0,0,0,0,0,0,0,0,13.93,1.95,1450.0,104.07,0,1,2,1,0,1,0,0,11409,245
136,中山區,25.059756,121.539304,1,0,0,0,0,0,0,0,0,0,0,0,24.98,8.17,1750.0,70.05,0,3,1,1,1,0,0,0,11409,631
137,中山區,25.059421,121.52569,1,0,0,0,0,0,0,0,0,0,0,0,7.98,0.66,435.0,54.51,0,1,0,0,0,1,0,0,11408,443
138,中山區,25.059423,121.538889,1,0,0,0,0,0,0,0,0,0,0,0,4.34,1.75,400.0,92.15,0,2,2,1,1,0,0,0,11408,696
139,中山區,25.057611,121.528751,1,0,0,0,0,0,0,0,0,0,0,0,17.4,2.95,1680.0,104.83,1,1,1,1,0,0,1,0,11408,567
140,中山區,25.058571,121.532154,1,0,0,0,0,0,0,0,0,0,0,0,45.24,10.38,3700.0,81.78,0,3,2,2,1,0,0,0,11408,135
141,中山區,25.059893,121.533371,1,0,0,0,0,0,0,0,0,0,0,0,10.61,1.14,1309.0,123.39,0,1,1,1,0,1,0,0,11408,4
142,中山區,25.060524,121.53755,1,0,0,0,0,0,0,0,0,0,0,0,24.25,2.73,1498.0,61.79,0,1,0,0,0,1,0,0,11408,552
143,中山區,25.070041,121.533885,1,0,0,0,0,0,0,0,0,0,0,0,10.35,2.09,780.0,75.4,0,1,1,1,0,0,1,0,11408,1391
144,中山區,25.062847,121.524589,1,0,0,0,0,0,0,0,0,0,0,0,11.11,1.28,1162.0,104.58,0,1,1,1,0,1,0,0,11408,197
145,中山區,25.060325,121.524832,1,0,0,0,0,0,0,0,0,0,0,0,10.27,1.0,600.0,58.42,0,1,1,1,0,1,0,0,11408,353
146,中山區,25.061518,121.53451,1,0,0,0,0,0,0,0,0,0,0,0,30.11,12.18,1975.0,65.59,0,3,2,2,1,0,0,0,11408,259
147,中山區,25.065311,121.537058,1,0,0,0,0,0,0,0,0,0,0,0,31.65,3.16,2900.0,94.33,1,3,2,1,0,1,0,0,11408,891
148,中山區,25.06624,121.529754,1,0,0,0,0,0,0,0,0,0,0,0,23.88,5.18,2180.0,91.29,1,1,1,1,0,0,1,0,11408,623
