行政區,路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天,緯度,經度
文山區,台北市文山區景興路,0,0,0,0,0,0,0,0,0,1,0,0,16.4,11.22,1098.0,0,1,1,1,0,1,15,14,14,1,0,1,0,0,0,24.9899957178,121.542628302
文山區,台北市文山區景後街,0,0,0,0,0,0,0,0,0,1,0,0,31.4,39.95,2630.0,1,3,2,2,0,0,13,12,12,1,0,1,0,0,0,24.9919119208,121.543029907
文山區,台北市文山區三福街,0,0,0,0,0,0,0,0,0,1,0,0,36.9,48.78,3398.0,1,4,2,2,0,0,8,2,2,1,0,0,0,1,0,24.9966548,121.5415009
文山區,台北市文山區政大三街,0,0,0,0,0,0,0,0,0,1,0,0,16.5,69.04,3980.0,2,3,2,2,0,0,5,4,5,2,0,0,0,1,0,24.9865581979,121.583208345
文山區,台北市文山區指南路三段,0,0,0,0,0,0,0,0,0,1,0,0,15.6,51.67,2988.0,1,2,2,2,0,0,13,13,13,1,0,1,0,0,0,24.982814134596,121.580385527385
文山區,台北市文山區萬和街,0,0,0,0,0,0,0,0,0,1,0,0,28.9,356.37,16600.0,1,24,2,24,0,0,13,12,12,1,0,1,0,0,0,25.0019877,121.5675898
文山區,台北市文山區羅斯福路五段,0,0,0,0,0,0,0,0,0,1,0,0,45.4,35.61,2500.0,1,3,2,2,0,0,5,3,3,1,1,0,0,0,0,25.0031425707,121.537154753
文山區,台北市文山區秀明路二段,0,0,0,0,0,0,0,0,0,1,0,0,19.7,81.95,5488.0,2,3,2,2,0,0,15,10,10,1,0,1,0,0,0,24.9917915131,121.574286087
文山區,台北市文山區木柵路四段,0,0,0,0,0,0,0,0,0,1,0,0,45.9,91.01,4980.0,0,7,2,3,0,0,3,-1,3,4,0,0,0,0,1,24.994646,121.571036
文山區,台北市文山區木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,38.5,70.24,4900.0,1,4,4,3,0,1,3,1,3,3,0,0,0,0,1,24.9910371718,121.564062701
文山區,台北市文山區試院路,0,0,0,0,0,0,0,0,0,1,0,0,44.8,73.98,3380.0,1,19,2,8,0,1,2,-1,2,3,0,0,0,0,1,24.9907948994,121.547189639
文山區,台北市文山區興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,33.1,33.18,2750.0,1,3,2,2,0,0,7,5,5,1,0,0,0,1,0,24.9974922086,121.546646847
文山區,台北市文山區萬壽路,0,0,0,0,0,0,0,0,0,1,0,0,26.9,73.72,3880.0,2,3,2,2,0,0,5,3,3,1,0,0,0,1,0,24.9854573926,121.588742452
文山區,台北市文山區樟新街,0,0,0,0,0,0,0,0,0,1,0,0,34.9,93.69,3770.0,1,4,4,4,0,1,9,-2,1,3,0,0,0,1,0,24.9774957,121.5554294
文山區,台北市文山區興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,46.4,56.24,6980.0,1,7,4,5,0,1,3,-1,3,4,0,0,0,0,1,24.9996887399,121.550625594
文山區,台北市文山區木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,14.7,83.45,5688.0,2,3,2,2,0,0,13,4,4,1,0,1,0,0,0,24.9824268159437,121.56298465291
文山區,台北市文山區木新路二段,0,0,0,0,0,0,0,0,0,1,0,0,48.3,21.97,1390.0,0,2,2,1,0,0,5,5,5,1,1,0,0,0,0,24.9832405505,121.565800173
文山區,台北市文山區景華街,0,0,0,0,0,0,0,0,0,1,0,0,46.1,26.61,2098.0,0,5,3,2,0,1,5,1,1,1,1,0,0,0,0,24.9959054614,121.54656884
文山區,台北市文山區木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,36.2,47.31,3480.0,1,2,3,1,0,0,7,3,3,1,0,0,0,1,0,24.9818175744365,121.560833513492
文山區,台北市文山區興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,31.2,33.32,2800.0,1,3,2,5,0,0,15,4,4,1,0,1,0,0,0,25.0003131463662,121.554049015935
文山區,台北市文山區興隆路一段,0,0,0,0,0,0,0,0,0,1,0,0,53.1,29.32,1988.0,0,3,2,5,0,0,4,3,3,1,1,0,0,0,0,25.0030950979,121.541116406
文山區,台北市文山區福興路,0,0,0,0,0,0,0,0,0,1,0,0,42.5,25.14,1380.0,0,2,2,1,0,0,5,1,1,1,1,0,0,0,0,25.0065486773,121.551133142
文山區,台北市文山區辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,10.6,149.61,11688.0,3,5,3,7,0,1,4,1,4,4,0,0,0,0,1,25.0065842206063,121.562850229843
文山區,台北市文山區和平東路四段,0,0,0,0,0,0,0,0,0,1,0,0,28.8,108.3,5888.0,2,4,2,3,0,0,16,12,12,1,0,1,0,0,0,25.0071345,121.5654734
文山區,台北市文山區秀明路一段,0,0,0,0,0,0,0,0,0,1,0,0,35.1,121.56,8588.0,1,6,6,4,0,1,3,-1,3,4,0,0,0,0,1,24.9932932772,121.569816804
文山區,台北市文山區木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,29.5,39.11,2388.0,1,3,2,2,0,0,17,13,13,1,0,1,0,0,0,24.9926487763234,121.562213007271
文山區,台北市文山區興隆路四段,0,0,0,0,0,0,0,0,0,1,0,0,43.7,28.94,1598.0,0,4,2,1,0,1,5,4,4,1,1,0,0,0,0,24.9900014707555,121.560919956016
文山區,台北市文山區秀明路一段,0,0,0,0,0,0,0,0,0,1,0,0,8.0,147.16,9998.0,2,3,3,4,0,0,5,1,2,2,0,0,0,1,0,24.9929503715,121.567806671
文山區,台北市文山區木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,24.9,64.17,3980.0,1,4,2,2,0,1,14,5,6,2,0,1,0,0,0,24.9884870488,121.561001797
文山區,台北市文山區木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,24.9,55.86,3688.0,1,3,2,2,0,1,14,3,4,2,0,1,0,0,0,24.9885796264097,121.560758279315
文山區,台北市文山區木柵路三段,0,0,0,0,0,0,0,0,0,1,0,0,1.2,65.92,5800.0,1,4,2,2,0,0,29,19,19,1,0,1,0,0,0,24.9895829676491,121.568972735916
文山區,台北市文山區下崙路,0,0,0,0,0,0,0,0,0,1,0,0,31.2,21.54,1588.0,1,2,2,1,0,0,6,1,1,1,0,0,0,1,0,24.9856421503,121.559104187
文山區,台北市文山區興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,32.7,42.43,2388.0,1,3,2,2,0,0,6,3,3,1,0,0,0,1,0,24.9926532187,121.560449688
文山區,台北市文山區仙岩路,0,0,0,0,0,0,0,0,0,1,0,0,50.6,24.64,1230.0,0,2,2,1,0,0,4,3,3,1,1,0,0,0,0,24.9976352586075,121.550469754328
文山區,台北市文山區木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,29.4,20.14,1688.0,1,2,1,1,0,0,17,4,4,1,0,1,0,0,0,24.9925716204,121.56156458
文山區,台北市文山區木新路二段,0,0,0,0,0,0,0,0,0,1,0,0,30.4,9.36,980.0,1,3,1,1,0,0,14,12,12,1,0,0,1,0,0,24.9873671591141,121.571004597941
文山區,台北市文山區興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,11.8,60.26,4280.0,1,3,2,2,0,0,11,9,9,1,0,1,0,0,0,25.0032995262339,121.546534061377
文山區,台北市文山區福興路,0,0,0,0,0,0,0,0,0,1,0,0,16.3,45.9,2980.0,1,3,2,2,0,1,13,5,5,1,0,1,0,0,0,25.0063165447,121.549907664
文山區,台北市文山區羅斯福路五段,0,0,0,0,0,0,0,0,0,1,0,0,46.5,24.14,1758.0,0,4,2,3,0,1,5,5,5,1,1,0,0,0,0,25.0059005301,121.539992817
文山區,台北市文山區政大二街,0,0,0,0,0,0,0,0,0,1,0,0,17.3,65.79,4168.0,1,4,2,2,0,1,5,2,2,1,0,0,0,1,0,24.9880399541,121.582534739
文山區,台北市文山區羅斯福路五段,0,0,0,0,0,0,0,0,0,1,0,0,48.2,36.78,1997.0,0,5,2,2,0,1,5,5,5,1,1,0,0,0,0,25.0059230405,121.539890157
文山區,台北市文山區公館街,0,0,0,0,0,0,0,0,0,1,0,0,46.8,31.01,1788.0,0,4,2,5,0,1,5,5,5,1,1,0,0,0,0,25.0051047543,121.538043616
文山區,台北市文山區萬壽路,0,0,0,0,0,0,0,0,0,1,0,0,26.9,72.69,2468.0,2,4,2,2,0,1,3,2,2,1,1,0,0,0,0,24.9857931673,121.588900649
文山區,台北市文山區木柵路一段,0,0,0,0,0,0,0,0,0,1,0,0,43.0,37.59,2480.0,1,3,2,2,0,0,10,9,9,1,0,0,0,1,0,24.9884609977,121.542727926
文山區,台北市文山區景仁街,0,0,0,0,0,0,0,0,0,1,0,0,63.1,23.67,4680.0,0,6,4,4,0,1,1,1,1,1,0,0,0,0,1,24.9978794,121.5394521
文山區,台北市文山區羅斯福路六段,0,0,0,0,0,0,0,0,0,1,0,0,30.0,80.47,4650.0,3,3,2,2,0,0,10,3,3,1,0,0,0,1,0,24.9974203684299,121.538950057209
文山區,台北市文山區木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,35.6,58.34,3368.0,1,3,2,3,0,1,5,-1,1,2,1,0,0,0,0,24.9811828147,121.563021247
文山區,台北市文山區木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,51.6,27.55,1658.0,0,3,2,1,0,0,4,3,3,1,1,0,0,0,0,24.9825283999457,121.565215157672
文山區,台北市文山區興德路,0,0,0,0,0,0,0,0,0,1,0,0,57.7,23.92,1650.0,0,4,1,5,0,0,3,3,3,1,1,0,0,0,0,25.0008655665,121.556178875
文山區,台北市文山區辛亥路七段,0,0,0,0,0,0,0,0,0,1,0,0,20.9,38.92,2780.0,1,3,2,2,0,1,6,6,6,1,0,0,0,1,0,24.9825080827,121.555136712
文山區,台北市文山區景福街,0,0,0,0,0,0,0,0,0,1,0,0,44.8,33.8,1888.0,0,3,2,2,0,0,5,4,4,1,1,0,0,0,0,24.9959757152,121.536360873
文山區,台北市文山區興隆路四段,0,0,0,0,0,0,0,0,0,1,0,0,29.4,31.93,1868.0,1,2,2,2,0,0,8,8,8,1,0,0,0,1,0,24.9841638241,121.562197597
文山區,台北市文山區萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,9.6,51.78,3520.0,2,4,2,2,0,1,8,3,3,1,0,0,0,1,0,25.0057761228,121.54266829
文山區,台北市文山區保儀路,0,0,0,0,0,0,0,0,0,1,0,0,15.8,57.86,4588.0,2,2,2,2,0,0,12,7,7,1,0,1,0,0,0,24.9884912533,121.570028004
文山區,台北市文山區興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,12.0,40.8,2080.0,1,3,2,1,0,1,7,5,5,1,0,0,0,1,0,24.9959572680025,121.554996779361
文山區,台北市文山區木柵路四段,0,0,0,0,0,0,0,0,0,1,0,0,27.6,89.76,4788.0,1,4,2,2,0,1,17,16,16,1,0,1,0,0,0,24.9928515294,121.570658343
文山區,台北市文山區興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,40.4,28.22,1680.0,0,4,3,2,0,1,5,5,5,1,1,0,0,0,0,24.9980953573,121.546146976
文山區,台北市文山區仙岩路,0,0,0,0,0,0,0,0,0,1,0,0,30.9,31.29,2500.0,0,3,2,5,0,0,18,10,10,1,0,1,0,0,0,24.9988925388247,121.549840124557
文山區,台北市文山區一壽街,0,0,0,0,0,0,0,0,0,1,0,0,35.7,77.78,4380.0,1,6,2,4,0,1,8,7,8,2,0,0,0,1,0,24.9797772892,121.557227384
文山區,台北市文山區木柵路三段,0,0,0,0,0,0,0,0,0,1,0,0,11.7,99.5,6999.0,2,3,2,3,0,0,26,23,23,1,0,1,0,0,0,24.9893309473971,121.567828593344
文山區,台北市文山區萬壽路,0,0,0,0,0,0,0,0,0,1,0,0,24.6,38.21,8900.0,0,10,3,7,0,0,3,-1,3,4,0,0,0,0,1,24.9864725435403,121.588411347083
文山區,台北市文山區恆光街,0,0,0,0,0,0,0,0,0,1,0,0,34.6,78.99,4770.0,2,4,2,2,0,0,8,4,4,1,0,0,0,1,0,24.9827180854111,121.567109568926
文山區,台北市文山區保儀路,0,0,0,0,0,0,0,0,0,1,0,0,11.7,88.62,6808.0,2,3,2,2,0,0,24,14,14,1,0,1,0,0,0,24.9875061336708,121.568188045963
文山區,台北市文山區恆光街,0,0,0,0,0,0,0,0,0,1,0,0,35.1,105.02,3458.0,1,9,2,3,0,1,6,-1,2,3,0,0,0,1,0,24.9817378539,121.567381637
文山區,台北市文山區景興路,0,0,0,0,0,0,0,0,0,1,0,0,6.2,36.41,2888.0,2,2,1,1,0,0,27,14,14,1,0,1,0,0,0,24.9888642945,121.542062236
文山區,台北市文山區萬美街一段,0,0,0,0,0,0,0,0,0,1,0,0,14.2,98.75,6780.0,1,3,2,4,0,1,3,-1,3,4,0,0,0,0,1,25.002573,121.5684285
文山區,台北市文山區辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,42.1,58.52,5458.0,1,7,4,4,0,1,2,-1,2,3,0,0,0,0,1,25.0068222733,121.561547256
文山區,台北市文山區興隆路四段,0,0,0,0,0,0,0,0,0,1,0,0,22.7,65.44,4780.0,1,4,2,2,0,0,10,4,4,1,0,0,0,1,0,24.9858740824,121.561005686
文山區,台北市文山區木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,38.5,31.1,1450.0,1,2,2,2,0,0,5,4,4,1,1,0,0,0,0,24.9905904614913,121.564006139986
文山區,台北市文山區木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,29.5,34.55,2001.0,1,3,2,2,0,0,17,9,9,1,0,1,0,0,0,24.9928503097347,121.562046269836
文山區,台北市文山區秀明路一段,0,0,0,0,0,0,0,0,0,1,0,0,47.6,19.04,2380.0,0,5,2,2,0,1,2,1,2,2,0,0,0,0,1,24.9908135259,121.564917755
文山區,台北市文山區景福街,0,0,0,0,0,0,0,0,0,1,0,0,27.1,44.51,3300.0,0,3,2,2,0,0,14,1,1,1,0,1,0,0,0,24.9989465704,121.537213097
文山區,台北市文山區羅斯福路六段,0,0,0,0,0,0,0,0,0,1,0,0,17.0,53.53,3980.0,1,3,2,2,0,0,9,6,6,1,0,0,0,1,0,24.9952831941589,121.54063625561
文山區,台北市文山區景興路,0,0,0,0,0,0,0,0,0,1,0,0,29.6,79.62,3880.0,1,4,3,3,0,1,8,-1,1,2,0,0,0,1,0,24.9927076,121.5454154
文山區,台北市文山區政大二街,0,0,0,0,0,0,0,0,0,1,0,0,29.6,58.29,2998.0,2,4,2,2,0,0,12,4,4,1,0,1,0,0,0,24.9881499152,121.583700095
文山區,台北市文山區政大二街,0,0,0,0,0,0,0,0,0,1,0,0,29.6,44.38,2450.0,1,3,2,2,0,0,12,3,3,1,0,1,0,0,0,24.9880779184,121.583147123
文山區,台北市文山區木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,38.5,39.97,1880.0,1,3,2,2,0,1,5,5,5,1,1,0,0,0,0,24.9908208567094,121.563981192582
文山區,台北市文山區木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,29.5,32.62,1880.0,1,3,2,2,0,0,17,7,7,1,0,1,0,0,0,24.9927281911,121.56178604
文山區,台北市文山區興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,50.8,27.51,3280.0,0,3,2,2,0,0,4,1,1,1,1,0,0,0,0,24.9999071458,121.552604458
文山區,台北市文山區興德路,0,0,0,0,0,0,0,0,0,1,0,0,47.6,38.21,1698.0,1,3,2,1,0,0,4,3,3,1,1,0,0,0,0,25.0035512717,121.557713749
文山區,台北市文山區萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,9.6,36.57,3298.0,1,2,2,2,0,1,8,7,7,1,0,0,0,1,0,25.0057674119,121.542695081
文山區,台北市文山區辛亥路六段,0,0,0,0,0,0,0,0,0,1,0,0,26.6,55.19,3180.0,1,3,2,1,0,0,22,13,13,1,0,1,0,0,0,24.9912646802,121.553014225
文山區,台北市文山區木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,12.5,94.64,5788.0,2,4,2,2,0,0,15,4,4,1,0,1,0,0,0,24.9820930856,121.563120806
文山區,台北市文山區辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,29.3,36.51,2388.0,1,3,2,1,0,1,13,1,1,1,0,1,0,0,0,25.00750134601,121.559997022926
文山區,台北市文山區忠順街二段,0,0,0,0,0,0,0,0,0,1,0,0,6.1,54.33,4938.0,1,3,2,2,0,0,14,14,14,1,0,1,0,0,0,24.9857222720981,121.565251235
文山區,台北市文山區辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,31.4,24.86,1980.0,1,2,2,1,0,0,7,4,4,1,0,0,0,1,0,25.0077037158798,121.560742646152
文山區,台北市文山區興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,40.2,30.38,1298.0,1,3,2,3,0,1,4,4,4,1,1,0,0,0,0,24.9920009628,121.559531969
文山區,台北市文山區興隆路四段,0,0,0,0,0,0,0,0,0,1,0,0,43.8,24.86,1398.0,0,4,3,2,0,1,5,5,5,1,1,0,0,0,0,24.9861856188,121.560467681
文山區,台北市文山區辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,5.8,56.17,6230.0,1,2,2,2,0,0,26,12,12,1,0,1,0,0,0,25.0021756218,121.556200363
文山區,台北市文山區和平東路四段,0,0,0,0,0,0,0,0,0,1,0,0,11.4,104.67,6288.0,3,4,3,4,0,1,4,3,4,2,0,0,0,1,0,25.0011703775,121.573511446
文山區,台北市文山區秀明路二段,0,0,0,0,0,0,0,0,0,1,0,0,19.3,38.09,2968.0,1,3,2,2,0,1,7,5,5,1,0,0,0,1,0,24.9907449557,121.577677678
文山區,台北市文山區木柵路三段,0,0,0,0,0,0,0,0,0,1,0,0,35.6,52.68,3980.0,1,4,2,2,0,0,13,9,9,1,0,1,0,0,0,24.9894304021504,121.568355826984
文山區,台北市文山區木柵路一段,0,0,0,0,0,0,0,0,0,1,0,0,20.0,67.9,4988.0,2,5,2,3,0,1,13,13,13,1,0,1,0,0,0,24.9893929153,121.558271087
文山區,台北市文山區木柵路四段,0,0,0,0,0,0,0,0,0,1,0,0,31.2,24.95,2250.0,1,2,2,1,0,1,7,7,7,1,0,0,0,1,0,24.9992095151363,121.574605666446
文山區,台北市文山區興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,17.8,9.19,988.0,1,1,1,1,0,1,10,4,4,1,0,0,1,0,0,24.9983297392,121.558775123
文山區,台北市文山區秀明路一段,0,0,0,0,0,0,0,0,0,1,0,0,8.0,140.04,12000.0,2,4,4,4,0,0,5,3,5,3,0,0,0,1,0,24.9928292048874,121.56705378243
文山區,台北市文山區興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,44.5,84.68,4988.0,1,6,4,4,0,1,2,-1,2,3,0,0,0,0,1,24.992000797958,121.559304905418
文山區,台北市文山區福興路,0,0,0,0,0,0,0,0,0,1,0,0,13.5,63.71,3480.0,2,3,2,2,0,0,14,12,12,1,0,1,0,0,0,25.0067301189,121.549773039
文山區,台北市文山區萬芳路,0,0,0,0,0,0,0,0,0,1,0,0,17.7,70.85,5688.0,1,4,2,2,0,0,15,4,4,1,0,1,0,0,0,24.996577881509,121.562743591541
文山區,台北市文山區興隆路一段,0,0,0,0,0,0,0,0,0,1,0,0,49.1,32.46,2480.0,1,3,2,2,0,0,7,6,6,1,0,0,0,1,0,24.9989208562,121.544131315
文山區,台北市文山區興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,41.5,27.55,1380.0,0,5,3,3,0,1,5,5,5,1,1,0,0,0,0,24.9944453686,121.562628033
文山區,台北市文山區興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,45.5,27.23,1238.0,1,3,2,5,0,0,5,4,4,1,1,0,0,0,0,24.9937563028142,121.560622765717
文山區,台北市文山區興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,42.5,25.87,1750.0,0,2,2,1,0,0,5,1,1,1,1,0,0,0,0,24.9957803539,121.560749288
文山區,台北市文山區木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,44.2,30.22,1520.0,0,4,3,3,0,1,5,5,5,1,1,0,0,0,0,24.9825781469,121.564981008
文山區,台北市文山區政大二街,0,0,0,0,0,0,0,0,0,1,0,0,15.6,16.91,1398.0,1,1,1,1,0,0,5,3,3,1,0,0,0,1,0,24.9874987703,121.586933488
文山區,台北市文山區木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,40.0,30.5,1498.0,0,3,2,2,0,0,5,4,4,1,1,0,0,0,0,24.9815579182,121.558161053
文山區,台北市文山區樟新街,0,0,0,0,0,0,0,0,0,1,0,0,31.2,23.89,2130.0,1,1,2,2,0,1,16,1,1,1,0,1,0,0,0,24.9783619,121.555398
文山區,台北市文山區萬安街,0,0,0,0,0,0,0,0,0,1,0,0,30.9,12.77,999.0,1,1,2,1,0,1,5,4,4,1,0,0,0,1,0,24.9997054277,121.571429575
文山區,台北市文山區景華街,0,0,0,0,0,0,0,0,0,1,0,0,50.7,30.47,2250.0,0,5,2,3,0,1,4,4,4,1,1,0,0,0,0,24.9950942877,121.545168225
文山區,台北市文山區景華街,0,0,0,0,0,0,0,0,0,1,0,0,41.8,30.02,1560.0,1,3,2,2,0,0,5,5,5,1,1,0,0,0,0,24.9940968,121.5474401
文山區,台北市文山區景華街,0,0,0,0,0,0,0,0,0,1,0,0,50.7,30.85,2198.0,0,5,3,4,0,1,4,4,4,1,1,0,0,0,0,24.9950967157,121.545215132
文山區,台北市文山區溪洲街,0,0,0,0,0,0,0,0,0,1,0,0,30.5,35.0,2500.0,1,3,2,2,0,0,7,6,6,1,0,0,0,1,0,25.0054587772596,121.534802782377
文山區,台北市文山區秀明路二段,0,0,0,0,0,0,0,0,0,1,0,0,28.7,98.44,5760.0,1,6,2,3,0,0,19,1,1,1,0,1,0,0,0,24.99125,121.5774302
文山區,台北市文山區秀明路二段,0,0,0,0,0,0,0,0,0,1,0,0,28.7,90.57,4988.0,2,4,2,2,0,1,19,18,19,2,0,1,0,0,0,24.9911353834,121.57811627
文山區,台北市文山區辛亥路五段,0,0,0,0,0,0,0,0,0,1,0,0,42.6,41.19,2768.0,1,3,2,2,0,0,7,7,7,1,0,0,0,1,0,24.9979216923244,121.553235269033
文山區,台北市文山區富山路,0,0,0,0,0,0,0,0,0,1,0,0,17.3,37.23,2680.0,1,2,2,2,0,1,7,5,5,1,0,0,0,1,0,24.9890227941,121.553941307
文山區,台北市文山區木柵路一段,0,0,0,0,0,0,0,0,0,1,0,0,20.8,48.29,2788.0,1,2,2,2,0,1,9,8,8,1,0,0,0,1,0,24.9868358921,121.548199007
文山區,台北市文山區景華街,0,0,0,0,0,0,0,0,0,1,0,0,54.6,27.37,1760.0,0,5,1,2,0,1,4,4,4,1,1,0,0,0,0,24.9991768621,121.547978703
文山區,台北市文山區和興路,0,0,0,0,0,0,0,0,0,1,0,0,36.1,32.93,1480.0,0,2,2,1,0,0,5,4,4,1,1,0,0,0,0,24.9848001,121.5461405
文山區,台北市文山區和興路,0,0,0,0,0,0,0,0,0,1,0,0,20.9,71.76,3988.0,3,4,2,2,0,0,8,7,8,2,0,0,0,1,0,24.9844788746,121.545746372
文山區,台北市文山區木柵路一段,0,0,0,0,0,0,0,0,0,1,0,0,44.2,26.02,1700.0,0,2,2,1,0,0,5,5,5,1,1,0,0,0,0,24.9884136045,121.546963317
文山區,台北市文山區辛亥路六段,0,0,0,0,0,0,0,0,0,1,0,0,43.0,32.55,1680.0,1,3,2,5,0,0,5,2,2,1,1,0,0,0,0,24.9892536905,121.551713283
文山區,台北市文山區富山路,0,0,0,0,0,0,0,0,0,1,0,0,1.7,29.04,2780.0,1,2,2,1,0,0,15,8,8,1,0,1,0,0,0,24.9889223868,121.553673379
文山區,台北市文山區試院路,0,0,0,0,0,0,0,0,0,1,0,0,40.1,43.02,1850.0,0,6,2,2,0,0,5,1,1,1,1,0,0,0,0,24.9903376,121.5462383
文山區,台北市文山區木柵路一段,0,0,0,0,0,0,0,0,0,1,0,0,58.0,20.47,2238.0,1,3,4,2,0,1,1,1,1,1,1,0,0,0,0,24.9894438200666,121.551424953373
文山區,台北市文山區辛亥路六段,0,0,0,0,0,0,0,0,0,1,0,0,26.6,110.4,5668.0,2,4,2,3,0,0,19,4,4,1,0,1,0,0,0,24.9895938,121.5528646
文山區,台北市文山區景興路,0,0,0,0,0,0,0,0,0,1,0,0,30.1,13.54,928.0,0,1,1,1,0,0,24,19,19,1,0,0,1,0,0,24.9924634939,121.543908308
文山區,台北市文山區萬寧街,0,0,0,0,0,0,0,0,0,1,0,0,34.4,87.5,4500.0,2,5,2,3,0,1,10,3,4,2,0,0,0,1,0,25.0032065314,121.564564141
文山區,台北市文山區和平東路四段,0,0,0,0,0,0,0,0,0,1,0,0,37.7,37.02,1680.0,0,3,2,2,0,0,4,3,3,1,1,0,0,0,0,25.0051701659,121.566402578
文山區,台北市文山區辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,30.5,56.45,3288.0,2,2,2,1,0,0,18,15,15,1,0,1,0,0,0,25.0089553472,121.559122883
文山區,台北市文山區興隆路一段,0,0,0,0,0,0,0,0,0,1,0,0,48.8,33.8,2292.0,0,3,2,2,0,0,4,4,4,1,1,0,0,0,0,25.0003182078,121.544429122
文山區,台北市文山區福興路,0,0,0,0,0,0,0,0,0,1,0,0,34.3,22.07,1388.0,0,2,2,1,0,0,5,5,5,1,1,0,0,0,0,25.004033,121.5497372
文山區,台北市文山區政大二街,0,0,0,0,0,0,0,0,0,1,0,0,26.8,69.66,4688.0,1,6,3,5,0,1,4,1,4,4,0,0,0,0,1,24.9867806116863,121.584095173016
文山區,台北市文山區萬隆街,0,0,0,0,0,0,0,0,0,1,0,0,44.5,37.92,2098.0,0,5,2,2,0,0,5,4,4,1,1,0,0,0,0,24.9996431102,121.538778994
文山區,台北市文山區景華街,0,0,0,0,0,0,0,0,0,1,0,0,46.5,23.43,1780.0,0,2,2,1,0,0,5,3,3,1,1,0,0,0,0,24.9948457199656,121.54614381436
文山區,台北市文山區興隆路四段,0,0,0,0,0,0,0,0,0,1,0,0,21.7,57.73,4280.0,2,3,2,2,0,0,8,8,8,1,0,0,0,1,0,24.986259616,121.564150176
文山區,台北市文山區萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,48.9,23.2,1799.0,0,3,2,1,0,0,4,2,2,1,1,0,0,0,0,25.0049210407,121.542561257
文山區,台北市文山區樟新街,0,0,0,0,0,0,0,0,0,1,0,0,34.7,59.27,3688.0,1,5,3,3,0,0,9,-1,1,2,0,0,0,1,0,24.9774529228824,121.555075720992
文山區,台北市文山區福興路,0,0,0,0,0,0,0,0,0,1,0,0,36.3,35.68,1680.0,0,4,2,2,0,1,5,5,5,1,1,0,0,0,0,25.0055890858,121.551594176
文山區,台北市文山區福興路,0,0,0,0,0,0,0,0,0,1,0,0,45.4,29.79,1650.0,0,3,2,2,0,0,5,2,2,1,1,0,0,0,0,25.004854677604,121.551475602107
文山區,台北市文山區萬芳路,0,0,0,0,0,0,0,0,0,1,0,0,2.7,68.23,5888.0,2,3,2,2,0,0,14,11,11,1,0,1,0,0,0,24.9961068546,121.570366194
文山區,台北市文山區仙岩路,0,0,0,0,0,0,0,0,0,1,0,0,27.9,93.08,5568.0,1,6,2,3,0,1,3,-1,3,4,0,0,0,0,1,24.9956062161576,121.550764550598
