id,district,latitude,longitude,dist_zhongshan,dist_zhongzheng,dist_xinyi,dist_neihu,dist_beitou,dist_nangang,dist_shilin,dist_datong,dist_daan,dist_wenshan,dist_songshan,dist_wanhua,building_area,land_area,total_price,unit_price,house_age,has_parking,rooms,halls,bathrooms,type_apartment,type_building,type_mansion,type_house,transaction_date,distance_to_mrt
1,中山區,25.055613,121.532224,1,0,0,0,0,0,0,0,0,0,0,0,57.59,10.48,6200.0,107.66,46.3,0,1,0,0,0,0,1,0,11502,291
2,中山區,25.065054,121.523705,1,0,0,0,0,0,0,0,0,0,0,0,18.82,1.04,1435.0,76.27,16.8,1,1,1,1,0,1,0,0,11501,362
3,中山區,25.066862,121.528442,1,0,0,0,0,0,0,0,0,0,0,0,7.82,2.89,650.0,83.09,55.9,0,1,0,0,1,0,0,0,11501,482
4,中山區,25.066727,121.526918,1,0,0,0,0,0,0,0,0,0,0,0,8.29,0.91,750.0,90.42,46.3,0,1,1,1,0,0,1,0,11501,433
5,中山區,25.064633,121.533438,1,0,0,0,0,0,0,0,0,0,0,0,28.33,9.68,1850.0,65.3,49.7,0,3,2,1,1,0,0,0,11412,477
6,中山區,25.061129,121.540668,1,0,0,0,0,0,0,0,0,0,0,0,11.26,2.3,1042.0,92.57,26.0,0,1,0,0,0,0,1,0,11412,370
7,中山區,25.06574,121.52721,1,0,0,0,0,0,0,0,0,0,0,0,28.42,1.17,2100.0,73.9,43.3,0,3,2,1,0,1,0,0,11412,326
8,中山區,25.0617,121.542754,1,0,0,0,0,0,0,0,0,0,0,0,43.4,8.47,3400.0,78.34,41.9,0,3,2,2,0,0,1,0,11412,167
9,中山區,25.059883,121.529681,1,0,0,0,0,0,0,0,0,0,0,0,24.96,11.09,1770.0,70.92,0.0,0,3,2,3,1,0,0,0,11412,372
10,中山區,25.067091,121.535094,1,0,0,0,0,0,0,0,0,0,0,0,41.84,8.95,2200.0,52.58,36.1,0,3,2,2,0,0,1,0,11412,784
11,中山區,25.065054,121.523705,1,0,0,0,0,0,0,0,0,0,0,0,15.39,0.96,1300.0,84.48,16.8,0,1,0,0,0,1,0,0,11412,362
12,中山區,25.062847,121.524589,1,0,0,0,0,0,0,0,0,0,0,0,11.28,1.27,1120.0,99.29,18.4,0,1,2,1,0,1,0,0,11412,167
13,中山區,25.064175,121.524782,1,0,0,0,0,0,0,0,0,0,0,0,50.72,3.68,4150.0,81.83,14.0,1,2,2,2,0,1,0,0,11412,208
14,中山區,25.056233,121.530413,1,0,0,0,0,0,0,0,0,0,0,0,34.84,6.36,2220.0,63.72,43.3,0,3,2,2,0,0,1,0,11412,359
15,中山區,25.065499,121.528083,1,0,0,0,0,0,0,0,0,0,0,0,11.13,1.24,758.0,68.09,31.5,0,1,1,1,0,0,1,0,11412,327
16,中山區,25.060325,121.524832,1,0,0,0,0,0,0,0,0,0,0,0,15.32,1.45,880.0,57.44,41.5,0,1,1,1,0,1,0,0,11412,279
17,中山區,25.064175,121.524782,1,0,0,0,0,0,0,0,0,0,0,0,34.79,2.21,2550.0,94.01,14.0,1,1,2,1,0,1,0,0,11412,208
18,中山區,25.065499,121.528083,1,0,0,0,0,0,0,0,0,0,0,0,15.65,1.99,950.0,60.71,48.0,0,1,1,1,0,1,0,0,11412,327
19,中山區,25.061289,121.531401,1,0,0,0,0,0,0,0,0,0,0,0,16.09,2.41,1385.0,86.09,18.3,0,1,0,0,0,0,1,0,11412,204
20,中山區,25.065054,121.523705,1,0,0,0,0,0,0,0,0,0,0,0,15.69,0.96,1410.0,89.88,16.8,0,1,0,0,0,1,0,0,11412,362
21,中山區,25.068172,121.530008,1,0,0,0,0,0,0,0,0,0,0,0,5.76,2.45,290.0,50.32,51.8,0,4,1,1,1,0,0,0,11412,691
22,中山區,25.065682,121.537919,1,0,0,0,0,0,0,0,0,0,0,0,30.11,8.05,2130.0,70.75,48.3,0,3,2,2,1,0,0,0,11411,807
23,中山區,25.056956,121.530303,1,0,0,0,0,0,0,0,0,0,0,0,29.75,5.01,2342.0,78.71,40.8,0,3,2,2,0,0,1,0,11411,331
24,中山區,25.057554,121.529705,1,0,0,0,0,0,0,0,0,0,0,0,55.24,11.58,3580.0,64.81,45.4,0,3,2,3,0,0,1,0,11411,376
25,中山區,25.065054,121.523705,1,0,0,0,0,0,0,0,0,0,0,0,17.53,1.62,1780.0,101.56,18.3,0,1,1,1,0,1,0,0,11411,362
26,中山區,25.067812,121.526468,1,0,0,0,0,0,0,0,0,0,0,0,22.79,5.93,1480.0,64.95,49.1,0,3,2,1,1,0,0,0,11411,555
27,中山區,25.067477,121.525927,1,0,0,0,0,0,0,0,0,0,0,0,18.55,1.39,920.0,49.61,21.9,1,1,1,1,0,0,1,0,11411,516
28,中山區,25.065296,121.527269,1,0,0,0,0,0,0,0,0,0,0,0,29.93,8.39,1256.5,41.98,49.8,0,2,1,2,1,0,0,0,11411,278
29,中山區,25.059421,121.52569,1,0,0,0,0,0,0,0,0,0,0,0,17.55,1.76,1053.0,59.99,41.5,0,1,0,0,0,1,0,0,11411,342
30,中山區,25.059421,121.52569,1,0,0,0,0,0,0,0,0,0,0,0,17.55,1.76,1053.0,59.99,41.5,0,1,0,0,0,1,0,0,11411,342
31,中山區,25.067562,121.526966,1,0,0,0,0,0,0,0,0,0,0,0,29.56,5.25,1800.0,60.89,48.1,0,2,2,1,0,0,1,0,11411,526
32,中山區,25.063877,121.535643,1,0,0,0,0,0,0,0,0,0,0,0,9.22,2.65,244.0,26.46,33.4,0,1,1,1,0,0,1,0,11411,489
33,中山區,25.067104,121.535178,1,0,0,0,0,0,0,0,0,0,0,0,39.18,8.2,2300.0,58.7,36.1,0,3,2,2,0,0,1,0,11411,788
34,中山區,25.06204,121.532643,1,0,0,0,0,0,0,0,0,0,0,0,34.98,6.72,934.882,26.73,44.6,0,3,2,2,0,0,1,0,11411,190
35,中山區,25.066775,121.525996,1,0,0,0,0,0,0,0,0,0,0,0,7.65,0.75,520.0,67.97,43.9,0,1,0,0,0,0,1,0,11411,438
36,中山區,25.059421,121.52569,1,0,0,0,0,0,0,0,0,0,0,0,19.97,1.9,980.0,49.06,41.5,0,2,1,1,0,1,0,0,11411,342
37,中山區,25.057472,121.53073,1,0,0,0,0,0,0,0,0,0,0,0,26.72,9.38,2000.0,74.86,50.4,0,4,3,3,1,0,0,0,11411,267
38,中山區,25.060325,121.524832,1,0,0,0,0,0,0,0,0,0,0,0,11.45,0.97,680.0,59.37,41.5,0,1,1,1,0,1,0,0,11411,279
39,中山區,25.058159,121.539953,1,0,0,0,0,0,0,0,0,0,0,0,9.26,1.47,835.0,90.21,30.1,0,1,1,1,0,0,1,0,11411,537
40,中山區,25.058184,121.526803,1,0,0,0,0,0,0,0,0,0,0,0,6.39,0.68,500.0,78.3,29.5,0,1,0,1,0,0,1,0,11411,479
41,中山區,25.056858,121.530415,1,0,0,0,0,0,0,0,0,0,0,0,19.41,3.49,1700.0,87.59,40.8,0,1,2,1,0,0,1,0,11411,324
42,中山區,25.067449,121.52889,1,0,0,0,0,0,0,0,0,0,0,0,29.53,10.36,1650.0,55.88,56.3,0,3,2,1,1,0,0,0,11411,562
43,中山區,25.066606,121.538169,1,0,0,0,0,0,0,0,0,0,0,0,22.61,7.94,1288.0,56.96,50.0,0,3,2,2,1,0,0,0,11411,902
44,中山區,25.064936,121.537765,1,0,0,0,0,0,0,0,0,0,0,0,58.26,5.79,4140.0,102.15,6.5,1,2,1,2,0,1,0,0,11411,735
45,中山區,25.064465,121.525723,1,0,0,0,0,0,0,0,0,0,0,0,14.56,1.34,1573.0,108.06,20.6,0,2,1,1,0,1,0,0,11411,185
46,中山區,25.06524,121.540116,1,0,0,0,0,0,0,0,0,0,0,0,33.7,12.4,2036.0,60.41,48.3,0,3,2,2,1,0,0,0,11411,652
47,中山區,25.064991,121.526626,1,0,0,0,0,0,0,0,0,0,0,0,11.15,1.27,760.0,68.14,46.9,0,1,1,1,0,0,1,0,11411,241
48,中山區,25.057401,121.537914,1,0,0,0,0,0,0,0,0,0,0,0,71.21,7.53,4600.0,78.37,30.9,1,3,1,1,0,1,0,0,11410,531
49,中山區,25.057401,121.537914,1,0,0,0,0,0,0,0,0,0,0,0,71.36,7.53,4600.0,77.83,30.9,1,3,1,1,0,1,0,0,11410,531
50,中山區,25.066744,121.526994,1,0,0,0,0,0,0,0,0,0,0,0,8.8,0.92,600.0,68.18,46.3,0,1,1,1,0,1,0,0,11410,435
51,中山區,25.060563,121.525788,1,0,0,0,0,0,0,0,0,0,0,0,9.01,0.8,640.0,71.04,29.7,0,1,0,0,0,0,1,0,11410,215
52,中山區,25.065498,121.525477,1,0,0,0,0,0,0,0,0,0,0,0,36.1,4.68,2560.0,70.92,59.0,0,4,2,2,0,0,1,0,11410,303
53,中山區,25.065252,121.537703,1,0,0,0,0,0,0,0,0,0,0,0,59.19,7.71,2500.0,42.23,43.1,0,2,1,2,0,0,1,0,11410,755
54,中山區,25.067359,121.526863,1,0,0,0,0,0,0,0,0,0,0,0,38.34,7.2,2703.0,70.5,43.3,0,3,2,2,0,0,1,0,11410,503
55,中山區,25.059421,121.52569,1,0,0,0,0,0,0,0,0,0,0,0,9.25,1.06,673.0,72.78,43.8,0,1,1,1,0,1,0,0,11410,342
56,中山區,25.064816,121.540697,1,0,0,0,0,0,0,0,0,0,0,0,22.37,4.19,1650.0,73.75,37.3,0,1,3,2,0,0,1,0,11410,575
57,中山區,25.060756,121.527955,1,0,0,0,0,0,0,0,0,0,0,0,14.17,1.57,243.659,17.2,44.3,0,2,1,1,0,0,1,0,11410,213
58,中山區,25.06562,121.525514,1,0,0,0,0,0,0,0,0,0,0,0,20.27,3.75,1500.0,73.99,15.7,0,1,1,1,0,0,1,0,11410,316
59,中山區,25.066098,121.528781,1,0,0,0,0,0,0,0,0,0,0,0,14.65,7.66,1210.0,82.58,57.3,0,2,1,1,1,0,0,0,11410,422
60,中山區,25.059779,121.540028,1,0,0,0,0,0,0,0,0,0,0,0,34.41,8.07,2220.0,64.52,40.7,0,3,2,2,1,0,0,0,11410,455
61,中山區,25.065296,121.527269,1,0,0,0,0,0,0,0,0,0,0,0,29.93,8.39,1256.5,41.98,49.8,0,2,1,2,1,0,0,0,11410,278
62,中山區,25.063664,121.528022,1,0,0,0,0,0,0,0,0,0,0,0,17.46,1.78,1640.0,93.93,13.4,0,1,1,1,0,1,0,0,11410,161
63,中山區,25.066049,121.542672,1,0,0,0,0,0,0,0,0,0,0,0,28.97,9.98,1445.0,49.88,48.1,0,3,2,1,1,0,0,0,11410,599
64,中山區,25.059566,121.532648,1,0,0,0,0,0,0,0,0,0,0,0,33.3,11.72,2580.0,77.48,52.3,0,3,2,2,1,0,0,0,11410,89
65,中山區,25.063004,121.530492,1,0,0,0,0,0,0,0,0,0,0,0,37.16,6.23,2530.0,68.08,45.6,0,3,1,1,0,0,1,0,11410,380
66,中山區,25.060563,121.525788,1,0,0,0,0,0,0,0,0,0,0,0,10.76,1.94,880.0,81.76,29.7,0,1,1,1,0,0,1,0,11410,215
67,中山區,25.066155,121.539173,1,0,0,0,0,0,0,0,0,0,0,0,26.83,4.63,2200.0,82.0,13.0,1,1,1,2,0,0,1,0,11410,798
68,中山區,25.066567,121.527194,1,0,0,0,0,0,0,0,0,0,0,0,8.96,0.82,705.0,78.66,44.1,0,1,0,0,0,1,0,0,11410,417
69,中山區,25.065054,121.523705,1,0,0,0,0,0,0,0,0,0,0,0,38.11,2.13,2652.0,76.46,16.8,1,2,1,1,0,1,0,0,11410,362
70,中山區,25.059382,121.526222,1,0,0,0,0,0,0,0,0,0,0,0,12.96,1.65,850.0,65.58,25.5,0,2,0,1,0,0,1,0,11410,342
71,中山區,25.066744,121.526994,1,0,0,0,0,0,0,0,0,0,0,0,6.4,0.7,460.0,71.86,46.3,0,1,1,1,0,1,0,0,11410,435
72,中山區,25.065399,121.525742,1,0,0,0,0,0,0,0,0,0,0,0,16.78,1.79,1284.0,76.53,49.0,0,2,1,1,0,1,0,0,11410,287
73,中山區,25.060655,121.539516,1,0,0,0,0,0,0,0,0,0,0,0,29.61,8.47,2188.0,73.89,52.8,0,3,2,2,1,0,0,0,11410,497
74,中山區,25.060474,121.528031,1,0,0,0,0,0,0,0,0,0,0,0,16.34,3.06,1205.0,73.77,48.1,0,2,1,1,0,0,1,0,11410,245
75,中山區,25.058882,121.528268,1,0,0,0,0,0,0,0,0,0,0,0,34.57,11.3,2220.0,64.21,50.0,0,3,1,3,1,0,0,0,11410,420
76,中山區,25.058159,121.539953,1,0,0,0,0,0,0,0,0,0,0,0,19.64,1.92,1390.0,70.78,30.1,1,1,1,1,0,0,1,0,11410,537
77,中山區,25.066652,121.532936,1,0,0,0,0,0,0,0,0,0,0,0,77.86,15.39,5600.0,71.92,40.3,0,1,0,0,1,0,0,0,11410,699
78,中山區,25.063561,121.527391,1,0,0,0,0,0,0,0,0,0,0,0,28.06,3.25,2190.0,78.04,44.7,0,1,0,0,0,1,0,0,11410,101
79,中山區,25.064991,121.535218,1,0,0,0,0,0,0,0,0,0,0,0,23.63,6.53,1500.0,63.49,42.0,0,3,2,1,1,0,0,0,11410,571
80,中山區,25.059748,121.525599,1,0,0,0,0,0,0,0,0,0,0,0,8.38,2.61,690.0,82.32,51.3,0,1,0,1,0,0,1,0,11410,308
81,中山區,25.067666,121.539357,1,0,0,0,0,0,0,0,0,0,0,0,44.83,10.57,2750.0,61.34,43.4,0,1,2,1,1,0,0,0,11410,918
82,中山區,25.065499,121.528083,1,0,0,0,0,0,0,0,0,0,0,0,8.22,0.93,260.0,31.62,31.5,0,1,0,0,0,0,1,0,11410,327
83,中山區,25.059028,121.539078,1,0,0,0,0,0,0,0,0,0,0,0,22.95,8.09,1850.0,80.61,55.4,0,3,2,1,1,0,0,0,11410,581
84,中山區,25.06562,121.525514,1,0,0,0,0,0,0,0,0,0,0,0,22.32,4.11,1852.0,82.99,15.7,0,2,2,1,0,0,1,0,11410,316
85,中山區,25.065409,121.525943,1,0,0,0,0,0,0,0,0,0,0,0,54.43,6.51,4400.0,98.06,16.4,1,3,2,2,0,1,0,0,11410,286
86,中山區,25.067007,121.528128,1,0,0,0,0,0,0,0,0,0,0,0,13.93,2.06,980.0,70.34,49.5,0,1,1,1,0,0,1,0,11410,486
87,中山區,25.066744,121.526994,1,0,0,0,0,0,0,0,0,0,0,0,6.2,0.67,470.0,75.79,46.3,0,1,0,1,0,1,0,0,11410,435
88,中山區,25.059421,121.52569,1,0,0,0,0,0,0,0,0,0,0,0,7.1,0.66,495.0,69.69,43.8,0,1,1,1,0,1,0,0,11410,342
89,中山區,25.067007,121.528128,1,0,0,0,0,0,0,0,0,0,0,0,22.17,3.21,1600.0,72.16,49.5,0,2,1,2,0,0,1,0,11409,486
90,中山區,25.065676,121.535509,1,0,0,0,0,0,0,0,0,0,0,0,38.66,5.51,3000.0,77.61,38.2,0,3,2,2,0,1,0,0,11409,654
91,中山區,25.070041,121.533885,1,0,0,0,0,0,0,0,0,0,0,0,25.74,5.11,1400.0,54.38,29.7,0,2,1,1,0,0,1,0,11409,1081
92,中山區,25.059565,121.541266,1,0,0,0,0,0,0,0,0,0,0,0,41.99,7.85,3300.0,78.58,42.4,0,3,2,2,0,0,1,0,11409,333
93,中山區,25.067384,121.536175,1,0,0,0,0,0,0,0,0,0,0,0,29.93,7.3,1628.0,54.4,45.5,0,3,2,2,1,0,0,0,11409,857
94,中山區,25.059301,121.53098,1,0,0,0,0,0,0,0,0,0,0,0,34.51,14.44,3608.0,104.54,54.3,0,3,2,2,1,0,0,0,11409,253
95,中山區,25.065964,121.530713,1,0,0,0,0,0,0,0,0,0,0,0,2.57,0.93,240.0,93.23,53.5,0,2,2,2,1,0,0,0,11409,554
96,中山區,25.060838,121.531156,1,0,0,0,0,0,0,0,0,0,0,0,15.43,8.57,1260.0,81.67,56.1,0,3,2,1,1,0,0,0,11409,210
97,中山區,25.067567,121.524963,1,0,0,0,0,0,0,0,0,0,0,0,9.33,1.38,660.0,70.72,46.9,0,1,1,1,0,0,1,0,11409,541
98,中山區,25.061053,121.525092,1,0,0,0,0,0,0,0,0,0,0,0,16.95,2.99,1610.0,94.99,10.3,0,2,1,1,0,0,1,0,11409,195
99,中山區,25.059421,121.52569,1,0,0,0,0,0,0,0,0,0,0,0,17.44,1.46,1270.0,72.81,43.8,0,2,2,1,0,1,0,0,11409,342
100,中山區,25.067545,121.525545,1,0,0,0,0,0,0,0,0,0,0,0,24.8,7.26,3300.0,133.09,0.0,0,1,0,0,1,0,0,0,11409,527
101,中山區,25.065054,121.523705,1,0,0,0,0,0,0,0,0,0,0,0,14.64,1.52,1635.0,111.65,21.3,0,3,1,2,0,1,0,0,11409,362
102,中山區,25.065394,121.528033,1,0,0,0,0,0,0,0,0,0,0,0,17.2,2.24,1280.0,74.43,48.0,0,1,0,0,0,1,0,0,11409,314
103,中山區,25.056513,121.530544,1,0,0,0,0,0,0,0,0,0,0,0,8.77,1.37,745.0,84.92,17.3,1,3,2,2,0,0,1,0,11409,330
104,中山區,25.065467,121.524846,1,0,0,0,0,0,0,0,0,0,0,0,28.45,2.2,1688.0,76.93,18.0,1,1,2,1,0,1,0,0,11409,323
105,中山區,25.062128,121.540435,1,0,0,0,0,0,0,0,0,0,0,0,58.6,8.64,4758.0,81.2,29.3,1,4,2,2,0,1,0,0,11409,420
106,中山區,25.062772,121.527232,1,0,0,0,0,0,0,0,0,0,0,0,28.96,2.77,1605.0,55.42,45.8,0,2,2,2,0,1,0,0,11409,35
107,中山區,25.064122,121.528376,1,0,0,0,0,0,0,0,0,0,0,0,42.43,8.02,2558.0,60.29,43.5,0,1,0,0,0,0,1,0,11409,223
108,中山區,25.068016,121.530315,1,0,0,0,0,0,0,0,0,0,0,0,37.16,15.03,2950.0,79.38,51.8,0,1,2,0,1,0,0,0,11409,694
109,中山區,25.066744,121.526994,1,0,0,0,0,0,0,0,0,0,0,0,8.3,0.89,600.0,72.28,46.3,0,1,1,1,0,1,0,0,11409,435
110,中山區,25.065399,121.525742,1,0,0,0,0,0,0,0,0,0,0,0,57.83,6.2,3800.0,65.7,49.0,0,5,1,5,0,1,0,0,11409,287
111,中山區,25.061122,121.535182,1,0,0,0,0,0,0,0,0,0,0,0,52.17,6.88,5550.0,131.48,3.5,1,3,2,2,0,1,0,0,11409,243
112,中山區,25.062772,121.527232,1,0,0,0,0,0,0,0,0,0,0,0,18.09,1.74,1600.0,88.45,6.2,0,1,1,1,0,1,0,0,11409,35
113,中山區,25.061733,121.538761,1,0,0,0,0,0,0,0,0,0,0,0,38.29,8.25,3000.0,78.34,46.3,0,3,2,2,0,0,1,0,11409,589
114,中山區,25.065941,121.524597,1,0,0,0,0,0,0,0,0,0,0,0,12.6,1.19,1416.0,112.42,1.7,0,1,1,1,0,1,0,0,11409,383
115,中山區,25.065409,121.525943,1,0,0,0,0,0,0,0,0,0,0,0,11.99,1.15,750.0,62.56,44.9,0,1,1,1,0,1,0,0,11409,286
116,中山區,25.063664,121.528022,1,0,0,0,0,0,0,0,0,0,0,0,9.61,1.0,800.0,83.24,44.7,0,1,1,1,0,1,0,0,11409,161
117,中山區,25.060563,121.525788,1,0,0,0,0,0,0,0,0,0,0,0,12.71,1.23,1118.0,87.93,16.3,0,1,1,1,0,1,0,0,11409,215
118,中山區,25.067242,121.530748,1,0,0,0,0,0,0,0,0,0,0,0,31.38,6.15,2230.0,71.05,39.3,0,3,2,2,0,0,1,0,11409,656
119,中山區,25.060325,121.524832,1,0,0,0,0,0,0,0,0,0,0,0,9.38,0.86,568.0,60.55,41.5,0,1,1,1,0,1,0,0,11409,279
120,中山區,25.06117,121.526363,1,0,0,0,0,0,0,0,0,0,0,0,17.78,3.16,1212.0,68.15,47.8,0,1,0,1,0,0,1,0,11409,145
121,中山區,25.061549,121.538554,1,0,0,0,0,0,0,0,0,0,0,0,44.23,8.58,3600.0,81.4,47.3,0,4,2,2,0,0,1,0,11409,604
122,中山區,25.066727,121.526918,1,0,0,0,0,0,0,0,0,0,0,0,8.6,0.91,796.0,92.59,46.3,0,1,1,1,0,0,1,0,11409,433
123,中山區,25.060325,121.524832,1,0,0,0,0,0,0,0,0,0,0,0,10.27,1.0,650.0,63.29,41.5,0,1,0,0,0,1,0,0,11409,279
124,中山區,25.059847,121.535851,1,0,0,0,0,0,0,0,0,0,0,0,26.26,7.79,1848.0,70.38,58.1,0,1,2,1,1,0,0,0,11409,273
125,中山區,25.059421,121.52569,1,0,0,0,0,0,0,0,0,0,0,0,7.92,0.66,400.0,50.49,43.8,0,1,1,1,0,1,0,0,11409,342
126,中山區,25.058159,121.539953,1,0,0,0,0,0,0,0,0,0,0,0,9.13,1.5,820.0,89.79,30.1,0,1,0,1,0,0,1,0,11409,537
127,中山區,25.070041,121.533885,1,0,0,0,0,0,0,0,0,0,0,0,10.35,2.09,808.0,78.1,29.7,0,1,1,1,0,0,1,0,11409,1081
128,中山區,25.066744,121.526994,1,0,0,0,0,0,0,0,0,0,0,0,8.3,0.89,680.0,81.92,46.3,0,1,1,1,0,1,0,0,11409,435
129,中山區,25.06674,121.526337,1,0,0,0,0,0,0,0,0,0,0,0,39.05,4.87,1600.0,40.98,46.9,0,3,2,2,0,0,1,0,11409,434
130,中山區,25.057066,121.531737,1,0,0,0,0,0,0,0,0,0,0,0,31.83,8.22,1170.0,36.76,49.1,0,3,2,2,0,0,1,0,11409,185
131,中山區,25.060325,121.524832,1,0,0,0,0,0,0,0,0,0,0,0,11.45,1.02,900.0,78.58,41.5,0,2,1,1,0,1,0,0,11409,279
132,中山區,25.057041,121.532446,1,0,0,0,0,0,0,0,0,0,0,0,45.64,13.43,3000.0,65.73,42.2,0,3,2,2,1,0,0,0,11409,135
133,中山區,25.062772,121.527232,1,0,0,0,0,0,0,0,0,0,0,0,84.81,8.11,5540.0,65.32,45.8,0,3,0,1,0,1,0,0,11409,35
134,中山區,25.065311,121.537058,1,0,0,0,0,0,0,0,0,0,0,0,30.68,3.06,2400.0,78.22,10.4,1,1,1,1,0,1,0,0,11409,712
135,中山區,25.064159,121.528009,1,0,0,0,0,0,0,0,0,0,0,0,13.93,1.95,1450.0,104.07,20.1,0,1,2,1,0,1,0,0,11409,196
136,中山區,25.059756,121.539304,1,0,0,0,0,0,0,0,0,0,0,0,24.98,8.17,1750.0,70.05,55.4,0,3,1,1,1,0,0,0,11409,533
137,中山區,25.059421,121.52569,1,0,0,0,0,0,0,0,0,0,0,0,7.98,0.66,435.0,54.51,43.8,0,1,0,0,0,1,0,0,11408,342
138,中山區,25.059423,121.538889,1,0,0,0,0,0,0,0,0,0,0,0,4.34,1.75,400.0,92.15,58.5,0,2,2,1,1,0,0,0,11408,587
139,中山區,25.057611,121.528751,1,0,0,0,0,0,0,0,0,0,0,0,17.4,2.95,1680.0,104.83,7.5,1,1,1,1,0,0,1,0,11408,481
140,中山區,25.058571,121.532154,1,0,0,0,0,0,0,0,0,0,0,0,45.24,10.38,3700.0,81.78,44.8,0,3,2,2,1,0,0,0,11408,112
141,中山區,25.059893,121.533371,1,0,0,0,0,0,0,0,0,0,0,0,10.61,1.14,1309.0,123.39,16.2,0,1,1,1,0,1,0,0,11408,3
142,中山區,25.060524,121.53755,1,0,0,0,0,0,0,0,0,0,0,0,24.25,2.73,1498.0,61.79,43.7,0,1,0,0,0,1,0,0,11408,468
143,中山區,25.070041,121.533885,1,0,0,0,0,0,0,0,0,0,0,0,10.35,2.09,780.0,75.4,29.7,0,1,1,1,0,0,1,0,11408,1081
144,中山區,25.062847,121.524589,1,0,0,0,0,0,0,0,0,0,0,0,11.11,1.28,1162.0,104.58,18.4,0,1,1,1,0,1,0,0,11408,167
145,中山區,25.060325,121.524832,1,0,0,0,0,0,0,0,0,0,0,0,10.27,1.0,600.0,58.42,41.5,0,1,1,1,0,1,0,0,11408,279
146,中山區,25.061518,121.53451,1,0,0,0,0,0,0,0,0,0,0,0,30.11,12.18,1975.0,65.59,54.4,0,3,2,2,1,0,0,0,11408,212
147,中山區,25.065311,121.537058,1,0,0,0,0,0,0,0,0,0,0,0,31.65,3.16,2900.0,94.33,10.4,1,3,2,1,0,1,0,0,11408,712
148,中山區,25.06624,121.529754,1,0,0,0,0,0,0,0,0,0,0,0,23.88,5.18,2180.0,91.29,7.8,1,1,1,1,0,0,1,0,11408,499
149,中山區,25.064265,121.523767,1,0,0,0,0,0,0,0,0,0,0,0,36.84,6.01,2700.0,73.29,43.2,0,3,2,2,0,0,1,0,11408,303
150,中山區,25.05908,121.533448,1,0,0,0,0,0,0,0,0,0,0,0,270.4,26.77,41888.0,175.56,11.8,1,1,0,0,0,1,0,0,11408,34
151,中山區,25.059979,121.53817,1,0,0,0,0,0,0,0,0,0,0,0,29.59,10.36,2100.0,70.98,54.5,0,2,2,2,1,0,0,0,11408,531
152,中山區,25.058902,121.539077,1,0,0,0,0,0,0,0,0,0,0,0,22.45,8.09,3450.0,153.68,55.4,0,1,2,1,1,0,0,0,11408,586
153,中山區,25.065469,121.534279,1,0,0,0,0,0,0,0,0,0,0,0,30.65,8.83,1750.0,57.1,48.3,0,3,2,2,1,0,0,0,11408,585
154,中山區,25.058584,121.534507,1,0,0,0,0,0,0,0,0,0,0,0,60.94,12.17,4538.0,74.47,46.0,1,4,2,2,0,0,1,0,11408,131
155,中山區,25.063664,121.528022,1,0,0,0,0,0,0,0,0,0,0,0,20.08,1.77,1430.0,71.2,41.0,0,2,1,1,0,1,0,0,11408,161
156,中山區,25.056306,121.530282,1,0,0,0,0,0,0,0,0,0,0,0,28.73,9.2,2270.0,79.01,24.8,0,2,2,1,0,0,1,0,11408,367
157,中山區,25.055902,121.532057,1,0,0,0,0,0,0,0,0,0,0,0,56.47,9.37,5880.0,104.13,17.8,1,3,2,2,0,0,1,0,11408,268
158,中山區,25.067007,121.528128,1,0,0,0,0,0,0,0,0,0,0,0,13.93,2.06,855.0,61.36,49.5,0,2,1,1,0,0,1,0,11408,486
159,中山區,25.065497,121.538895,1,0,0,0,0,0,0,0,0,0,0,0,29.74,8.29,1850.0,62.21,47.8,0,3,2,1,1,0,0,0,11408,768
160,中山區,25.067007,121.528128,1,0,0,0,0,0,0,0,0,0,0,0,13.93,2.06,1320.0,94.74,49.5,0,2,2,1,0,0,1,0,11408,486
161,中山區,25.066727,121.526918,1,0,0,0,0,0,0,0,0,0,0,0,11.14,1.21,660.0,59.27,46.3,0,1,1,1,0,0,1,0,11408,433
162,中山區,25.065054,121.523705,1,0,0,0,0,0,0,0,0,0,0,0,15.57,0.96,1355.0,87.03,16.8,0,1,1,1,0,1,0,0,11408,362
163,中山區,25.064465,121.525723,1,0,0,0,0,0,0,0,0,0,0,0,12.38,1.16,900.0,72.71,47.9,0,1,1,1,0,1,0,0,11408,185
164,中山區,25.063274,121.542958,1,0,0,0,0,0,0,0,0,0,0,0,36.29,6.79,2950.0,81.29,46.0,0,3,2,2,0,0,1,0,11408,295
165,中山區,25.063386,121.527982,1,0,0,0,0,0,0,0,0,0,0,0,48.7,5.07,3652.0,74.99,43.9,0,3,2,2,0,1,0,0,11408,139
166,中山區,25.065467,121.524846,1,0,0,0,0,0,0,0,0,0,0,0,10.29,1.07,1100.0,106.95,18.0,0,1,1,1,0,1,0,0,11408,323
167,中山區,25.065311,121.537058,1,0,0,0,0,0,0,0,0,0,0,0,31.19,3.11,2450.0,88.52,10.4,1,2,1,2,0,1,0,0,11408,712
168,中山區,25.065649,121.536809,1,0,0,0,0,0,0,0,0,0,0,0,38.2,6.29,2275.0,59.56,40.7,0,3,2,2,0,0,1,0,11408,725
169,中山區,25.065054,121.523705,1,0,0,0,0,0,0,0,0,0,0,0,15.68,0.96,1360.0,86.73,16.8,0,2,1,1,0,1,0,0,11408,362
