"id","district","latitude","longitude","dist_zhongshan","dist_zhongzheng","dist_xinyi","dist_neihu","dist_beitou","dist_nangang","dist_shilin","dist_datong","dist_daan","dist_wenshan","dist_songshan","dist_wanhua","house_age","building_area","land_area","total_price","unit_price","has_parking","floor","total_floor","rooms","halls","bathrooms","extra_rooms","type_apartment","type_building","type_house","type_mansion","type_studio","transaction_date","created_at","updated_at","deleted_at","distance_to_mrt"
"2851","士林區","25.1214511","121.5280665","0","0","0","0","0","0","1","0","0","0","0","0","1.20","54.60","6.39","4718","106.87","1","7","14","3","2","2","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1921"
"2852","士林區","25.1031926","121.5189457","0","0","0","0","0","0","1","0","0","0","0","0","44.80","38.68","4.48","2630","68.00","0","8","11","3","2","2","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"453"
"2853","士林區","25.0853067","121.5062801","0","0","0","0","0","0","1","0","0","0","0","0","21.60","37.45","3.51","1888","61.97","1","3","13","2","2","1","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2436"
"2854","士林區","25.0917384","121.5182728","0","0","0","0","0","0","1","0","0","0","0","0","39.00","43.25","5.51","3120","72.14","0","9","16","3","2","2","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1063"
"2855","士林區","25.0992022","121.5266325","0","0","0","0","0","0","1","0","0","0","0","0","1.70","78.69","7.37","5600","71.16","1","3","17","3","2","2","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"665"
"2856","士林區","25.1214841","121.5264106","0","0","0","0","0","0","1","0","0","0","0","0","5.40","16.81","1.69","1200","71.36","1","6","24","4","2","2","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1737"
"2857","士林區","25.1024327","121.5219566","0","0","0","0","0","0","1","0","0","0","0","0","46.60","4.39","0.45","250","56.96","0","14","14","3","2","2","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"105"
"2858","士林區","25.1214511","121.5280665","0","0","0","0","0","0","1","0","0","0","0","0","1.20","75.15","7.79","5780","106.54","1","10","14","0","0","0","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1921"
"2859","士林區","25.0873151","121.5207226","0","0","0","0","0","0","1","0","0","0","0","0","28.30","32.33","7.87","1788","55.31","0","1","12","3","2","2","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"669"
"2860","士林區","25.1228345","121.5300161","0","0","0","0","0","0","1","0","0","0","0","0","1.00","60.75","9.62","4948","94.84","1","4","12","3","2","2","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2242"
"2861","士林區","25.0836322","121.5231457","0","0","0","0","0","0","1","0","0","0","0","0","41.00","42.41","4.75","3280","77.34","0","5","12","4","2","2","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"216"
"2862","士林區","25.0855410","121.5116641","0","0","0","0","0","0","1","0","0","0","0","0","12.40","94.98","7.95","5400","66.26","1","13","15","4","2","3","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1744"
"2863","士林區","25.1171121","121.5271058","0","0","0","0","0","0","1","0","0","0","0","0","1.80","64.10","8.08","6688","139.74","1","15","17","0","0","0","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1502"
"2864","士林區","25.0854040","121.5116550","0","0","0","0","0","0","1","0","0","0","0","0","12.40","94.98","7.95","5400","66.27","1","13","15","4","2","3","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1741"
"2865","士林區","25.0832550","121.5242680","0","0","0","0","0","0","1","0","0","0","0","0","17.00","32.55","4.79","2720","101.33","1","9","18","1","1","1","0","0","1","0","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"63"
"2866","士林區","25.1046014","121.5290550","0","0","0","0","0","0","1","0","0","0","0","0","36.50","35.05","9.37","1600","45.64","0","2","10","3","2","2","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"886"
"2867","士林區","25.1216009","121.5265698","0","0","0","0","0","0","1","0","0","0","0","0","44.30","46.44","10.72","1500","32.30","0","2","7","4","2","2","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1764"
"2868","士林區","25.1370748","121.5416018","0","0","0","0","0","0","1","0","0","0","0","0","47.40","10.12","2.78","420","41.51","0","6","7","3","0","3","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"4701"
"2869","士林區","25.1187097","121.5246634","0","0","0","0","0","0","1","0","0","0","0","0","12.80","118.00","16.69","8568","72.61","1","7","10","3","2","2","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1332"
"2870","士林區","25.0977135","121.5463559","0","0","0","0","0","0","1","0","0","0","0","0","10.30","26.22","6.80","1300","49.58","1","3","5","2","2","1","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2124"
"2871","士林區","25.1394842","121.5492591","0","0","0","0","0","0","1","0","0","0","0","0","16.50","74.22","31.18","3300","50.09","1","2","5","0","0","0","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"5689"
"2872","士林區","25.0837220","121.5233120","0","0","0","0","0","0","1","0","0","0","0","0","1.40","49.98","8.53","4000","97.94","1","6","10","3","2","2","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"199"
"2873","士林區","25.1103007","121.5333432","0","0","0","0","0","0","1","0","0","0","0","0","41.60","40.83","7.46","3062","75.00","0","3","7","3","2","2","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1717"
"2874","士林區","25.1171912","121.5327583","0","0","0","0","0","0","1","0","0","0","0","0","47.80","24.17","2.63","1636","67.69","0","2","10","2","1","1","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2109"
"2875","士林區","25.0837220","121.5233120","0","0","0","0","0","0","1","0","0","0","0","0","1.40","49.98","8.53","4200","103.39","1","10","10","0","0","0","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"199"
"2876","士林區","25.1224182","121.5302820","0","0","0","0","0","0","1","0","0","0","0","0","45.70","23.51","7.24","960","40.84","0","5","5","2","1","1","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2242"
"2877","士林區","25.1185551","121.5350648","0","0","0","0","0","0","1","0","0","0","0","0","40.60","34.38","6.46","2750","79.99","0","6","7","3","2","2","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2469"
"2878","士林區","25.1104613","121.5288324","0","0","0","0","0","0","1","0","0","0","0","0","41.90","59.84","12.32","1650","27.57","0","5","7","4","2","2","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1278"
"2879","士林區","25.0849370","121.5191958","0","0","0","0","0","0","1","0","0","0","0","0","42.50","50.55","10.26","3450","68.25","0","3","7","4","2","2","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"760"
"2880","士林區","25.0968225","121.5255813","0","0","0","0","0","0","1","0","0","0","0","0","11.30","24.55","4.48","1930","78.62","0","2","7","2","1","1","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"395"
"2881","士林區","25.1002958","121.5237322","0","0","0","0","0","0","1","0","0","0","0","0","7.40","45.90","5.33","3520","94.88","1","7","9","3","2","2","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"290"
"2882","士林區","25.1051425","121.5266777","0","0","0","0","0","0","1","0","0","0","0","0","16.60","67.03","15.46","6388","95.30","1","7","7","3","2","2","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"598"
"2883","士林區","25.1042127","121.5215477","0","0","0","0","0","0","1","0","0","0","0","0","5.70","23.55","4.67","2500","130.31","1","8","8","2","1","1","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"116"
"2884","士林區","25.1202512","121.5328906","0","0","0","0","0","0","1","0","0","0","0","0","39.30","55.04","9.99","4150","75.40","1","5","7","3","2","2","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2372"
"2885","士林區","25.0809854","121.5210032","0","0","0","0","0","0","1","0","0","0","0","0","43.00","19.93","3.29","1528","76.66","0","5","7","0","1","1","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"591"
"2886","士林區","25.1002380","121.5236980","0","0","0","0","0","0","1","0","0","0","0","0","7.40","45.90","5.33","3520","94.89","1","7","9","3","2","2","0","0","0","0","1","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"296"
"2887","士林區","25.0834200","121.5166913","0","0","0","0","0","0","1","0","0","0","0","0","49.10","21.43","7.64","2010","93.81","0","1","4","1","2","1","0","0","0","0","0","1","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1055"
"2888","士林區","25.1128411","121.5298441","0","0","0","0","0","0","1","0","0","0","0","0","16.80","11.49","2.44","1198","104.30","0","5","7","1","1","1","0","0","0","0","0","1","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1490"
"2889","士林區","25.1192577","121.5254194","0","0","0","0","0","0","1","0","0","0","0","0","17.90","17.01","2.78","1370","80.56","1","6","9","1","1","1","0","0","0","0","0","1","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1458"
"2890","士林區","25.1373074","121.5471171","0","0","0","0","0","0","1","0","0","0","0","0","29.20","11.98","4.57","528","44.07","0","7","10","1","1","1","0","0","0","0","0","1","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"5274"
"2891","士林區","25.0891697","121.5092008","0","0","0","0","0","0","1","0","0","0","0","0","9.90","29.11","4.31","1400","48.09","1","2","9","1","1","1","0","0","0","0","0","1","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2175"
"2892","士林區","25.1125750","121.5285043","0","0","0","0","0","0","1","0","0","0","0","0","31.30","11.58","3.75","981","84.70","0","5","6","1","1","1","0","0","0","0","0","1","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1312"
"2893","士林區","25.1136515","121.5278942","0","0","0","0","0","0","1","0","0","0","0","0","33.20","13.47","3.40","1030","76.48","0","3","5","1","1","1","0","0","0","0","0","1","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1305"
"2894","士林區","25.0965039","121.5288715","0","0","0","0","0","0","1","0","0","0","0","0","61.00","21.01","19.66","2936","139.73","0","1","2","2","2","2","0","0","0","1","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"514"
"2895","士林區","25.0927693","121.5254747","0","0","0","0","0","0","1","0","0","0","0","0","0.00","9.46","8.77","1700","179.72","0","1","1","0","0","0","0","0","0","1","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"127"
"2896","士林區","25.1208052","121.5369785","0","0","0","0","0","0","1","0","0","0","0","0","25.80","32.28","51.67","4000","123.91","0","1","2","7","4","8","0","0","0","1","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2853"
"2897","士林區","25.1003041","121.5513544","0","0","0","0","0","0","1","0","0","0","0","0","29.50","157.68","83.62","8000","50.74","1","1","4","7","5","4","0","0","0","1","0","0","11412","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2205"
"2898","士林區","25.0900159","121.5203177","0","0","0","0","0","0","1","0","0","0","0","0","46.50","5.18","1.76","327","63.02","0","1","4","0","0","0","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"900"
"2899","士林區","25.1072650","121.5289475","0","0","0","0","0","0","1","0","0","0","0","0","43.60","24.97","8.64","1400","56.06","0","4","5","3","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"997"
"2900","士林區","25.0892108","121.5181828","0","0","0","0","0","0","1","0","0","0","0","0","53.30","22.26","15.79","1590","71.42","0","3","3","3","1","1","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1096"
"2901","士林區","25.0981345","121.5196283","0","0","0","0","0","0","1","0","0","0","0","0","51.90","9.71","3.98","500","51.49","0","2","4","3","1","1","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"688"
"2902","士林區","25.0853408","121.5121292","0","0","0","0","0","0","1","0","0","0","0","0","54.80","15.68","4.35","400","25.51","0","3","4","3","1","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1679"
"2903","士林區","25.0823776","121.5204737","0","0","0","0","0","0","1","0","0","0","0","0","50.50","25.62","11.34","1070","41.77","0","1","4","3","2","1","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"574"
"2904","士林區","25.0831767","121.5217460","0","0","0","0","0","0","1","0","0","0","0","0","40.30","42.94","11.59","2550","59.38","0","3","5","3","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"393"
"2905","士林區","25.0826965","121.5170649","0","0","0","0","0","0","1","0","0","0","0","0","42.40","26.05","7.79","1308","50.21","0","2","5","3","2","1","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1009"
"2906","士林區","25.0890263","121.5193221","0","0","0","0","0","0","1","0","0","0","0","0","42.20","34.51","8.44","800","23.18","0","2","5","3","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"959"
"2907","士林區","25.0892948","121.5069508","0","0","0","0","0","0","1","0","0","0","0","0","58.80","21.00","12.40","1250","59.52","0","2","2","2","1","1","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2464"
"2908","士林區","25.1249572","121.5347357","0","0","0","0","0","0","1","0","0","0","0","0","42.80","24.58","7.14","1250","50.86","0","3","5","2","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2930"
"2909","士林區","25.0833293","121.5219747","0","0","0","0","0","0","1","0","0","0","0","0","46.70","31.25","8.97","845","27.04","0","3","5","3","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"363"
"2910","士林區","25.1021668","121.5282117","0","0","0","0","0","0","1","0","0","0","0","0","47.50","36.97","14.63","2340","63.30","0","4","4","6","4","3","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"730"
"2911","士林區","25.1084839","121.5314316","0","0","0","0","0","0","1","0","0","0","0","0","40.00","33.02","7.25","1730","52.39","0","5","5","3","2","1","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1366"
"2912","士林區","25.0917544","121.5031243","0","0","0","0","0","0","1","0","0","0","0","0","48.20","29.32","12.10","1680","57.30","0","2","4","3","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2955"
"2913","士林區","25.1119551","121.5301873","0","0","0","0","0","0","1","0","0","0","0","0","47.30","31.55","8.47","2145","67.98","0","2","5","3","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1494"
"2914","士林區","25.0896641","121.5072002","0","0","0","0","0","0","1","0","0","0","0","0","40.50","22.16","7.53","1330","60.01","0","5","5","6","0","6","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2446"
"2915","士林區","25.1193529","121.5316472","0","0","0","0","0","0","1","0","0","0","0","0","47.80","48.39","11.49","3580","73.99","0","1","5","3","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2164"
"2916","士林區","25.1223268","121.5331177","0","0","0","0","0","0","1","0","0","0","0","0","46.40","46.39","10.41","2180","46.99","0","5","5","3","3","3","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2548"
"2917","士林區","25.1035311","121.5228139","0","0","0","0","0","0","1","0","0","0","0","0","53.90","21.53","6.35","1500","69.68","0","2","4","3","1","1","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"76"
"2918","士林區","25.0838898","121.5191914","0","0","0","0","0","0","1","0","0","0","0","0","42.90","30.57","8.55","1350","44.16","0","3","5","3","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"733"
"2919","士林區","25.1066007","121.5329405","0","0","0","0","0","0","1","0","0","0","0","0","40.00","50.88","14.40","2480","48.74","0","5","5","5","3","3","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1444"
"2920","士林區","25.1050077","121.5213726","0","0","0","0","0","0","1","0","0","0","0","0","46.80","30.04","8.70","2030","67.57","0","5","5","3","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"210"
"2921","士林區","25.1228593","121.5306409","0","0","0","0","0","0","1","0","0","0","0","0","46.20","32.92","8.14","2300","69.86","0","5","5","3","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2314"
"2922","士林區","25.0833296","121.5167305","0","0","0","0","0","0","1","0","0","0","0","0","46.80","36.52","9.68","1688","46.22","0","2","5","3","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1050"
"2923","士林區","25.0819878","121.5209380","0","0","0","0","0","0","1","0","0","0","0","0","54.60","34.18","11.25","1900","55.58","0","3","4","4","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"532"
"2924","士林區","25.0962684","121.5265406","0","0","0","0","0","0","1","0","0","0","0","0","53.60","36.83","16.74","3850","104.54","0","1","3","0","3","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"321"
"2925","士林區","25.0921029","121.5068434","0","0","0","0","0","0","1","0","0","0","0","0","42.80","41.30","12.00","1618","39.17","0","4","5","5","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2517"
"2926","士林區","25.0955899","121.5218383","0","0","0","0","0","0","1","0","0","0","0","0","56.30","17.53","6.35","1180","67.30","0","2","4","3","1","1","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"581"
"2927","士林區","25.1208119","121.5351242","0","0","0","0","0","0","1","0","0","0","0","0","46.50","38.99","14.54","1520","38.98","0","2","5","4","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2654"
"2928","士林區","25.1102508","121.5346717","0","0","0","0","0","0","1","0","0","0","0","0","41.80","23.70","7.00","1656","69.88","0","4","5","3","2","1","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1861"
"2929","士林區","25.0899634","121.5198515","0","0","0","0","0","0","1","0","0","0","0","0","37.30","42.98","17.27","2080","48.40","0","4","5","4","2","2","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"958"
"2930","士林區","25.0955690","121.5218870","0","0","0","0","0","0","1","0","0","0","0","0","56.50","17.53","6.35","1180","67.31","0","2","4","3","1","1","0","1","0","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"574"
"2931","士林區","25.0828105","121.5128324","0","0","0","0","0","0","1","0","0","0","0","0","1.80","55.93","5.02","4250","75.99","1","10","16","3","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1561"
"2932","士林區","25.0880586","121.5041203","0","0","0","0","0","0","1","0","0","0","0","0","7.90","60.86","8.63","3300","54.23","0","9","13","4","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2697"
"2933","士林區","25.0869715","121.5208600","0","0","0","0","0","0","1","0","0","0","0","0","1.50","65.74","8.38","6666","116.38","1","15","22","2","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"630"
"2934","士林區","25.1086275","121.5316702","0","0","0","0","0","0","1","0","0","0","0","0","2.50","63.81","9.44","5989","93.85","1","8","14","3","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1404"
"2935","士林區","25.1171121","121.5271058","0","0","0","0","0","0","1","0","0","0","0","0","1.70","80.61","12.75","8550","117.31","1","6","17","0","0","0","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1502"
"2936","士林區","25.1133183","121.5301932","0","0","0","0","0","0","1","0","0","0","0","0","1.50","75.89","13.40","9636","138.02","1","7","14","3","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1557"
"2937","士林區","25.0982735","121.5313676","0","0","0","0","0","0","1","0","0","0","0","0","0.30","63.75","9.84","6966","122.74","1","2","14","3","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"928"
"2938","士林區","25.1083489","121.5262651","0","0","0","0","0","0","1","0","0","0","0","0","3.70","70.84","11.50","6700","108.53","1","14","14","2","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"830"
"2939","士林區","25.0928271","121.5062615","0","0","0","0","0","0","1","0","0","0","0","0","14.50","64.88","11.18","3880","67.14","1","14","14","3","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2523"
"2940","士林區","25.1133249","121.5384034","0","0","0","0","0","0","1","0","0","0","0","0","34.80","68.17","14.32","4580","67.19","1","6","11","4","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2510"
"2941","士林區","25.0853019","121.5076680","0","0","0","0","0","0","1","0","0","0","0","0","11.40","46.48","6.84","2985","73.44","1","9","15","3","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2255"
"2942","士林區","25.1104296","121.5301411","0","0","0","0","0","0","1","0","0","0","0","0","38.00","64.59","6.73","5980","92.58","1","12","17","4","2","3","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1396"
"2943","士林區","25.0862910","121.5114590","0","0","0","0","0","0","1","0","0","0","0","0","40.60","20.14","2.95","900","44.69","0","4","12","2","1","1","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1791"
"2944","士林區","25.0996296","121.5333564","0","0","0","0","0","0","1","0","0","0","0","0","20.50","65.57","14.88","3934","60.00","0","2","12","4","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1254"
"2945","士林區","25.1214841","121.5264106","0","0","0","0","0","0","1","0","0","0","0","0","5.30","57.35","5.58","5000","102.48","1","11","24","3","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1737"
"2946","士林區","25.1197506","121.5315001","0","0","0","0","0","0","1","0","0","0","0","0","17.00","66.36","10.37","6928","120.66","1","10","13","3","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2185"
"2947","士林區","25.0945398","121.5174815","0","0","0","0","0","0","1","0","0","0","0","0","24.80","57.17","14.79","4900","98.06","1","9","12","3","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1112"
"2948","士林區","25.0970787","121.5271687","0","0","0","0","0","0","1","0","0","0","0","0","39.40","38.52","3.49","2850","73.99","0","8","12","3","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"457"
"2949","士林區","25.1024327","121.5219566","0","0","0","0","0","0","1","0","0","0","0","0","46.50","36.96","4.97","2600","70.35","0","10","14","3","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"105"
"2950","士林區","25.0891142","121.5225742","0","0","0","0","0","0","1","0","0","0","0","0","24.10","59.84","8.81","3500","58.49","1","12","16","3","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"681"
"2951","士林區","25.1228345","121.5300161","0","0","0","0","0","0","1","0","0","0","0","0","0.90","60.92","9.66","4910","93.75","1","4","12","3","2","2","0","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2242"
"2952","士林區","25.0991570","121.5495890","0","0","0","0","0","0","1","0","0","0","0","0","29.40","73.76","10.15","4220","57.21","1","9","15","3","2","2","2","0","1","0","0","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2115"
"2953","士林區","25.1163916","121.5266169","0","0","0","0","0","0","1","0","0","0","0","0","41.40","40.71","8.55","3038","74.62","0","5","7","3","2","2","0","0","0","0","1","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1384"
"2954","士林區","25.0894477","121.5044532","0","0","0","0","0","0","1","0","0","0","0","0","4.20","48.40","6.25","3208","66.28","1","4","7","2","2","2","0","0","0","0","1","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2786"
"2955","士林區","25.0983885","121.5345209","0","0","0","0","0","0","1","0","0","0","0","0","40.40","31.86","7.49","746","23.42","0","1","7","3","2","2","0","0","0","0","1","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1279"
"2956","士林區","25.1192233","121.5325391","0","0","0","0","0","0","1","0","0","0","0","0","47.30","32.21","6.51","2750","85.38","0","1","7","3","2","2","0","0","0","0","1","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2245"
"2957","士林區","25.1181532","121.5262774","0","0","0","0","0","0","1","0","0","0","0","0","44.00","44.34","8.39","2550","57.51","0","2","7","3","2","2","0","0","0","0","1","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1473"
"2958","士林區","25.1243266","121.5343462","0","0","0","0","0","0","1","0","0","0","0","0","40.90","52.02","11.31","3036","58.36","0","4","8","4","0","3","0","0","0","0","1","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2837"
"2959","士林區","25.1171912","121.5327583","0","0","0","0","0","0","1","0","0","0","0","0","47.80","40.36","3.98","2500","61.94","1","2","10","3","2","2","0","0","0","0","1","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"2109"
"2960","士林區","25.1176399","121.5259182","0","0","0","0","0","0","1","0","0","0","0","0","8.70","82.23","14.67","6880","102.83","1","2","8","3","2","2","0","0","0","0","1","0","11411","2026-03-26 21:58:55","2026-03-26 22:03:57",NULL,"1398"
