行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,房屋總價,單價,房,廳,衛,車位數量,是否加蓋,房屋類型_公寓,房屋類型_大樓,房屋類型_華廈,房屋類型_透天,緯度,經度,成交年月
0,1,0,0,0,0,0,0,0,0,0,0,2.65,0,106.04,0,0,0,0,0,0,1,0,0,25.027322,121.521239,11407
0,1,0,0,0,0,0,0,0,0,0,0,2.58,0,87.25,0,0,0,0,0,0,1,0,0,25.02473,121.517541,11407
0,1,0,0,0,0,0,0,0,0,0,0,6.34,0,121.99,0,0,0,0,0,0,1,0,0,25.032717,121.520242,11407
0,1,0,0,0,0,0,0,0,0,0,0,12.78,0,75.99,0,0,0,0,0,1,0,0,0,25.025102,121.515681,11407
0,1,0,0,0,0,0,0,0,0,0,0,15.9,0,67.69,0,0,0,0,0,0,0,1,0,25.027362,121.5212,11407
0,1,0,0,0,0,0,0,0,0,0,0,1.34,0,145.84,0,0,0,0,0,0,1,0,0,25.026653,121.519811,11407
0,1,0,0,0,0,0,0,0,0,0,0,6.31,0,73.45,0,0,0,0,0,1,0,0,0,25.026878,121.516908,11407
0,1,0,0,0,0,0,0,0,0,0,0,1.09,0,142.39,0,0,0,0,0,0,1,0,0,25.027668,121.521696,11407
0,1,0,0,0,0,0,0,0,0,0,0,6.34,0,119.97,0,0,0,0,0,0,1,0,0,25.032434,121.520709,11407
0,1,0,0,0,0,0,0,0,0,0,0,8.22,0,72.69,0,0,0,0,0,0,0,1,0,25.036168,121.524923,11407
0,1,0,0,0,0,0,0,0,0,0,0,6.9,0,90.42,0,0,0,0,0,1,0,0,0,25.025488,121.519351,11407
0,1,0,0,0,0,0,0,0,0,0,0,5.42,0,115.78,0,0,0,0,0,0,1,0,0,25.028524,121.52094,11407
0,1,0,0,0,0,0,0,0,0,0,0,1.73,0,105.14,0,0,0,0,0,0,1,0,0,25.026629,121.517829,11407
0,1,0,0,0,0,0,0,0,0,0,0,7.59,0,118.93,0,0,0,0,0,0,1,0,0,25.032128,121.521201,11407
0,1,0,0,0,0,0,0,0,0,0,0,5.21,0,114.99,0,0,0,0,0,0,0,1,0,25.035996,121.526982,11407
0,1,0,0,0,0,0,0,0,0,0,0,4.83,0,88.07,0,0,0,0,0,0,0,1,0,25.030005,121.51584,11407
0,1,0,0,0,0,0,0,0,0,0,0,11.68,0,84.2,0,0,0,0,0,1,0,0,0,25.029637,121.517798,11407
0,1,0,0,0,0,0,0,0,0,0,0,4.54,0,69.71,0,0,0,0,0,0,0,1,0,25.029518,121.5108,11407
0,1,0,0,0,0,0,0,0,0,0,0,3.36,0,125.22,0,0,0,0,0,0,1,0,0,25.031874,121.520259,11407
0,1,0,0,0,0,0,0,0,0,0,0,2.97,0,79.42,0,0,0,0,0,0,1,0,0,25.026771,121.518525,11407
0,1,0,0,0,0,0,0,0,0,0,0,1.18,0,161.34,0,0,0,0,0,0,1,0,0,25.026653,121.519811,11407
0,1,0,0,0,0,0,0,0,0,0,0,1.44,0,171.26,0,0,0,0,0,0,1,0,0,25.029669,121.518492,11406
0,1,0,0,0,0,0,0,0,0,0,0,3.47,0,145.71,0,0,0,0,0,0,0,1,0,25.033245,121.519419,11406
0,1,0,0,0,0,0,0,0,0,0,0,6.1,0,94.61,0,0,0,0,0,0,1,0,0,25.028308,121.519539,11406
0,1,0,0,0,0,0,0,0,0,0,0,14.35,0,151.12,0,0,0,0,0,0,1,0,0,25.028021,121.515961,11406
0,1,0,0,0,0,0,0,0,0,0,0,13.23,0,151.04,0,0,0,0,0,0,1,0,0,25.028069,121.515906,11406
0,1,0,0,0,0,0,0,0,0,0,0,7.37,0,168.72,0,0,0,0,0,0,1,0,0,25.033332,121.519997,11406
0,1,0,0,0,0,0,0,0,0,0,0,3.71,0,75.53,0,0,0,0,0,0,0,1,0,25.024159,121.514424,11406
0,1,0,0,0,0,0,0,0,0,0,0,2.53,0,84.68,0,0,0,0,0,0,1,0,0,25.026653,121.519811,11406
0,1,0,0,0,0,0,0,0,0,0,0,1.93,0,134.12,0,0,0,0,0,0,1,0,0,25.02704,121.521285,11406
0,1,0,0,0,0,0,0,0,0,0,0,4.88,0,84.8,0,0,0,0,0,0,0,1,0,25.028053,121.51558,11406
0,1,0,0,0,0,0,0,0,0,0,0,12.83,0,157.53,0,0,0,0,0,0,1,0,0,25.028029,121.515916,11406
0,1,0,0,0,0,0,0,0,0,0,0,4.3,0,34.4,0,0,0,0,0,0,0,1,0,25.031518,121.517484,11406
0,1,0,0,0,0,0,0,0,0,0,0,3.0,0,34.74,0,0,0,0,0,0,0,1,0,25.031438,121.517391,11406
0,1,0,0,0,0,0,0,0,0,0,0,4.49,0,34.5,0,0,0,0,0,0,0,1,0,25.031438,121.517391,11406
0,1,0,0,0,0,0,0,0,0,0,0,7.11,0,88.14,0,0,0,0,0,0,1,0,0,25.039392,121.522022,11406
0,1,0,0,0,0,0,0,0,0,0,0,4.84,0,76.58,0,0,0,0,0,1,0,0,0,25.026755,121.513501,11406
0,1,0,0,0,0,0,0,0,0,0,0,2.87,0,94.47,0,0,0,0,0,0,1,0,0,25.026629,121.517829,11406
0,1,0,0,0,0,0,0,0,0,0,0,7.83,0,94.84,0,0,0,0,0,0,0,1,0,25.034104,121.510795,11406
0,1,0,0,0,0,0,0,0,0,0,0,4.61,0,80.9,0,0,0,0,0,0,1,0,0,25.026225,121.522794,11406
0,1,0,0,0,0,0,0,0,0,0,0,1.12,0,127.58,0,0,0,0,0,0,1,0,0,25.025239,121.523195,11406
0,1,0,0,0,0,0,0,0,0,0,0,4.71,0,107.72,0,0,0,0,0,0,1,0,0,25.035235,121.525212,11406
0,1,0,0,0,0,0,0,0,0,0,0,1.94,0,91.26,0,0,0,0,0,0,1,0,0,25.026574,121.521273,11405
0,1,0,0,0,0,0,0,0,0,0,0,4.81,0,69.61,0,0,0,0,0,0,0,1,0,25.025282,121.515863,11405
0,1,0,0,0,0,0,0,0,0,0,0,6.04,0,36.8,0,0,0,0,0,0,0,1,0,25.029897,121.517933,11405
0,1,0,0,0,0,0,0,0,0,0,0,9.76,0,61.6,0,0,0,0,0,0,0,1,0,25.028988,121.5159,11405
0,1,0,0,0,0,0,0,0,0,0,0,10.67,0,74.73,0,0,0,0,0,1,0,0,0,25.024581,121.522564,11405
0,1,0,0,0,0,0,0,0,0,0,0,1.03,0,178.73,0,0,0,0,0,0,1,0,0,25.027282,121.520766,11405
0,1,0,0,0,0,0,0,0,0,0,0,3.83,0,116.38,0,0,0,0,0,0,1,0,0,25.038487,121.521814,11405
0,1,0,0,0,0,0,0,0,0,0,0,0.99,0,158.41,0,0,0,0,0,0,0,1,0,25.034219,121.527674,11405
0,1,0,0,0,0,0,0,0,0,0,0,10.51,0,50.0,0,0,0,0,0,1,0,0,0,25.024898,121.515416,11405
0,1,0,0,0,0,0,0,0,0,0,0,7.65,0,117.99,0,0,0,0,0,0,1,0,0,25.032088,121.521178,11405
0,1,0,0,0,0,0,0,0,0,0,0,1.23,0,156.37,0,0,0,0,0,0,1,0,0,25.031375,121.520358,11405
0,1,0,0,0,0,0,0,0,0,0,0,0.96,0,87.87,0,0,0,0,0,0,0,1,0,25.031127,121.517403,11405
0,1,0,0,0,0,0,0,0,0,0,0,11.72,0,59.88,0,0,0,0,0,1,0,0,0,25.02468,121.520074,11405
0,1,0,0,0,0,0,0,0,0,0,0,7.29,0,86.69,0,0,0,0,0,0,0,1,0,25.025196,121.5209,11405
0,1,0,0,0,0,0,0,0,0,0,0,1.94,0,51.16,0,0,0,0,0,0,1,0,0,25.036913,121.522719,11405
0,1,0,0,0,0,0,0,0,0,0,0,4.34,0,76.79,0,0,0,0,0,0,1,0,0,25.028615,121.51576,11405
0,1,0,0,0,0,0,0,0,0,0,0,7.01,0,57.24,0,0,0,0,0,1,0,0,0,25.025596,121.521532,11405
0,1,0,0,0,0,0,0,0,0,0,0,5.73,0,118.83,0,0,0,0,0,0,1,0,0,25.031073,121.518697,11405
0,1,0,0,0,0,0,0,0,0,0,0,4.48,0,72.73,0,0,0,0,0,0,1,0,0,25.026771,121.518525,11405
0,1,0,0,0,0,0,0,0,0,0,0,6.2,0,74.52,0,0,0,0,0,0,0,1,0,25.02617,121.514727,11405
0,1,0,0,0,0,0,0,0,0,0,0,1.05,0,158.85,0,0,0,0,0,0,1,0,0,25.034634,121.526527,11405
0,1,0,0,0,0,0,0,0,0,0,0,3.01,0,111.27,0,0,0,0,0,0,1,0,0,25.025239,121.523195,11404
0,1,0,0,0,0,0,0,0,0,0,0,8.26,0,118.85,0,0,0,0,0,0,0,1,0,25.030091,121.516844,11404
0,1,0,0,0,0,0,0,0,0,0,0,6.64,0,72.92,0,0,0,0,0,1,0,0,0,25.024916,121.517867,11404
0,1,0,0,0,0,0,0,0,0,0,0,11.04,0,48.03,0,0,0,0,0,1,0,0,0,25.029363,121.510628,11404
0,1,0,0,0,0,0,0,0,0,0,0,13.23,0,138.66,0,0,0,0,0,0,1,0,0,25.028069,121.515906,11404
0,1,0,0,0,0,0,0,0,0,0,0,12.97,0,76.71,0,0,0,0,0,1,0,0,0,25.025357,121.519535,11404
0,1,0,0,0,0,0,0,0,0,0,0,6.43,0,74.38,0,0,0,0,0,1,0,0,0,25.024963,121.513762,11404
0,1,0,0,0,0,0,0,0,0,0,0,19.28,0,97.31,0,0,0,0,0,1,0,0,0,25.028611,121.516218,11404
0,1,0,0,0,0,0,0,0,0,0,0,2.93,0,93.81,0,0,0,0,0,0,0,1,0,25.039976,121.522247,11404
0,1,0,0,0,0,0,0,0,0,0,0,1.01,0,149.56,0,0,0,0,0,0,1,0,0,25.027668,121.521696,11404
0,1,0,0,0,0,0,0,0,0,0,0,7.31,0,100.96,0,0,0,0,0,0,1,0,0,25.030336,121.519761,11404
0,1,0,0,0,0,0,0,0,0,0,0,5.45,0,79.52,0,0,0,0,0,1,0,0,0,25.033197,121.518227,11404
0,1,0,0,0,0,0,0,0,0,0,0,8.02,0,63.98,0,0,0,0,0,1,0,0,0,25.024621,121.51689,11404
0,1,0,0,0,0,0,0,0,0,0,0,1.29,0,159.59,0,0,0,0,0,0,1,0,0,25.026653,121.519811,11404
0,1,0,0,0,0,0,0,0,0,0,0,0.8,0,159.08,0,0,0,0,0,0,1,0,0,25.030188,121.518142,11404
0,1,0,0,0,0,0,0,0,0,0,0,4.77,0,18.7,0,0,0,0,0,0,1,0,0,25.027304,121.513246,11404
0,1,0,0,0,0,0,0,0,0,0,0,3.88,0,106.2,0,0,0,0,0,0,1,0,0,25.025651,121.516909,11404
0,1,0,0,0,0,0,0,0,0,0,0,1.83,0,95.43,0,0,0,0,0,0,1,0,0,25.023507,121.517671,11404
0,1,0,0,0,0,0,0,0,0,0,0,1.88,0,95.92,0,0,0,0,0,0,1,0,0,25.023507,121.517671,11404
0,1,0,0,0,0,0,0,0,0,0,0,4.48,0,108.36,0,0,0,0,0,0,1,0,0,25.035235,121.525212,11403
0,1,0,0,0,0,0,0,0,0,0,0,5.19,0,111.39,0,0,0,0,0,0,0,1,0,25.0322,121.519673,11403
0,1,0,0,0,0,0,0,0,0,0,0,2.08,0,105.4,0,0,0,0,0,0,1,0,0,25.026653,121.519811,11403
0,1,0,0,0,0,0,0,0,0,0,0,6.38,0,95.25,0,0,0,0,0,0,1,0,0,25.035583,121.524529,11403
0,1,0,0,0,0,0,0,0,0,0,0,1.92,0,81.29,0,0,0,0,0,0,1,0,0,25.027632,121.513469,11403
0,1,0,0,0,0,0,0,0,0,0,0,6.03,0,81.61,0,0,0,0,0,0,1,0,0,25.025885,121.523039,11403
0,1,0,0,0,0,0,0,0,0,0,0,4.84,0,74.36,0,0,0,0,0,0,1,0,0,25.030082,121.520463,11403
0,1,0,0,0,0,0,0,0,0,0,0,3.8,0,49.83,0,0,0,0,0,1,0,0,0,25.029108,121.513125,11403
0,1,0,0,0,0,0,0,0,0,0,0,2.69,0,95.96,0,0,0,0,0,0,0,1,0,25.031669,121.517158,11403
0,1,0,0,0,0,0,0,0,0,0,0,10.43,0,127.14,0,0,0,0,0,0,0,1,0,25.030617,121.518938,11403
0,1,0,0,0,0,0,0,0,0,0,0,2.08,0,110.91,0,0,0,0,0,0,1,0,0,25.030902,121.517264,11403
0,1,0,0,0,0,0,0,0,0,0,0,5.31,0,94.07,0,0,0,0,0,0,1,0,0,25.025264,121.518595,11403
0,1,0,0,0,0,0,0,0,0,0,0,6.44,0,69.85,0,0,0,0,0,1,0,0,0,25.027512,121.519539,11403
0,1,0,0,0,0,0,0,0,0,0,0,37.44,0,151.54,0,0,0,0,0,0,1,0,0,25.033062,121.520556,11403
0,1,0,0,0,0,0,0,0,0,0,0,15.73,0,68.82,0,0,0,0,0,1,0,0,0,25.024789,121.518521,11403
0,1,0,0,0,0,0,0,0,0,0,0,11.12,0,71.66,0,0,0,0,0,1,0,0,0,25.036585,121.526315,11403
0,1,0,0,0,0,0,0,0,0,0,0,3.69,0,104.28,0,0,0,0,0,0,1,0,0,25.023728,121.51876,11403
0,1,0,0,0,0,0,0,0,0,0,0,2.81,0,89.19,0,0,0,0,0,0,0,1,0,25.024129,121.518951,11403
0,1,0,0,0,0,0,0,0,0,0,0,0.42,0,241.62,0,0,0,0,0,0,1,0,0,25.027164,121.521319,11403
0,1,0,0,0,0,0,0,0,0,0,0,4.71,0,71.37,0,0,0,0,0,1,0,0,0,25.032908,121.519192,11403
0,0,1,0,0,0,0,0,0,0,0,0,2.35,0,108.51,0,0,0,0,0,0,1,0,0,25.033237,121.573885,11501
0,0,1,0,0,0,0,0,0,0,0,0,4.11,0,89.99,0,0,0,0,0,0,1,0,0,25.032203,121.559413,11501
0,0,1,0,0,0,0,0,0,0,0,0,10.33,0,143.89,0,0,0,0,0,1,0,0,0,25.027829,121.56823,11412
0,0,1,0,0,0,0,0,0,0,0,0,9.68,0,82.13,0,0,0,0,0,1,0,0,0,25.033427,121.566911,11412
0,0,1,0,0,0,0,0,0,0,0,0,1.84,0,142.81,0,0,0,0,0,0,1,0,0,25.041437,121.570738,11412
0,0,1,0,0,0,0,0,0,0,0,0,1.34,0,85.88,0,0,0,0,0,0,1,0,0,25.032846,121.57264,11412
0,0,1,0,0,0,0,0,0,0,0,0,46.1,0,195.92,0,0,0,0,0,0,1,0,0,25.034431,121.572882,11412
0,0,1,0,0,0,0,0,0,0,0,0,0.45,0,56.11,0,0,0,0,0,1,0,0,0,25.026937,121.565036,11412
0,0,1,0,0,0,0,0,0,0,0,0,2.18,0,112.71,0,0,0,0,0,0,1,0,0,25.033237,121.573885,11412
0,0,1,0,0,0,0,0,0,0,0,0,7.12,0,82.39,0,0,0,0,0,1,0,0,0,25.028476,121.566538,11412
0,0,1,0,0,0,0,0,0,0,0,0,2.15,0,117.14,0,0,0,0,0,0,1,0,0,25.031862,121.557617,11411
0,0,1,0,0,0,0,0,0,0,0,0,7.02,0,51.9,0,0,0,0,0,1,0,0,0,25.031734,121.574876,11411
0,0,1,0,0,0,0,0,0,0,0,0,11.27,0,77.25,0,0,0,0,0,1,0,0,0,25.033427,121.566911,11411
0,0,1,0,0,0,0,0,0,0,0,0,5.97,0,87.84,0,0,0,0,0,0,0,1,0,25.033427,121.566911,11411
0,0,1,0,0,0,0,0,0,0,0,0,2.85,0,63.4,0,0,0,0,0,0,1,0,0,25.025038,121.569429,11411
0,0,1,0,0,0,0,0,0,0,0,0,5.29,0,87.0,0,0,0,0,0,0,1,0,0,25.034894,121.559207,11411
0,0,1,0,0,0,0,0,0,0,0,0,3.05,0,91.85,0,0,0,0,0,0,1,0,0,25.032207,121.559262,11411
0,0,1,0,0,0,0,0,0,0,0,0,1.19,0,129.8,0,0,0,0,0,0,1,0,0,25.031256,121.557633,11411
0,0,1,0,0,0,0,0,0,0,0,0,2.35,0,135.59,0,0,0,0,0,0,0,1,0,25.040292,121.562006,11411
0,0,1,0,0,0,0,0,0,0,0,0,7.05,0,122.77,0,0,0,0,0,0,1,0,0,25.036211,121.575551,11411
0,0,1,0,0,0,0,0,0,0,0,0,8.77,0,60.56,0,0,0,0,0,1,0,0,0,25.026878,121.570883,11411
0,0,1,0,0,0,0,0,0,0,0,0,7.29,0,129.81,0,0,0,0,0,0,1,0,0,25.036253,121.575615,11411
0,0,1,0,0,0,0,0,0,0,0,0,2.6,0,82.62,0,0,0,0,0,0,1,0,0,25.041738,121.565262,11411
0,0,1,0,0,0,0,0,0,0,0,0,6.23,0,129.32,0,0,0,0,0,1,0,0,0,25.028284,121.564369,11411
0,0,1,0,0,0,0,0,0,0,0,0,1.39,0,103.65,0,0,0,0,0,0,1,0,0,25.027057,121.569004,11411
0,0,1,0,0,0,0,0,0,0,0,0,7.05,0,110.83,0,0,0,0,0,0,1,0,0,25.036211,121.575551,11411
0,0,1,0,0,0,0,0,0,0,0,0,3.42,0,73.92,0,0,0,0,0,0,1,0,0,25.031333,121.558846,11411
0,0,1,0,0,0,0,0,0,0,0,0,6.51,0,88.54,0,0,0,0,0,0,0,1,0,25.039159,121.574224,11411
0,0,1,0,0,0,0,0,0,0,0,0,8.21,0,48.38,0,0,0,0,0,1,0,0,0,25.02719,121.569371,11411
0,0,1,0,0,0,0,0,0,0,0,0,6.35,0,81.4,0,0,0,0,0,1,0,0,0,25.025628,121.566653,11411
0,0,1,0,0,0,0,0,0,0,0,0,5.08,0,79.59,0,0,0,0,0,0,0,1,0,25.038136,121.573214,11411
0,0,1,0,0,0,0,0,0,0,0,0,6.98,0,110.19,0,0,0,0,0,0,1,0,0,25.036253,121.575615,11411
0,0,1,0,0,0,0,0,0,0,0,0,2.41,0,79.68,0,0,0,0,0,0,1,0,0,25.031107,121.557733,11411
0,0,1,0,0,0,0,0,0,0,0,0,3.29,0,94.0,0,0,0,0,0,0,1,0,0,25.036282,121.574866,11411
0,0,1,0,0,0,0,0,0,0,0,0,1.19,0,126.88,0,0,0,0,0,0,1,0,0,25.031256,121.557633,11411
0,0,1,0,0,0,0,0,0,0,0,0,3.42,0,79.1,0,0,0,0,0,0,1,0,0,25.031333,121.558846,11411
0,0,1,0,0,0,0,0,0,0,0,0,8.69,0,30.65,0,0,0,0,0,1,0,0,0,25.032833,121.576201,11411
0,0,1,0,0,0,0,0,0,0,0,0,11.99,0,64.81,0,0,0,0,0,1,0,0,0,25.033427,121.566911,11410
0,0,1,0,0,0,0,0,0,0,0,0,11.66,0,116.25,0,0,0,0,0,0,1,0,0,25.037365,121.559795,11410
0,0,1,0,0,0,0,0,0,0,0,0,8.83,0,77.14,0,0,0,0,0,1,0,0,0,25.03226,121.574743,11410
0,0,1,0,0,0,0,0,0,0,0,0,0.85,0,84.89,0,0,0,0,0,0,1,0,0,25.032416,121.557607,11410
0,0,1,0,0,0,0,0,0,0,0,0,11.09,0,79.29,0,0,0,0,0,1,0,0,0,25.036147,121.575663,11410
0,0,1,0,0,0,0,0,0,0,0,0,0.8,0,119.96,0,0,0,0,0,0,1,0,0,25.031862,121.557617,11410
0,0,1,0,0,0,0,0,0,0,0,0,9.83,0,76.4,0,0,0,0,0,1,0,0,0,25.02809,121.565478,11410
0,0,1,0,0,0,0,0,0,0,0,0,1.7,0,19.88,0,0,0,0,0,0,0,1,0,25.02874,121.560765,11410
0,0,1,0,0,0,0,0,0,0,0,0,3.81,0,94.27,0,0,0,0,0,0,1,0,0,25.033607,121.557657,11410
0,0,1,0,0,0,0,0,0,0,0,0,0.87,0,117.1,0,0,0,0,0,0,1,0,0,25.035182,121.557682,11410
0,0,1,0,0,0,0,0,0,0,0,0,8.47,0,62.55,0,0,0,0,0,1,0,0,0,25.028296,121.568486,11410
0,0,1,0,0,0,0,0,0,0,0,0,13.49,0,125.18,0,0,0,0,0,0,1,0,0,25.032846,121.57264,11410
0,0,1,0,0,0,0,0,0,0,0,0,11.04,0,103.22,0,0,0,0,0,1,0,0,0,25.033958,121.558434,11410
0,0,1,0,0,0,0,0,0,0,0,0,2.4,0,133.16,0,0,0,0,0,0,1,0,0,25.032846,121.57264,11410
0,0,1,0,0,0,0,0,0,0,0,0,9.0,0,68.29,0,0,0,0,0,1,0,0,0,25.02656,121.564555,11410
0,0,1,0,0,0,0,0,0,0,0,0,5.78,0,77.01,0,0,0,0,0,0,1,0,0,25.032846,121.57264,11410
0,0,1,0,0,0,0,0,0,0,0,0,16.79,0,64.98,0,0,0,0,0,1,0,0,0,25.030501,121.559255,11410
0,0,1,0,0,0,0,0,0,0,0,0,2.44,0,115.09,0,0,0,0,0,0,1,0,0,25.033499,121.573951,11410
0,0,1,0,0,0,0,0,0,0,0,0,12.86,0,71.47,0,0,0,0,0,1,0,0,0,25.039875,121.571706,11410
0,0,1,0,0,0,0,0,0,0,0,0,8.5,0,110.03,0,0,0,0,0,0,0,1,0,25.028991,121.559766,11410
0,0,1,0,0,0,0,0,0,0,0,0,6.26,0,73.16,0,0,0,0,0,0,1,0,0,25.034626,121.559476,11410
0,0,1,0,0,0,0,0,0,0,0,0,9.45,0,82.67,0,0,0,0,0,1,0,0,0,25.029297,121.561392,11410
0,0,1,0,0,0,0,0,0,0,0,0,11.12,0,51.42,0,0,0,0,0,1,0,0,0,25.035707,121.575924,11410
0,0,1,0,0,0,0,0,0,0,0,0,4.47,0,100.24,0,0,0,0,0,0,0,1,0,25.036492,121.559207,11410
0,0,1,0,0,0,0,0,0,0,0,0,10.51,0,94.87,0,0,0,0,0,1,0,0,0,25.041651,121.56844,11410
0,0,1,0,0,0,0,0,0,0,0,0,1.22,0,83.88,0,0,0,0,0,0,1,0,0,25.032207,121.559262,11410
0,0,1,0,0,0,0,0,0,0,0,0,12.07,0,69.93,0,0,0,0,0,1,0,0,0,25.032634,121.575564,11410
0,0,1,0,0,0,0,0,0,0,0,0,2.28,0,108.14,0,0,0,0,0,0,1,0,0,25.033237,121.573885,11409
0,0,1,0,0,0,0,0,0,0,0,0,7.36,0,129.45,0,0,0,0,0,0,1,0,0,25.036253,121.575615,11409
0,0,1,0,0,0,0,0,0,0,0,0,44.31,0,90.53,0,0,0,0,0,0,1,0,0,25.036729,121.57138,11409
0,0,1,0,0,0,0,0,0,0,0,0,8.4,0,132.72,0,0,0,0,0,0,1,0,0,25.034825,121.57414,11409
0,0,1,0,0,0,0,0,0,0,0,0,21.48,0,105.94,0,0,0,0,0,1,0,0,0,25.041491,121.568962,11409
0,0,1,0,0,0,0,0,0,0,0,0,13.24,0,85.01,0,0,0,0,0,0,0,1,0,25.03564,121.559492,11409
0,0,1,0,0,0,0,0,0,0,0,0,8.41,0,92.62,0,0,0,0,0,1,0,0,0,25.032391,121.575175,11409
0,0,1,0,0,0,0,0,0,0,0,0,4.43,0,93.36,0,0,0,0,0,0,1,0,0,25.03332,121.557753,11409
0,0,1,0,0,0,0,0,0,0,0,0,0.69,0,137.54,0,0,0,0,0,0,1,0,0,25.031862,121.557617,11409
0,0,1,0,0,0,0,0,0,0,0,0,2.7,0,91.97,0,0,0,0,0,0,1,0,0,25.032207,121.559262,11409
0,0,1,0,0,0,0,0,0,0,0,0,3.08,0,91.97,0,0,0,0,0,0,1,0,0,25.032207,121.559262,11409
0,0,1,0,0,0,0,0,0,0,0,0,9.86,0,129.86,0,0,0,0,0,0,1,0,0,25.037272,121.560685,11409
0,0,1,0,0,0,0,0,0,0,0,0,8.21,0,39.42,0,0,0,0,0,1,0,0,0,25.02719,121.569371,11409
0,0,1,0,0,0,0,0,0,0,0,0,5.86,0,130.09,0,0,0,0,0,1,0,0,0,25.033282,121.558138,11409
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,44.74,0,0,0,0,0,0,1,0,0,25.036964,121.56998,11409
0,0,1,0,0,0,0,0,0,0,0,0,18.14,0,211.49,0,0,0,0,0,0,1,0,0,25.033555,121.570041,11409
0,0,1,0,0,0,0,0,0,0,0,0,11.19,0,90.01,0,0,0,0,0,1,0,0,0,25.041634,121.569067,11409
0,0,1,0,0,0,0,0,0,0,0,0,2.08,0,109.07,0,0,0,0,0,0,1,0,0,25.033237,121.573885,11409
0,0,1,0,0,0,0,0,0,0,0,0,7.93,0,90.52,0,0,0,0,0,0,0,1,0,25.033726,121.571395,11409
0,0,1,0,0,0,0,0,0,0,0,0,6.26,0,94.99,0,0,0,0,0,0,1,0,0,25.034998,121.560377,11409
0,0,1,0,0,0,0,0,0,0,0,0,1.13,0,114.41,0,0,0,0,0,0,1,0,0,25.031862,121.557617,11409
0,0,1,0,0,0,0,0,0,0,0,0,3.68,0,46.15,0,0,0,0,0,0,1,0,0,25.033288,121.558617,11409
0,0,1,0,0,0,0,0,0,0,0,0,12.89,0,68.28,0,0,0,0,0,0,0,1,0,25.03603,121.560031,11409
0,0,1,0,0,0,0,0,0,0,0,0,18.16,0,185.94,0,0,0,0,0,0,1,0,0,25.034077,121.57158,11409
0,0,1,0,0,0,0,0,0,0,0,0,0.69,0,125.28,0,0,0,0,0,0,1,0,0,25.031862,121.557617,11409
0,0,1,0,0,0,0,0,0,0,0,0,7.15,0,71.38,0,0,0,0,0,0,0,1,0,25.034666,121.57559,11409
0,0,1,0,0,0,0,0,0,0,0,0,6.59,0,60.59,0,0,0,0,0,1,0,0,0,25.040263,121.562883,11409
0,0,1,0,0,0,0,0,0,0,0,0,5.05,0,86.32,0,0,0,0,0,0,1,0,0,25.03356,121.558666,11409
0,0,1,0,0,0,0,0,0,0,0,0,8.55,0,72.55,0,0,0,0,0,1,0,0,0,25.028271,121.568209,11409
0,0,1,0,0,0,0,0,0,0,0,0,7.94,0,70.98,0,0,0,0,0,1,0,0,0,25.02714,121.570627,11409
0,0,1,0,0,0,0,0,0,0,0,0,6.13,0,46.62,0,0,0,0,0,0,1,0,0,25.033288,121.558617,11409
0,0,1,0,0,0,0,0,0,0,0,0,6.59,0,80.82,0,0,0,0,0,0,1,0,0,25.035022,121.558305,11409
0,0,1,0,0,0,0,0,0,0,0,0,11.53,0,82.12,0,0,0,0,0,0,1,0,0,25.024995,121.569842,11409
0,0,1,0,0,0,0,0,0,0,0,0,2.68,0,98.9,0,0,0,0,0,0,1,0,0,25.032846,121.57264,11409
0,0,1,0,0,0,0,0,0,0,0,0,2.0,0,122.32,0,0,0,0,0,0,1,0,0,25.032403,121.560719,11409
0,0,1,0,0,0,0,0,0,0,0,0,13.84,0,57.7,0,0,0,0,0,0,0,1,0,25.03575,121.559677,11408
0,0,1,0,0,0,0,0,0,0,0,0,1.4,0,103.86,0,0,0,0,0,0,1,0,0,25.027057,121.569004,11408
0,0,1,0,0,0,0,0,0,0,0,0,2.14,0,103.73,0,0,0,0,0,0,1,0,0,25.032404,121.560688,11408
0,0,1,0,0,0,0,0,0,0,0,0,5.39,0,86.85,0,0,0,0,0,0,1,0,0,25.032846,121.57264,11408
0,0,1,0,0,0,0,0,0,0,0,0,1.18,0,153.39,0,0,0,0,0,0,1,0,0,25.033758,121.559189,11408
0,0,1,0,0,0,0,0,0,0,0,0,2.41,0,105.73,0,0,0,0,0,0,1,0,0,25.033499,121.573951,11408
0,0,1,0,0,0,0,0,0,0,0,0,4.11,0,87.49,0,0,0,0,0,0,1,0,0,25.032203,121.559413,11408
0,0,1,0,0,0,0,0,0,0,0,0,7.26,0,89.98,0,0,0,0,0,1,0,0,0,25.025211,121.566409,11408
0,0,1,0,0,0,0,0,0,0,0,0,12.53,0,110.02,0,0,0,0,0,0,1,0,0,25.03085,121.566172,11408
0,0,1,0,0,0,0,0,0,0,0,0,6.94,0,49.95,0,0,0,0,0,0,0,1,0,25.026506,121.56671,11408
0,0,1,0,0,0,0,0,0,0,0,0,8.7,0,78.88,0,0,0,0,0,1,0,0,0,25.029204,121.559805,11408
