路段,屋齡,房屋類型,建坪,主建物/陽台,格局,樓層,房屋總價(萬),車位,行政區
台北市大安區瑞安街,10.8年,華廈,建坪 13.38,主 + 陽8.24,1房1廳1衛,3樓/7樓,"1,990",0,大安區
台北市大安區忠孝東路四段,48.2年,店面,建坪 17.26,主建物6.88,1廳1衛,1樓/12樓,"11,950",0,大安區
台北市大安區大安路二段,43.7年,華廈,建坪 47.7,主 + 陽45.36,4房2廳2衛,5樓/7樓,"5,500",0,大安區
台北市大安區和平東路一段,42.0年,大樓/辦公,建坪 39.68,主 + 陽33.47,3房2廳2衛1室,9樓/12樓,"4,688",0,大安區
台北市大安區光復南路,44.7年,華廈,建坪 59.14,主 + 陽56.71,4房3廳2衛(含加蓋1廳),7樓/7樓,"6,388",0,大安區
台北市大安區通化街,48.3年,公寓,建坪 19.84,主 + 陽19.84,2房2廳1衛,4樓/5樓,"1,880",0,大安區
台北市大安區安和路二段,29.2年,辦公/華廈,建坪 50.04,主 + 陽31.95,1廳1室,2樓/9樓,"4,680",0,大安區
台北市大安區延吉街,39.7年,店面,建坪 42.43,主建物33.15,3廳2衛1室(含加蓋1廳1室),1樓/7樓,"5,480",0,大安區
台北市大安區通安街,44.2年,華廈,建坪 43.24,主 + 陽38.21,4房2廳2衛3室,5樓/7樓,"3,780",0,大安區
台北市大安區安東街,44.2年,大樓,建坪 23.46,主建物15.12,2房2廳1衛,5樓/12樓,"1,876",0,大安區
台北市大安區和平東路三段,40.0年,大樓,建坪 44.13,主 + 陽36.1,4房2廳2衛,4樓/12樓,"3,350",0,大安區
台北市大安區和平東路一段,42.0年,大樓/辦公,建坪 36.09,主 + 陽30.67,3房2廳2衛,6樓/12樓,"3,990",0,大安區
台北市大安區復興南路二段,3.1年,大樓,建坪 37.63,主 + 陽15.63,2房1廳1衛,33樓/34樓,"5,800",1,大安區
台北市大安區延吉街,44.1年,華廈,建坪 44.67,主 + 陽40,2房2廳2衛,4樓/6樓,"4,388",0,大安區
台北市大安區信義路二段,23.4年,大樓,建坪 97.67,主 + 陽54.66,4房2廳3衛(含加蓋1房),11樓/14樓,"11,500",1,大安區
台北市大安區泰順街,45.9年,公寓,建坪 43.84,主 + 陽43.83,6房1廳2衛,5樓/5樓,"3,288",0,大安區
台北市大安區信義路二段,52.0年,辦公/店面,建坪 30.19,主建物30.19,1廳1衛2室(含加蓋2室),1樓/4樓,"5,380",0,大安區
台北市大安區信義路三段,46.5年,華廈,建坪 40.04,主 + 陽31.18,3房2廳2衛,3樓/7樓,"5,188",0,大安區
台北市大安區復興南路一段,47.2年,大樓/辦公,建坪 45.63,主 + 陽40.72,1房1廳2衛,9樓/14樓,"5,200",0,大安區
台北市大安區大安路一段,48.3年,華廈,建坪 54.27,主 + 陽46.28,5房3廳3衛1室(含加蓋2房1廳1衛),7樓/7樓,"6,980",0,大安區
台北市大安區仁愛路四段,46.0年,大樓,建坪 47.66,主 + 陽42.39,3房2廳2衛,8樓/14樓,"5,899",0,大安區
台北市大安區四維路,37.2年,華廈,建坪 75.39,主 + 陽57.85,3房2廳2衛1室,3樓/7樓,"8,288",1,大安區
台北市大安區忠孝東路三段,38.9年,大樓,建坪 38.08,主 + 陽27.59,3房2廳2衛,12樓/14樓,"4,417",0,大安區
台北市大安區羅斯福路三段,48.0年,華廈,建坪 54.33,主 + 陽43.17,4房3廳2衛,2樓/7樓,"4,800",0,大安區
台北市大安區忠孝東路四段,16.1年,大樓,建坪 84.7,主 + 陽43.45,2房2廳2衛,12樓/14樓,"9,498",2,大安區
台北市大安區和平東路二段,45.8年,華廈,建坪 43.65,主 + 陽39.22,4房2廳2衛,6樓/7樓,"4,200",0,大安區
台北市大安區敦化南路一段,41.4年,大樓,建坪 66.42,主建物45.02,1廳6室,13樓/14樓,"6,908",0,大安區
台北市大安區延吉街,49.3年,店面,建坪 19.88,主建物15.17,1廳1衛1室(含加蓋1室),1樓/7樓,"4,780",0,大安區
台北市大安區信義路三段,51.6年,公寓/店面,建坪 21.77,主建物21.77,3房2廳2衛(含加蓋1廳1衛),1樓/4樓,"4,800",0,大安區
台北市大安區信義路四段,37.4年,大樓/辦公,建坪 58.76,主 + 陽49.56,3房2廳2衛,7樓/12樓,"6,800",0,大安區
台北市大安區新生南路三段,42.2年,華廈,建坪 40.72,主 + 陽35.84,4房2廳2衛,4樓/6樓,"4,380",0,大安區
台北市大安區仁愛路四段,35.9年,大樓,建坪 70.94,主 + 陽46.46,4房2廳2衛1室,8樓/14樓,"8,800",1,大安區
台北市大安區安和路二段,44.2年,華廈/辦公,建坪 54.6,主 + 陽45.52,3房2廳3衛1室,2樓/7樓,"5,488",0,大安區
台北市大安區忠孝東路四段,43.3年,辦公/大樓,建坪 27.16,主建物21.37,2房2廳2衛,11樓/11樓,"3,400",0,大安區
台北市大安區光復南路,8.8年,大樓,建坪 39.16,主 + 陽19.64,2房2廳1衛,11樓/14樓,"4,990",1,大安區
台北市大安區忠孝東路四段,44.1年,辦公/大樓,建坪 18.27,主建物12.63,1廳,10樓/12樓,"2,000",0,大安區
台北市大安區新生南路二段,18.2年,華廈/辦公,建坪 10.16,主建物4.49,1房1廳1衛(含加蓋1房),7樓/8樓,"1,768",0,大安區
台北市大安區龍泉街,53.5年,店面,建坪 8.33,主 + 陽8.34,1廳1衛(含加蓋1衛),1樓/4樓,"2,480",0,大安區
台北市大安區臥龍街,43.3年,公寓,建坪 37.25,主 + 陽33.35,3房2廳2衛,4樓/5樓,"2,188",0,大安區
台北市大安區富陽街,46.6年,公寓,建坪 29.09,主 + 陽29.09,3房2廳2衛,5樓/5樓,"1,838",0,大安區
台北市大安區基隆路二段,44.7年,大樓,建坪 50.14,主 + 陽43.05,4房2廳2衛,8樓/12樓,"5,698",0,大安區
台北市大安區和平東路二段,43.1年,大樓,建坪 15.54,主建物12.29,1房1廳1衛,4樓/12樓,"2,032",0,大安區
台北市大安區建國南路一段,7.9年,大樓,建坪 30.79,主 + 陽12.29,2房2廳1衛,14樓/14樓,"3,700",1,大安區
台北市大安區信義路二段,30.4年,華廈/套房,建坪 13.35,主 + 陽8.9,1房1廳1衛1室(含加蓋1室),2樓/6樓,"1,950",0,大安區
台北市大安區仁愛路四段,52.6年,華廈,建坪 54.72,主 + 陽39.62,3房2廳2衛1室,5樓/7樓,"4,999",1,大安區
台北市大安區建國南路一段,7.9年,套房/大樓,建坪 13.27,主 + 陽8.49,1房1衛,14樓/14樓,"2,288",0,大安區
台北市大安區仁愛路四段,49.0年,大樓/辦公,建坪 77.08,主 + 陽70.08,4房2廳3衛1室,10樓/12樓,"8,550",0,大安區
台北市大安區仁愛路三段,43.2年,店面/華廈,建坪 78.03,主建物31.5,1廳1衛1室(含加蓋1衛1室),1樓/7樓,"7,888",0,大安區
台北市大安區忠孝東路四段,51.0年,大樓/辦公,建坪 49.02,主 + 陽43.32,1廳1衛5室,3樓/12樓,"5,980",0,大安區
台北市大安區忠孝東路四段,43.3年,辦公/大樓,建坪 13.58,主建物10.68,1房1廳1衛,11樓/11樓,"1,700",0,大安區
台北市大安區忠孝東路四段,49.2年,店面/華廈,建坪 40.48,主建物35.4,3房1廳2衛,1樓/7樓,"9,980",0,大安區
台北市大安區忠孝東路四段,43.3年,辦公/大樓,建坪 13.58,主建物10.68,1房1廳1衛,11樓/11樓,"1,700",0,大安區
台北市大安區青田街,40.6年,華廈/店面,建坪 38.34,主建物18.28,2廳1衛1室(含加蓋1廳1衛1室),1樓/7樓,"3,750",0,大安區
台北市大安區市民大道三段,10.2年,大樓,建坪 97.31,主 + 陽53.69,3房2廳2衛1室,6樓/23樓,"13,588",2,大安區
台北市大安區安居街,47.4年,公寓,建坪 28.44,主 + 陽28.44,3房2廳2衛,4樓/5樓,"2,090",0,大安區
台北市大安區信義路三段,57.9年,公寓,建坪 25.98,主建物25.98,3房2廳1衛1室,2樓/4樓,"3,820",0,大安區
台北市大安區忠孝東路四段,50.6年,大樓/辦公,建坪 47.1,主 + 陽38,3房2廳2衛,7樓/12樓,"5,388",0,大安區
台北市大安區信義路三段,17.5年,大樓/辦公,建坪 11.22,主 + 陽6.77,1房1廳1衛(含加蓋1房),3樓/14樓,"1,819",0,大安區
台北市大安區敦化南路一段,15.9年,大樓,建坪 170.79,主 + 陽87.08,3房2廳4衛1室,3樓/17樓,"35,800",3,大安區
台北市大安區建國南路一段,39.1年,大樓,建坪 27.07,主 + 陽26.67,3房2廳1衛1室,4樓/14樓,"3,088",0,大安區
台北市大安區延吉街,43.6年,華廈/辦公,建坪 41.4,主 + 陽36.12,3房2廳2衛1室,6樓/7樓,"4,488",0,大安區
台北市大安區仁愛路四段,13.3年,大樓,建坪 89.98,主 + 陽44.06,3房2廳2衛1室,1樓/13樓,"10,338",2,大安區
台北市大安區忠孝東路三段,52.6年,華廈,建坪 58.79,主 + 陽58.78,5房2廳2衛,2樓/7樓,"5,688",0,大安區
台北市大安區復興南路一段,44.2年,店面/辦公/大樓,建坪 51.67,主 + 陽44.41,1廳4衛,2樓/16樓,"4,980",0,大安區
台北市大安區和平東路一段,11.2年,大樓,建坪 181.96,主 + 陽96.46,3房2廳5衛3室,7樓/38樓,"25,000",3,大安區
台北市大安區復興南路一段,48.4年,辦公/大樓,建坪 29.4,主 + 陽26.05,2房2廳2衛,6樓/12樓,"3,488",0,大安區
台北市大安區敦化南路二段,40.2年,大樓,建坪 58.49,主 + 陽46.04,4房2廳2衛,12樓/17樓,"5,980",0,大安區
台北市大安區羅斯福路三段,40.5年,店面,建坪 50.24,主建物28.15,1廳1衛1室,1樓/6樓,"9,300",1,大安區
台北市大安區仁愛路四段,36.6年,大樓/辦公,建坪 52.13,主 + 陽40.83,4房2廳2衛,2樓/11樓,"6,980",0,大安區
台北市大安區和平東路一段,19.0年,大樓,建坪 53.97,主 + 陽38.26,3房2廳2衛,9樓/15樓,"7,138",0,大安區
台北市大安區復興南路一段,44.2年,大樓/辦公,建坪 35.42,主 + 陽30.23,3房2廳2衛,9樓/16樓,"3,280",0,大安區
台北市大安區光復南路,8.8年,辦公/大樓,建坪 61.56,主建物35.22,3房1廳2衛,2樓/14樓,"6,988",1,大安區
台北市大安區通化街,18.3年,華廈,建坪 28.04,主 + 陽16.88,2房2廳1衛(含加蓋1房),4樓/7樓,"3,399",0,大安區
台北市大安區忠孝東路三段,38.9年,大樓,建坪 33.45,主 + 陽24.22,3房2廳2衛,14樓/14樓,"3,948",0,大安區
台北市大安區仁愛路四段,13.3年,大樓,建坪 77.19,主 + 陽44.06,3房2廳2衛1室,1樓/13樓,"9,838",1,大安區
台北市大安區信義路四段,40.7年,華廈,建坪 46.84,主 + 陽40.35,4房2廳2衛,2樓/7樓,"4,780",0,大安區
台北市大安區永康街,18.5年,華廈,建坪 84.76,主 + 陽44.77,3房2廳2衛1室,4樓/7樓,"11,427",1,大安區
台北市大安區大安路一段,42.1年,華廈,建坪 21.9,主 + 陽18.97,2房2廳1衛,6樓/7樓,"3,000",0,大安區
台北市大安區敦化南路一段,29.6年,華廈/其它,建坪 34.7,主建物11.86,2廳1衛,9樓/9樓,"3,288",1,大安區
台北市大安區忠孝東路三段,38.9年,大樓,建坪 33.41,主 + 陽24.18,3房2廳2衛,10樓/14樓,"4,010",0,大安區
台北市大安區瑞安街,18.7年,大樓,建坪 24.16,主 + 陽14.99,2房1廳1衛1室,6樓/13樓,"3,600",1,大安區
台北市大安區臥龍街,2.8年,大樓,建坪 45.81,主 + 陽25.08,2房2廳2衛,1樓/14樓,"5,500",1,大安區
台北市大安區建國南路二段,41.3年,華廈/辦公,建坪 60.3,主 + 陽52.2,3房2廳2衛1室,9樓/10樓,"5,700",0,大安區
台北市大安區復興南路二段,41.4年,大樓,建坪 36.64,主 + 陽31.15,3房2廳2衛1室,7樓/12樓,"4,280",0,大安區
台北市大安區敦化南路一段,17.9年,大樓,建坪 177.23,主 + 陽82.78,4房3廳3衛3室(含加蓋1房1廳1室),12樓/22樓,"38,500",2,大安區
台北市大安區基隆路二段,44.2年,辦公/大樓,建坪 45.51,主 + 陽35.95,2房2廳1衛1室,6樓/12樓,"3,800",0,大安區
台北市大安區樂業街,13.8年,大樓,建坪 84.05,主 + 陽40.65,2房2廳2衛,11樓/13樓,"6,988",4,大安區
台北市大安區復興南路一段,48.4年,大樓/辦公,建坪 51.79,主 + 陽46.39,1廳2衛4室,3樓/12樓,"4,958",0,大安區
台北市大安區羅斯福路三段,42.4年,華廈,建坪 38.12,主 + 陽28.51,2房2廳1衛1室,2樓/7樓,"3,800",0,大安區
台北市大安區忠孝東路三段,38.9年,大樓,建坪 27.08,主 + 陽19.52,3房2廳1衛,6樓/14樓,"2,888",0,大安區
台北市大安區忠孝東路三段,38.9年,大樓,建坪 37.28,主 + 陽27.21,1房2廳2衛1室,11樓/14樓,"3,890",0,大安區
台北市大安區瑞安街,9.2年,大樓,建坪 82.32,主 + 陽39.02,3房2廳3衛,4樓/12樓,"11,518",1,大安區
台北市大安區敦化南路二段,10.8年,大樓,建坪 156.67,主 + 陽76.47,1廳,10樓/12樓,"22,418",2,大安區
台北市大安區市民大道三段,10.2年,大樓,建坪 97.31,主 + 陽53.69,4房2廳3衛,12樓/23樓,"13,368",2,大安區
台北市大安區大安路一段,17.4年,大樓/辦公,建坪 20.24,主 + 陽12.18,2房1廳2衛(含加蓋1房1衛),11樓/12樓,"3,238",0,大安區
台北市大安區復興南路二段,38.7年,大樓,建坪 46.36,主 + 陽33.99,2房2廳1.5衛,4樓/15樓,"5,888",0,大安區
台北市大安區信義路四段,46.3年,華廈,建坪 45.23,主 + 陽40.06,3房2廳2衛1室,3樓/7樓,"4,988",0,大安區
台北市大安區市民大道三段,10.2年,大樓,建坪 105.74,主 + 陽64.22,4房2廳3衛,13樓/23樓,"16,558",1,大安區
台北市大安區忠孝東路四段,49.4年,大樓,建坪 39.33,主 + 陽34.07,2房2廳2衛,10樓/14樓,"5,120",0,大安區
台北市大安區羅斯福路三段,13.2年,大樓,建坪 102.74,主 + 陽52.49,4房2廳2衛1室,15樓/19樓,"12,800",1,大安區
台北市大安區復興南路一段,2.3年,大樓,建坪 55.8,主 + 陽31.06,3房2廳2衛,8樓/15樓,"7,500",1,大安區
台北市大安區金華街,13.1年,大樓,建坪 101.64,主 + 陽43.63,3房2廳3衛2室,3樓/11樓,"11,880",1,大安區
台北市大安區羅斯福路三段,13.2年,大樓,建坪 108.08,主 + 陽52.49,4房2廳3衛,16樓/19樓,"11,800",2,大安區
台北市大安區和平東路一段,37.6年,大樓,建坪 63.82,主 + 陽47.59,4房2廳2衛1室,5樓/12樓,"6,600",1,大安區
台北市大安區復興南路一段,53.1年,大樓/辦公,建坪 23.65,主 + 陽18.84,1廳1衛2室,4樓/12樓,"2,880",0,大安區
台北市大安區辛亥路二段,37.1年,大樓,建坪 43.97,主 + 陽34.43,4房2廳2衛,2樓/25樓,"3,988",0,大安區
台北市大安區延吉街,47.6年,華廈,建坪 28.05,主 + 陽23.66,2房2廳1衛,3樓/7樓,"2,860",0,大安區
台北市大安區忠孝東路三段,38.9年,大樓,建坪 48.72,主建物31.43,6房2廳5衛(含加蓋1衛),1樓/14樓,"7,698",0,大安區
台北市大安區安和路一段,38.0年,辦公/大樓,建坪 214.67,主 + 陽146.36,2廳1衛16室(含加蓋6室),17樓/18樓,"23,988",2,大安區
台北市大安區和平東路二段,40.8年,大樓,建坪 30.54,主 + 陽22.2,3房2廳1衛,10樓/19樓,"2,998",0,大安區
台北市大安區羅斯福路三段,13.2年,大樓,建坪 112.58,主 + 陽55.24,4房2廳3衛,14樓/19樓,"13,000",2,大安區
台北市大安區忠孝東路四段,41.7年,辦公/大樓,建坪 24.31,主建物18.2,1房1廳1衛,8樓/12樓,"2,698",0,大安區
台北市大安區和平東路一段,19.0年,大樓,建坪 64.73,主 + 陽38.26,3房2廳2衛,9樓/15樓,"7,838",2,大安區
台北市大安區四維路,17.2年,華廈,建坪 18.57,主 + 陽11.19,1房2廳1衛,4樓/8樓,"2,700",0,大安區
台北市大安區信義路二段,49.1年,辦公/大樓,建坪 79.35,主 + 陽43.81,6衛7室,12樓/12樓,"6,500",0,大安區
台北市大安區瑞安街,16.3年,大樓,建坪 123.22,主 + 陽54.48,3房2廳3衛2室,6樓/11樓,"14,988",3,大安區
台北市大安區復興南路二段,40.8年,大樓,建坪 33.77,主 + 陽25.41,3房2廳1.5衛,15樓/17樓,"2,999",0,大安區
台北市大安區大安路一段,48.6年,大樓,建坪 56.44,主 + 陽49.88,4房2廳2衛1室,9樓/12樓,"5,960",0,大安區
台北市大安區信義路四段,13.0年,華廈,建坪 50.07,主 + 陽25.6,2廳2衛1室(含加蓋1室),1樓/7樓,"5,580",2,大安區
台北市大安區仁愛路三段,43.2年,店面/辦公,建坪 80.24,主建物30.7,2房1衛1室(含加蓋1室),1樓/7樓,"11,988",0,大安區
台北市大安區大安路二段,16.3年,大樓,建坪 20.6,主 + 陽13.01,1房1廳1衛,6樓/12樓,"2,880",0,大安區
台北市大安區杭州南路二段,40.0年,大樓/辦公,建坪 54.85,主 + 陽45.28,3房2廳2衛,8樓/12樓,"5,980",0,大安區
台北市大安區忠孝東路四段,38.2年,店面/辦公/大樓,建坪 21.14,主 + 陽11.27,1廳,3樓/15樓,"1,560",0,大安區
台北市大安區信義路四段,18.2年,大樓,建坪 109.35,主 + 陽48.88,4房2廳2衛2室,13樓/15樓,"14,950",2,大安區
台北市大安區信義路三段,39.9年,大樓,建坪 35.59,主 + 陽28.38,3房2廳2衛,7樓/16樓,"3,778",0,大安區
台北市大安區信義路四段,38.1年,店面,建坪 30.9,主建物15.78,2廳1衛(含加蓋1衛),1樓/12樓,"6,388",0,大安區
台北市大安區忠孝東路四段,56.6年,套房/辦公/大樓,建坪 17.65,主 + 陽16.23,1房1廳1衛,10樓/11樓,"2,380",0,大安區
台北市大安區羅斯福路三段,17.1年,大樓,建坪 30.83,主 + 陽17.19,3房1廳1衛(含加蓋1房),4樓/13樓,"3,600",1,大安區
台北市大安區忠孝東路四段,38.2年,店面,建坪 10.7,主建物5.38,1廳,4樓/15樓,842,0,大安區
台北市大安區忠孝東路四段,47.5年,華廈/辦公,建坪 20.14,主 + 陽17.96,2房2廳1衛,2樓/7樓,"2,288",0,大安區
台北市大安區敦化南路二段,46.8年,大樓/辦公,建坪 50.77,主 + 陽44.83,1房1廳2衛2室,7樓/17樓,"5,400",0,大安區
台北市大安區安和路二段,44.2年,店面,建坪 20.64,主建物12.43,1廳1衛1室,1樓/7樓,"3,880",0,大安區
台北市大安區忠孝東路四段,50.1年,華廈,建坪 47.45,主 + 陽43.38,2房2廳2衛2室,5樓/7樓,"5,450",0,大安區
台北市大安區仁愛路四段,41.9年,華廈,建坪 47.79,主 + 陽40.87,5房2廳2衛1室(含加蓋1室),7樓/7樓,"5,488",0,大安區
台北市大安區敦化南路一段,48.2年,華廈,建坪 54.86,主 + 陽54.86,5房2廳2.5衛,6樓/7樓,"6,680",0,大安區
台北市大安區和平東路二段,40.8年,大樓,建坪 30.64,主 + 陽22.26,3房2廳1衛,16樓/19樓,"2,931",0,大安區
台北市大安區仁愛路四段,44.1年,店面/辦公/大樓,建坪 104.17,主建物0,5房2廳2衛1室(含加蓋1房),-1樓/14樓,"11,800",0,大安區
台北市大安區敦化南路二段,47.1年,大樓,建坪 33.85,主 + 陽28.77,3房2廳2衛,16樓/16樓,"4,500",0,大安區
台北市大安區忠孝東路三段,4.0年,大樓,建坪 180.17,主 + 陽100.75,1廳,24樓/30樓,"39,225",3,大安區
台北市大安區信義路四段,40.4年,辦公/店面/大樓,建坪 86.75,主建物58.64,2廳1衛4室(含加蓋1廳),2樓/15樓,"8,675",0,大安區
台北市大安區和平東路一段,47.6年,公寓,建坪 45.05,主 + 陽45.06,4房2廳2衛,3樓/5樓,"4,288",0,大安區
台北市大安區溫州街,39.5年,華廈,建坪 43.3,主 + 陽37.94,3房2廳2衛,2樓/7樓,"4,330",0,大安區
台北市大安區忠孝東路四段,49.9年,店面,建坪 7.62,主建物7.28,1廳1衛,1樓/7樓,"4,680",0,大安區
台北市大安區泰順街,20.4年,華廈,建坪 19.25,主 + 陽14.32,2房2廳1衛,3樓/5樓,"2,680",0,大安區
台北市大安區復興南路二段,18.6年,華廈,建坪 92.37,主 + 陽44.95,4房2廳2衛,5樓/8樓,"10,888",2,大安區
台北市大安區忠孝東路四段,48.2年,大樓/辦公,建坪 74.27,主 + 陽59.13,4房2廳3衛1室,7樓/13樓,"7,888",1,大安區
台北市大安區安和路一段,42.1年,公寓,建坪 44.46,主 + 陽38.88,6房3廳3衛1室(含加蓋2房1廳1衛1室),5樓/5樓,"4,300",0,大安區
台北市大安區浦城街,50.1年,公寓,建坪 56.52,主 + 陽56.52,4房3廳2衛1室,2樓/4樓,"4,980",0,大安區
台北市大安區復興南路二段,40.8年,大樓,建坪 38.41,主 + 陽29.67,3房2廳2衛,18樓/19樓,"3,888",0,大安區
台北市大安區和平東路二段,39.8年,店面,建坪 33.5,主建物22.21,1廳1衛,1樓/12樓,"6,300",0,大安區
台北市大安區信義路三段,5.3年,華廈,建坪 42.86,主 + 陽17.24,2房2廳2衛,7樓/7樓,"5,788",1,大安區
台北市大安區忠孝東路四段,50.4年,華廈/辦公,建坪 6.79,主建物6.79,1廳1衛,2樓/7樓,998,0,大安區
台北市大安區安和路二段,38.2年,大樓/辦公,建坪 51.54,主 + 陽40.89,3房2廳2衛1室,2樓/12樓,"6,380",0,大安區
台北市大安區和平東路二段,16.1年,華廈,建坪 11.04,主建物4.93,1房1廳1衛,6樓/7樓,"2,388",0,大安區
台北市大安區復興南路一段,42.3年,辦公/大樓,建坪 90.05,主 + 陽67.74,1廳2衛1室,11樓/12樓,"9,999",0,大安區
台北市大安區忠孝東路四段,39.5年,店面/辦公,建坪 17.35,主建物15.74,1廳1衛,1樓/6樓,"6,300",0,大安區
台北市大安區安和路一段,36.5年,華廈,建坪 52.86,主 + 陽45.68,4房2廳2衛,3樓/6樓,"5,500",0,大安區
