路段,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天,單價(萬/坪)
台北市大安區和平東路一段,19.0,64.73,7838.0,2,3.0,2.0,2.0,0.0,0,15.0,9,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,121.08759462382203
台北市大安區四維路,17.2,18.57,2700.0,0,1.0,2.0,1.0,0.0,0,8.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,145.3957996768982
台北市大安區瑞安街,16.3,123.22,14988.0,3,3.0,2.0,3.0,2.0,0,11.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,121.63609803603312
台北市大安區復興南路二段,40.8,33.77,2999.0,0,3.0,2.0,5.0,0.0,0,17.0,15,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,88.80663310630736
台北市大安區大安路一段,48.6,56.44,5960.0,0,4.0,2.0,2.0,1.0,0,12.0,9,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,105.59886605244508
台北市大安區信義路四段,13.0,50.07,5580.0,2,0.0,2.0,2.0,1.0,1,7.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,111.44397843019772
台北市大安區大安路二段,16.3,20.6,2880.0,0,1.0,1.0,1.0,0.0,0,12.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,139.80582524271844
台北市大安區杭州南路二段,40.0,54.85,5980.0,0,3.0,2.0,2.0,0.0,0,12.0,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,109.02461257976299
台北市大安區信義路四段,18.2,109.35,14950.0,2,4.0,2.0,2.0,2.0,0,15.0,13,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,136.71696387745772
台北市大安區信義路三段,39.9,35.59,3778.0,0,3.0,2.0,2.0,0.0,0,16.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,106.15341388030345
台北市大安區忠孝東路四段,56.6,17.65,2380.0,0,1.0,1.0,1.0,0.0,0,11.0,10,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,134.84419263456093
台北市大安區羅斯福路三段,17.1,30.83,3600.0,1,3.0,1.0,1.0,0.0,1,13.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,116.76938047356471
台北市大安區忠孝東路四段,47.5,20.14,2288.0,0,2.0,2.0,1.0,0.0,0,7.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,113.60476663356503
台北市大安區敦化南路二段,46.8,50.77,5400.0,0,1.0,1.0,2.0,2.0,0,17.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,106.36202481780579
台北市大安區忠孝東路四段,50.1,47.45,5450.0,0,2.0,2.0,2.0,2.0,0,7.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,114.85774499473129
台北市大安區仁愛路四段,41.9,47.79,5488.0,0,5.0,2.0,2.0,1.0,1,7.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,114.83573969449675
台北市大安區敦化南路一段,48.2,54.86,6680.0,0,5.0,2.0,5.0,0.0,0,7.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,121.76449143273788
台北市大安區和平東路二段,40.8,30.64,2931.0,0,3.0,2.0,1.0,0.0,0,19.0,16,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,95.65926892950391
台北市大安區敦化南路二段,47.1,33.85,4500.0,0,3.0,2.0,2.0,0.0,0,16.0,16,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,132.93943870014772
台北市大安區忠孝東路三段,4.0,180.17,39225.0,3,0.0,1.0,0.0,0.0,0,30.0,24,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,217.71105067436312
台北市大安區和平東路一段,47.6,45.05,4288.0,0,4.0,2.0,2.0,0.0,0,5.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,95.18312985571588
台北市大安區溫州街,39.5,43.3,4330.0,0,3.0,2.0,2.0,0.0,0,7.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0
台北市大安區泰順街,20.4,19.25,2680.0,0,2.0,2.0,1.0,0.0,0,5.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,139.2207792207792
台北市大安區復興南路二段,18.6,92.37,10888.0,2,4.0,2.0,2.0,0.0,0,8.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,117.87376853956911
台北市大安區忠孝東路四段,48.2,74.27,7888.0,1,4.0,2.0,3.0,1.0,0,13.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,106.20708226740273
台北市大安區安和路一段,42.1,44.46,4300.0,0,6.0,3.0,3.0,1.0,1,5.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,96.71614934772829
台北市大安區浦城街,50.1,56.52,4980.0,0,4.0,3.0,2.0,1.0,0,4.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,88.1104033970276
台北市大安區復興南路二段,40.8,38.41,3888.0,0,3.0,2.0,2.0,0.0,0,19.0,18,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,101.22363967716741
台北市大安區信義路三段,5.3,42.86,5788.0,1,2.0,2.0,2.0,0.0,0,7.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,135.0443303779748
台北市大安區忠孝東路四段,50.4,6.79,998.0,0,0.0,1.0,1.0,0.0,0,7.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,146.98085419734903
台北市大安區安和路二段,38.2,51.54,6380.0,0,3.0,2.0,2.0,1.0,0,12.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,123.78734963135429
台北市大安區和平東路二段,16.1,11.04,2388.0,0,1.0,1.0,1.0,0.0,0,7.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,216.30434782608697
台北市大安區安和路一段,36.5,52.86,5500.0,0,4.0,2.0,2.0,0.0,0,6.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,104.04842981460462
台北市大安區市民大道四段,42.3,23.74,2430.0,0,2.0,2.0,1.0,1.0,0,7.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,102.35888795282224
台北市大安區雲和街,44.9,23.49,2588.0,0,4.0,2.0,2.0,0.0,1,5.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,110.17454235845041
台北市大安區和平東路一段,41.2,33.45,4680.0,0,3.0,2.0,2.0,0.0,0,12.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,139.9103139013453
台北市大安區信義路三段,9.1,53.81,7880.0,1,1.0,2.0,1.0,0.0,0,14.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,146.44118193644303
台北市大安區延吉街,39.7,42.68,4488.0,0,3.0,2.0,2.0,2.0,0,7.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,105.15463917525773
台北市大安區和平東路二段,44.0,53.64,5188.0,0,3.0,1.0,5.0,1.0,1,7.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,96.71886651752423
台北市大安區大安路一段,46.5,46.48,4980.0,0,4.0,2.0,2.0,1.0,0,7.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,107.14285714285715
台北市大安區復興南路一段,1.9,16.46,2228.0,1,1.0,1.0,1.0,0.0,0,15.0,15,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,135.3584447144593
台北市大安區羅斯福路三段,1.0,33.41,5120.0,1,3.0,2.0,1.0,0.0,0,15.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,153.24753067943732
台北市大安區信義路二段,44.6,34.63,3498.0,0,4.0,2.0,2.0,1.0,0,5.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,101.01068437770718
台北市大安區市民大道四段,4.8,31.25,3988.0,0,2.0,1.0,1.0,0.0,0,10.0,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,127.616
台北市大安區復興南路二段,1.1,79.34,11200.0,2,3.0,2.0,2.0,0.0,0,23.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,141.1646080161331
台北市大安區復興南路一段,1.9,21.03,2788.0,1,1.0,1.0,1.0,0.0,0,15.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,132.57251545411316
台北市大安區泰順街,44.9,35.92,3600.0,0,2.0,2.0,2.0,0.0,0,5.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100.22271714922049
台北市大安區市民大道四段,38.7,23.02,3800.0,0,2.0,4.0,3.0,0.0,1,7.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,165.07384882710687
台北市大安區敦化南路一段,1.2,67.18,12588.0,1,1.0,2.0,2.0,0.0,0,20.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,187.37719559392676
台北市大安區通化街,44.2,55.79,4888.0,1,4.0,2.0,2.0,0.0,0,7.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,87.61426778992652
台北市大安區師大路,47.4,33.51,3188.0,0,4.0,0.0,4.0,0.0,0,7.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,95.13578036407043
台北市大安區忠孝東路四段,39.0,46.52,4680.0,0,2.0,2.0,2.0,1.0,0,7.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.60189165950128
台北市大安區忠孝東路三段,4.0,59.67,9500.0,1,2.0,2.0,2.0,0.0,0,31.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,159.2089827383945
台北市大安區安東街,1.7,11.28,1997.0,0,1.0,1.0,1.0,1.0,1,13.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,177.0390070921986
台北市大安區大安路一段,2.6,45.13,7228.0,0,3.0,2.0,2.0,0.0,0,9.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,160.15953910923997
台北市大安區忠孝東路三段,55.6,50.3,5180.0,0,4.0,2.0,2.0,0.0,0,6.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,102.98210735586481
台北市大安區臥龍街,1.4,46.84,5600.0,1,3.0,2.0,2.0,0.0,0,23.0,21,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,119.55593509820665
台北市大安區基隆路二段,5.1,36.16,4088.0,1,2.0,2.0,1.0,0.0,0,9.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,113.05309734513276
台北市大安區復興南路二段,43.5,44.86,5288.0,0,4.0,2.0,2.0,1.0,1,7.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,117.8778421756576
台北市大安區敦化南路一段,1.2,66.73,12980.0,1,3.0,2.0,2.0,0.0,0,20.0,12,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,194.5152105499775
台北市大安區瑞安街,10.8,13.38,2048.0,0,1.0,1.0,1.0,0.0,0,7.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,153.06427503736919
台北市大安區和平東路二段,39.0,46.49,5188.0,0,4.0,2.0,2.0,0.0,0,6.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,111.59389115938912
台北市大安區通化街,1.7,22.53,3748.0,0,2.0,2.0,1.0,0.0,0,8.0,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,166.3559698180204
台北市大安區辛亥路二段,37.1,47.96,4888.0,0,4.0,2.0,2.0,0.0,0,25.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,101.9182652210175
台北市大安區和平東路二段,38.9,43.63,5455.0,0,4.0,2.0,2.0,0.0,0,12.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,125.02865001146
台北市大安區安居街,41.9,43.96,3200.0,0,3.0,2.0,2.0,0.0,0,12.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,72.79344858962693
台北市大安區忠孝東路三段,52.6,34.82,4998.0,0,3.0,2.0,2.0,2.0,1,7.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,143.53819643882827
台北市大安區信義路三段,13.1,35.12,5988.0,1,1.0,1.0,1.0,1.0,0,12.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,170.501138952164
台北市大安區仁愛路四段,39.2,97.35,12780.0,1,4.0,2.0,4.0,0.0,0,17.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,131.2788906009245
台北市大安區樂利路,58.7,11.82,1348.0,0,2.0,2.0,1.0,0.0,0,4.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,114.04399323181049
台北市大安區瑞安街,10.8,20.13,3118.0,0,2.0,2.0,1.0,0.0,0,7.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,154.89319423745653
台北市大安區復興南路二段,48.4,23.75,2408.0,0,2.0,0.0,2.0,0.0,0,12.0,10,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,101.38947368421053
台北市大安區敦化南路一段,45.0,57.67,5980.0,0,8.0,0.0,8.0,0.0,0,7.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,103.69342812554187
台北市大安區敦化南路一段,1.2,64.25,11680.0,1,3.0,2.0,2.0,0.0,0,20.0,11,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,181.7898832684825
台北市大安區新生南路一段,48.8,34.71,4480.0,0,3.0,2.0,2.0,0.0,0,7.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,129.06943244021895
台北市大安區新生南路一段,48.8,35.4,4580.0,0,3.0,2.0,2.0,0.0,0,7.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,129.37853107344634
台北市大安區敦化南路一段,50.8,47.17,4688.0,0,6.0,3.0,2.0,0.0,0,4.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,99.38520245919015
台北市大安區羅斯福路三段,27.3,20.98,2888.0,1,3.0,2.0,5.0,0.0,1,11.0,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,137.65490943755958
台北市大安區八德路二段,36.5,31.05,2880.0,0,5.0,0.0,5.0,0.0,0,5.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,92.7536231884058
台北市大安區師大路,59.2,37.23,4280.0,0,4.0,2.0,5.0,1.0,0,4.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,114.96105291431643
台北市大安區敦化南路一段,1.2,64.25,11898.0,1,3.0,2.0,2.0,0.0,0,20.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,185.1828793774319
台北市大安區通化街,40.6,46.49,3588.0,0,6.0,2.0,2.0,0.0,1,5.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,77.17788771778876
台北市大安區東豐街,61.5,29.77,4580.0,0,3.0,2.0,2.0,0.0,0,4.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,153.84615384615384
台北市大安區延吉街,45.5,31.69,3380.0,0,4.0,2.0,2.0,0.0,0,7.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,106.6582518144525
台北市大安區建國南路一段,39.1,27.08,3088.0,0,3.0,2.0,2.0,0.0,0,14.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,114.03249630723782
台北市大安區忠孝東路四段,48.1,36.28,4480.0,0,3.0,2.0,2.0,1.0,1,7.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,123.48401323042998
台北市大安區潮州街,43.2,50.07,6450.0,0,4.0,2.0,3.0,0.0,0,7.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,128.81965248651886
台北市大安區仁愛路四段,44.2,62.71,7526.0,0,2.0,2.0,2.0,0.0,0,7.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,120.01275713602296
台北市大安區敦化南路一段,29.6,18.96,2288.0,1,1.0,0.0,1.0,0.0,0,9.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,120.67510548523207
台北市大安區復興南路一段,48.8,36.71,4980.0,0,3.0,2.0,2.0,1.0,0,7.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,135.65785889403432
台北市大安區復興南路一段,1.9,11.44,1968.0,0,1.0,1.0,1.0,0.0,0,15.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,172.02797202797203
台北市大安區浦城街,45.2,30.85,3388.0,0,3.0,2.0,2.0,0.0,0,5.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,109.82171799027552
台北市大安區潮州街,51.9,26.54,3388.0,0,3.0,2.0,2.0,0.0,0,5.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,127.65636774679729
台北市大安區和平東路三段,47.9,30.63,2438.0,0,3.0,2.0,2.0,0.0,0,5.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,79.59516813581456
台北市大安區青田街,2.2,13.86,2888.0,0,0.0,1.0,1.0,0.0,0,10.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,208.36940836940838
台北市大安區敦化南路二段,42.7,31.72,4650.0,0,2.0,2.0,2.0,0.0,0,20.0,12,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,146.5952080706179
台北市大安區和平東路二段,39.0,44.39,4688.0,0,3.0,2.0,2.0,0.0,0,6.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,105.60937148006307
台北市大安區文昌街,44.7,33.95,3788.0,0,3.0,2.0,2.0,0.0,0,7.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,111.57584683357878
台北市大安區安和路二段,18.7,14.28,1880.0,0,1.0,1.0,1.0,0.0,0,10.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,131.65266106442579
台北市大安區忠孝東路三段,55.0,52.71,5800.0,0,4.0,2.0,5.0,1.0,0,7.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,110.03604629102637
台北市大安區市民大道四段,38.7,11.41,2560.0,0,1.0,3.0,2.0,0.0,1,7.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,224.36459246275197
台北市大安區羅斯福路三段,45.4,9.31,1530.0,0,1.0,0.0,1.0,0.0,0,11.0,10,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,164.33941997851772
台北市大安區敦化南路二段,41.7,36.82,4388.0,0,3.0,2.0,2.0,0.0,0,7.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,119.17436175991308
台北市大安區安居街,49.7,31.16,2380.0,0,6.0,3.0,5.0,0.0,1,4.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,76.37997432605906
台北市大安區瑞安街,53.2,28.89,3300.0,0,5.0,3.0,2.0,0.0,1,4.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,114.22637590861889
台北市大安區羅斯福路三段,1.0,39.67,6080.0,1,3.0,2.0,2.0,0.0,0,15.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,153.26443156037308
台北市大安區信義路四段,41.7,51.58,5400.0,0,0.0,0.0,1.0,4.0,0,7.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,104.69174098487787
台北市大安區敦化南路一段,18.1,9.98,1568.0,0,1.0,1.0,1.0,0.0,0,9.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,157.11422845691382
台北市大安區和平東路三段,38.1,9.81,1698.0,0,1.0,1.0,1.0,0.0,0,10.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,173.0886850152905
台北市大安區復興南路二段,40.8,39.05,3780.0,0,3.0,2.0,2.0,0.0,0,19.0,13,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,96.79897567221512
台北市大安區和平東路一段,36.0,48.84,5988.0,0,4.0,2.0,2.0,0.0,0,20.0,13,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,122.6044226044226
台北市大安區通化街,49.4,19.38,2300.0,0,2.0,2.0,5.0,0.0,1,4.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,118.67905056759547
台北市大安區泰順街,49.0,52.91,4250.0,0,4.0,2.0,2.0,0.0,0,5.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,80.32508032508034
台北市大安區通化街,44.2,17.56,1800.0,0,1.0,2.0,1.0,0.0,0,7.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,102.50569476082005
台北市大安區溫州街,46.9,18.05,2600.0,0,2.0,2.0,1.0,0.0,0,7.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,144.04432132963987
台北市大安區敦化南路二段,47.2,10.61,2000.0,0,0.0,1.0,1.0,0.0,0,12.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,188.5014137606032
台北市大安區泰順街,11.2,24.17,3458.0,0,2.0,1.0,1.0,0.0,1,7.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,143.06992139015307
台北市大安區金山南路二段,39.9,34.09,3500.0,0,3.0,2.0,2.0,0.0,0,5.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,102.66940451745378
台北市大安區大安路一段,48.6,56.44,6490.0,0,3.0,2.0,1.0,0.0,0,12.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,114.98936924167258
台北市大安區忠孝東路三段,4.0,49.1,8200.0,1,2.0,2.0,2.0,0.0,0,31.0,10,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,167.0061099796334
台北市大安區麗水街,19.0,56.66,7200.0,1,3.0,2.0,2.0,0.0,0,6.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,127.07377338510413
台北市大安區信義路三段,17.5,11.79,1790.0,0,1.0,1.0,1.0,0.0,0,14.0,11,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,151.82357930449535
台北市大安區忠孝東路三段,54.1,30.43,3488.0,0,3.0,2.0,2.0,1.0,0,6.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,114.6237265856063
台北市大安區東豐街,61.5,29.23,4388.0,0,3.0,2.0,2.0,0.0,0,4.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,150.1197399931577
台北市大安區復興南路一段,1.9,11.44,1988.0,0,1.0,1.0,1.0,0.0,0,15.0,12,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,173.7762237762238
台北市大安區忠孝東路四段,46.7,43.6,5588.0,0,6.0,4.0,4.0,1.0,1,7.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,128.16513761467888
台北市大安區潮州街,11.4,187.39,19300.0,3,5.0,2.0,5.0,1.0,0,16.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,102.99375633705108
台北市大安區通化街,48.6,27.06,2980.0,0,3.0,2.0,2.0,0.0,0,7.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,110.12564671101256
台北市大安區和平東路一段,38.1,38.12,4688.0,0,3.0,2.0,2.0,1.0,0,12.0,9,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,122.9800629590766
台北市大安區新生南路一段,59.2,32.98,3588.0,0,3.0,2.0,2.0,2.0,1,4.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,108.79320800485144
台北市大安區和平東路二段,44.1,48.61,4700.0,0,3.0,2.0,2.0,0.0,0,12.0,10,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,96.68792429541247
台北市大安區復興南路二段,43.7,76.91,7500.0,0,4.0,3.0,3.0,3.0,1,6.0,-1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,97.51657781822911
台北市大安區復興南路一段,29.7,55.27,5888.0,1,4.0,2.0,2.0,0.0,0,16.0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,106.53157228152705
台北市大安區敦化南路一段,48.2,66.74,8800.0,1,3.0,2.0,3.0,2.0,0,14.0,11,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,131.85495954450107
台北市大安區仁愛路四段,43.3,31.67,3588.0,0,3.0,2.0,2.0,0.0,0,7.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,113.29333754341647
台北市大安區潮州街,11.4,135.39,13988.0,3,3.0,2.0,3.0,0.0,0,16.0,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,103.31634537262724
台北市大安區和平東路一段,11.2,182.68,28800.0,3,4.0,2.0,5.0,1.0,0,38.0,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,157.65272607838844
台北市大安區信義路三段,39.9,32.92,3880.0,0,3.0,2.0,2.0,0.0,0,16.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,117.86148238153098
台北市大安區大安路二段,54.2,40.37,4260.0,0,6.0,4.0,3.0,0.0,1,4.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,105.52390388902651
台北市大安區永康街,14.3,71.22,7688.0,1,3.0,2.0,2.0,0.0,0,7.0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,107.94720584105589
台北市大安區建國南路一段,49.4,47.7,5280.0,0,2.0,2.0,2.0,0.0,0,12.0,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,110.69182389937106
