路段,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天,單價(萬/坪)
台北市中山區中山北路二段,43.6,32.03,2698.0,0,4.0,0.0,4.0,0.0,0,6.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84.2335310646269
台北市中山區中山北路一段,59.4,32.66,2680.0,0,0.0,3.0,1.0,1.0,1,4.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82.05756276791183
台北市中山區新生北路二段,53.9,15.11,1680.0,0,2.0,1.0,2.0,0.0,0,12.0,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111.18464592984779
台北市中山區中山北路二段,40.3,24.23,3280.0,0,9.0,0.0,9.0,0.0,1,5.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135.3693768056129
台北市中山區大直街,45.4,87.93,8100.0,0,12.0,0.0,12.0,0.0,0,5.0,-1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.11873080859775
台北市中山區建國北路三段,45.5,29.93,1930.0,0,5.0,2.0,2.0,0.0,1,5.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.48379552288674
台北市中山區林森北路,14.3,11.42,1180.0,0,1.0,1.0,1.0,0.0,1,7.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,103.32749562171628
台北市中山區南京東路一段,50.9,59.53,4890.0,0,5.0,4.0,5.0,0.0,1,7.0,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82.14345708046363
台北市中山區中山北路二段,1.5,27.2,3368.0,0,1.0,2.0,2.0,0.0,0,15.0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,123.82352941176471
台北市中山區農安街,46.9,12.14,938.0,0,1.0,1.0,1.0,0.0,0,10.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77.2652388797364
台北市中山區德惠街,47.7,17.35,1950.0,0,2.0,1.0,1.0,0.0,0,8.0,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112.39193083573485
台北市中山區新生北路二段,47.2,9.67,580.0,0,1.0,0.0,1.0,0.0,0,14.0,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59.97931747673216
台北市中山區新生北路二段,47.2,10.42,625.0,0,1.0,0.0,1.0,0.0,0,14.0,14,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59.98080614203455
台北市中山區新生北路二段,47.2,8.76,526.0,0,1.0,0.0,1.0,0.0,0,14.0,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.045662100456624
台北市中山區新生北路二段,47.2,8.47,508.0,0,1.0,0.0,1.0,0.0,0,14.0,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59.97638724911452
台北市中山區新生北路二段,47.2,8.47,508.0,0,1.0,0.0,1.0,0.0,0,14.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59.97638724911452
台北市中山區新生北路二段,47.2,8.76,526.0,0,1.0,0.0,1.0,0.0,0,14.0,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.045662100456624
台北市中山區新生北路二段,47.2,8.63,518.0,0,1.0,0.0,1.0,0.0,0,14.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.02317497103128
台北市中山區新生北路二段,47.2,7.79,468.0,0,1.0,0.0,1.0,0.0,0,14.0,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.07702182284981
台北市中山區新生北路二段,47.2,8.69,522.0,0,1.0,0.0,1.0,0.0,0,14.0,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.069044879171464
台北市中山區新生北路二段,47.2,9.39,564.0,0,1.0,0.0,1.0,0.0,0,14.0,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.06389776357827
台北市中山區新生北路二段,28.3,21.33,2000.0,0,2.0,1.0,1.0,0.0,1,12.0,11,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93.76465072667605
台北市中山區雙城街,66.1,41.39,9988.0,0,3.0,3.0,3.0,1.0,1,2.0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241.31432713215753
台北市中山區明水路,32.0,89.68,12000.0,2,6.0,3.0,3.0,1.0,0,9.0,-1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133.80909901873326
台北市中山區中山北路二段,20.6,15.2,2580.0,0,2.0,2.0,2.0,0.0,1,12.0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,169.73684210526318
台北市中山區雙城街,37.2,11.16,1180.0,0,1.0,1.0,1.0,0.0,0,7.0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105.73476702508961
台北市中山區伊通街,7.9,34.02,3480.0,1,3.0,1.0,1.0,0.0,1,9.0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,102.29276895943562
台北市中山區中山北路二段,45.7,163.3,21000.0,0,11.0,3.0,13.0,0.0,1,5.0,-1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128.59767299448868
台北市中山區松江路,30.1,75.97,7580.0,0,2.0,2.0,2.0,4.0,1,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99.77622745820719
台北市中山區長安東路一段,31.3,9.73,1366.0,0,0.0,1.0,1.0,0.0,0,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140.39054470709146
台北市中山區吉林路,40.8,19.41,2288.0,0,4.0,3.0,2.0,0.0,1,7.0,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,117.87738279237506
台北市中山區新生北路二段,35.1,11.2,1200.0,0,0.0,2.0,1.0,0.0,0,9.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,107.14285714285715
台北市中山區新生北路二段,0.9,24.0,2788.0,0,2.0,2.0,1.0,0.0,0,10.0,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,116.16666666666667
台北市中山區松江路,34.0,47.77,2400.0,0,1.0,2.0,2.0,0.0,1,5.0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.24073686414067
台北市中山區林森北路,43.8,20.98,1200.0,0,3.0,1.0,1.0,0.0,0,12.0,11,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57.19733079122974
台北市中山區建國北路三段,43.0,35.87,2398.0,0,5.0,3.0,3.0,0.0,1,5.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66.85252299972122
台北市中山區龍江路,43.2,30.98,1788.0,0,3.0,2.0,2.0,0.0,0,5.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57.714654615881216
台北市中山區明水路,31.6,86.6,6800.0,1,4.0,2.0,2.0,1.0,0,8.0,-1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.52193995381063
台北市中山區五常街,10.2,18.32,2298.0,0,2.0,1.0,1.0,0.0,1,12.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,125.43668122270742
台北市中山區大直街,46.1,35.96,3870.0,0,4.0,0.0,4.0,0.0,0,5.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,107.61957730812013
台北市中山區林森北路,41.5,25.6,1850.0,0,3.0,0.0,3.0,0.0,0,13.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72.265625
台北市中山區龍江路,41.6,56.05,4688.0,0,3.0,2.0,2.0,0.0,0,14.0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.63960749330955
台北市中山區八德路二段,66.7,50.87,8200.0,0,6.0,4.0,5.0,2.0,1,2.0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161.1952034597995
台北市中山區農安街,43.3,32.23,2788.0,0,3.0,1.0,3.0,0.0,0,7.0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86.50325783431586
台北市中山區遼寧街,56.7,39.19,3300.0,0,4.0,2.0,2.0,0.0,1,4.0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84.20515437611635
台北市中山區吉林路,57.9,29.74,2788.0,0,6.0,0.0,6.0,0.0,0,5.0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93.74579690652321
台北市中山區松江路,53.9,43.69,3888.0,0,4.0,2.0,2.0,2.0,1,5.0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88.99061570153354
台北市中山區新生北路二段,28.3,12.57,1238.0,0,1.0,1.0,1.0,0.0,1,12.0,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98.4884645982498
台北市中山區中山北路二段,47.8,28.3,2388.0,0,4.0,0.0,4.0,0.0,0,5.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84.38162544169612
台北市中山區龍江路,41.6,56.05,5320.0,0,1.0,1.0,2.0,2.0,0,14.0,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94.91525423728814
台北市中山區合江街,55.2,14.25,1400.0,0,3.0,0.0,3.0,0.0,0,4.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98.24561403508773
台北市中山區建國北路二段,58.2,26.25,2488.0,0,3.0,2.0,1.0,0.0,0,4.0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.78095238095239
台北市中山區明水路,29.8,15.17,1590.0,0,2.0,2.0,2.0,1.0,1,16.0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,104.8121292023731
台北市中山區新生北路二段,17.5,25.73,1288.0,2,1.0,1.0,1.0,0.0,1,12.0,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50.05829770695686
台北市中山區新生北路二段,69.2,26.77,10888.0,0,1.0,2.0,2.0,0.0,0,2.0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,406.72394471423235
台北市中山區林森北路,22.6,41.2,2988.0,10,1.0,1.0,1.0,0.0,1,7.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72.52427184466019
台北市中山區林森北路,53.4,35.66,2298.0,0,5.0,0.0,5.0,0.0,0,7.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64.44195176668536
台北市中山區林森北路,44.9,25.99,2600.0,0,3.0,2.0,2.0,0.0,0,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100.03847633705271
台北市中山區吉林路,53.8,30.28,2580.0,0,5.0,3.0,2.0,0.0,1,4.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85.20475561426684
台北市中山區八德路二段,29.3,20.04,2200.0,2,1.0,1.0,1.0,0.0,0,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109.78043912175649
台北市中山區北安路,41.2,68.34,6492.0,0,6.0,3.0,4.0,0.0,0,5.0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.99561018437225
台北市中山區林森北路,60.1,21.84,2100.0,0,4.0,0.0,4.0,0.0,0,4.0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,96.15384615384616
台北市中山區北安路,41.2,34.17,3246.0,0,3.0,2.0,2.0,0.0,0,5.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.99561018437225
台北市中山區明水路,29.8,12.93,2088.0,0,1.0,1.0,1.0,1.0,1,16.0,9,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,161.48491879350348
台北市中山區新生北路二段,58.4,20.28,2400.0,0,0.0,2.0,1.0,0.0,0,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,118.34319526627219
台北市中山區中山北路一段,48.5,49.0,3300.0,0,6.0,0.0,6.0,1.0,1,4.0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67.34693877551021
台北市中山區八德路二段,62.8,32.31,3988.0,0,8.0,0.0,8.0,0.0,1,3.0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,123.42927886103372
台北市中山區八德路二段,42.0,38.9,4488.0,0,5.0,0.0,5.0,0.0,0,6.0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115.37275064267352
台北市中山區中山北路二段,114.3,10.65,4288.0,0,6.0,0.0,6.0,0.0,1,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,402.62910798122067
台北市中山區新生北路二段,42.1,35.41,3188.0,0,0.0,2.0,3.0,3.0,1,12.0,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.0310646709969
台北市中山區錦州街,48.7,34.29,2650.0,0,4.0,1.0,2.0,0.0,0,5.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77.28200641586469
台北市中山區松江路,53.5,19.05,3498.0,0,0.0,1.0,1.0,3.0,1,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,183.6220472440945
台北市中山區中山北路二段,48.5,16.13,1700.0,0,2.0,1.0,1.0,0.0,0,11.0,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,105.39367637941724
台北市中山區松江路,45.2,50.51,4150.0,0,3.0,2.0,2.0,0.0,0,12.0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.16194812908336
台北市中山區長安東路一段,37.2,22.93,1980.0,0,0.0,2.0,1.0,0.0,0,12.0,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86.34976013955517
台北市中山區伊通街,59.8,31.28,7580.0,0,0.0,1.0,1.0,2.0,1,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,242.32736572890025
台北市中山區民權東路二段,56.2,24.9,5288.0,0,2.0,2.0,2.0,1.0,1,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,212.3694779116466
台北市中山區民權東路二段,33.9,19.54,2080.0,0,2.0,2.0,1.0,1.0,1,5.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106.44831115660185
台北市中山區崇實路,55.8,38.47,4980.0,0,4.0,2.0,5.0,0.0,1,4.0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129.45152066545361
台北市中山區新生北路三段,56.3,25.6,2366.0,0,3.0,2.0,1.0,0.0,0,4.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.421875
台北市中山區龍江路,46.5,35.18,2088.0,0,3.0,2.0,2.0,0.0,0,5.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59.35190449118817
台北市中山區松江路,63.1,36.62,6600.0,0,4.0,5.0,3.0,1.0,1,2.0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.22938285090115
台北市中山區林森北路,19.6,7.01,1000.0,0,1.0,1.0,1.0,0.0,1,7.0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,142.65335235378032
台北市中山區大直街,47.2,37.63,3390.0,0,5.0,1.0,3.0,0.0,0,5.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.08769598724422
台北市中山區林森北路,49.5,12.02,1080.0,0,1.0,0.0,1.0,0.0,0,11.0,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89.85024958402663
台北市中山區天津街,38.7,8.37,950.0,0,1.0,1.0,1.0,0.0,0,8.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,113.50059737156512
台北市中山區林森北路,39.4,12.39,1450.0,0,1.0,1.0,1.0,0.0,0,7.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,117.02986279257465
台北市中山區北安路,47.7,21.55,1880.0,0,2.0,0.0,2.0,1.0,0,5.0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.23897911832947
台北市中山區遼寧街,59.0,18.51,2750.0,0,6.0,2.0,2.0,0.0,1,3.0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,148.56834143706104
台北市中山區龍江路,49.7,37.41,3550.0,0,8.0,1.0,8.0,0.0,1,4.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.89441325848705
台北市中山區龍江路,48.2,25.75,1950.0,0,8.0,0.0,8.0,0.0,1,4.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75.72815533980582
台北市中山區撫順街,43.2,8.21,950.0,0,1.0,0.0,1.0,0.0,0,6.0,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,115.71254567600486
台北市中山區龍江路,34.5,67.52,4888.0,1,5.0,2.0,4.0,0.0,1,5.0,-1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72.39336492890996
台北市中山區八德路二段,51.7,19.92,2780.0,0,2.0,1.0,1.0,0.0,0,4.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,139.5582329317269
台北市中山區松江路,57.2,16.79,1980.0,0,1.0,2.0,1.0,0.0,1,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,117.92733770101252
台北市中山區林森北路,49.5,13.51,1388.0,0,2.0,1.0,1.0,0.0,0,11.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102.73871206513694
台北市中山區中原街,48.7,10.36,1498.0,0,2.0,1.0,1.0,0.0,0,7.0,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144.5945945945946
台北市松山區民生東路五段,36.7,11.41,1068.0,0,1.0,0.0,1.0,0.0,0,20.0,19,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,93.60210341805434
台北市松山區健康路,33.0,44.23,3988.0,0,4.0,2.0,2.0,0.0,0,12.0,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,90.16504634863216
台北市松山區民生東路五段,36.7,11.41,1088.0,0,1.0,1.0,1.0,0.0,0,20.0,10,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,95.35495179666958
台北市松山區松河街,10.9,32.62,3280.0,1,2.0,2.0,1.0,0.0,0,15.0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,100.55180870631516
台北市松山區南京東路五段,43.0,33.6,3188.0,0,3.0,2.0,2.0,0.0,0,6.0,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,94.88095238095238
台北市松山區南京東路五段,36.1,21.56,2200.0,0,2.0,2.0,1.0,0.0,0,19.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,102.04081632653062
台北市松山區民生東路五段,43.1,56.78,4960.0,0,4.0,2.0,2.0,0.0,0,15.0,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,87.35470235998591
台北市松山區南京東路五段,21.5,46.63,4158.0,1,2.0,2.0,2.0,0.0,0,10.0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,89.17006219172207
台北市松山區民生東路五段,43.1,15.86,1698.0,0,1.0,1.0,1.0,0.0,0,15.0,10,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,107.06179066834805
台北市松山區民生東路五段,36.7,36.31,3260.0,0,3.0,2.0,2.0,0.0,0,20.0,16,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,89.78242908289727
台北市松山區八德路三段,37.2,12.86,1980.0,0,2.0,2.0,1.0,0.0,0,12.0,9,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,153.96578538102645
台北市松山區敦化北路,13.8,109.79,15880.0,2,3.0,2.0,3.0,2.0,0,10.0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,144.6397668275799
台北市松山區敦化北路,42.9,46.2,4788.0,0,5.0,3.0,3.0,0.0,1,7.0,7,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,103.63636363636363
台北市松山區八德路四段,12.2,24.78,2295.0,1,1.0,1.0,1.0,0.0,0,13.0,7,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,92.61501210653752
台北市松山區敦化北路,31.7,51.83,5980.0,0,3.0,2.0,2.0,0.0,0,12.0,11,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,115.37719467489872
台北市松山區新東街,54.6,22.19,1980.0,0,5.0,2.0,5.0,0.0,1,4.0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,89.22938260477692
台北市松山區民生東路五段,39.2,92.77,8980.0,1,5.0,3.0,4.0,1.0,1,3.0,-2,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,96.79853400883907
台北市松山區三民路,52.4,27.07,2598.0,0,3.0,2.0,1.0,0.0,0,4.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,95.97340229035832
台北市松山區健康路,28.6,54.7,4988.0,0,4.0,2.0,2.0,0.0,0,13.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,91.18829981718464
台北市松山區基隆路一段,43.8,24.4,1880.0,0,2.0,2.0,1.0,0.0,0,5.0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,77.04918032786885
台北市松山區民權東路三段,41.0,25.64,2600.0,0,2.0,2.0,1.0,0.0,0,7.0,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,101.40405616224649
台北市松山區民生東路五段,36.7,48.25,4588.0,0,4.0,2.0,2.0,0.0,0,20.0,8,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,95.0880829015544
台北市松山區光復南路,5.1,118.96,15908.0,3,3.0,2.0,3.0,3.0,0,22.0,17,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,133.72562205783458
台北市松山區八德路四段,12.2,16.95,1950.0,0,1.0,1.0,1.0,0.0,0,13.0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,115.04424778761063
台北市松山區南京東路五段,43.4,54.94,3980.0,1,3.0,2.0,2.0,0.0,0,16.0,7,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,72.44266472515471
台北市松山區富錦街,56.0,34.07,2780.0,0,3.0,2.0,5.0,0.0,0,4.0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,81.59671265042559
台北市松山區富錦街,55.3,36.69,3498.0,0,3.0,2.0,2.0,0.0,0,4.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,95.33932951757973
台北市松山區敦化南路一段,41.5,48.38,5600.0,0,3.0,2.0,5.0,0.0,0,7.0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,115.75031004547333
台北市松山區寶清街,36.3,13.86,1228.0,0,1.0,1.0,1.0,0.0,0,11.0,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,88.60028860028861
台北市松山區三民路,52.2,25.8,3180.0,0,3.0,3.0,1.0,1.0,1,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,123.25581395348837
台北市松山區寶清街,8.3,49.38,5365.0,1,3.0,2.0,2.0,1.0,0,13.0,7,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,108.64722559740785
台北市松山區民生東路四段,43.9,48.03,5500.0,0,3.0,3.0,5.0,0.0,1,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,114.5117634811576
台北市松山區南京東路五段,41.5,40.18,3386.0,0,3.0,2.0,2.0,0.0,0,14.0,7,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,84.27078148332504
台北市松山區富錦街,45.4,86.71,8888.0,2,3.0,3.0,3.0,2.0,0,7.0,7,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,102.50259485641796
台北市松山區南京東路四段,47.2,63.49,5500.0,0,4.0,2.0,2.0,0.0,0,12.0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,86.62781540400063
台北市松山區敦化北路,15.8,171.42,18230.0,5,3.0,2.0,2.0,1.0,0,12.0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,106.34698401586746
台北市松山區長安東路二段,41.6,67.39,6500.0,0,5.0,2.0,2.0,1.0,0,12.0,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,96.45347974476925
台北市松山區民生東路五段,43.1,55.49,4780.0,0,4.0,2.0,2.0,0.0,0,15.0,13,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,86.14164714362948
台北市松山區民生東路三段,47.0,57.38,5450.0,0,4.0,4.0,3.0,0.0,1,7.0,7,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,94.98082955733705
台北市松山區松河街,10.9,37.08,3350.0,1,2.0,2.0,1.0,0.0,0,15.0,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,90.34519956850055
台北市松山區民生東路五段,36.7,46.64,3650.0,1,3.0,2.0,2.0,0.0,0,20.0,11,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,78.2590051457976
台北市松山區三民路,53.9,35.12,3000.0,0,4.0,2.0,2.0,0.0,0,4.0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,85.42141230068337
台北市松山區八德路四段,16.6,48.17,4980.0,0,4.0,2.0,2.0,0.0,0,14.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,103.3838488685904
台北市松山區民權東路三段,42.3,42.65,4800.0,0,3.0,2.0,2.0,0.0,0,7.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.54396248534584
台北市松山區寶清街,8.3,57.99,5688.0,1,3.0,2.0,2.0,0.0,0,13.0,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,98.08587687532332
