行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,房屋總價,單位,房,廳,衛,車位數量,是否加蓋,房屋類型_公寓,房屋類型_大樓,房屋類型_華廈,房屋類型_透天
0,0,0,0,0,0,0,0,0,0,0,1,45.7,33800000,869948.0,3,2,2,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,28.47,8880000,311962.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,74.93,23970606,319899.0,4,2,3,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,33.58,19500000,580750.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,31.37,22680000,723074.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,34.13,20300000,594717.0,3,2,2,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,11.35,11350000,1000289.0,0,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,33.39,24180000,724172.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,57.35,19680000,343132.0,2,2,1,1,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,20.47,34800000,1700041.0,2,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,33.79,21100000,624406.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,23.94,14100000,589054.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,36.48,18010000,617861.0,2,2,1,1,1,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,16.05,14500000,903396.0,1,1,1,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,126.46,110500000,873796.0,4,2,3,3,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,19.53,20500000,1049704.0,2,2,1,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,11.68,10500000,898781.0,1,1,1,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,132.16,182000000,1557584.0,0,0,0,2,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,35.28,21000000,595180.0,3,2,2,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,26.59,16500000,620542.0,1,1,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,51.33,38000000,1050967.0,1,1,2,2,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,49.37,61800000,1251827.0,2,2,2,1,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,70.27,54000000,899720.0,3,3,2,1,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,41.76,41150000,985323.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,29.04,21600000,795501.0,2,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,19.97,6500000,325522.0,2,2,1,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,30.35,29600000,975201.0,3,1,2,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,14.26,15680000,1099830.0,1,1,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,24.01,14000000,583034.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,21.64,4500000,207941.0,3,1,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,21.81,22500000,1031631.0,2,2,1,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,39.27,35400000,901442.0,4,2,2,1,1,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,40.56,33000000,1123384.0,2,2,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,79.1,87120000,1260981.0,4,2,2,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,66.97,56000000,836156.0,0,0,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,33.31,28500000,855491.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,64.08,62000000,1283490.0,0,0,0,2,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,53.48,63000000,1388403.0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,64.06,69800000,1461669.0,0,0,0,2,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,104.32,116080000,1452688.0,0,0,0,3,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,74.04,38200000,630145.0,3,2,2,2,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,21.89,20500000,936292.0,2,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,10.57,5490000,519430.0,4,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,86.74,57280000,660353.0,3,2,3,1,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,66.65,64000000,1057238.0,3,1,2,1,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,22.28,10000000,448792.0,1,1,1,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,17.51,9000000,514032.0,3,2,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,5.84,3000000,514121.0,3,2,2,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,11.86,10500000,885257.0,2,1,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,59.91,10380000,173260.0,5,2,3,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,10.88,6500000,597378.0,2,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,11.79,13500000,1144901.0,1,1,1,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,24.16,14300000,591946.0,2,2,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,35.3,24200000,685639.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,18.28,15800000,864334.0,2,1,1,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,20.82,13400000,643583.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,79.92,135000000,1689251.0,4,0,3,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,47.29,30000000,634390.0,3,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,35.18,14500000,412161.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,49.25,28000000,568565.0,1,2,2,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,70.84,49500000,698767.0,3,2,2,1,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,63.83,61000000,1056887.0,1,1,2,1,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,35.88,28800000,1109241.0,1,1,1,1,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,45.97,47500000,1033267.0,4,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,25.3,26250000,1037386.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,58.27,23500000,403271.0,5,2,4,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,54.75,60500000,1261235.0,4,2,2,1,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,20.24,20480000,1011849.0,3,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,22.98,13340000,580409.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,13.14,7200000,548049.0,0,1,1,0,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,120.69,75380000,659986.0,3,2,2,3,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,39.28,24500000,623785.0,3,2,2,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,10.49,7000000,667259.0,1,1,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,33.8,21000000,621335.0,4,2,2,0,1,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,17.26,15500000,898156.0,2,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,47.46,35600000,750122.0,3,2,2,1,1,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,14.71,11900000,808780.0,1,1,1,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,126.31,152000000,1369467.0,3,2,5,2,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,28.46,15000000,527017.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,61.62,61000000,990004.0,5,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,20.46,8000000,390987.0,1,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,46.72,35080000,979856.0,2,2,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,29.56,12500000,422911.0,3,2,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,40.74,29800000,731458.0,3,2,2,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,54.07,63200000,1257549.0,3,2,2,1,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,59.13,39800000,1027185.0,1,2,2,2,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,23.01,10500000,456243.0,1,1,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,49.36,41880000,848430.0,2,2,2,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,42.78,32580000,761527.0,5,0,5,0,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,21.42,16800000,784427.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,25.63,22100000,1108815.0,1,1,1,1,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,42.59,16300000,382755.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,27.08,26500000,978702.0,2,2,1,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,118.75,57000000,480015.0,3,2,3,2,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,43.74,43650000,998051.0,3,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,14.77,8800000,595884.0,3,1,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,28.21,15860000,562191.0,3,2,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,27.87,18500000,663815.0,3,2,2,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,29.03,34200000,1178058.0,2,2,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,12.88,11300000,877303.0,1,1,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,19.53,17000000,870487.0,1,2,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,39.12,21000000,536862.0,3,2,2,0,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,63.52,58800000,1144276.0,3,2,2,2,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,13.34,6000000,449870.0,4,2,2,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,24.36,12600000,517173.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,8.88,15500000,1745823.0,1,1,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,25.48,10000000,392425.0,3,2,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,42.97,20800000,484025.0,3,2,2,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,51.79,34500000,666182.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,7.44,1000000,134437.0,4,1,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,20.0,15000000,749954.0,1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,38.55,24300000,630343.0,4,2,2,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,42.53,36580000,860073.0,5,3,3,0,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,26.71,12500000,468032.0,3,2,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,32.11,26000000,809709.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,20.39,19500000,956566.0,2,2,2,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,24.99,34100000,1639197.0,1,1,1,1,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,20.9,6000000,287129.0,6,1,1,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,34.81,25100000,721088.0,0,2,1,1,1,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,27.9,18520000,663742.0,2,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,31.27,10000000,319833.0,3,2,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,12.52,13800000,1101932.0,1,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,56.0,43500000,776721.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,63.28,82220000,1550136.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,16.15,14000000,866688.0,2,1,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,21.87,7000000,320064.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,17.54,12420000,707897.0,2,1,1,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,15.25,9680000,634671.0,1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,39.1,31000000,792942.0,3,2,2,0,0,0,1,0,0
