物件名稱,路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
文風研究院頂層闔家歡,研究院路三段,0,0,0,0,0,1,0,0,0,0,0,0,74.0,0,4.0,3.0,2.0,4.0,0,4.0,4.0,4.0,1.0,0,1,0,0,0
華固綠景兩房車位,向陽路,0,0,0,0,0,1,0,0,0,0,0,0,95.0,1,2.0,2.0,1.0,2.0,0,12.0,6.0,6.0,1.0,0,1,0,0,0
玉成大賞三房車,成福路,0,0,0,0,0,1,0,0,0,0,0,0,117.0,0,3.0,2.0,2.0,3.0,0,11.0,2.0,2.0,1.0,0,1,0,0,0
南港麗山段土地,,0,0,0,0,0,1,0,0,0,0,0,0,25.0,0,,,,,0,25.0,25.0,25.0,1.0,0,0,0,0,0
南港區風華金店面,園區街,0,0,0,0,0,1,0,0,0,0,0,0,157.0,0,5.0,2.0,1.0,5.0,0,10.0,1.0,1.0,1.0,0,0,0,0,0
南港園區風華金店面,園區街,0,0,0,0,0,1,0,0,0,0,0,0,171.0,0,1.0,1.0,1.0,1.0,0,10.0,1.0,1.0,1.0,0,0,0,0,0
C13南港世界心寬敞辦公室,重陽路,0,0,0,0,0,1,0,0,0,0,0,0,191.0,0,,,2.0,,0,12.0,2.0,2.0,1.0,0,0,0,0,0
C16近經貿商圈辦公大樓,重陽路,0,0,0,0,0,1,0,0,0,0,0,0,208.0,0,,,,,0,12.0,7.0,7.0,1.0,0,1,0,0,0
南港紐約花園雙車位好宅,三重路,0,0,0,0,0,1,0,0,0,0,0,0,228.0,1,4.0,2.0,2.0,4.0,0,13.0,8.0,8.0,1.0,0,1,0,0,0
後山埤黃金店面,玉成街,0,0,0,0,0,1,0,0,0,0,0,0,42.0,0,,,,,0,6.0,1.0,1.0,1.0,0,0,0,0,0
