區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
大安區,台北市大安區和平東路二段,8338,透天厝,76.2年,建坪22.25,主22.25,1~2/2樓,1房(室)2廳4衛(含加蓋1房(室)--廳2衛),1,25.0252572409,121.545210258
大安區,台北市大安區,2349,套房,--年,建坪12.05,主+陽7.30,2/6樓,1房(室)--廳1衛,0,25.0257523794186,121.541278804199
大安區,台北市大安區通化街,13888,透天厝,67.2年,建坪37.33,主37.33,1~2/2樓,2房(室)3廳3衛(含加蓋2房(室)1廳1衛),0,25.0319573,121.5541652
大安區,台北市大安區忠孝東路四段,5880,住宅大樓,56.4年,建坪46.94,主46.94,4/12樓,--房(室)1廳2衛,0,25.0412892964,121.547231398
大安區,台北市大安區信義路二段,2358,華廈,0.8年,建坪13.04,主+陽5.69,2/6樓,1房(室)--廳1衛(含加蓋--房(室)--廳1衛),1,25.0327987257,121.531831124
大安區,台北市大安區復興南路二段,4000,住宅大樓,40.8年,建坪39.29,主+陽29.88,19/19樓,3房(室)2廳2衛,0,25.0267417165,121.544519179
大安區,台北市大安區潮州街,3800,公寓,43.8年,建坪27.51,主+平26.79,1/5樓,4房(室)3廳4衛,0,25.0297213654,121.525203228
大安區,台北市大安區通化街,2088,公寓,41.1年,建坪26.20,主+陽26.20,4/5樓,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),0,25.0291709802,121.555063615
大安區,台北市大安區復興南路二段,2588,住宅大樓,37.9年,建坪19.07,主+陽14.59,8/12樓,3房(室)1廳1衛,1,25.0250072278716,121.543793403451
大安區,台北市大安區麗水街,6899,公寓,43.1年,建坪49.27,主+陽43.76,2/5樓,4房(室)2廳2衛,0,25.0304695099,121.529336428
大安區,台北市大安區復興南路二段,5288,華廈,43.4年,建坪44.86,主+陽41.40,2/7樓,4房(室)2廳2衛,0,25.0294861368,121.544686549
大安區,台北市大安區延吉街,14300,華廈,38.7年,建坪37.55,主+平13.90,B1~1/7樓,--房(室)2廳3衛,1,25.0435671,121.553245
大安區,台北市大安區延吉街,4180,華廈,39.5年,建坪47.43,主+陽41.89,2/7樓,6房(室)--廳6衛,0,25.043344974,121.554095561
大安區,台北市大安區大安路一段,1498,套房,46.4年,建坪13.60,主+陽10.94,2/7樓,1房(室)1廳1衛,0,25.0447414115,121.546121873
大安區,台北市大安區和平東路三段,3380,華廈,47.0年,建坪32.92,主+陽27.94,3/7樓,3房(室)2廳2衛,0,25.0237512771,121.551128674
大安區,台北市大安區敦化南路二段,2988,住宅大樓,50.7年,建坪21.76,主17.35,7/16樓,2房(室)1廳1衛,0,25.0313793313,121.548413676
大安區,台北市大安區瑞安街,11949,華廈,12.6年,建坪108.83,主+陽47.53,2/7樓,3房(室)2廳2衛,5,25.0296686227857,121.545185326195
大安區,台北市大安區大安路一段,21600,住宅大樓,54.1年,建坪82.43,主82.43,2/11樓,--房(室)1廳1衛,1,25.0422454532,121.546300754
大安區,台北市大安區信義路四段,5000,公寓,59.1年,建坪30.10,主30.10,3/4樓,6房(室)1廳4衛,0,25.0340811176,121.544292544
大安區,台北市大安區延吉街,8500,華廈,38.8年,建坪75.16,主+陽51.33,2/7樓,1房(室)3廳2衛,2,25.0437083765,121.553774399
大安區,台北市大安區,5088,住宅大樓,--年,建坪31.21,主+陽15.05,5/24樓,--房(室)--廳--衛,1,25.0399830360257,121.556091070361
大安區,台北市大安區忠孝東路四段,15000,華廈,32.2年,建坪54.98,主+平15.32,B1~1/8樓,4房(室)5廳4衛(含加蓋1房(室)1廳1衛),1,25.0397961990809,121.550448897553
