區域,建案名稱,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位
信義區,W110臻藏名邸,台北市信義區光復南路,3488 萬,住宅大樓,17.5年,建坪28.88,主+陽18.99,5/18樓,1房(室)2廳1衛,0
信義區,綠景邊間黃金三樓,台北市信義區吳興街,1860 萬,公寓,43.3年,建坪32.50,主+陽32.49,3/5樓,3房(室)2廳2衛,0
信義區,Joyce高樓景,台北市信義區市民大道六段,1988 萬 (含車位價),住宅大樓,3.9年,建坪18.45,主+陽8.27,8/12樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),1
信義區,大巨蛋國館黑土屋,台北市信義區忠孝東路四段,4900 萬,公寓,55.5年,建坪45.00,主45.00,2/4樓,4房(室)2廳2衛,0
信義區,忠孝市府輕奢美宅,台北市信義區忠孝東路五段,5688 萬 (含車位價),住宅大樓,11.5年,建坪36.40,主+陽18.06,11/13樓,1房(室)3廳2衛(含加蓋1房(室)--廳1衛),1
信義區,信義電梯四房附車,台北市信義區吳興街,3150 萬 (含車位價),華廈,35.4年,建坪57.07,主+陽40.24,2/6樓,4房(室)2廳2衛,1
信義區,後山埤美妝頂加,台北市信義區中坡南路,2790 萬,公寓,42.7年,建坪29.18,主+陽27.07,5/5樓,4房(室)3廳2衛(含加蓋2房(室)1廳1衛),0
信義區,馬到成功市府美寓,台北市信義區永吉路,2988 萬,公寓,47.3年,建坪28.05,主+陽28.05,5/5樓,3房(室)2廳1衛,0
信義區,松勤高樓世貿新城,台北市信義區松勤街,6100 萬 (含車位價),華廈,27.9年,建坪52.08,主+陽26.21,8/9樓,3房(室)2廳2衛,1
信義區,信義露臺樓中樓,台北市信義區林口街,6980 萬 (含車位價),華廈,35.4年,建坪79.14,主+陽+露49.75,9~10/10樓,6房(室)2廳3衛(含加蓋3房(室)--廳--衛),1
信義區,樹景頂加捷運美宅,台北市信義區大道路,2380 萬,公寓,43.1年,建坪34.36,主+陽30.63,5/5樓,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),0
信義區,國泰方正邊間美夏,台北市信義區富陽街,3200 萬,華廈,43.7年,建坪37.11,主+陽32.80,5/7樓,3房(室)2廳2衛,0
信義區,太陽磁場稀有釋出,台北市信義區信義路六段,5388 萬 (含車位價),住宅大樓,31.5年,建坪67.69,主+陽47.71,2/16樓,5房(室)2廳2衛,1
信義區,捷運景觀高樓電梯,台北市信義區崇德街,1750 萬,華廈,32.6年,建坪18.37,主12.35,6/7樓,--房(室)1廳1衛,0
信義區,捷運小坪數辦公,台北市信義區基隆路二段,1588 萬,辦公商業大樓,29.0年,建坪15.42,主+陽11.97,13/21樓,--房(室)1廳1衛,0
信義區,Y39旁獨戶美寓,台北市信義區吳興街,3100 萬,公寓,36.9年,建坪43.20,主+陽34.81,5/5樓,4房(室)2廳2衛,0
信義區,現代之藝尊榮戶,台北市信義區松仁路,16500 萬 (含車位價),華廈,25.0年,建坪125.20,主+陽69.36,6/9樓,3房(室)2廳2衛,1
信義區,華固摸馬樹海美景,台北市信義區忠孝東路五段,1880 萬,辦公商業大樓,21.4年,建坪11.40,主+陽7.49,3/11樓,1房(室)1廳1衛(含加蓋1房(室)--廳1衛),0
信義區,一層一戶永春3房,台北市信義區虎林街,2680 萬,公寓,24.4年,建坪28.39,主+陽23.72,4/5樓,3房(室)1廳2衛,0
信義區,101景市府兩房,台北市信義區松信路,2188 萬,住宅大樓,44.2年,建坪26.34,主+陽23.90,6/12樓,2房(室)2廳1衛,0
信義區,捷運裝潢三陽麗多,台北市信義區忠孝東路五段,2988 萬,公寓,40.8年,建坪45.14,主+陽41.35,4/5樓,4房(室)2廳2衛,0
信義區,財經世紀低總住辦,台北市信義區基隆路二段,2337 萬,辦公商業大樓,34.4年,建坪29.59,主17.69,3/12樓,1房(室)1廳1衛,0
信義區,福爾摩沙樓中樓,台北市信義區松德路,4988 萬,辦公商業大樓,32.8年,建坪56.77,主+陽43.51,14~15/30樓,4房(室)2廳1衛(含加蓋1房(室)--廳--衛),0
信義區,國美信義裝潢美宅,台北市信義區忠孝東路五段,20888 萬 (含車位價),住宅大樓,19.6年,建坪127.60,主+陽61.95,6/14樓,4房(室)2廳4衛(含加蓋1房(室)--廳1衛),1
信義區,面101景觀三房,台北市信義區信義路五段,1650 萬,公寓,41.5年,建坪23.03,主+陽22.37,4/5樓,3房(室)2廳1衛,0
信義區,公園景觀捷運美宅,台北市信義區忠孝東路五段,2600 萬,公寓,53.7年,建坪23.88,主23.88,2/4樓,2房(室)2廳2衛,0
信義區,世貿管理住辦大樓,台北市信義區基隆路二段,2800 萬,辦公商業大樓,40.5年,建坪32.36,主+陽26.13,4/12樓,3房(室)2廳1衛,0
信義區,上林苑美透天別墅,台北市信義區青雲街,9880 萬,透天厝,40.2年,建坪102.87,主+平+陽78.16,B1~3/3樓,6房(室)5廳5衛(含加蓋1房(室)1廳1衛),0
信義區,首選捷運電梯三房,台北市信義區基隆路二段,2880 萬,辦公商業大樓,43.0年,建坪33.38,主+陽27.77,5/12樓,3房(室)2廳2衛,0
信義區,大巨強美妝大三房,台北市信義區忠孝東路四段,4480 萬,華廈,35.1年,建坪--,無資料,4/6樓,3房(室)2廳2衛,0
信義區,市府裝潢三房附車,台北市信義區永吉路,5226 萬 (含車位價),住宅大樓,18.3年,建坪52.43,主+陽26.32,12/12樓,3房(室)2廳2衛,1
信義區,綠景城堡四房豪宅,台北市信義區吳興街,5688 萬 (含車位價),住宅大樓,32.1年,建坪100.40,主+陽+露59.78,2/15樓,4房(室)2廳2衛,1
信義區,永春捷運黃金三樓,台北市信義區虎林街,2680 萬,公寓,24.3年,建坪28.39,主+陽23.72,3/5樓,3房(室)2廳2衛,0
信義區,國館巨蛋公園店面,台北市信義區逸仙路,5988 萬,店面,47.7年,建坪35.63,主31.93,1/12樓,--房(室)1廳1衛,0
信義區,鋼骨捷運裝潢兩房,台北市信義區信義路五段,3488 萬,住宅大樓,19.2年,建坪27.65,主+陽16.96,16/19樓,2房(室)1廳1衛,0
信義區,川普2房林蔭含車,台北市信義區信義路五段,3480 萬 (含車位價),辦公商業大樓,16.7年,建坪36.68,主+陽15.52,2/19樓,2房(室)1廳1衛,1
信義區,永春捷運二樓3房,台北市信義區虎林街,2680 萬,公寓,24.3年,建坪28.39,主+陽23.72,2/5樓,3房(室)2廳2衛,0
信義區,世貿捷運電梯5房,台北市信義區莊敬路,5980 萬,華廈,40.6年,建坪55.57,主+陽51.23,6/7樓,5房(室)2廳2衛,0
信義區,計畫區旁邊間公寓,台北市信義區虎林街,2700 萬,公寓,49.0年,建坪24.85,主+陽24.86,4/5樓,4房(室)--廳1衛,0
信義區,世貿公園管理三房,台北市信義區吳興街,2050 萬,公寓,36.4年,建坪34.33,主+陽31.14,5/5樓,3房(室)2廳2衛,0
信義區,邊間！都會採光宅,台北市信義區林口街,4500 萬,公寓,52.2年,建坪--,無資料,4/4樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),0
信義區,信義財經稀有大戶,台北市信義區信義路四段,5380 萬,住宅大樓,35.6年,建坪44.59,主+陽+露41.57,11/11樓,--房(室)2廳3衛(含加蓋--房(室)1廳2衛),0
信義區,廣慈邊間方正3房,台北市信義區福德街,1888 萬,公寓,39.6年,建坪24.72,主+陽24.72,4/5樓,3房(室)2廳2衛,0
信義區,家美金融山景美辦,台北市信義區忠孝東路五段,7250 萬 (含車位價),辦公商業大樓,32.5年,建坪86.34,主+陽53.18,8/27樓,2房(室)1廳1衛,1
信義區,市府捷運精美臻品,台北市信義區永吉路,2088 萬,華廈,8.1年,建坪17.32,主+陽8.40,4/8樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
信義區,駿馬騰躍景觀露臺,台北市信義區永吉路,2700 萬,華廈,7.2年,建坪20.08,主+陽13.68,7/7樓,1房(室)1廳1衛,0
信義區,福爾摩莎面公園,台北市信義區松德路,4880 萬 (含車位價),辦公商業大樓,32.7年,建坪61.01,主+陽38.56,3/30樓,4房(室)2廳1衛,1
信義區,任遠信義捷運純辦,台北市信義區忠孝東路五段,8688 萬 (含車位價),辦公商業大樓,33.4年,建坪138.23,主+陽+露89.77,3/10樓,--房(室)4廳--衛(含加蓋--房(室)1廳--衛),1
信義區,潤泰信義低總坡車,台北市信義區信安街,2380 萬 (含車位價),住宅大樓,2.1年,建坪26.52,主+陽9.35,11/12樓,1房(室)1廳1衛,1
信義區,廣慈公園邊間3樓,台北市信義區大道路,2188 萬,公寓,54.0年,建坪25.40,主+陽25.40,3/4樓,3房(室)2廳1衛,0
信義區,市府美妝小資首選,台北市信義區忠孝東路五段,1588 萬,華廈,16.3年,建坪9.97,主+陽5.75,5/7樓,1房(室)--廳1衛,0
信義區,世貿捷運高樓遠景,台北市信義區基隆路二段,5118 萬 (含車位價),住宅大樓,36.5年,建坪71.06,主45.89,12/12樓,3房(室)2廳2衛,1
信義區,北市巨蛋面寬一樓,台北市信義區松隆路,4280 萬,華廈,42.5年,建坪34.62,主+平30.22,1/7樓,3房(室)2廳2衛,0
信義區,太陽磁場四房豪邸,台北市信義區信義路六段,5688 萬 (含車位價),住宅大樓,31.4年,建坪67.73,主+陽48.42,7/16樓,4房(室)2廳2衛,1
信義區,北醫金雞美妝收租,台北市信義區吳興街,3288 萬,公寓,39.5年,建坪46.61,主+平41.59,1/5樓,7房(室)4廳4衛(含加蓋1房(室)--廳--衛),0
信義區,鋼骨露臺大戶名邸,台北市信義區松德路,12888 萬 (含車位價),住宅大樓,31.3年,建坪115.06,主+陽+露83.38,19~20/23樓,6房(室)2廳4衛(含加蓋1房(室)--廳1衛),1
信義區,仁愛市府景觀東華,台北市信義區仁愛路四段,6180 萬,住宅大樓,45.5年,建坪42.56,主+陽35.54,9/12樓,2房(室)2廳1衛,0
信義區,北市景觀鋼骨辦公,台北市信義區基隆路一段,7800 萬,辦公商業大樓,20.1年,建坪65.78,主+陽41.76,12/13樓,--房(室)1廳1衛,0
信義區,永春頂加機能宅,台北市信義區虎林街,2580 萬,公寓,42.5年,建坪44.54,主+陽+露44.54,5/5樓,7房(室)3廳3衛(含加蓋3房(室)1廳1衛),0
信義區,福德邊間一樓,台北市信義區福德街,2450 萬,公寓,47.8年,建坪22.25,主+平22.25,1/4樓,3房(室)2廳2衛,0
信義區,市府貴婦公園豪邸,台北市信義區忠孝東路五段,6088 萬 (含車位價),住宅大樓,11.4年,建坪35.31,主+陽17.45,11/13樓,1房(室)2廳2衛(含加蓋1房(室)--廳1衛),1
信義區,國館黑土公寓2樓,台北市信義區光復南路,3500 萬,公寓,41.9年,建坪36.07,主+陽34.22,2/5樓,3房(室)2廳1.5衛,0
信義區,方來正好幸福美宅,台北市信義區和平東路三段,2180 萬,公寓,48.5年,建坪32.56,主+陽32.56,4/5樓,3房(室)2廳2衛,0
信義區,市府高樓景觀美辦,台北市信義區基隆路一段,4800 萬,辦公商業大樓,20.0年,建坪45.74,主+陽28.63,12/13樓,2房(室)1廳1衛,0
信義區,邊間一樓好停車,台北市信義區吳興街,2360 萬,公寓,31.6年,建坪44.13,主+平35.48,1/5樓,3房(室)2廳2衛,0
信義區,世貿面寬車庫一樓,台北市信義區吳興街,3980 萬,公寓,41.3年,建坪40.01,主+平28.54,1/5樓,5房(室)3廳2衛(含加蓋3房(室)1廳--衛),0
信義區,世貿金虎D1頂辦,台北市信義區信義路五段,2780 萬 (含車位價),辦公商業大樓,27.3年,建坪20.04,主+陽+露9.61,14/14樓,--房(室)1廳1衛,1
信義區,昇陽逸仙-翠亨村,台北市信義區逸仙路,7180 萬,住宅大樓,41.0年,建坪43.06,主+陽33.94,7/12樓,3房(室)2廳2衛,0
信義區,信義美妝靜巷三房,台北市信義區富陽街,1988 萬,公寓,51.2年,建坪26.49,主26.49,4/4樓,3房(室)2廳1衛,0
信義區,松德88邊間三房,台北市信義區松德路,6853 萬 (含車位價),住宅大樓,0.3年,建坪49.76,主+陽27.35,3/14樓,3房(室)2廳2衛,1
信義區,世貿帛詩華小豪宅,台北市信義區基隆路二段,3676 萬 (含車位價),住宅大樓,11.2年,建坪34.80,主+陽20.91,2/15樓,1房(室)2廳1衛,1
信義區,全坤芳鄰高樓四房,台北市信義區光復南路,4880 萬,住宅大樓,43.9年,建坪51.18,主+陽44.79,11/12樓,4房(室)2廳2衛,0
信義區,三代同堂庭院一樓,台北市信義區福德街,4380 萬,公寓,49.3年,建坪27.46,主27.46,1/4樓,4房(室)2廳1.5衛(含加蓋1房(室)--廳1.5衛),0
信義區,廣慈難得二樓,台北市信義區忠孝東路五段,2488 萬,公寓,55.2年,建坪28.10,主28.10,2/4樓,3房(室)2廳1衛,0
信義區,世貿101高樓景,台北市信義區信義路四段,5568 萬 (含車位價),辦公商業大樓,26.1年,建坪47.91,主+陽31.98,10/11樓,2房(室)2廳2衛,1
信義區,永春美妝一樓,台北市信義區虎林街,4980 萬,公寓,43.6年,建坪32.40,主+平30.02,1/5樓,3房(室)2廳1衛,0
信義區,精美頂家101景,台北市信義區吳興街,2988 萬,公寓,46.2年,建坪36.29,主+陽36.29,5/5樓,4房(室)2廳3衛(含加蓋1房(室)--廳1衛),0
信義區,信義稀有低總公寓,台北市信義區吳興街,1498 萬,公寓,47.9年,建坪21.42,主+陽21.42,4/4樓,2房(室)2廳1衛,0
信義區,信義小資置產美妝,台北市信義區光復南路,1738 萬,辦公商業大樓,36.9年,建坪14.32,主+陽11.13,8/12樓,1房(室)1廳1衛,0
信義區,低總價黃金三樓,台北市信義區中坡南路,2198 萬,公寓,42.7年,建坪23.73,主+陽18.64,3/5樓,2房(室)2廳1衛,0
信義區,福爾摩莎公園綠蔭,台北市信義區松德路,4530 萬,辦公商業大樓,32.6年,建坪48.98,主+陽38.56,3/30樓,4房(室)2廳1衛,0
信義區,北醫停車一樓,台北市信義區吳興街,2800 萬,公寓,49.6年,建坪25.24,主25.24,1/4樓,1房(室)2廳2衛(含加蓋--房(室)1廳1衛),0
信義區,吳興低總可營登,台北市信義區吳興街,680 萬,店面,30.3年,建坪12.74,主8.12,B1/7樓,1房(室)1廳1衛,0
信義區,光南邊間大住辦,台北市信義區光復南路,7888 萬,辦公商業大樓,36.9年,建坪75.48,主+陽58.80,2/12樓,2房(室)2廳3衛,0
信義區,家美金融遠景辦公,台北市信義區忠孝東路五段,6270 萬 (含車位價),辦公商業大樓,32.5年,建坪74.60,主+陽56.49,10/28樓,2房(室)1廳2衛,1
信義區,忠孝面寬車庫一樓,台北市信義區忠孝東路五段,6988 萬,華廈,44.0年,建坪--,無資料,B1~1/7樓,5房(室)3廳2衛(含加蓋3房(室)1廳--衛),0
信義區,捷運黑土黃金透天,台北市信義區崇德街,5500 萬,透天厝,60.5年,建坪34.33,主34.33,1~2/2樓,2房(室)3廳1衛(含加蓋--房(室)1廳--衛),0
信義區,新案富陽黃金二樓,台北市信義區富陽街,2200 萬,公寓,51.2年,建坪29.30,主29.30,2/4樓,3房(室)2廳1衛,0
信義區,文創稀有大店面,台北市信義區忠孝東路四段,19000 萬,店面,48.0年,建坪54.63,主+平31.12,B1~1/7樓,1房(室)1廳1衛,0
信義區,計劃區松雍豪邸,台北市信義區松勇路,20438 萬 (含車位價),住宅大樓,1.5年,建坪107.06,主+陽58.52,7/16樓,3房(室)2廳3衛,1
信義區,領袖名邸花園大戶,台北市信義區忠孝東路五段,23800 萬 (含車位價),華廈,27.4年,建坪98.32,主+陽80.74,1/8樓,6房(室)2廳4衛,1
信義區,未來捷運都更置產,台北市信義區信義路五段,2500 萬,公寓,49.1年,建坪36.57,主36.57,5/5樓,3房(室)3廳2衛(含加蓋--房(室)1廳--衛),0
信義區,信義邊間稀有一樓,台北市信義區富陽街,3860 萬,公寓,51.2年,建坪29.67,主29.67,1/4樓,3房(室)2廳1衛,0
信義區,上林苑唯美美屋,台北市信義區青雲街,15000 萬,透天厝,40.0年,建坪121.42,主+平+陽97.61,B1~3/3樓,6房(室)4廳5衛(含加蓋3房(室)--廳2.5衛),0
信義區,面寬一樓可住店辦,台北市信義區基隆路一段,2980 萬,店面,42.3年,建坪27.70,主20.69,1/12樓,1房(室)2廳1衛,0
信義區,信義松雍13A,台北市信義區松勇路,20420 萬,住宅大樓,1.5年,建坪93.44,主+陽58.52,13/16樓,--房(室)1廳--衛,0
信義區,信義松雍13B,台北市信義區松勇路,21500 萬 (含車位價),住宅大樓,1.5年,建坪120.69,主+陽58.52,13/16樓,--房(室)1廳--衛,1
信義區,信義松雍4B,台北市信義區松勇路,19988 萬 (含車位價),住宅大樓,1.5年,建坪120.69,主+陽58.52,4/16樓,4房(室)1廳--衛,1
信義區,信義松雍4A,台北市信義區松勇路,18888 萬,住宅大樓,1.5年,建坪93.44,主+陽58.52,4/16樓,4房(室)1廳--衛,0
信義區,璞園松雍林蔭美景,台北市信義區松勇路,21200 萬 (含車位價),住宅大樓,1.4年,建坪107.06,主+陽58.52,8/16樓,3房(室)2廳3衛,1
信義區,吳興雙車後有庭院,台北市信義區吳興街,3980 萬,公寓,38.3年,建坪26.55,主+平26.56,1/5樓,4房(室)4廳4衛(含加蓋2房(室)2廳2衛),0
信義區,世貿置產收租最愛,台北市信義區吳興街,2380 萬,公寓,47.5年,建坪27.48,主+陽27.48,5/5樓,7房(室)--廳7衛(含加蓋2房(室)--廳2衛),0
信義區,象山捷運鼎佳美寓,台北市信義區信義路五段,2850 萬,公寓,43.2年,建坪36.83,主+陽29.26,5/5樓,7房(室)3廳3衛(含加蓋3房(室)1廳1衛),0
信義區,紫雲綠景景觀華夏,台北市信義區紫雲街,2258 萬,華廈,45.6年,建坪39.45,主+陽38.26,4/7樓,3房(室)1廳2衛,0
信義區,挹翠美墅城堡,台北市信義區祥雲街,7888 萬,透天厝,49.6年,建坪66.70,主59.73,1~2/2樓,5房(室)2廳4衛,0
信義區,帛詩華三房高樓景,台北市信義區基隆路二段,7600 萬 (含車位價),住宅大樓,11.2年,建坪60.16,主+陽37.45,14/15樓,3房(室)2廳2衛,1
信義區,莊敬稀有頂佳,台北市信義區莊敬路,2987 萬,公寓,50.2年,建坪30.91,主30.91,4/4樓,7房(室)4廳2衛(含加蓋4房(室)2廳1衛),0
信義區,正吳興街稀有金店,台北市信義區吳興街,2699 萬,店面,49.5年,建坪16.12,主16.12,1/4樓,3房(室)2廳1衛(含加蓋3房(室)1廳--衛),0
信義區,松仁路燙金店面巷,台北市信義區莊敬路,3980 萬,店面,50.2年,建坪27.84,主27.84,1/4樓,3房(室)2廳1衛(含加蓋--房(室)--廳1衛),0
信義區,棉花田高樓遠景,台北市信義區信義路五段,4088 萬,住宅大樓,29.1年,建坪53.36,主+陽33.93,14/16樓,3房(室)2廳2衛,0
信義區,威尼斯稀有美三房,台北市信義區松仁路,4120 萬 (含車位價),華廈,11.7年,建坪34.81,主13.96,2/9樓,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),1
信義區,一樓護膝大空間,台北市信義區吳興街,2680 萬,公寓,42.3年,建坪27.47,主+平24.84,1/5樓,1房(室)3廳2衛(含加蓋--房(室)1廳1衛),0
信義區,璞真帝王美景戶,台北市信義區永吉路,10988 萬 (含車位價),住宅大樓,3.1年,建坪91.93,主+陽42.23,18/21樓,4房(室)2廳3衛,1
信義區,璞園松雍高樓遠景,台北市信義區松勇路,20580 萬 (含車位價),住宅大樓,1.4年,建坪107.06,主+陽58.52,10/16樓,2房(室)2廳3衛,1
信義區,維也納樹海名邸,台北市信義區松高路,15000 萬,住宅大樓,28.1年,建坪71.22,主+陽52.22,1/14樓,4房(室)2廳2衛,0
信義區,廣慈稀有低總公寓,台北市信義區福德街,1800 萬,公寓,47.6年,建坪22.79,主20.74,4/4樓,2房(室)2廳2衛,0
信義區,忠孝玫瑰大店辦,台北市信義區忠孝東路五段,10800 萬,店面,47.0年,建坪212.76,主193.88,B1/12樓,--房(室)--廳6衛(含加蓋--房(室)--廳6衛),0
信義區,宏普名人奢華豪邸,台北市信義區富陽街,5888 萬 (含車位價),華廈,15.1年,建坪61.92,主+陽35.89,4/7樓,3房(室)2廳2衛,1
信義區,一樓靜巷好停車,台北市信義區松山路,3388 萬,公寓,53.8年,建坪24.31,主24.31,1/4樓,3房(室)2廳1衛,0
信義區,新川普美妝低總,台北市信義區信義路五段,1980 萬,套房,16.5年,建坪14.43,主+陽9.17,4/19樓,1房(室)1廳1衛(含加蓋--房(室)--廳1衛),0
信義區,101景捷運雙車,台北市信義區文昌街,5380 萬 (含車位價),辦公商業大樓,23.3年,建坪79.12,主+陽28.88,14/14樓,3房(室)2廳2衛,1
信義區,森葉永春鋼骨商用,台北市信義區忠孝東路五段,13588 萬,辦公商業大樓,4.9年,建坪89.77,主+陽63.02,2/21樓,--房(室)1廳1衛,0
信義區,永春二樓稀有釋出,台北市信義區永吉路,3080 萬,公寓,48.0年,建坪33.37,主+陽33.36,2/5樓,3房(室)2廳2衛,0
信義區,新世界高樓專營,台北市信義區松勤街,2698 萬 (含車位價),住宅大樓,18.0年,建坪19.94,主+陽9.53,16/19樓,1房(室)1廳1衛(含加蓋--房(室)--廳0.5衛),1
信義區,香榭高樓綠景兩房,台北市信義區信義路五段,3488 萬 (含車位價),住宅大樓,19.0年,建坪32.77,主+陽17.06,17/19樓,2房(室)1廳1衛,1
信義區,忠孝界次高美妝,台北市信義區中坡南路,2698 萬 (含車位價),華廈,12.1年,建坪25.87,主+陽12.97,6/7樓,3房(室)2廳1衛(含加蓋2房(室)--廳--衛),1
信義區,小百麗參號,台北市信義區松山路,3988 萬,辦公商業大樓,42.0年,建坪34.93,主+平17.38,1/7樓,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),0
信義區,百麗大空間,台北市信義區忠孝東路五段,12688 萬,辦公商業大樓,42.0年,建坪106.34,主+平53.69,1/7樓,--房(室)6廳3衛(含加蓋--房(室)3廳--衛),0
信義區,小百麗壹號,台北市信義區忠孝東路五段,4088 萬,辦公商業大樓,42.0年,建坪36.48,主+平18.93,1/7樓,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),0
信義區,市府大透天首選,台北市信義區永吉路,3580 萬,透天厝,36.2年,建坪35.67,主35.67,1~3/3樓,7房(室)4廳3衛(含加蓋1房(室)1廳--衛),0
信義區,永春捷運方正頂加,台北市信義區虎林街,2680 萬,公寓,24.1年,建坪18.45,主+陽15.47,5/5樓,3房(室)1廳2衛(含加蓋1房(室)--廳1衛),0
信義區,永春捷運忠孝店面,台北市信義區忠孝東路五段,5488 萬 (含車位價),店面,1.0年,建坪47.39,主+陽20.25,1~2/12樓,--房(室)1廳1衛,1
信義區,信義香榭林蔭環繞,台北市信義區信義路五段,3800 萬 (含車位價),辦公商業大樓,19.0年,建坪37.54,主+陽16.96,2/19樓,1房(室)1廳1衛,1
信義區,正馬路改建潛力寓,台北市信義區忠孝東路五段,3700 萬,公寓,53.8年,建坪24.71,主24.71,4/4樓,3房(室)3廳3衛(含加蓋1房(室)1廳1衛),0
信義區,忠孝東路公寓三樓,台北市信義區忠孝東路五段,2600 萬,公寓,49.0年,建坪24.19,主24.19,3/4樓,5房(室)--廳4衛,0
信義區,雙永國小都更三樓,台北市信義區永吉路,2990 萬,公寓,48.1年,建坪32.45,主+陽32.44,3/4樓,5房(室)--廳5衛,0
信義區,計劃區甲山林別墅,台北市信義區忠孝東路五段,15688 萬 (含車位價),透天厝,28.5年,建坪96.54,主+陽+露63.45,B1~2/2樓,5房(室)2廳3衛(含加蓋1房(室)--廳--衛),1
信義區,信義永吉都更四樓,台北市信義區永吉路,2990 萬,公寓,48.1年,建坪32.45,主+陽32.44,4/4樓,5房(室)--廳5衛,0
信義區,近廣慈機能佳一樓,台北市信義區松山路,2888 萬,公寓,54.8年,建坪23.91,主23.91,1/4樓,2房(室)1廳1.5衛(含加蓋--房(室)--廳0.5衛),0
信義區,廣和世紀金融辦公,台北市信義區信義路四段,19900 萬 (含車位價),辦公商業大樓,28.0年,建坪152.66,主+陽74.72,11/27樓,--房(室)1廳--衛,1
信義區,面學校難得頂佳,台北市信義區忠孝東路五段,2780 萬,公寓,49.9年,建坪30.34,主30.34,4/4樓,4房(室)3廳2衛(含加蓋1房(室)1廳1衛),0
信義區,忠孝界稀有庭院戶,台北市信義區中坡南路,5580 萬 (含車位價),華廈,12.1年,建坪63.33,主+陽26.43,1/7樓,3房(室)3廳2衛(含加蓋2房(室)--廳--衛),1
信義區,松捷方正大4房,台北市信義區虎林街,2800 萬,公寓,40.7年,建坪40.73,主+陽37.62,5/5樓,6房(室)3廳3衛(含加蓋2房(室)1廳1衛),0
信義區,面寬可停車一樓,台北市信義區和平東路三段,3998 萬,公寓,44.8年,建坪45.76,主+平32.93,1/5樓,3房(室)3廳2衛(含加蓋--房(室)1廳--衛),0
信義區,維也納挑高1樓,台北市信義區松高路,14500 萬 (含車位價),住宅大樓,28.1年,建坪82.74,主+陽51.35,1/14樓,2房(室)2廳2衛,1
信義區,信義me頂級小宅,台北市信義區信義路五段,1880 萬 (含車位價),套房,17.0年,建坪20.51,主5.53,2/7樓,1房(室)1廳1衛,1
信義區,高樓朝北新川普,台北市信義區信義路五段,2028 萬,住宅大樓,16.5年,建坪15.01,主+陽9.55,10/19樓,1房(室)1廳1衛(含加蓋--房(室)--廳1衛),0
信義區,基泰面101豪邸,台北市信義區吳興街,6800 萬 (含車位價),住宅大樓,15.9年,建坪83.09,主+陽35.48,11/19樓,2房(室)2廳2衛,1
信義區,帛詩華可看屋,台北市信義區基隆路二段,3766 萬 (含車位價),住宅大樓,11.4年,建坪32.71,主+陽19.72,14/15樓,1房(室)1廳1衛,1
信義區,EAT衛浴有開窗,台北市信義區忠孝東路五段,2238 萬,辦公商業大樓,20.8年,建坪12.51,主+陽8.42,8/11樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
信義區,象山捷運裝潢3房,台北市信義區信義路五段,2398 萬,公寓,43.2年,建坪32.46,主+陽29.26,4/5樓,3房(室)2廳2衛,0
信義區,挑高4米3大空間,台北市信義區基隆路二段,1780 萬,辦公商業大樓,31.1年,建坪13.82,主+陽9.10,5/10樓,1房(室)2廳1衛(含加蓋1房(室)--廳--衛),0
信義區,誼聯東籬稀有釋出,台北市信義區忠孝東路五段,3088 萬 (含車位價),華廈,8.2年,建坪32.58,主+陽13.71,4/6樓,1房(室)2廳1衛,1
信義區,永春鋼骨低總辦公,台北市信義區松德路,2568 萬,住宅大樓,32.8年,建坪28.59,主+陽+露22.39,2/30樓,--房(室)1廳1衛,0
信義區,世貿獨戶大四房,台北市信義區吳興街,2880 萬,公寓,44.3年,建坪41.21,主+陽41.21,3/5樓,4房(室)2廳2衛,0
信義區,世貿靜巷電梯三房,台北市信義區基隆路二段,3500 萬,華廈,45.3年,建坪37.03,主+陽30.90,6/7樓,3房(室)2廳2衛,0
信義區,永春方正公寓二樓,台北市信義區虎林街,2580 萬,公寓,43.7年,建坪32.36,主+陽30.02,2/5樓,3房(室)2廳1衛,0
信義區,一樓面寬可住可辦,台北市信義區富陽街,3500 萬,公寓,58.1年,建坪21.80,主21.80,1/4樓,3房(室)3廳2衛(含加蓋1房(室)2廳2衛),0
信義區,學校旁邊間美寓,台北市信義區忠孝東路五段,2680 萬,公寓,45.1年,建坪41.08,主+陽41.08,5/5樓,3房(室)2廳2衛,0
信義區,信義川普美妝高樓,台北市信義區松隆路,8900 萬 (含車位價),住宅大樓,11.4年,建坪101.48,主+陽44.15,9/14樓,4房(室)2廳2衛,1
信義區,公園捷運面寬二樓,台北市信義區福德街,2880 萬,公寓,49.0年,建坪30.88,主+陽30.88,2/4樓,6房(室)--廳6衛(含加蓋1房(室)--廳1衛),0
信義區,世貿美妝頂加,台北市信義區吳興街,1868 萬,公寓,41.6年,建坪25.76,主+陽23.65,5/5樓,3房(室)2廳2衛(含加蓋1房(室)1廳1衛),0
