區域,建案名稱,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位
文山區,捷運美景置產首選,台北市文山區萬和街,15700 萬,辦公商業大樓,28.7年,建坪337.01,主244.91,12/13樓,24房(室)--廳20衛,0
文山區,面樹景庭院大一樓,台北市文山區樟新街,3770 萬 (含車位價),華廈,34.7年,建坪93.69,主+平29.81,B2~1/9樓,4房(室)4廳4衛(含加蓋3房(室)2廳2衛),1
文山區,采菊裝潢美宅雙車,台北市文山區木新路三段,5688 萬 (含車位價),住宅大樓,14.4年,建坪83.45,主+陽40.97,4/13樓,3房(室)2廳2衛,1
文山區,景興學區靜巷一樓,台北市文山區景華街,2098 萬,公寓,45.9年,建坪26.61,主+平26.61,1/5樓,5房(室)3廳2衛(含加蓋3房(室)2廳1衛),0
文山區,捷運美景置產首選,台北市文山區萬和街,16600 萬,住宅大樓,28.7年,建坪356.37,主258.92,12/13樓,24房(室)--廳24衛,0
文山區,邊間面寬收租金店,台北市文山區和平東路四段,3750 萬,店面,24.9年,建坪53.55,主39.67,1/14樓,1房(室)3廳2衛(含加蓋1房(室)--廳--衛),0
文山區,萬芳捷運樹海透天,台北市文山區興隆路二段,6980 萬,透天厝,46.2年,建坪56.24,主+平+陽49.87,B1~3/3樓,7房(室)4廳3.5衛(含加蓋3房(室)2廳--衛),0
文山區,木柵捷運RC透天,台北市文山區木柵路四段,4980 萬,透天厝,45.7年,建坪91.01,主+平+陽91.01,B1~3/3樓,7房(室)2廳3衛,0
文山區,稀有河景置產鼎家,台北市文山區新光路一段,1890 萬,公寓,44.4年,建坪35.67,主+陽35.67,5/5樓,10房(室)2廳3.5衛(含加蓋6房(室)1廳1.5衛),0
文山區,捷運雙層邊間店辦,台北市文山區木柵路四段,3988 萬 (含車位價),店面,24.9年,建坪81.75,主+陽35.37,1/14樓,3房(室)2廳1衛(含加蓋2房(室)--廳--衛),1
文山區,捷運學區公寓頂加,台北市文山區辛亥路四段,1680 萬,公寓,40.7年,建坪33.94,主+陽26.37,5/5樓,5房(室)2廳3衛(含加蓋2房(室)--廳1衛),0
文山區,景豐絕版一樓,台北市文山區景豐街,2688 萬,公寓,37.1年,建坪39.06,主+平21.42,B1~1/5樓,3房(室)2廳2衛(含加蓋1房(室)1廳1衛),0
文山區,沐心山景三房平車,台北市文山區木新路三段,2980 萬 (含車位價),住宅大樓,10.1年,建坪49.69,主+陽23.40,9/12樓,3房(室)2廳2衛,1
文山區,稀有藏月一樓雙車,台北市文山區久康街,2880 萬 (含車位價),華廈,14.5年,建坪25.74,主+陽11.17,1/6樓,2房(室)1廳1衛(含加蓋2房(室)--廳--衛),1
文山區,幸福停車同堂大戶,台北市文山區木柵路二段,3350 萬,公寓,43.2年,建坪52.69,主+平27.55,B1~1/4樓,6房(室)4廳2衛(含加蓋3房(室)2廳1衛),0
文山區,木柵國小稀有三樓,台北市文山區木柵路三段,1380 萬,公寓,43.3年,建坪21.93,主+陽20.65,3/5樓,3房(室)2廳1衛,0
文山區,政大附中2房平車,台北市文山區政大二街,2680 萬 (含車位價),華廈,15.6年,建坪47.43,主+陽23.23,3/5樓,2房(室)2廳2衛,1
文山區,政大實小旁金店面,台北市文山區指南路三段,4500 萬,華廈,42.2年,建坪50.80,主+平38.64,1/6樓,4房(室)2廳2衛,0
文山區,嘉新攬月景觀三房,台北市文山區指南路三段,3400 萬 (含車位價),華廈,14.0年,建坪52.97,主+陽25.60,9/9樓,3房(室)2廳2衛,1
文山區,捷運景觀兩房平車,台北市文山區興隆路二段,2526 萬 (含車位價),住宅大樓,31.2年,建坪37.14,主+陽20.06,12/15樓,2房(室)2廳1衛,1
文山區,萬芳捷運溫馨3房,台北市文山區興隆路三段,1638 萬,公寓,44.1年,建坪34.66,主+陽31.63,2/5樓,3房(室)2廳2衛,0
文山區,木新潛力金店面,台北市文山區木新路二段,4588 萬,店面,41.5年,建坪32.03,主+平30.43,1/5樓,--房(室)2廳1衛(含加蓋--房(室)1廳1衛),0
文山區,第一景電梯三房車,台北市文山區辛亥路四段,2780 萬 (含車位價),住宅大樓,31.4年,建坪43.26,主+陽28.16,4/11樓,3房(室)2廳2衛,1
文山區,林茵大道三房平車,台北市文山區辛亥路四段,2899 萬 (含車位價),住宅大樓,29.3年,建坪45.41,主+陽25.14,7/14樓,3房(室)2廳2衛,1
文山區,青雲獨棟美妝別墅,台北市文山區辛亥路四段,4500 萬,透天厝,42.1年,建坪38.21,主+平+陽36.16,1~2/2樓,4房(室)3廳5衛(含加蓋1房(室)2廳2衛),0
文山區,電梯管理五房平車,台北市文山區萬美街二段,3280 萬 (含車位價),住宅大樓,30.5年,建坪96.53,主+陽57.37,2~3/13樓,5房(室)3廳3衛,1
文山區,日出大地四房坡車,台北市文山區政大二街,5718 萬 (含車位價),華廈,17.3年,建坪82.15,主+陽52.50,3/5樓,4房(室)2廳3衛,1
文山區,木新低樓層採光佳,台北市文山區木新路三段,1988 萬,公寓,51.1年,建坪32.31,主32.31,3/4樓,3房(室)2廳2衛,0
文山區,再興邊間便利一樓,台北市文山區木柵路二段,2188 萬,公寓,57.3年,建坪28.94,主28.94,1/3樓,2房(室)2廳1衛,0
文山區,再興歐風美妝透天,台北市文山區興隆路四段,4800 萬,透天厝,54.4年,建坪44.39,主44.39,1~2/2樓,3房(室)2廳3衛,0
文山區,再興電梯溫馨兩房,台北市文山區興隆路三段,880 萬,套房,31.6年,建坪10.80,主+平7.48,2/5樓,2房(室)2廳1衛(含加蓋1房(室)1廳--衛),0
文山區,邊間庭院車庫一樓,台北市文山區木柵路一段,3500 萬,公寓,49.2年,建坪32.94,主+平32.94,1/4樓,4房(室)2廳3衛(含加蓋1房(室)--廳2衛),0
文山區,景美邊間採光美寓,台北市文山區景華街,1598 萬,公寓,46.6年,建坪27.61,主+陽27.61,5/5樓,3房(室)2廳1衛,0
文山區,國泰書香質感三房,台北市文山區忠順街一段,2888 萬,華廈,32.9年,建坪37.00,主+陽28.38,6/8樓,3房(室)2廳2衛,0
文山區,捷境河映三室平車,台北市文山區和平東路四段,3288 萬 (含車位價),辦公商業大樓,24.9年,建坪49.16,主+陽26.59,11/14樓,3房(室)2廳2衛,1
文山區,景美捷運金典兩房,台北市文山區景後街,1758 萬,住宅大樓,19.8年,建坪19.13,主+陽11.77,7/13樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
文山區,新光靜謐庭院戶,台北市文山區木柵路四段,4888 萬 (含車位價),華廈,27.5年,建坪65.20,主+陽30.28,B1~1/6樓,4房(室)2廳2衛(含加蓋2房(室)--廳--衛),1
文山區,木柵公園旁二樓,台北市文山區興隆路四段,1298 萬,公寓,48.9年,建坪23.44,主+陽23.44,2/4樓,3房(室)2廳1衛,0
文山區,城市生活山景大院,台北市文山區木柵路四段,4680 萬,透天厝,33.6年,建坪93.00,主+平+陽+露85.60,1~5/5樓,4房(室)4廳3.5衛(含加蓋1房(室)--廳--衛),0
文山區,未來捷運複層大戶,台北市文山區永安街,2920 萬,公寓,35.7年,建坪56.15,主+陽+露47.85,4~5/5樓,5房(室)3廳3衛(含加蓋1房(室)1廳1衛),0
文山區,政大景觀雙車豪邸,台北市文山區指南路三段,3480 萬 (含車位價),華廈,18.4年,建坪56.10,主+陽29.72,9/10樓,3房(室)1廳2衛,1
文山區,萬芳捷運公園二樓,台北市文山區興隆路二段,1968 萬,公寓,43.3年,建坪30.41,主+陽30.41,2/5樓,3房(室)2廳1衛,0
文山區,獨家景美裝潢美寓,台北市文山區景興路,2088 萬,公寓,37.8年,建坪34.74,主+陽33.84,4/5樓,2房(室)2廳1衛,0
文山區,麥田山莊裝潢庭院,台北市文山區仙岩路,4998 萬 (含車位價),住宅大樓,27.9年,建坪80.84,主+陽35.00,B1~1/13樓,7房(室)3廳2衛(含加蓋4房(室)1廳1衛),1
文山區,水岸晴光明亮雅居,台北市文山區辛亥路七段,1880 萬 (含車位價),華廈,25.2年,建坪26.41,主+陽14.97,7/10樓,2房(室)2廳1衛,1
文山區,萬芳捷運邊間店辦,台北市文山區萬芳路,3288 萬 (含車位價),店面,18.4年,建坪39.94,主+陽25.45,1/7樓,--房(室)1廳1衛,1
文山區,臻愛裝潢兩房車位,台北市文山區木柵路三段,2580 萬 (含車位價),華廈,17.2年,建坪29.10,主+陽17.22,3/7樓,2房(室)2廳1衛,1
文山區,保儀公園小資一樓,台北市文山區興隆路四段,1598 萬,公寓,48.0年,建坪22.42,主+平22.42,1/5樓,3房(室)2廳1衛,0
文山區,木柵免爬高壹樓,台北市文山區保儀路,1638 萬,公寓,47.4年,建坪28.85,主+平27.92,1/5樓,3房(室)2廳1衛,0
文山區,雋永典藏豪邸雙車,台北市文山區政大一街,6680 萬 (含車位價),華廈,13.2年,建坪110.84,主+陽65.44,4/5樓,5房(室)2廳3衛(含加蓋1房(室)--廳--衛),1
文山區,正面河堤樓中樓,台北市文山區樟新街,3550 萬 (含車位價),華廈,34.5年,建坪64.16,主+陽+露44.25,8~9/9樓,6房(室)2廳3衛(含加蓋1房(室)--廳2衛),1
文山區,北市稀有獨棟透天,台北市文山區萬壽路,3980 萬,透天厝,51.3年,建坪42.54,主42.54,1~2/2樓,5房(室)5廳4衛(含加蓋3房(室)2廳3衛),0
文山區,社區管理超值頂加,台北市文山區辛亥路四段,2420 萬,公寓,39.5年,建坪49.37,主+陽41.81,5/5樓,4房(室)3廳3衛(含加蓋--房(室)1廳1衛),0
文山區,再興名門精選一樓,台北市文山區興隆路三段,3980 萬 (含車位價),華廈,28.7年,建坪38.69,主+平27.42,1/8樓,5房(室)1廳2衛(含加蓋2房(室)--廳--衛),1
文山區,大坪數低公設華夏,台北市文山區羅斯福路六段,3520 萬,華廈,43.3年,建坪44.43,主+陽38.48,6/10樓,4房(室)2廳2衛,0
文山區,捷運邊間發財金店,台北市文山區辛亥路四段,1468 萬,店面,23.9年,建坪12.20,主9.49,1/14樓,1房(室)1廳1衛,0
文山區,邊間庭院停車1樓,台北市文山區溪洲街,2268 萬,公寓,50.6年,建坪24.44,主+平24.44,1/5樓,3房(室)2廳1衛,0
文山區,一站台大稀有兩房,台北市文山區羅斯福路五段,2500 萬,華廈,22.4年,建坪25.13,主+陽18.75,5/9樓,2房(室)2廳1衛,0
文山區,金石安居庭院車邸,台北市文山區秀明路一段,4988 萬,透天厝,35.1年,建坪99.14,主+平+陽+露78.57,B1~3/3樓,5房(室)3廳4衛,0
文山區,羅斯福廣場住辦,台北市文山區羅斯福路六段,3398 萬 (含車位價),華廈,35.8年,建坪50.60,主+陽32.37,7/7樓,1房(室)2廳2衛,1
文山區,萬芳捷運青山一品,台北市文山區萬和街,1188 萬,辦公商業大樓,28.8年,建坪17.57,主11.34,8/13樓,1房(室)1廳1衛,0
文山區,誠售8米面寬金店,台北市文山區辛亥路五段,3200 萬 (含車位價),店面,43.0年,建坪46.70,主+平29.94,1/7樓,--房(室)1廳2衛(含加蓋--房(室)--廳1衛),1
文山區,入主景美成家首選,台北市文山區景華街,1758 萬,公寓,44.1年,建坪30.84,主+陽+露27.63,4/5樓,2房(室)2廳1衛,0
文山區,物美價廉小資店面,台北市文山區仙岩路,1798 萬,店面,14.0年,建坪14.99,主+陽10.00,1/7樓,--房(室)1廳1衛,0
文山區,羅斯福稀有美店面,台北市文山區羅斯福路五段,3680 萬,店面,45.6年,建坪22.84,主+平22.84,1/5樓,--房(室)--廳1衛,0
文山區,景美女中透天店面,台北市文山區木新路三段,7700 萬,店面,58.0年,建坪56.49,主56.49,1~2/2樓,6房(室)4廳4衛(含加蓋3房(室)1廳1衛),0
文山區,木新商圈機能三房,台北市文山區木新路三段,1698 萬,公寓,51.4年,建坪32.75,主32.75,4/4樓,3房(室)2廳1衛,0
文山區,四季風華裕隆新境,台北市文山區木新路三段,1688 萬,辦公商業大樓,27.3年,建坪18.14,主+陽11.65,4/11樓,3房(室)2廳1衛(含加蓋2房(室)--廳--衛),0
文山區,恆光街邊間金店,台北市文山區恆光街,5980 萬,店面,50.5年,建坪25.75,主25.75,1/4樓,--房(室)5廳2衛(含加蓋--房(室)4廳1衛),0
文山區,忠順邊間公寓三房,台北市文山區忠順街一段,1780 萬,公寓,43.3年,建坪33.52,主+陽31.03,5/5樓,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),0
文山區,實踐學區公寓鼎佳,台北市文山區木新路三段,1598 萬,公寓,50.5年,建坪26.18,主26.18,4/4樓,5房(室)4廳2衛(含加蓋2房(室)2廳1衛),0
文山區,財政景觀豪邸兩房,台北市文山區羅斯福路六段,2188 萬,住宅大樓,9.2年,建坪29.99,主+陽17.99,16/22樓,2房(室)2廳1衛,0
文山區,潤泰美景採光三房,台北市文山區景興路,1880 萬,公寓,43.6年,建坪29.56,主+陽+露29.55,5/5樓,3房(室)2廳1衛,0
文山區,政大附中三房平車,台北市文山區政大二街,2160 萬 (含車位價),華廈,22.8年,建坪41.75,主+陽25.47,4/9樓,3房(室)2廳1.5衛,1
文山區,木新低總價美三房,台北市文山區木新路二段,998 萬,公寓,37.1年,建坪39.26,主+陽35.53,5/5樓,3房(室)2廳2衛,0
文山區,國光方正邊間三樓,台北市文山區保儀路,1680 萬,公寓,--年,建坪29.65,主29.65,3/4樓,3房(室)2廳2衛,0
文山區,政大景觀昇陽大戶,台北市文山區政大一街,5588 萬 (含車位價),住宅大樓,14.9年,建坪80.99,主+陽47.13,8/11樓,3房(室)2廳2衛,1
文山區,靜心邊間面寬店面,台北市文山區興隆路二段,3000 萬,店面,49.7年,建坪--,無資料,1/4樓,3房(室)1廳2衛(含加蓋3房(室)1廳1衛),0
文山區,未來捷運透天店面,台北市文山區木柵路二段,2780 萬,透天厝,45.3年,建坪--,無資料,1~4/4樓,3房(室)2廳3衛(含加蓋--房(室)1廳1衛),0
文山區,木柵稀有透天,台北市文山區木柵路三段,4550 萬,透天厝,58.2年,建坪21.71,主21.71,1~2/2樓,3房(室)2廳2衛,0
文山區,世新誠意收租大戶,台北市文山區試院路,1980 萬,公寓,28.2年,建坪77.71,主+平17.97,B2~1/4樓,16房(室)--廳8衛(含加蓋12房(室)--廳7衛),0
文山區,政大獨棟花園山莊,台北市文山區萬壽路,4800 萬,透天厝,51.3年,建坪75.37,主75.37,1~2/2樓,4房(室)4廳4衛(含加蓋--房(室)1廳1衛),0
文山區,崇德官邸景觀四房,台北市文山區汀州路四段,4388 萬 (含車位價),住宅大樓,15.3年,建坪58.40,主+陽34.21,8/13樓,4房(室)2廳2衛,1
文山區,大露台3房附車位,台北市文山區,3088 萬 (含車位價),住宅大樓,--年,建坪40.63,主+陽18.27,7/13樓,3房(室)2廳2衛,1
文山區,景美女中3房車位,台北市文山區,3450 萬 (含車位價),住宅大樓,--年,建坪46.86,主+陽22.39,13/13樓,3房(室)2廳2衛,1
文山區,實踐國小3房車位,台北市文山區,3550 萬 (含車位價),住宅大樓,--年,建坪46.86,主+陽22.39,12/13樓,3房(室)2廳2衛,1
文山區,實踐稀有邊間頂加,台北市文山區忠順街一段,1880 萬,公寓,48.4年,建坪32.65,主+陽32.65,4/4樓,4房(室)3廳2衛(含加蓋1房(室)1廳1衛),0
文山區,久康靜巷庭院一樓,台北市文山區久康街,2750 萬,公寓,50.2年,建坪30.97,主30.97,1/4樓,3房(室)2廳1衛,0
文山區,天成河悅景觀兩房,台北市文山區,2988 萬 (含車位價),住宅大樓,--年,建坪30.30,主+陽14.60,11/13樓,2房(室)1廳1衛,1
文山區,世新寶藏收租好宅,台北市文山區試院路,2988 萬,透天厝,--年,建坪30.07,主30.07,1~2/2樓,4房(室)2廳2衛(含加蓋4房(室)2廳2衛),0
文山區,興隆邊間大二樓,台北市文山區興隆路四段,1980 萬,公寓,44.1年,建坪39.06,主+陽39.06,2/5樓,3房(室)2廳2衛,0
文山區,隆德官邸高樓三房,台北市文山區汀州路四段,4288 萬 (含車位價),住宅大樓,15.2年,建坪57.50,主+陽34.73,12/14樓,3房(室)2廳2衛,1
文山區,景美女中富陽博市,台北市文山區木新路三段,1280 萬,辦公商業大樓,27.4年,建坪13.54,主+陽8.71,5/11樓,2房(室)2廳1衛(含加蓋2房(室)--廳--衛),0
文山區,域見九鼎樓中樓,台北市文山區忠順街二段,3280 萬 (含車位價),華廈,32.0年,建坪88.28,主+陽+露49.50,6~7/7樓,5房(室)2廳3衛(含加蓋3房(室)--廳1衛),1
文山區,貓空退休景觀農舍,台北市文山區指南路三段,6800 萬,農舍,27.9年,建坪156.70,主+陽152.50,B1~2/2樓,7房(室)3廳9衛(含加蓋1房(室)1廳3衛),0
文山區,九昱十美四房電梯,台北市文山區萬芳路,5600 萬 (含車位價),住宅大樓,13.3年,建坪68.94,主+陽37.07,4/15樓,4房(室)2廳2衛,1
文山區,景興低樓層美寓,台北市文山區景華街,1688 萬,公寓,28.1年,建坪26.97,主+陽20.96,3/3樓,2房(室)2廳2衛,0
文山區,公園黃金角窗店面,台北市文山區仙岩路,2480 萬,店面,14.0年,建坪24.32,主+陽16.24,1/7樓,1房(室)1廳1衛,0
文山區,辛亥近捷運一樓,台北市文山區辛亥路四段,1788 萬,公寓,45.5年,建坪30.30,主+平30.30,1/5樓,6房(室)--廳6衛(含加蓋--房(室)--廳3衛),0
文山區,再興邊間馬路金店,台北市文山區興隆路三段,2800 萬,店面,32.3年,建坪23.65,主+平19.11,1/10樓,2房(室)1廳1衛,0
文山區,捷運站旁低樓美宅,台北市文山區木柵路四段,1780 萬,公寓,44.9年,建坪36.96,主+陽34.48,3/5樓,3房(室)2廳2衛,0
文山區,木新河堤大三房,台北市文山區木新路二段,1945 萬,公寓,41.5年,建坪36.63,主+陽33.85,5/5樓,3房(室)2廳2衛,0
文山區,世新大學穩定收租,台北市文山區試院路,2083 萬,公寓,44.5年,建坪28.84,主+陽25.42,5/5樓,6房(室)3廳6衛(含加蓋2房(室)2廳2衛),0
文山區,光輝邊間車庫美寓,台北市文山區光輝路,5320 萬,公寓,43.6年,建坪53.20,主+平44.57,1/5樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),0
文山區,國花六房別墅透天,台北市文山區辛亥路四段,4980 萬 (含車位價),透天厝,44.0年,建坪88.37,主+平+陽80.87,1~2/2樓,6房(室)4廳4衛(含加蓋1房(室)1廳1衛),1
文山區,捷運機能收租首選,台北市文山區興德路,1658 萬,公寓,45.6年,建坪23.69,主+陽23.70,2/5樓,4房(室)--廳4衛,0
文山區,萬隆捷優質收租,台北市文山區景隆街,1880 萬,公寓,45.8年,建坪35.81,主+陽35.81,5/5樓,4房(室)--廳4衛,0
文山區,靜心挑高賺錢金店,台北市文山區興隆路二段,4800 萬 (含車位價),辦公商業大樓,35.3年,建坪42.22,主+平+陽21.81,B1~2/8樓,2房(室)2廳1衛,1
文山區,夏木漱石質感別墅,台北市文山區政大二街,3680 萬 (含車位價),透天厝,29.8年,建坪65.52,主+平+陽45.20,1~3/4樓,5房(室)2廳2.5衛(含加蓋1房(室)--廳--衛),1
文山區,萬隆捷運四房車位,台北市文山區羅斯福路五段,4580 萬 (含車位價),住宅大樓,16.2年,建坪58.79,主+陽37.32,14/14樓,4房(室)2廳2衛,1
文山區,萬隆高樓帝景戶,台北市文山區萬盛街,5560 萬 (含車位價),華廈,9.6年,建坪74.65,主26.22,8/8樓,5房(室)3廳4衛(含加蓋3房(室)1廳1衛),1
文山區,捷運羅斯芙兩房車,台北市文山區,2780 萬 (含車位價),住宅大樓,--年,建坪20.82,主+陽12.49,8/11樓,--房(室)--廳--衛,1
文山區,再興萬芳連鎖店面,台北市文山區木柵路二段,5500 萬,公寓,51.2年,建坪32.24,主32.24,1/4樓,1房(室)1廳1衛,0
文山區,未來捷運黑土屋,台北市文山區秀明路一段,2800 萬,透天厝,48.7年,建坪27.78,主+平+陽27.78,1~2/2樓,8房(室)--廳2衛(含加蓋2房(室)--廳--衛),0
文山區,景美捷運挑高大樓,台北市文山區景興路,1490 萬,住宅大樓,23.9年,建坪18.52,主11.27,10/12樓,3房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
文山區,政大綠意露台美邸,台北市文山區指南路三段,2380 萬 (含車位價),華廈,2.2年,建坪32.12,主+陽11.48,8/8樓,1房(室)1廳1衛,1
文山區,靜心面寬三角金店,台北市文山區興隆路二段,7800 萬 (含車位價),辦公商業大樓,35.3年,建坪50.28,主23.49,B1~2/8樓,2房(室)2廳1衛,1
文山區,政大黃金透天店面,台北市文山區萬壽路,5500 萬,透天厝,10.2年,建坪41.46,主+陽40.44,1~3/3樓,1房(室)3廳1衛(含加蓋1房(室)--廳1衛),0
文山區,萬芳醫院捷運遠景,台北市文山區興隆路三段,1618 萬,公寓,41.5年,建坪27.85,主+陽27.50,5/5樓,2房(室)2廳1衛,0
文山區,全家便利挑高金面,台北市文山區景興路,8999 萬,店面,30.8年,建坪74.90,主+平61.26,1/9樓,--房(室)--廳1衛,0
文山區,車道可進出大空間,台北市文山區景興路,6000 萬,店面,25.7年,建坪319.43,主257.02,B1/18樓,3房(室)3廳2衛,0
文山區,政大棲霞藏景別墅,台北市文山區萬壽路,11888 萬,透天厝,51.4年,建坪64.23,主64.23,1~2/2樓,6房(室)4廳3衛,0
文山區,貓空臨路寬敞土地,台北市文山區,598 萬,無資料,--年,建坪--,無資料,--樓,--房(室)--廳--衛,0
文山區,萬芳捷運收租屋,台北市文山區興隆路三段,1660 萬,公寓,41.8年,建坪23.85,主+陽23.85,2/5樓,4房(室)--廳2衛,0
文山區,政大平面綠景美邸,台北市文山區指南路三段,2788 萬 (含車位價),住宅大樓,15.5年,建坪51.31,主+陽27.75,8/11樓,2房(室)2廳2衛,1
文山區,萬芳醫院收租大戶,台北市文山區興隆路三段,2280 萬,公寓,41.2年,建坪28.75,主+陽25.35,5/5樓,6房(室)--廳6衛(含加蓋2房(室)--廳2衛),0
文山區,萬芳醫院對面公寓,台北市文山區興隆路三段,3188 萬,公寓,46.0年,建坪32.77,主+陽32.77,2/5樓,--房(室)2廳2衛,0
文山區,公園頂加大空間,台北市文山區興隆路二段,1800 萬,公寓,43.2年,建坪26.28,主+陽+露24.05,5/5樓,5房(室)3廳2衛(含加蓋2房(室)1廳1衛),0
文山區,世新大學超值收租,台北市文山區試院路,3288 萬,公寓,39.9年,建坪42.87,主+平26.63,B1~1/4樓,10房(室)--廳10衛(含加蓋4房(室)--廳4衛),0
文山區,四季森活美妝頂樓,台北市文山區興隆路三段,1598 萬,公寓,41.3年,建坪27.95,主+陽+露25.00,5/5樓,4房(室)4廳4衛(含加蓋1房(室)2廳3衛),0
文山區,四季莊園路邊金店,台北市文山區木柵路一段,1880 萬,店面,53.4年,建坪18.92,主18.92,1/4樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
文山區,政大置產收租金雞,台北市文山區指南路三段,1980 萬,公寓,42.9年,建坪33.02,主+陽30.76,5/5樓,7房(室)--廳3衛(含加蓋2房(室)--廳2衛),0
文山區,未來捷運靜巷美宅,台北市文山區辛亥路七段,6700 萬,公寓,58.5年,建坪34.36,主34.36,1~2/2樓,7房(室)3廳2.5衛(含加蓋2房(室)2廳2.5衛),0
文山區,學校對面金店面,台北市文山區興隆路四段,3800 萬,店面,46.8年,建坪29.71,主+平29.71,1/5樓,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),0
文山區,高投報新裝潢三樓,台北市文山區汀州路四段,2599 萬,公寓,53.0年,建坪41.40,主41.40,3/4樓,6房(室)--廳6衛(含加蓋--房(室)--廳1衛),0
文山區,捷運靜巷三房美宅,台北市文山區木柵路一段,2550 萬,華廈,11.5年,建坪32.84,主+陽20.63,4/7樓,4房(室)2廳2衛,0
文山區,世界山莊F2雙車,台北市文山區和平東路四段,4358 萬 (含車位價),住宅大樓,28.8年,建坪89.47,主+陽47.68,7/16樓,4房(室)2廳3衛,1
文山區,景美夜市面寬金店,台北市文山區景美街,3989 萬,店面,42.2年,建坪68.82,主+平31.39,B1~1/5樓,--房(室)3廳3衛(含加蓋--房(室)1廳2衛),0
文山區,辦公捷運公園好宅,台北市文山區景興路,4200 萬 (含車位價),辦公商業大樓,33.4年,建坪64.34,主+陽39.92,2/12樓,4房(室)2廳2衛,1
文山區,萬美社區管理三房,台北市文山區萬美街二段,1388 萬,公寓,42.4年,建坪31.73,主+陽27.19,3/5樓,3房(室)2廳1衛,0
文山區,象山主人A3兩房,台北市文山區,2213 萬 (含車位價),住宅大樓,--年,建坪21.45,主+陽11.44,11/22樓,2房(室)2廳1衛,1
文山區,文山金融面寬金店,台北市文山區羅斯福路六段,48800 萬 (含車位價),店面,32.6年,建坪404.54,主+平282.21,1/9樓,--房(室)2廳4衛,1
文山區,正面羅斯福路金店,台北市文山區羅斯福路六段,3380 萬 (含車位價),店面,35.8年,建坪66.47,主+平+陽31.88,B1~2/7樓,--房(室)2廳1衛(含加蓋--房(室)--廳1衛),1
文山區,羅斯福路稀有店面,台北市文山區羅斯福路六段,3380 萬,店面,49.0年,建坪24.80,主+平18.63,1/4樓,5房(室)1廳1衛(含加蓋4房(室)--廳--衛),0
文山區,新年首購電梯大樓,台北市文山區景興路,1445 萬,住宅大樓,23.9年,建坪18.52,主11.27,12/12樓,3房(室)1廳1衛(含加蓋2房(室)--廳--衛),0
文山區,世界豪邁四房電梯,台北市文山區和平東路四段,3570 萬,住宅大樓,28.8年,建坪54.94,主+陽42.68,6/16樓,4房(室)2廳3衛,0
文山區,萬芳大空間美寓,台北市文山區興隆路三段,1300 萬,公寓,41.5年,建坪27.95,主+陽+露25.00,5/5樓,5房(室)3廳2.5衛(含加蓋2房(室)1廳1.5衛),0
文山區,力行邊間電梯三房,台北市文山區樟新街,2880 萬,華廈,34.9年,建坪42.66,主+陽33.63,2/8樓,3房(室)2廳2衛,0
文山區,景美高樓置產首選,台北市文山區景興路,928 萬,住宅大樓,30.2年,建坪13.71,主+陽6.76,17/24樓,1房(室)1廳1衛,0
文山區,興隆木柵金店面,台北市文山區興隆路四段,1798 萬 (含車位價),店面,30.3年,建坪25.59,主10.88,1/14樓,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),1
文山區,公園富境面寬店辦,台北市文山區木新路三段,2680 萬,店面,43.3年,建坪31.95,主+平29.11,1/5樓,1房(室)1廳1衛,0
文山區,萬芳醫院捷運金店,台北市文山區興隆路三段,3250 萬,店面,44.0年,建坪64.98,主+平33.44,B1~1/5樓,--房(室)1廳2衛(含加蓋--房(室)--廳1衛),0
文山區,景美捷運小資首選,台北市文山區,1880 萬 (含車位價),辦公商業大樓,--年,建坪26.11,主+陽9.30,5/20樓,1房(室)1廳1衛,1
文山區,未來捷運稀有鼎家,台北市文山區保儀路,1280 萬,公寓,49.1年,建坪21.64,主21.64,4/4樓,5房(室)4廳2衛(含加蓋2房(室)2廳1衛),0
文山區,萬美高樓景觀美宅,台北市文山區萬美街二段,1780 萬,住宅大樓,42.4年,建坪30.14,主+陽23.01,10/12樓,2房(室)2廳1衛,0
文山區,未來捷運首購首選,台北市文山區新光路一段,980 萬,華廈,26.9年,建坪12.88,主+陽9.25,5/5樓,1房(室)1廳1衛,0
文山區,南環捷運墨荷園,台北市文山區木柵路三段,880 萬,華廈,29.0年,建坪9.17,主+陽6.72,3/6樓,--房(室)1廳1衛,0
文山區,萬芳捷運旁店面,台北市文山區興隆路三段,5850 萬,店面,41.8年,建坪32.91,主+平+陽22.82,B1~2/5樓,--房(室)3廳1衛(含加蓋--房(室)1廳--衛),0
文山區,近景美稀有大空間,台北市文山區景興路,2350 萬,公寓,42.1年,建坪42.06,主+陽36.51,3/5樓,4房(室)2廳2衛,0
文山區,景美和暘高樓美景,台北市文山區,1668 萬,辦公商業大樓,--年,建坪15.09,主+陽9.36,13/20樓,1房(室)1廳1衛,0
