區域,建案名稱,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位
文山區,萬芳精選三房美宅,台北市文山區興隆路三段,1300 萬,公寓,41.4年,建坪27.95,主+陽25.00,2/5樓,3房(室)2廳1衛,0
文山區,青雲捷運稀有透天,台北市文山區辛亥路四段,3500 萬,透天厝,42.1年,建坪49.21,主+平+陽49.21,B1~2/2樓,4房(室)3廳4衛(含加蓋1房(室)2廳1衛),0
文山區,南環捷運景觀美屋,台北市文山區,1450 萬,住宅大樓,--年,建坪15.85,主+陽10.70,12/14樓,1房(室)1廳1衛,0
文山區,捷運樹景美堤小窩,台北市文山區木柵路四段,1780 萬,公寓,45.0年,建坪40.59,主+陽36.80,5/5樓,4房(室)2廳2衛,0
文山區,再興文山學苑三房,台北市文山區興隆路四段,1550 萬,公寓,46.7年,建坪29.71,主+陽29.71,5/5樓,3房(室)2廳2衛,0
文山區,力行小一樓,台北市文山區木新路三段,1098 萬,公寓,53.2年,建坪9.35,主9.35,1/4樓,2房(室)1廳1衛(含加蓋--房(室)1廳1衛),0
文山區,別墅透天庭院車庫,台北市文山區辛亥路四段,6000 萬,透天厝,43.5年,建坪101.43,主+陽85.48,B1~3/3樓,5房(室)4廳4衛(含加蓋--房(室)2廳--衛),0
文山區,木柵靜巷樓中樓,台北市文山區興隆路四段,2080 萬,公寓,36.6年,建坪50.14,主+陽+露48.96,3~5/5樓,5房(室)--廳5衛(含加蓋--房(室)--廳2衛),0
文山區,木新市場首選店面,台北市文山區木新路三段,2680 萬 (含車位價),店面,27.4年,建坪30.06,主+陽11.95,1/11樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),1
文山區,未來捷運旁金店面,台北市文山區試院路,2180 萬 (含車位價),店面,26.8年,建坪20.27,主+陽15.56,1/4樓,1房(室)2廳1衛(含加蓋1房(室)--廳--衛),1
文山區,泰豐東都邊間店辦,台北市文山區興隆路四段,13800 萬,店面,35.6年,建坪126.16,主+平+陽+露75.79,B1~2/10樓,8房(室)2廳4衛(含加蓋3房(室)1廳--衛),0
文山區,未來捷運站旁透天,台北市文山區木柵路一段,3980 萬,透天厝,--年,建坪45.18,主45.18,1~4/4樓,5房(室)1廳5衛(含加蓋1房(室)--廳1衛),0
文山區,文武百業店面首選,台北市文山區忠順街二段,3080 萬,店面,41.4年,建坪37.59,主+平28.70,1/7樓,--房(室)2廳2衛,0
文山區,等都更歡迎來電洽,台北市文山區興隆路一段,2368 萬,公寓,49.5年,建坪40.21,主40.21,4/4樓,3房(室)3廳3衛,0
文山區,市中心樓中樓大戶,台北市文山區永安街,3280 萬 (含車位價),公寓,35.8年,建坪--,無資料,4~5/5樓,6房(室)4廳3衛(含加蓋2房(室)1廳1衛),1
文山區,景美捷運收租聖品,台北市文山區三福街,2088 萬,公寓,51.1年,建坪32.60,主32.60,4/4樓,6房(室)--廳6衛,0
文山區,辛亥路套房收租屋,台北市文山區辛亥路七段,1868 萬,公寓,50.2年,建坪34.72,主34.72,2/4樓,6房(室)--廳6衛,0
文山區,政大高投報率美寓,台北市文山區新光路一段,1588 萬,公寓,42.5年,建坪31.43,主+陽28.43,3/5樓,6房(室)--廳6衛,0
文山區,木新置產收租金雞,台北市文山區木新路三段,1780 萬,公寓,50.4年,建坪32.63,主32.63,3/4樓,5房(室)--廳5衛,0
文山區,景美天際鋼骨美宅,台北市文山區景興路,2280 萬,住宅大樓,6.2年,建坪22.68,主+陽12.97,4/27樓,1房(室)1廳1衛,0
文山區,靜心首購小資宅,台北市文山區仙岩路,1955 萬,住宅大樓,30.7年,建坪23.17,主+陽16.80,7/18樓,1房(室)1廳1衛,0
文山區,景美挑高到站近家,台北市文山區景文街,1239 萬,住宅大樓,21.3年,建坪12.04,主+陽8.28,5/13樓,3房(室)2廳1衛(含加蓋2房(室)--廳--衛),0
文山區,辛亥捷運大院一樓,台北市文山區萬美街二段,3180 萬,住宅大樓,30.5年,建坪64.53,主29.91,B1~1/11樓,4房(室)1廳2衛(含加蓋2房(室)--廳1衛),0
文山區,木新稀有獨棟珍席,台北市文山區木新路二段,2488 萬 (含車位價),華廈,10.8年,建坪46.65,主+陽23.29,2/7樓,2房(室)2廳2衛,1
文山區,政大商圈稀有二樓,台北市文山區指南路二段,1490 萬,公寓,49.2年,建坪29.68,主29.68,2/4樓,4房(室)2廳2衛,0
文山區,木柵南環黃金店面,台北市文山區興隆路四段,5988 萬,店面,24.9年,建坪24.20,主+陽20.04,1/14樓,--房(室)--廳1衛,0
文山區,一飛沖天金店面,台北市文山區木柵路二段,3880 萬,店面,45.1年,建坪23.15,主+平23.15,1/5樓,--房(室)--廳1衛,0
文山區,景興學區一樓,台北市文山區三福街,3800 萬,公寓,46.7年,建坪38.62,主+平38.62,1/4樓,3房(室)2廳3衛,0
文山區,芳朵綠景小豪邸,台北市文山區興德路,1250 萬,住宅大樓,10.7年,建坪10.07,主+陽6.49,3/12樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
文山區,靜心商圈方正金店,台北市文山區興隆路二段,4885 萬 (含車位價),華廈,35.3年,建坪73.04,主+陽+露55.97,3/8樓,8房(室)2廳1衛(含加蓋2房(室)--廳--衛),1
文山區,獨門獨棟庭院透天,台北市文山區興隆路四段,4266 萬,透天厝,53.7年,建坪50.72,主50.72,1~2/2樓,5房(室)2廳2衛,0
文山區,新光河山三房車位,台北市文山區木柵路四段,2888 萬,公寓,27.6年,建坪41.20,主+陽31.69,2/4樓,3房(室)2廳2衛,0
文山區,景美捷運機能首推,台北市文山區,1650 萬,辦公商業大樓,--年,建坪14.96,主+陽9.27,6/20樓,--房(室)--廳--衛,0
文山區,新新聞電梯兩房,台北市文山區興隆路二段,1160 萬,華廈,28.3年,建坪12.18,主+陽8.46,3/6樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
文山區,萬芳捷運透天店面,台北市文山區興隆路三段,5980 萬,店面,58.0年,建坪38.76,主38.76,1~3/3樓,2房(室)3廳3衛(含加蓋2房(室)--廳--衛),0
文山區,萬芳靜心集店面,台北市文山區辛亥路五段,1998 萬,店面,8.5年,建坪17.98,主11.95,1/9樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
文山區,大面寬純一樓金店,台北市文山區興隆路二段,3300 萬,店面,51.2年,建坪28.82,主28.82,1/4樓,--房(室)--廳1衛(含加蓋--房(室)--廳1衛),0
文山區,木柵環狀莊園店面,台北市文山區木柵路一段,2380 萬,店面,57.9年,建坪20.05,主+平20.05,1/4樓,1房(室)1廳1衛,0
文山區,臻藏黃金店面,台北市文山區興隆路四段,2280 萬,店面,19.9年,建坪15.73,主+陽10.82,1/8樓,--房(室)1廳1衛,0
文山區,再興莊園新婚美居,台北市文山區木柵路一段,1300 萬,公寓,58.0年,建坪25.34,主25.34,4/4樓,2房(室)2廳1衛,0
文山區,再興學區太子美寓,台北市文山區興隆路四段,1588 萬,公寓,43.6年,建坪26.59,主+陽22.54,4/5樓,2房(室)2廳1衛,0
文山區,世新大學美寓頂加,台北市文山區木柵路一段,1875 萬,公寓,47.6年,建坪23.28,主+陽23.28,5/5樓,7房(室)--廳7衛(含加蓋3房(室)--廳3衛),0
文山區,萬隆捷運鼎佳頂加,台北市文山區溪洲街,1700 萬,公寓,54.1年,建坪18.54,主18.54,5/5樓,6房(室)--廳6衛(含加蓋2房(室)--廳2衛),0
文山區,政大平面收租聖品,台北市文山區指南路三段,1680 萬,公寓,41.2年,建坪29.98,主+陽27.41,2/5樓,5房(室)--廳5衛,0
文山區,高投報新裝潢收租,台北市文山區羅斯福路五段,2780 萬,公寓,49.6年,建坪36.01,主36.01,3/4樓,5房(室)3廳3衛,0
文山區,捷運和暘W之星,台北市文山區,1568 萬,辦公商業大樓,--年,建坪15.09,主+陽9.36,5/20樓,--房(室)--廳--衛,0
文山區,政大捷運樓中樓,台北市文山區指南路二段,2488 萬,公寓,44.2年,建坪34.77,主+平+陽28.95,1~2/5樓,3房(室)2廳2.5衛,0
文山區,多車位收藏家首選,台北市文山區木柵路四段,4580 萬,華廈,17.0年,建坪312.50,主+陽15.78,9/10樓,1房(室)1廳1衛,0
文山區,正木新路大面寬,台北市文山區木新路三段,4380 萬,店面,36.1年,建坪40.30,主+平23.58,B1~1/6樓,--房(室)--廳2衛,0
文山區,象山主人A5高樓,台北市文山區,2080 萬,住宅大樓,--年,建坪18.66,主+陽11.66,18/22樓,--房(室)--廳--衛,0
文山區,力行晴光質感美宅,台北市文山區興隆路四段,1580 萬,公寓,51.1年,建坪21.81,主21.81,4/4樓,2房(室)2廳1衛,0
文山區,萬芳捷運對面二樓,台北市文山區興隆路三段,1880 萬,公寓,58.0年,建坪26.47,主26.47,2/4樓,4房(室)2廳1衛,0
文山區,靜心三角方正金店,台北市文山區興隆路二段,5305 萬 (含車位價),華廈,35.3年,建坪78.06,主+陽+露56.91,2/8樓,3房(室)2廳2衛,1
文山區,貓空樟山景觀土地,台北市文山區,500 萬,無資料,--年,建坪--,無資料,--樓,--房(室)--廳--衛,0
文山區,政大新光透天店面,台北市文山區新光路一段,7588 萬,店面,--年,建坪28.77,主28.77,1/3樓,12房(室)1廳12衛(含加蓋12房(室)--廳11衛),0
文山區,木新路稀有金店面,台北市文山區木新路三段,5188 萬,店面,48.6年,建坪30.20,主28.69,1/3樓,--房(室)1廳1衛,0
文山區,花開高樓小資美宅,台北市文山區興隆路二段,1088 萬,住宅大樓,31.2年,建坪11.57,主+陽8.83,8/15樓,1房(室)1廳1衛,0
文山區,萬隆美宅公寓鼎加,台北市文山區萬隆街,2100 萬,公寓,53.3年,建坪27.23,主27.23,4/4樓,2房(室)3廳2衛(含加蓋1房(室)1廳1衛),0
文山區,景美國中高樓美宅,台北市文山區,1688 萬,辦公商業大樓,--年,建坪15.29,主+陽9.48,11/20樓,--房(室)--廳--衛,0
文山區,考試院黃金店面,台北市文山區試院路,1980 萬 (含車位價),店面,26.9年,建坪22.33,主+陽15.56,1/4樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),1
文山區,世新電梯黃金收租,台北市文山區試院路,1700 萬 (含車位價),華廈,31.9年,建坪38.75,主+平6.51,1/6樓,9房(室)--廳9衛(含加蓋8房(室)--廳8衛),1
文山區,世新美妝邊間收租,台北市文山區木柵路一段,2222 萬,公寓,--年,建坪35.62,主+陽35.62,4/4樓,5房(室)--廳5衛,0
