區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
士林區,台北市士林區中庸二路,12800,透天厝,17.8年,建坪189.47,主+陽125.79,B1~4/5樓,6房(室)3廳5衛(含加蓋--房(室)1廳1衛),3,25.1339061709,121.547592188
士林區,台北市士林區中山北路六段,3280,公寓,41.9年,建坪35.61,主+陽35.61,5/5樓,2房(室)4廳--衛(含加蓋2房(室)2廳--衛),0,25.1059818158,121.52513311
士林區,台北市士林區中山北路六段,2680,公寓,41.9年,建坪35.61,主+陽35.61,4/5樓,2房(室)2廳3衛(含加蓋--房(室)--廳1.5衛),0,25.1059818158,121.52513311
士林區,台北市士林區天母西路,3380,華廈,41.1年,建坪50.30,主+陽42.90,6/7樓,4房(室)2廳2衛,0,25.1185777,121.5282953
士林區,台北市士林區天母西路,4688,華廈,44.1年,建坪85.06,主+陽45.22,7/7樓,4房(室)4廳4衛(含加蓋2房(室)2廳2衛),1,25.1185765,121.5286997
士林區,台北市士林區新安路,9800,透天厝,9.1年,建坪172.62,主+陽172.07,1~2/2樓,4房(室)2廳4衛,1,25.1322784,121.555891
士林區,台北市士林區中山北路六段,2588,公寓,47.2年,建坪37.51,主+陽35.32,5/5樓,4房(室)2廳2衛,0,25.113987722,121.529188441
士林區,台北市士林區福華路,5980,住宅大樓,25.9年,建坪84.16,主+陽37.33,4/12樓,3房(室)2廳2衛,2,25.1063028045,121.521688403
士林區,台北市士林區德行東路,2450,公寓,47.1年,建坪31.07,主+陽31.08,2/5樓,3房(室)2廳1衛,0,25.1068731333,121.531458213
士林區,台北市士林區中山北路七段,19800,住宅大樓,14.7年,建坪226.79,主+陽91.19,12/22樓,5房(室)3廳4衛,6,25.1224429218398,121.529935055295
士林區,台北市士林區德行東路,6980,華廈,20.2年,建坪83.17,主+陽39.91,4/9樓,3房(室)2廳2衛,2,25.1089173464698,121.531348718879
士林區,台北市士林區忠誠路二段,2580,公寓,46.3年,建坪27.83,主+平27.83,1/5樓,3房(室)1廳2衛(含加蓋--房(室)--廳1衛),0,25.1152983848,121.531560078
士林區,台北市士林區忠誠路二段,2380,公寓,46.3年,建坪34.12,主+陽34.13,4/5樓,3房(室)2廳2衛,0,25.1153935196,121.531473099
士林區,台北市士林區雨聲街,6880,透天厝,28.2年,建坪69.55,主+陽44.51,1~3/6樓,4房(室)2廳3衛,1,25.1024219776,121.535171344
士林區,台北市士林區至誠路一段,6288,透天厝,50.1年,建坪46.65,主46.65,1~2/2樓,5房(室)2廳3衛(含加蓋1房(室)--廳1衛),1,25.1019370233,121.535313246
士林區,台北市士林區天母北路,8988,住宅大樓,5.7年,建坪97.73,主+陽42.72,8/24樓,4房(室)2廳3衛,2,25.1214396269869,121.526602335582
