區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
內湖區,台北市內湖區南京東路六段,3879,華廈,17.2年,建坪49.29,主+陽27.69,3/7樓,3房(室)2廳2衛,1,25.0566957463,121.579707043
內湖區,台北市內湖區瑞光路,6480,工廠,26.9年,建坪135.90,主64.93,5/7樓,--房(室)1廳1衛,1,25.0784371,121.568288
內湖區,台北市內湖區康寧路三段,2680,華廈,31.2年,建坪36.32,主+陽28.50,2/10樓,3房(室)2廳2衛,1,25.073240798,121.612308502
內湖區,台北市內湖區內湖路三段,6980,住宅大樓,8.9年,建坪86.31,主+陽40.82,9/19樓,3房(室)2廳2衛,2,25.088436324,121.593328838
內湖區,台北市內湖區港華街,3250,華廈,17.4年,建坪39.48,主+陽17.66,2/9樓,3房(室)2廳2衛,2,25.0836119111,121.574767847
內湖區,台北市內湖區文德路,6850,公寓,38.1年,建坪55.31,主+平50.03,1/5樓,6房(室)3廳2衛(含加蓋2房(室)--廳2衛),1,25.0786840106379,121.585320745717
內湖區,台北市內湖區民權東路六段,13800,透天厝,19.4年,建坪230.15,主+陽168.78,1~4/4樓,9房(室)6廳8衛(含加蓋3房(室)4廳5.5衛),3,25.0693938657921,121.598298953373
內湖區,台北市內湖區內湖路一段,3998,公寓,35.7年,建坪67.64,主+陽47.44,2~3/5樓,4房(室)2廳3衛,1,25.0862802378,121.557653199
內湖區,台北市內湖區瑞光路,13888,透天厝,18.2年,建坪186.79,主+陽133.99,B1~5/5樓,5房(室)4廳6衛,1,25.0728094983759,121.579928361937
內湖區,台北市內湖區民權東路六段,6130,透天厝,24.6年,建坪96.09,主+陽61.95,B1~4/4樓,5房(室)2廳4衛(含加蓋1房(室)--廳--衛),1,25.0680988266952,121.602692757707
內湖區,台北市內湖區堤頂大道二段,7680,廠辦,26.1年,建坪176.55,主69.95,7/12樓,4房(室)--廳1衛,4,25.0785638052,121.565527028
內湖區,台北市內湖區新富街,12688,住宅大樓,13.8年,建坪127.70,主+陽67.08,4/14樓,3房(室)2廳3衛,2,25.0608103323,121.585953108
內湖區,台北市內湖區新富街,15800,住宅大樓,11.2年,建坪149.50,主+陽83.20,16/16樓,5房(室)2廳5衛,2,25.0589637593597,121.58340101375
內湖區,台北市內湖區金湖路,5288,住宅大樓,24.1年,建坪66.06,主+陽38.79,3/12樓,4房(室)2廳2衛,1,25.0739215,121.6024428
內湖區,台北市內湖區康寧路三段,4880,華廈,17.4年,建坪59.44,主+陽32.31,6/7樓,4房(室)2廳2衛(含加蓋--房(室)--廳1衛),1,25.0737538,121.6113863
