區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
中山區,台北市中山區明水路,5088,住宅大樓,32.6年,建坪68.33,主+陽+露48.25,7~8/13樓,3房(室)2廳2衛,1,25.0788281081,121.551353337
中山區,台北市中山區南京東路二段,1825,住宅大樓,15.5年,建坪14.60,主+陽9.32,10/18樓,1房(室)--廳1衛,1,25.0518451344,121.53217589
中山區,台北市中山區新生北路二段,999,住宅大樓,53.9年,建坪10.21,主10.21,9/12樓,2房(室)1廳1衛(含加蓋--房(室)--廳1衛),0,25.0571897238,121.527228381
中山區,台北市中山區長安東路二段,998,套房,45.0年,建坪10.56,主+陽8.74,7/11樓,1房(室)1廳1衛,0,25.0485350484,121.533905861
中山區,台北市中山區遼寧街,3380,住宅大樓,39.8年,建坪29.78,主+陽23.38,4/15樓,2房(室)2廳1衛,1,25.0552129397,121.542452062
中山區,台北市中山區農安街,3200,華廈,49.4年,建坪38.58,主38.58,2/9樓,3房(室)1廳1衛,1,25.0648712209,121.523067512
中山區,台北市中山區堤頂大道二段,21869,住宅大樓,18.2年,建坪149.82,主+陽81.73,2/13樓,4房(室)2廳4.5衛,3,25.0774257089,121.566590727
中山區,台北市中山區龍江路,4688,住宅大樓,41.6年,建坪53.82,主+陽44.38,12/14樓,4房(室)2廳2衛,1,25.0583007557,121.540827924
中山區,台北市中山區北安路,3988,華廈,35.7年,建坪41.36,主+陽36.26,6/7樓,4房(室)2廳2衛,1,25.0786947513,121.544970972
中山區,台北市中山區民生東路二段,1288,華廈,45.9年,建坪13.62,主+陽10.37,3/7樓,1房(室)1廳1衛,0,25.0581113197,121.53076634
中山區,台北市中山區堤頂大道二段,9688,住宅大樓,22.5年,建坪119.21,主+陽59.20,4/11樓,5房(室)2廳3衛,3,25.0794022994674,121.563178453057
中山區,台北市中山區建國北路一段,9980,住宅大樓,12.7年,建坪90.58,主+陽42.96,13/13樓,4房(室)2廳4衛(含加蓋2房(室)--廳1衛),3,25.0507867605,121.537211821
中山區,台北市中山區大直街,2880,公寓,39.8年,建坪32.64,主+陽30.30,4/5樓,3房(室)2廳2衛,1,25.0835891377,121.548683954
中山區,台北市中山區朱崙街,17200,住宅大樓,11.1年,建坪130.49,主+陽58.93,7/12樓,3房(室)2廳3.5衛(含加蓋--房(室)--廳0.5衛),3,25.0500875843,121.540898344
中山區,台北市中山區林森北路,1380,套房,23.1年,建坪13.33,主+陽8.96,12/14樓,1房(室)1廳1衛,1,25.0559843839,121.52531195
中山區,台北市中山區新生北路二段,3498,住宅大樓,0.9年,建坪36.47,主+陽17.87,3/10樓,2房(室)2廳2衛,1,25.057391483475,121.527028920453
