行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,地坪,房屋總價,單價,屋齡,房,廳,衛,是否有車位,房屋類型_公寓,房屋類型_大樓,房屋類型_華廈,房屋類型_透天,緯度,經度,成交年月
0,0,1,0,0,0,0,0,0,0,0,0,47.4,11.26,3300.0,69.63,20.8,4,2,2,0,0,1,0,0,25.026269,121.569132,11407
0,0,1,0,0,0,0,0,0,0,0,0,33.62,5.52,3076.0,91.49,48.5,4,2,2,0,0,0,1,0,25.036649,121.559116,11407
0,0,1,0,0,0,0,0,0,0,0,0,20.08,2.41,1680.0,83.67,37.3,2,2,2,0,0,1,0,0,25.031107,121.557733,11407
0,0,1,0,0,0,0,0,0,0,0,0,10.22,3.98,800.0,78.29,57.3,3,2,2,0,1,0,0,0,25.025689,121.56924,11407
0,0,1,0,0,0,0,0,0,0,0,0,69.37,6.69,9000.0,129.74,17.6,1,0,0,0,0,1,0,0,25.030566,121.557741,11407
0,0,1,0,0,0,0,0,0,0,0,0,10.71,3.44,800.0,74.69,46.3,3,2,1,0,1,0,0,0,25.036765,121.559757,11407
0,0,1,0,0,0,0,0,0,0,0,0,26.86,0.0,4200.0,156.35,53.3,1,0,0,0,0,0,1,0,25.033277,121.558253,11407
0,0,1,0,0,0,0,0,0,0,0,0,84.78,22.27,6800.0,80.21,25.5,3,2,2,1,0,0,1,0,25.029645,121.564303,11407
0,0,1,0,0,0,0,0,0,0,0,0,36.68,4.28,3500.0,96.18,16.7,2,1,1,1,0,1,0,0,25.032846,121.57264,11407
0,0,1,0,0,0,0,0,0,0,0,0,25.76,6.9,1490.0,57.83,41.6,2,2,1,0,1,0,0,0,25.025081,121.566277,11407
0,0,1,0,0,0,0,0,0,0,0,0,29.71,5.61,2510.0,84.5,41.3,3,2,2,0,0,0,1,0,25.029713,121.560523,11407
0,0,1,0,0,0,0,0,0,0,0,0,21.23,3.08,2300.0,108.32,19.3,1,1,1,0,0,1,0,0,25.033237,121.573885,11407
0,0,1,0,0,0,0,0,0,0,0,0,38.91,9.26,2658.0,68.32,38.6,3,2,2,0,1,0,0,0,25.033939,121.575935,11407
0,0,1,0,0,0,0,0,0,0,0,0,13.0,1.19,1760.0,135.34,17.6,1,1,1,0,0,1,0,0,25.031256,121.557633,11407
0,0,1,0,0,0,0,0,0,0,0,0,83.48,15.31,12150.0,170.36,8.3,1,0,0,1,0,1,0,0,25.034078,121.571659,11407
0,0,1,0,0,0,0,0,0,0,0,0,13.72,1.57,1315.0,95.88,37.3,1,1,1,0,0,1,0,0,25.031376,121.557602,11407
0,0,1,0,0,0,0,0,0,0,0,0,32.63,4.93,2200.0,67.42,52.2,5,0,5,0,1,0,0,0,25.027081,121.569576,11407
0,0,1,0,0,0,0,0,0,0,0,0,26.08,6.9,1600.0,61.35,41.6,3,2,1,0,1,0,0,0,25.025081,121.566277,11407
0,0,1,0,0,0,0,0,0,0,0,0,9.92,1.69,1568.0,158.08,21.5,1,2,1,0,0,1,0,0,25.041437,121.570738,11407
0,0,1,0,0,0,0,0,0,0,0,0,54.17,6.39,4350.0,95.63,31.3,4,2,2,1,0,1,0,0,25.024637,121.568911,11407
0,0,1,0,0,0,0,0,0,0,0,0,124.36,30.56,16188.0,163.84,29.3,5,2,4,1,0,1,0,0,25.03429,121.564837,11407
0,0,1,0,0,0,0,0,0,0,0,0,80.75,9.63,7200.0,89.16,42.2,4,2,2,0,0,0,1,0,25.0287,121.565488,11407
0,0,1,0,0,0,0,0,0,0,0,0,24.38,26.3,2448.0,100.39,46.4,1,0,1,0,1,0,0,0,25.035307,121.576162,11407
0,0,1,0,0,0,0,0,0,0,0,0,51.08,12.53,2600.0,50.9,27.9,3,2,2,1,0,1,0,0,25.030635,121.565963,11407
0,0,1,0,0,0,0,0,0,0,0,0,8.03,3.2,550.0,68.46,43.8,3,2,1,0,0,0,1,0,25.036017,121.560446,11407
0,0,1,0,0,0,0,0,0,0,0,0,34.19,9.52,2050.0,59.96,45.3,3,2,2,0,1,0,0,0,25.03311,121.575425,11407
0,0,1,0,0,0,0,0,0,0,0,0,33.67,9.66,2244.0,66.65,41.7,3,2,2,0,1,0,0,0,25.033162,121.57611,11407
0,0,1,0,0,0,0,0,0,0,0,0,53.75,10.61,2240.0,41.67,27.9,3,2,2,1,0,1,0,0,25.031536,121.560472,11407
0,0,1,0,0,0,0,0,0,0,0,0,26.42,2.37,2800.0,105.98,38.5,2,2,2,0,0,1,0,0,25.033607,121.557657,11407
0,0,1,0,0,0,0,0,0,0,0,0,15.14,2.68,1700.0,112.31,28.5,2,2,1,0,0,1,0,0,25.032846,121.57264,11407
0,0,1,0,0,0,0,0,0,0,0,0,21.31,6.35,1500.0,70.38,49.7,4,0,4,0,1,0,0,0,25.025628,121.566653,11406
0,0,1,0,0,0,0,0,0,0,0,0,15.31,2.49,1688.0,110.26,16.7,1,1,1,0,0,1,0,0,25.032846,121.57264,11406
0,0,1,0,0,0,0,0,0,0,0,0,30.89,8.19,2310.0,74.78,41.6,3,2,2,0,1,0,0,0,25.031479,121.559603,11406
0,0,1,0,0,0,0,0,0,0,0,0,32.3,3.85,5500.0,170.26,36.0,1,2,1,0,0,0,1,0,25.027637,121.563335,11406
0,0,1,0,0,0,0,0,0,0,0,0,16.66,2.66,1770.0,106.21,42.3,1,0,1,0,0,0,1,0,25.028351,121.564557,11406
0,0,1,0,0,0,0,0,0,0,0,0,26.32,8.62,2128.0,80.86,49.8,3,2,1,0,1,0,0,0,25.027643,121.565395,11406
0,0,1,0,0,0,0,0,0,0,0,0,34.6,8.7,2788.0,80.59,46.1,5,0,5,0,1,0,0,0,25.036757,121.558205,11406
0,0,1,0,0,0,0,0,0,0,0,0,20.2,1.7,1818.0,90.01,45.9,2,2,1,0,0,1,0,0,25.032207,121.559262,11406
0,0,1,0,0,0,0,0,0,0,0,0,376.0,78.93,84440.0,250.0,15.2,1,0,0,1,0,1,0,0,25.036888,121.570997,11406
0,0,1,0,0,0,0,0,0,0,0,0,7.35,1.97,450.0,61.19,47.3,2,2,2,0,1,0,0,0,25.032812,121.574765,11406
0,0,1,0,0,0,0,0,0,0,0,0,14.9,1.85,2160.0,145.01,18.3,1,1,1,0,0,1,0,0,25.03208,121.56132,11406
0,0,1,0,0,0,0,0,0,0,0,0,15.79,1.44,1452.68,92.01,47.3,1,1,1,0,0,1,0,0,25.033253,121.558927,11406
0,0,1,0,0,0,0,0,0,0,0,0,10.35,0.97,1160.0,112.09,41.6,1,1,1,0,0,1,0,0,25.033404,121.559093,11406
0,0,1,0,0,0,0,0,0,0,0,0,128.67,9.91,9650.0,75.0,44.0,1,0,0,0,0,1,0,0,25.033259,121.558834,11406
0,0,1,0,0,0,0,0,0,0,0,0,68.22,10.22,8530.0,125.04,26.8,3,2,2,1,0,1,0,0,25.035015,121.573884,11406
0,0,1,0,0,0,0,0,0,0,0,0,29.74,13.46,2520.0,84.72,52.6,3,2,1,0,1,0,0,0,25.029256,121.564581,11406
0,0,1,0,0,0,0,0,0,0,0,0,34.66,13.84,2600.0,75.01,43.8,3,2,2,0,1,0,0,0,25.03579,121.559159,11406
0,0,1,0,0,0,0,0,0,0,0,0,31.62,11.19,4380.0,138.52,54.0,3,2,1,0,1,0,0,0,25.041868,121.5689,11406
0,0,1,0,0,0,0,0,0,0,0,0,17.19,1.65,1890.0,109.92,18.6,1,0,0,0,0,1,0,0,25.03417,121.560012,11406
0,0,1,0,0,0,0,0,0,0,0,0,32.94,6.95,2650.0,80.46,43.8,4,2,2,0,0,0,1,0,25.029788,121.559358,11406
0,0,1,0,0,0,0,0,0,0,0,0,26.98,7.14,1850.0,68.58,46.8,3,2,1,0,1,0,0,0,25.031856,121.57488,11406
0,0,1,0,0,0,0,0,0,0,0,0,19.43,6.93,1260.0,64.85,50.9,3,2,1,0,1,0,0,0,25.0282,121.56792,11406
0,0,1,0,0,0,0,0,0,0,0,0,31.62,11.19,2750.0,86.97,54.0,3,2,1,0,1,0,0,0,25.041868,121.5689,11406
0,0,1,0,0,0,0,0,0,0,0,0,24.18,7.64,2100.0,86.86,53.7,3,2,1,0,1,0,0,0,25.028488,121.565361,11406
0,0,1,0,0,0,0,0,0,0,0,0,67.73,8.57,4928.0,85.57,31.5,4,2,2,1,0,1,0,0,25.035211,121.575519,11406
0,0,1,0,0,0,0,0,0,0,0,0,28.16,2.69,3968.0,140.9,11.6,1,2,1,1,0,1,0,0,25.0413,121.567416,11406
0,0,1,0,0,0,0,0,0,0,0,0,15.01,1.87,2326.0,154.96,18.3,1,1,1,0,0,1,0,0,25.03208,121.56132,11406
0,0,1,0,0,0,0,0,0,0,0,0,39.32,7.91,3100.0,78.84,32.6,4,2,2,0,0,0,1,0,25.027568,121.562368,11406
0,0,1,0,0,0,0,0,0,0,0,0,33.92,3.21,2488.0,73.35,31.1,1,0,0,1,0,0,1,0,25.030995,121.558546,11406
0,0,1,0,0,0,0,0,0,0,0,0,28.56,5.56,2000.0,70.02,43.8,3,2,2,0,0,0,1,0,25.027939,121.564402,11406
0,0,1,0,0,0,0,0,0,0,0,0,20.47,9.08,1500.0,73.28,55.9,2,1,2,0,1,0,0,0,25.035416,121.576308,11406
0,0,1,0,0,0,0,0,0,0,0,0,122.1,30.79,15320.0,125.47,28.3,4,2,4,1,0,1,0,0,25.038859,121.571549,11405
0,0,1,0,0,0,0,0,0,0,0,0,29.36,9.53,1900.0,64.72,56.0,3,2,2,0,1,0,0,0,25.024886,121.567228,11405
0,0,1,0,0,0,0,0,0,0,0,0,13.0,1.19,1608.0,123.65,17.6,1,1,1,0,0,1,0,0,25.031256,121.557633,11405
0,0,1,0,0,0,0,0,0,0,0,0,14.26,3.23,1700.0,119.19,16.6,1,0,0,0,0,0,1,0,25.04205,121.566276,11405
0,0,1,0,0,0,0,0,0,0,0,0,14.02,2.18,1566.0,111.71,19.3,1,1,1,0,0,1,0,0,25.033237,121.573885,11405
0,0,1,0,0,0,0,0,0,0,0,0,54.76,6.92,4400.0,92.99,31.5,2,2,2,1,0,1,0,0,25.035344,121.575595,11405
0,0,1,0,0,0,0,0,0,0,0,0,16.9,2.97,1450.0,85.8,16.6,2,1,1,1,0,0,1,0,25.04205,121.566276,11405
0,0,1,0,0,0,0,0,0,0,0,0,26.06,9.91,3188.0,122.32,54.7,3,2,2,0,1,0,0,0,25.034423,121.576787,11405
0,0,1,0,0,0,0,0,0,0,0,0,16.07,3.49,1418.0,88.26,43.2,1,1,1,0,0,0,1,0,25.027856,121.563768,11405
0,0,1,0,0,0,0,0,0,0,0,0,32.69,9.49,2400.0,73.41,36.3,7,7,7,0,0,0,1,0,25.041788,121.567243,11405
0,0,1,0,0,0,0,0,0,0,0,0,14.64,2.39,1800.0,122.94,16.7,1,1,1,0,0,1,0,0,25.032846,121.57264,11405
0,0,1,0,0,0,0,0,0,0,0,0,45.56,5.91,3066.0,76.57,34.8,3,2,2,1,0,0,1,0,25.034804,121.575726,11405
0,0,1,0,0,0,0,0,0,0,0,0,24.18,9.44,3000.0,124.04,46.4,1,1,1,0,1,0,0,0,25.035148,121.576419,11405
0,0,1,0,0,0,0,0,0,0,0,0,41.9,8.03,3270.0,78.05,32.6,3,2,2,0,0,0,1,0,25.027568,121.562368,11405
0,0,1,0,0,0,0,0,0,0,0,0,11.86,3.84,1760.0,148.35,28.8,1,1,1,0,0,1,0,0,25.037481,121.572889,11405
0,0,1,0,0,0,0,0,0,0,0,0,32.29,6.48,2752.0,85.21,42.5,3,2,1,0,0,1,0,0,25.034427,121.557807,11405
0,0,1,0,0,0,0,0,0,0,0,0,63.2,15.02,4750.0,75.16,20.8,3,2,2,1,0,1,0,0,25.025481,121.570054,11405
0,0,1,0,0,0,0,0,0,0,0,0,35.73,5.82,3500.0,97.97,42.9,3,2,1,0,0,1,0,0,25.041565,121.566432,11405
0,0,1,0,0,0,0,0,0,0,0,0,11.4,1.86,1606.0,140.82,21.5,1,1,1,0,0,1,0,0,25.041437,121.570738,11405
0,0,1,0,0,0,0,0,0,0,0,0,16.29,2.33,2650.0,162.71,23.5,1,0,0,0,0,1,0,0,25.032027,121.558183,11405
0,0,1,0,0,0,0,0,0,0,0,0,30.79,6.13,1500.0,48.72,42.0,3,2,2,0,0,0,1,0,25.027713,121.566043,11405
0,0,1,0,0,0,0,0,0,0,0,0,146.64,36.65,13368.0,91.16,30.2,5,2,4,1,0,1,0,0,25.02932,121.569278,11405
0,0,1,0,0,0,0,0,0,0,0,0,14.97,3.02,1450.0,96.86,42.5,1,1,1,0,0,1,0,0,25.034617,121.558594,11405
0,0,1,0,0,0,0,0,0,0,0,0,87.11,8.02,10000.0,114.8,41.2,3,1,2,1,0,1,0,0,25.039917,121.561661,11405
0,0,1,0,0,0,0,0,0,0,0,0,22.52,8.39,1550.0,68.83,51.3,3,1,2,0,1,0,0,0,25.029054,121.561918,11405
0,0,1,0,0,0,0,0,0,0,0,0,31.18,8.52,2218.0,71.13,45.3,3,2,2,0,1,0,0,0,25.033246,121.575643,11405
0,0,1,0,0,0,0,0,0,0,0,0,15.01,2.44,1720.0,114.59,16.7,1,1,1,0,0,1,0,0,25.033499,121.573951,11405
0,0,1,0,0,0,0,0,0,0,0,0,52.08,13.6,5908.0,113.43,27.9,2,2,2,1,0,0,1,0,25.032118,121.563497,11405
0,0,1,0,0,0,0,0,0,0,0,0,12.17,1.05,1348.0,110.8,25.3,1,2,1,0,0,1,0,0,25.031862,121.557617,11405
0,0,1,0,0,0,0,0,0,0,0,0,17.97,6.3,1464.0,81.45,57.5,2,2,1,0,1,0,0,0,25.035251,121.557931,11404
0,0,1,0,0,0,0,0,0,0,0,0,46.24,12.51,3300.0,71.37,47.5,5,2,2,0,1,0,0,0,25.036759,121.559998,11404
0,0,1,0,0,0,0,0,0,0,0,0,28.05,3.89,460.0,16.4,16.9,1,1,1,1,0,1,0,0,25.027057,121.569004,11404
0,0,1,0,0,0,0,0,0,0,0,0,32.16,12.48,2000.0,62.19,35.9,4,1,2,0,1,0,0,0,25.026274,121.560922,11404
0,0,1,0,0,0,0,0,0,0,0,0,42.22,7.15,3860.0,95.88,28.5,3,2,1,1,0,1,0,0,25.032846,121.57264,11404
0,0,1,0,0,0,0,0,0,0,0,0,23.28,8.02,1020.0,43.82,52.1,3,2,1,0,1,0,0,0,25.027292,121.563919,11404
0,0,1,0,0,0,0,0,0,0,0,0,35.31,3.51,4418.0,135.52,11.6,2,2,2,1,0,1,0,0,25.0413,121.567416,11404
0,0,1,0,0,0,0,0,0,0,0,0,61.15,4.24,4550.0,91.67,42.2,1,1,2,1,0,1,0,0,25.04157,121.565055,11404
0,0,1,0,0,0,0,0,0,0,0,0,37.01,14.14,2800.0,75.66,51.0,4,2,2,0,1,0,0,0,25.028638,121.560004,11404
0,0,1,0,0,0,0,0,0,0,0,0,37.01,14.14,2400.0,64.85,51.0,3,2,2,0,1,0,0,0,25.028638,121.560004,11404
0,0,1,0,0,0,0,0,0,0,0,0,37.01,14.14,2400.0,64.85,51.0,3,2,2,0,1,0,0,0,25.028638,121.560004,11404
0,0,1,0,0,0,0,0,0,0,0,0,37.01,14.14,2200.0,59.45,51.0,4,2,2,0,1,0,0,0,25.028638,121.560004,11404
0,0,1,0,0,0,0,0,0,0,0,0,31.99,9.83,2166.0,67.72,50.3,3,2,1,0,1,0,0,0,25.028104,121.567478,11404
0,0,1,0,0,0,0,0,0,0,0,0,32.05,7.16,2600.0,81.12,35.6,2,2,2,0,0,0,1,0,25.02607,121.56967,11404
0,0,1,0,0,0,0,0,0,0,0,0,17.7,6.59,1300.0,73.46,47.4,3,2,2,0,1,0,0,0,25.024367,121.566383,11404
0,0,1,0,0,0,0,0,0,0,0,0,52.08,13.6,5650.0,108.48,27.9,3,2,2,1,0,0,1,0,25.032303,121.563502,11404
0,0,1,0,0,0,0,0,0,0,0,0,37.68,3.79,3786.2,100.49,47.3,3,2,1,0,0,1,0,0,25.033253,121.558927,11404
0,0,1,0,0,0,0,0,0,0,0,0,19.95,4.08,2208.0,110.66,17.5,3,1,1,1,0,0,1,0,25.041755,121.566354,11404
0,0,1,0,0,0,0,0,0,0,0,0,46.86,9.12,920.0,19.63,36.3,4,2,3,0,0,0,1,0,25.028514,121.56136,11404
0,0,1,0,0,0,0,0,0,0,0,0,40.91,8.85,3248.0,90.11,1.7,3,2,2,1,0,0,1,0,25.024412,121.565763,11404
0,0,1,0,0,0,0,0,0,0,0,0,58.0,10.99,5530.0,111.06,35.0,3,2,2,1,0,1,0,0,25.035744,121.573827,11404
0,0,1,0,0,0,0,0,0,0,0,0,17.38,4.59,2088.0,120.13,17.5,2,1,1,0,0,0,1,0,25.04171,121.566416,11404
0,0,1,0,0,0,0,0,0,0,0,0,119.31,23.43,14538.0,121.85,18.7,4,2,4,1,0,1,0,0,25.03101,121.568024,11404
0,0,1,0,0,0,0,0,0,0,0,0,54.27,4.87,4450.0,95.18,36.2,3,2,2,1,0,1,0,0,25.031256,121.557633,11404
0,0,1,0,0,0,0,0,0,0,0,0,26.74,2.57,1950.0,74.27,16.7,1,1,1,1,0,1,0,0,25.033237,121.573885,11404
0,0,1,0,0,0,0,0,0,0,0,0,25.75,8.47,1300.0,50.49,50.8,2,2,1,0,1,0,0,0,25.028224,121.568211,11404
0,0,1,0,0,0,0,0,0,0,0,0,14.97,3.02,1615.0,107.88,42.5,1,0,0,0,0,1,0,0,25.034706,121.558888,11404
0,0,1,0,0,0,0,0,0,0,0,0,15.39,2.33,1736.0,112.81,27.4,1,1,1,0,0,1,0,0,25.03312,121.566864,11404
0,0,1,0,0,0,0,0,0,0,0,0,15.03,1.77,1466.0,97.57,37.3,1,1,1,0,0,1,0,0,25.031376,121.557602,11404
0,0,1,0,0,0,0,0,0,0,0,0,8.26,0.69,1000.0,121.05,25.3,1,1,1,0,0,1,0,0,25.031862,121.557617,11404
0,0,1,0,0,0,0,0,0,0,0,0,35.4,7.24,2700.0,76.27,36.9,2,2,2,0,0,0,1,0,25.032029,121.559823,11404
0,0,1,0,0,0,0,0,0,0,0,0,15.01,1.87,2288.0,152.37,18.3,1,1,1,0,0,1,0,0,25.03208,121.56132,11404
0,0,1,0,0,0,0,0,0,0,0,0,40.18,5.95,4588.0,134.52,20.5,2,1,1,1,0,1,0,0,25.04108,121.570619,11404
0,0,1,0,0,0,0,0,0,0,0,0,57.37,14.7,745.7207,13.0,33.8,3,2,2,1,0,0,1,0,25.031143,121.568971,11404
0,0,1,0,0,0,0,0,0,0,0,0,26.98,7.02,904.0,33.51,46.8,3,2,2,0,1,0,0,0,25.031734,121.574876,11404
0,0,1,0,0,0,0,0,0,0,0,0,26.26,9.53,2055.0,78.26,53.9,3,2,2,0,1,0,0,0,25.026019,121.568848,11404
0,0,1,0,0,0,0,0,0,0,0,0,10.56,2.41,815.0,77.2,35.2,1,1,1,0,0,0,1,0,25.024829,121.566817,11404
0,0,1,0,0,0,0,0,0,0,0,0,27.58,9.0,1770.0,64.19,51.0,3,2,2,0,1,0,0,0,25.028717,121.560431,11404
0,0,1,0,0,0,0,0,0,0,0,0,34.66,13.84,4000.0,115.41,43.8,3,2,1,0,0,0,1,0,25.036018,121.560406,11404
0,0,1,0,0,0,0,0,0,0,0,0,26.28,9.45,1200.0,45.67,49.4,3,2,1,0,1,0,0,0,25.02798,121.560264,11403
0,0,1,0,0,0,0,0,0,0,0,0,51.96,9.12,4156.0,79.98,33.8,5,2,2,0,0,0,1,0,25.028135,121.562982,11403
0,0,1,0,0,0,0,0,0,0,0,0,24.38,26.3,2438.0,99.98,46.4,1,1,1,0,1,0,0,0,25.035307,121.576162,11403
0,0,1,0,0,0,0,0,0,0,0,0,19.05,12.4,1908.0,100.18,56.0,1,1,1,0,1,0,0,0,25.035324,121.576184,11403
0,0,1,0,0,0,0,0,0,0,0,0,27.52,5.16,2860.0,103.91,43.7,3,2,1,0,0,0,1,0,25.028669,121.564195,11403
0,0,1,0,0,0,0,0,0,0,0,0,19.37,4.0,2083.0,107.54,42.5,2,1,1,0,0,1,0,0,25.034425,121.557745,11403
0,0,1,0,0,0,0,0,0,0,0,0,11.91,1.65,1250.0,104.99,16.9,1,1,1,0,0,1,0,0,25.027057,121.569004,11403
0,0,1,0,0,0,0,0,0,0,0,0,11.86,3.84,1650.0,139.08,28.8,1,0,0,0,0,1,0,0,25.037481,121.572889,11403
0,0,1,0,0,0,0,0,0,0,0,0,38.64,7.7,3988.0,103.21,45.5,3,2,2,0,0,0,1,0,25.036019,121.558051,11403
0,0,1,0,0,0,0,0,0,0,0,0,26.66,5.93,4000.0,150.06,48.8,1,1,1,0,1,0,0,0,25.038307,121.573985,11403
0,0,1,0,0,0,0,0,0,0,0,0,14.02,2.18,1570.0,112.0,19.3,1,1,1,0,0,1,0,0,25.033237,121.573885,11403
0,0,1,0,0,0,0,0,0,0,0,0,160.61,22.58,20288.0,145.11,9.1,1,2,4,1,0,1,0,0,25.027984,121.5714,11403
0,0,1,0,0,0,0,0,0,0,0,0,65.46,13.91,4544.0,69.41,34.5,3,2,2,1,0,1,0,0,25.030609,121.568722,11403
0,0,1,0,0,0,0,0,0,0,0,0,32.29,6.48,3100.0,95.99,42.5,2,2,1,0,0,1,0,0,25.034932,121.558188,11403
0,0,1,0,0,0,0,0,0,0,0,0,30.59,7.61,2560.0,83.69,1.7,2,2,2,0,0,0,1,0,25.024412,121.565763,11403
0,0,1,0,0,0,0,0,0,0,0,0,34.67,3.23,3086.0,89.02,48.9,3,2,2,0,0,1,0,0,25.03332,121.557753,11403
0,0,1,0,0,0,0,0,0,0,0,0,29.64,8.34,1736.0,58.57,47.6,3,2,2,0,1,0,0,0,25.03081,121.574943,11403
0,0,1,0,0,0,0,0,0,0,0,0,74.98,15.43,6958.0,111.36,20.9,4,2,2,1,0,0,1,0,25.041397,121.570937,11403
0,0,1,0,0,0,0,0,0,0,0,0,19.55,2.83,1768.0,90.42,28.5,1,1,1,1,0,1,0,0,25.032846,121.57264,11403
0,0,1,0,0,0,0,0,0,0,0,0,36.19,4.67,3380.0,117.07,19.3,2,1,1,1,0,1,0,0,25.033237,121.573885,11403
0,0,1,0,0,0,0,0,0,0,0,0,34.09,6.8,3138.0,92.04,42.5,3,2,2,0,0,1,0,0,25.034998,121.560377,11403
0,0,1,0,0,0,0,0,0,0,0,0,53.62,4.73,6000.0,111.89,18.1,3,2,2,1,0,1,0,0,25.03579,121.557722,11403
0,0,1,0,0,0,0,0,0,0,0,0,36.51,6.66,2000.0,54.79,42.5,3,2,2,0,0,0,1,0,25.029241,121.562347,11403
0,0,1,0,0,0,0,0,0,0,0,0,49.63,5.7,4450.0,89.67,43.3,4,2,2,0,0,1,0,0,25.033263,121.558461,11403
0,0,1,0,0,0,0,0,0,0,0,0,21.27,2.47,2000.0,94.01,27.4,1,0,1,1,0,1,0,0,25.03231,121.560601,11403
0,0,1,0,0,0,0,0,0,0,0,0,33.53,7.01,2361.0,81.82,1.7,2,2,2,1,0,0,1,0,25.024409,121.565688,11403
0,0,1,0,0,0,0,0,0,0,0,0,18.44,2.07,1620.0,87.84,27.4,1,1,1,1,0,1,0,0,25.032403,121.560719,11403
0,0,1,0,0,0,0,0,0,0,0,0,53.91,11.24,1600.0,29.68,36.3,4,2,2,1,0,0,1,0,25.028388,121.56123,11403
0,0,1,0,0,0,0,0,0,0,0,0,124.95,33.97,13150.0,105.24,25.0,4,2,5,1,0,0,1,0,25.029304,121.568962,11403
0,0,1,0,0,0,0,0,0,0,0,0,42.27,4.08,3636.0,86.01,48.9,1,1,1,0,0,1,0,0,25.03332,121.557753,11403
0,0,1,0,0,0,0,0,0,0,0,0,31.44,6.26,2520.0,80.16,42.5,3,2,1,0,0,1,0,0,25.034882,121.558835,11403
0,0,1,0,0,0,0,0,0,0,0,0,23.36,4.14,2140.0,91.6,35.3,2,2,1,0,0,0,1,0,25.026036,121.56427,11403
0,0,1,0,0,0,0,0,0,0,0,0,15.2,2.67,1065.0,70.06,28.5,1,1,1,0,0,1,0,0,25.032846,121.57264,11403
0,0,1,0,0,0,0,0,0,0,0,0,32.29,6.48,2938.0,90.97,42.5,2,2,1,0,0,1,0,0,25.03456,121.557804,11403
0,0,1,0,0,0,0,0,0,0,0,0,21.86,7.9,1260.0,57.64,47.8,3,2,2,0,1,0,0,0,25.025373,121.565237,11403
0,0,1,0,0,0,0,0,0,0,0,0,36.32,2.31,2909.0,80.1,32.8,2,2,1,0,0,1,0,0,25.036282,121.574866,11403
0,0,1,0,0,0,0,0,0,0,0,0,36.58,10.64,3270.0,89.4,50.8,5,0,5,0,1,0,0,0,25.034492,121.559779,11403
0,0,1,0,0,0,0,0,0,0,0,0,50.13,12.33,5788.0,115.45,27.9,3,2,2,1,0,1,0,0,25.03085,121.566172,11403
0,0,1,0,0,0,0,0,0,0,0,0,36.19,3.22,2900.0,80.14,38.1,3,2,2,0,0,1,0,0,25.031993,121.559135,11403
0,0,1,0,0,0,0,0,0,0,0,0,26.61,6.62,5300.0,199.14,42.8,1,2,1,0,1,0,0,0,25.041943,121.567244,11403
0,0,1,0,0,0,0,0,0,0,0,0,12.18,1.98,1440.0,118.18,19.3,1,1,1,0,0,1,0,0,25.033237,121.573885,11403
0,0,1,0,0,0,0,0,0,0,0,0,36.08,7.13,1635.0,45.32,42.5,3,2,2,0,0,1,0,0,25.034882,121.558835,11403
0,0,1,0,0,0,0,0,0,0,0,0,5.35,2.39,276.0,51.55,53.8,3,1,2,0,1,0,0,0,25.027174,121.568734,11403
0,0,0,1,0,0,0,0,0,0,0,0,12.94,6.67,1172.0,90.59,6.7,1,0,1,0,0,0,1,0,25.074695,121.585301,11501
0,0,0,1,0,0,0,0,0,0,0,0,30.07,2.83,1400.0,46.56,27.5,1,1,1,1,0,1,0,0,25.073213,121.588933,11501
0,0,0,1,0,0,0,0,0,0,0,0,39.66,18.75,3888.0,100.7,0.4,3,2,2,1,0,0,1,0,25.06936,121.588996,11412
0,0,0,1,0,0,0,0,0,0,0,0,26.84,7.54,1518.0,56.56,42.3,3,2,2,0,1,0,0,0,25.069354,121.587147,11412
0,0,0,1,0,0,0,0,0,0,0,0,34.61,5.27,2350.0,67.9,17.3,2,2,1,1,0,1,0,0,25.060876,121.587281,11412
0,0,0,1,0,0,0,0,0,0,0,0,68.38,11.12,5088.0,86.95,23.4,4,2,2,1,0,1,0,0,25.077034,121.584818,11412
0,0,0,1,0,0,0,0,0,0,0,0,31.86,9.28,1980.0,62.15,46.3,3,2,2,0,1,0,0,0,25.06754,121.588715,11412
0,0,0,1,0,0,0,0,0,0,0,0,85.63,19.87,6600.0,77.08,17.4,3,2,2,1,0,1,0,0,25.06732,121.598193,11411
0,0,0,1,0,0,0,0,0,0,0,0,12.98,1.04,1038.0,79.95,17.2,1,1,1,0,0,1,0,0,25.068927,121.59413,11411
0,0,0,1,0,0,0,0,0,0,0,0,59.01,9.58,3880.0,78.87,31.3,2,2,2,1,0,1,0,0,25.076543,121.583397,11411
0,0,0,1,0,0,0,0,0,0,0,0,15.01,1.3,1185.0,78.24,18.8,1,1,1,1,0,1,0,0,25.068927,121.59413,11411
0,0,0,1,0,0,0,0,0,0,0,0,25.95,8.32,1605.0,61.84,43.3,5,0,5,0,1,0,0,0,25.075382,121.58557,11411
0,0,0,1,0,0,0,0,0,0,0,0,32.99,7.93,1800.0,54.56,45.4,3,2,2,0,1,0,0,0,25.068835,121.58668,11411
0,0,0,1,0,0,0,0,0,0,0,0,35.47,9.51,1860.0,52.43,38.6,3,2,1,0,1,0,0,0,25.07021,121.58816,11411
