成交年月,型式,地址,成交總價(萬),單價(萬/坪),建物坪數,土地坪數,屋齡,樓層,總樓層,車位,房,廳,衛,lat,lon,備註
11405,公寓,台北市松山區松河街２６號二樓,1722,62.2,27.68,6.65,38.3,2,5,無,3,2,2,25.050707,121.572778,陽台外推；
11404,大樓,台北市松山區八德路四段６０４之５號,2010,62.31,32.26,5.07,37.6,1,12,無,0,2,1,25.049684,121.572782,防火巷加蓋
11404,大樓,台北市松山區南京東路五段３１６號七樓之７,800,61.29,13.05,1.16,36.8,7,12,無,1,0,1,25.051097,121.568043,陽台外推；
11404,大樓,台北市松山區八德路四段６５０號六樓之１７,1420,140.08,10.14,1.12,19.3,6,13,無,2,1,1,25.050041,121.575348,陽台外推；夾層；
11404,公寓,台北市松山區南京東路五段２５０巷１８弄４０號,2980,90.04,33.1,10.44,50.8,1,4,無,2,2,1,25.050132,121.567995,其他增建；
11404,大樓,台北市松山區八德路四段６５０號十樓之６,1488,142.04,10.48,1.17,19.3,10,13,無,1,1,1,25.050041,121.575348,陽台外推；夾層；其他增建；
11404,大樓,台北市松山區八德路四段４４５號九樓之１６,1000,66.82,14.96,1.47,18.1,9,14,無,1,0,1,25.049701,121.570078,親友、員工、共有人或其他特殊關係間之交易；
11404,大樓,台北市松山區八德路四段７８３號十二樓之２,2970,84.81,35.02,2.79,18.7,12,15,有,3,2,1,25.051214,121.578367,陽台外推；
11404,公寓,台北市松山區松河街１９０號,850,20.36,41.74,6.78,47.9,1,5,無,2,1,2,25.051399,121.577015,親友、員工、共有人或其他特殊關係間之交易；
11404,大樓,台北市松山區寶清街２１號十樓之１,1700,76.76,22.15,2.23,36,10,11,無,2,1,2,25.049988,121.569009,其他增建；
11404,大樓,台北市松山區基隆路一段３０號二樓之６,1688,52.98,31.86,3.09,45.6,2,12,無,4,2,2,25.050151,121.569551,陽台外推；其他增建；
11403,大樓,台北市松山區南京東路五段３３６號六樓之７,2980,78.5,37.96,3.81,36.2,6,12,無,3,2,2,25.051081,121.568925,陽台外推；
11403,公寓,台北市松山區八德路四段３８９巷８號四樓,1790,88.42,20.24,6.81,55.2,4,4,無,3,2,1,25.049732,121.568594,陽台外推；其他增建；
11403,公寓,台北市松山區八德路四段６４３號二樓,1620,74.41,21.77,4.96,48.5,2,5,無,4,2,2,25.05017,121.575229,陽台外推；其他增建；
11403,大樓,台北市松山區八德路四段６６０號十四樓之１,3060,93.77,32.63,3.02,16.7,14,14,無,3,2,2,25.050041,121.575348,陽台外推；
11403,華廈,台北市松山區八德路四段７５５號二樓之３,1333,89.99,14.81,1.89,24.8,2,10,無,2,1,1,25.050094,121.577661,陽台外推；其他增建；
11403,大樓,台北市松山區八德路四段６４０號二樓,1950,106.25,18.35,1.76,9.3,2,12,無,2,1,1,25.050041,121.575348,夾層；其他增建；
11403,華廈,台北市松山區八德路四段７５５號六樓之５,1360,91.66,14.84,1.89,24.8,6,10,無,1,1,1,25.050094,121.577661,陽台外推；
11403,大樓,台北市松山區八德路四段６２６號四樓之３,1267,89.23,14.2,1.5,30.1,4,11,無,1,1,1,25.050029,121.574539,陽台外推；其他增建；
11403,大樓,台北市松山區塔悠路８１號八樓之３,908,84.79,10.71,1.2,31,8,12,無,1,1,1,25.052711,121.570486,
11403,大樓,台北市松山區八德路四段６５０號二樓之１１,3680,97,37.94,3.72,19.3,"2,3",13,有,2,1,1,25.050041,121.575348,
11403,大樓,台北市松山區八德路四段４６５號二樓,6800,59.19,114.89,18.65,31.3,2,12,無,2,0,1,25.050143,121.570931,
11403,大樓,台北市松山區松河街８２號十四樓,2380,95.63,24.89,2.04,3.1,14,15,無,1,1,1,25.05085,121.574546,
11403,大樓,台北市松山區塔悠路８７號九樓之３,1500,65.72,22.82,2.3,31,9,12,無,2,1,1,25.052711,121.570486,親友、員工、共有人或其他特殊關係間之交易；
11403,大樓,台北市松山區八德路四段６５０號八樓之１６,1228,121.91,10.07,1.12,19.3,8,13,無,1,1,1,25.050041,121.575348,陽台外推；夾層；其他增建；
11403,大樓,台北市松山區八德路四段６８６號四樓之３,2860,75.02,38.12,3.65,39.8,4,12,無,3,2,2,25.05005,121.575983,其他增建；
