成交年月,型式,地址,成交總價(萬),單價(萬/坪),建物坪數,土地坪數,屋齡,樓層,總樓層,車位,房,廳,衛,lat,lon,備註
11403,華廈,台北市中山區中原街４１號二樓之３,2300,50.83,45.25,6.54,48.3,2,7,無,3,2,2,25.056965,121.528935,陽台外推；
11403,大樓,台北市中山區林森北路５３８號七樓之２,1628,111.84,14.56,1.34,20.6,7,14,無,2,1,1,25.064465,121.525723,陽台外推；夾層；其他增建；
11403,大樓,台北市中山區民權東路三段２０號二樓,4688,87.21,53.76,7.59,29.3,2,15,無,3,2,2,25.062128,121.540435,陽台外推；其他增建；
11403,大樓,台北市中山區建國北路二段８５號十三樓之１,3056,86.86,35.18,4.48,43.3,13,13,無,3,2,2,25.058402,121.53742,其他增建；
11403,大樓,台北市中山區民權東路一段４８號十一樓之８,1200,105.41,16.28,1.14,18.4,11,12,有,1,1,1,25.062847,121.524589,夾層；其他增建；
11403,大樓,台北市中山區新生北路三段２６號十二樓之１６,720,74.94,9.61,1.04,44.7,12,12,無,1,1,1,25.063664,121.528022,其他增建；
11403,公寓,台北市中山區合江街１２７巷４號三樓,1200,40.52,29.61,8.47,52.8,3,4,無,3,1,1,25.060655,121.539516,親友、員工、共有人或其他特殊關係間之交易；
11403,大樓,台北市中山區民生東路一段７２號十樓,860,53.33,16.13,1.59,44.9,10,12,無,1,1,1,25.058184,121.526803,
11403,大樓,台北市中山區德惠街３４號十一樓之２５,520,75.36,6.9,0.74,46.3,11,11,無,1,1,1,25.066744,121.526994,
11403,華廈,台北市中山區錦州街３５３號五樓之１,2000,72.31,27.66,5.02,41.8,5,7,無,3,2,1,25.06045,121.539766,其他增建；
11403,華廈,台北市中山區農安街２７３號四樓,980,50.07,19.57,2.76,42.6,4,7,無,3,2,2,25.064879,121.536239,親友、員工、共有人或其他特殊關係間之交易；
11403,華廈,台北市中山區新生北路三段８２號五樓之３,2048,69.48,29.48,4.43,39.2,5,8,無,2,2,1,25.067007,121.528128,
11403,大樓,台北市中山區德惠街３４號七樓之５,820,93.18,8.8,0.92,46.3,7,11,無,1,1,1,25.066744,121.526994,
11403,華廈,台北市中山區合江街１８６號二樓,519.3074,28.54,18.2,3.61,48.3,2,7,無,4,2,2,25.061316,121.539155,親友、員工、共有人或其他特殊關係間之交易；
11403,公寓,台北市中山區錦州街３３２號二樓,1738,57.29,30.33,10.74,55.3,2,4,無,3,2,1,25.060181,121.538575,鋁窗增建其他增建；
11403,華廈,台北市中山區農安街３４號五樓之１０,750,81.93,9.15,1.03,46.9,5,10,無,1,1,1,25.064991,121.526626,親友、員工、共有人或其他特殊關係間之交易；其他增建；
11403,華廈,台北市中山區新生北路二段１２１之３號,3780,65.72,57.52,12.44,40.2,1,7,無,0,0,2,25.059306,121.527935,
11403,公寓,台北市中山區錦州街３２７號三樓,1900,55.15,34.45,11.65,52.3,3,4,無,3,1,1,25.060318,121.538737,親友、員工、共有人或其他特殊關係間之交易；
11403,華廈,台北市中山區新生北路三段６１號三樓之２４,1160,94.8,12.24,1.67,49.5,3,9,無,2,1,1,25.067007,121.528128,陽台外推；
11403,華廈,台北市中山區林森北路４１６巷３號二樓之１,508,60.6,8.38,2.61,51.3,2,4,無,無隔間,0,0,25.059748,121.525599,
11403,大樓,台北市中山區新生北路三段５８號六樓之１０,1268,95.33,13.3,1.19,43.3,6,12,無,3,1,1,25.065499,121.528083,陽台外推；
