區域,建案名稱,地址,類型,車位,價格_元,單價_元,總坪數_坪,實際坪數_坪,屋齡_年,房,廳,衛,所在樓層,總樓層
內湖區,麗山黃金稀有二樓,台北市內湖區環山路二段,公寓,0,23880000,720579.36,33.14,29.55,41.2,3,2,2,2,5
內湖區,名人道財庫金店面,台北市內湖區民權東路六段,店面,0,26000000,1229895.93,21.14,14.01,17.5,0,1,1,1,14
內湖區,捷運電梯兩房車位,台北市內湖區文德路,華廈,1,32880000,1030075.19,31.92,20.28,19.9,2,1,2,9,10
內湖區,遠雄常御三房車位,台北市內湖區新豐街,住宅大樓,1,49800000,955487.34,52.12,25.63,5.7,3,2,2,9,11
內湖區,龍之鄉靜綠雅居,台北市內湖區東湖路,公寓,0,24880000,511723.57,48.62,38.15,38.0,7,2,5,5,5
內湖區,大直香榭D戶6樓,台北市內湖區文湖街,華廈,0,24500000,646608.6,37.89,22.4,10.0,3,2,2,6,7
內湖區,大直香榭A戶5樓,台北市內湖區文湖街,華廈,0,27500000,622312.74,44.19,23.4,10.0,3,2,2,5,7
內湖區,大直香榭A戶6樓,台北市內湖區文湖街,華廈,0,25500000,640381.72,39.82,23.01,10.0,3,2,2,6,7
內湖區,大直香榭A戶4樓,台北市內湖區文湖街,華廈,0,27400000,620049.79,44.19,23.4,10.0,3,2,2,4,7
內湖區,大直香榭A戶3樓,台北市內湖區文湖街,華廈,0,27300000,617786.83,44.19,23.4,10.0,3,2,2,3,7
內湖區,大直香榭D戶4樓,台北市內湖區文湖街,華廈,0,27880000,614232.21,45.39,24.32,10.0,3,2,2,4,7
內湖區,大直香榭精裝A2,台北市內湖區文湖街,華廈,0,29980000,678434.03,44.19,23.4,10.0,3,2,2,2,7
內湖區,大直香榭D戶庭院,台北市內湖區文湖街,華廈,0,28800000,712166.17,40.44,24.32,10.0,3,2,2,1,7
內湖區,大直香榭D戶2樓,台北市內湖區文湖街,華廈,0,27200000,599250.94,45.39,24.32,10.0,3,2,2,2,7
內湖區,大直香榭A戶庭院,台北市內湖區文湖街,華廈,0,26980000,694644.7,38.84,23.36,10.0,3,2,2,1,7
內湖區,星雲稀有捷運2房,台北市內湖區星雲街,住宅大樓,0,25680000,1044751.83,24.58,20.37,30.3,2,2,2,6,16
內湖區,星雲綠景中庭四房,台北市內湖區康寧路一段,住宅大樓,0,44600000,800430.73,55.72,39.18,26.8,4,2,2,4,12
內湖區,麗山電梯三房平車,台北市內湖區內湖路二段,住宅大樓,1,24980000,542100.69,46.08,32.93,42.9,3,2,5,2,14
內湖區,西湖大第美妝,台北市內湖區文湖街,華廈,1,34980000,782025.49,44.73,30.59,32.1,3,2,1,2,9
內湖區,君品美裝兩房車位,台北市內湖區內湖路二段,住宅大樓,1,36800000,975868.47,37.71,19.1,9.7,2,2,1,5,13
內湖區,首購舒適兩房坡車,台北市內湖區康樂街,華廈,1,27000000,646861.52,41.74,19.24,14.1,2,2,1,3,5
內湖區,明湖邊間大金店面,台北市內湖區東湖路,公寓,0,48880000,634557.96,77.03,59.53,33.0,5,2,3,1,5
內湖區,民權敦品五房雙車,台北市內湖區民權東路六段,住宅大樓,1,76800000,799084.38,96.11,52.78,25.5,5,2,2,2,11
內湖區,麗山學區機能二樓,台北市內湖區麗山街,公寓,0,23800000,740510.27,32.14,28.64,44.0,3,2,2,2,5
內湖區,麗湖高樓美裝車位,台北市內湖區成功路五段,住宅大樓,1,29980000,866473.99,34.6,17.82,17.7,2,2,1,9,12
內湖區,獨家專賣明湖三房,台北市內湖區康寧路三段,住宅大樓,1,49800000,991834.3,50.21,27.51,18.7,2,2,2,4,11
內湖區,大直美麗華捷運宅,台北市內湖區內湖路一段,公寓,0,20880000,696232.08,29.99,28.29,44.8,3,2,1,5,5
內湖區,翔譽愛力露台雲景,台北市內湖區新明路,住宅大樓,1,32500000,1028481.01,31.6,13.34,6.7,2,2,1,20,20
內湖區,內湖文萃低總店辦,台北市內湖區內湖路二段,辦公商業大樓,1,31220000,508469.06,61.4,30.19,24.0,3,1,1,2,14
內湖區,內湖智匯低總店辦,台北市內湖區內湖路二段,辦公商業大樓,1,29140000,546921.92,53.28,33.18,24.0,4,1,1,2,14
內湖區,屋況超美公寓三樓,台北市內湖區內湖路一段,公寓,0,34800000,734177.22,47.4,43.05,37.7,4,2,2,3,5
內湖區,捷運大馬路旁金店,台北市內湖區金龍路,店面,0,32800000,1215715.34,26.98,26.98,48.1,0,1,1,1,4
內湖區,綠意樹景獨層華廈,台北市內湖區安泰街,華廈,1,22500000,527179.01,42.68,30.48,29.5,2,2,2,3,7
內湖區,捷運學區金華二樓,台北市內湖區東湖路,公寓,0,32880000,796318.72,41.29,39.82,40.8,4,2,2,2,5
內湖區,美妝二房拎包入住,台北市內湖區內湖路一段,華廈,1,28880000,1052094.72,27.45,16.04,1.4,2,1,5,7,9
內湖區,碧湖湖廬邊間雅居,台北市內湖區內湖路二段,公寓,0,23580000,617924.53,38.16,29.51,41.4,4,2,3,5,5
內湖區,碧湖邊間綠映三房,台北市內湖區內湖路二段,華廈,0,28800000,820279.12,35.11,29.96,36.7,3,2,2,3,7
內湖區,正東湖路頂加好宅,台北市內湖區東湖路,公寓,0,20800000,641183.72,32.44,29.55,40.6,3,2,2,5,5
內湖區,生活名邸綠景四房,台北市內湖區金龍路,住宅大樓,1,45800000,614435.2,74.54,53.24,29.3,4,2,2,2,15
內湖區,大湖靜巷幽靜美居,台北市內湖區成功路五段,住宅大樓,1,45000000,773594.64,58.17,23.8,16.0,2,2,1,11,11
內湖區,文德捷運稀有三樓,台北市內湖區文德路,公寓,0,21600000,684410.65,31.56,29.01,42.1,3,2,2,3,5
內湖區,近捷運東騰秀水庭,台北市內湖區民權東路六段,住宅大樓,1,47500000,890179.91,53.36,24.06,21.4,2,2,2,8,11
內湖區,四期美妝電梯三房,台北市內湖區成功路二段,住宅大樓,1,55880000,917419.14,60.91,32.32,3.8,3,2,2,5,11
內湖區,大陸工程邊間四房,台北市內湖區成功路四段,辦公商業大樓,1,49880000,891829.07,55.93,34.5,22.2,4,2,2,7,12
內湖區,方正3房友座君碧,台北市內湖區內湖路二段,住宅大樓,1,63880000,1048588.31,60.92,34.16,1.4,3,2,2,7,15
內湖區,捷運低公設華廈2,台北市內湖區內湖路三段,辦公商業大樓,0,16980000,1016766.47,16.7,12.69,31.1,2,2,1,3,10
內湖區,獨層獨戶方正三房,台北市內湖區成功路四段,華廈,0,32000000,820512.82,39.0,34.49,31.6,3,2,2,10,10
內湖區,麗山一樓住家店面,台北市內湖區內湖路三段,公寓,0,32800000,1142459.07,28.71,25.71,40.0,3,2,1,1,5
內湖區,昇陽鄉村靜謐生活,台北市內湖區金龍路,住宅大樓,1,49880000,697427.29,71.52,50.43,32.2,5,2,3,1,12
內湖區,捷運泳池雙湖匯,台北市內湖區成功路四段,住宅大樓,1,78800000,1092926.49,72.1,41.97,8.0,0,0,0,22,29
內湖區,藍色典藏美寓,台北市內湖區康寧路三段,公寓,0,21880000,670959.83,32.61,30.03,38.9,3,2,2,4,5
內湖區,麗山港華通風頂佳,台北市內湖區港華街,公寓,0,17660000,580348.34,30.43,22.37,42.7,3,3,2,5,5
內湖區,明湖靜巷優質好宅,台北市內湖區康寧路三段,辦公商業大樓,0,99800000,1345557.5,74.17,49.81,31.1,4,2,6,1,6
內湖區,明湖靜巷舒適三房,台北市內湖區康寧路三段,華廈,1,44800000,854309.69,52.44,30.82,23.7,3,2,2,2,10
內湖區,捷運便利耐震三房,台北市內湖區康寧路三段,華廈,1,46800000,848902.59,55.13,30.53,23.7,3,2,2,2,10
內湖區,內科大直車庫一樓,台北市內湖區內湖路一段,華廈,0,53800000,956614.51,56.24,53.25,32.4,4,4,3,1,7
內湖區,寬闊富貴大空間,台北市內湖區康樂街,公寓,0,18000000,478850.76,37.59,34.41,38.7,4,2,2,5,5
內湖區,優質捷運學區兩房,台北市內湖區安康路,住宅大樓,1,33800000,812109.56,41.62,21.49,11.6,2,2,2,4,12
內湖區,上隱庭院美裝豪邸,台北市內湖區金湖路,華廈,1,79800000,877308.71,90.96,54.55,19.0,4,2,3,1,5
內湖區,櫻花邊間首購頂家,台北市內湖區康樂街,公寓,0,17680000,584849.49,30.23,27.19,38.7,3,3,2,5,5
內湖區,遠雄四季妍車位,台北市內湖區新富街,住宅大樓,1,75000000,887258.96,84.53,49.84,16.0,4,2,2,10,13
內湖區,文德靜謐陽光雅宅,台北市內湖區陽光街,公寓,0,23500000,823405.75,28.54,28.53,42.6,3,2,5,3,5
內湖區,文湖山水帝王花園,台北市內湖區文湖街,華廈,1,56800000,604319.61,93.99,64.86,32.2,5,4,3,1,7
內湖區,綠意高樓露臺兩房,台北市內湖區安泰街,華廈,1,28980000,607038.12,47.74,22.87,16.4,2,2,1,9,9
內湖區,東湖三角窗住店辦,台北市內湖區康樂街,公寓,0,44800000,1598287.55,28.03,28.03,40.9,4,3,1,1,5
內湖區,永泰金城捷運三房,台北市內湖區安康路,華廈,0,23200000,636837.77,36.43,26.87,28.2,3,2,2,9,9
內湖區,近捷運四房鼎佳,台北市內湖區安康路,公寓,0,18200000,661818.18,27.5,25.22,44.2,4,3,2,5,5
內湖區,正馬路精品店面,台北市內湖區成功路二段,店面,1,37300000,582084.89,64.08,22.71,29.1,0,1,1,1,20
內湖區,內湖捷運庭院金店,台北市內湖區文德路,公寓,0,68500000,1238474.06,55.31,50.03,38.1,6,3,2,1,5
內湖區,公園電梯兩房車位,台北市內湖區文德路,住宅大樓,1,27980000,895933.4,31.23,14.26,15.9,2,1,1,5,12
內湖區,高樓美景空中別墅,台北市內湖區民權東路六段,住宅大樓,1,99880000,644844.73,154.89,87.08,25.5,6,2,3,11,11
內湖區,內科機能挑高辦公,台北市內湖區瑞光路,廠辦,1,59800000,565645.1,105.72,48.46,25.4,5,0,0,4,9
內湖區,寶之華高樓大三房,台北市內湖區港華街,華廈,1,65000000,749625.19,86.71,39.6,14.7,3,2,3,7,9
內湖區,碧湖首排湖景四房,台北市內湖區內湖路二段,住宅大樓,1,51000000,756901.16,67.38,57.69,43.2,4,2,3,4,12
內湖區,內湖人潮金店面,台北市內湖區成功路四段,店面,0,43800000,1825000.0,24.0,17.6,42.5,2,2,0,1,5
內湖區,陽光捷運機能三房,台北市內湖區文德路,公寓,0,21990000,652909.74,33.68,30.07,42.9,3,2,2,5,5
內湖區,綠意大空間美屋,台北市內湖區文湖街,華廈,1,63550000,603341.88,105.33,66.89,31.9,5,2,3,6,9
內湖區,文德好境美妝車位,台北市內湖區陽光街,華廈,1,19800000,982142.86,20.16,10.87,6.6,1,1,1,2,5
內湖區,葫洲藝術家四房車,台北市內湖區康寧路三段,華廈,1,39800000,725483.05,54.86,41.73,35.7,4,2,2,2,8
內湖區,明湖學區捷運美寓,台北市內湖區康寧路三段,公寓,0,25800000,942982.46,27.36,25.05,41.3,3,2,2,1,5
內湖區,國賓官邸帝王戶,台北市內湖區成功路二段,住宅大樓,1,86880000,794149.91,109.4,56.82,10.6,4,2,3,14,14
內湖區,內湖邊間露臺美邸,台北市內湖區康樂街,住宅大樓,1,32980000,616563.84,53.49,30.48,19.2,3,2,2,2,12
內湖區,內湖首購必選三房,台北市內湖區文湖街,華廈,1,21980000,768800.28,28.59,16.98,22.7,3,2,1,2,8
內湖區,採光玉璽電梯三房,台北市內湖區康樂街,華廈,0,22800000,635097.49,35.9,30.06,31.6,3,2,2,4,7
內湖區,近捷運管理有陽台,台北市內湖區文德路,辦公商業大樓,1,15880000,555633.31,28.58,9.2,15.9,1,1,1,2,12
內湖區,葫洲純一樓雙店面,台北市內湖區康寧路三段,店面,0,34880000,1227736.71,28.41,24.74,40.9,3,2,2,1,5
內湖區,新光湖景四房車,台北市內湖區內湖路二段,華廈,1,62500000,779885.2,80.14,53.74,40.1,4,2,2,6,7
內湖區,花園城邊間二樓,台北市內湖區環山路一段,公寓,0,19800000,766550.52,25.83,25.83,48.6,3,2,2,2,4
內湖區,江南電梯三房美廈,台北市內湖區江南街,華廈,0,29800000,877761.41,33.95,29.73,40.2,3,2,2,2,5
內湖區,有管理漂亮頂佳,台北市內湖區環山路二段,公寓,0,22580000,789786.64,28.59,25.49,41.0,4,3,3,5,5
內湖區,湖光機能黃金透天,台北市內湖區成功路四段,透天厝,0,39800000,1595829.99,24.94,24.94,58.0,1,1,2,2,2
內湖區,美妝邊間三房車位,台北市內湖區文湖街,華廈,1,37050000,658432.56,56.27,28.82,13.8,3,2,2,2,7
內湖區,採光方正二房車位,台北市內湖區文湖街,華廈,1,24680000,778303.37,31.71,17.38,17.5,2,2,1,4,7
內湖區,長虹虹觀黃金店面,台北市內湖區內湖路一段,店面,1,45000000,1455368.69,30.92,13.58,14.2,0,1,1,1,14
內湖區,閱讀歐洲邊間高樓,台北市內湖區成功路五段,住宅大樓,1,79000000,863765.58,91.46,51.37,25.0,5,2,2,11,14
內湖區,典雅靜巷四房美宅,台北市內湖區康樂街,公寓,0,18800000,540074.69,34.81,34.81,40.0,4,1,2,5,5
內湖區,內科人潮雙店面,台北市內湖區內湖路一段,店面,0,74000000,1617839.97,45.74,37.97,31.9,0,2,2,1,12
內湖區,金湖邊間二樓美宅,台北市內湖區金湖路,公寓,0,23800000,743517.65,32.01,28.83,44.1,2,2,1,2,5
內湖區,麗山內科美妝四房,台北市內湖區內湖路一段,公寓,0,26500000,778724.65,34.03,34.04,47.7,4,2,2,4,5
內湖區,採光靜巷一樓美寓,台北市內湖區陽光街,公寓,0,24000000,971266.69,24.71,24.72,42.6,2,2,1,1,5
內湖區,江南庭院車庫一樓,台北市內湖區江南街,公寓,0,36880000,798268.4,46.2,22.6,36.2,5,2,4,1,5
內湖區,麗山硯三房車位,台北市內湖區環山路三段,住宅大樓,1,45800000,776929.6,58.95,27.4,13.0,3,2,2,8,11
內湖區,捷運靜巷WYNN,台北市內湖區成功路五段,住宅大樓,0,12500000,1184834.12,10.55,7.07,17.6,0,1,1,5,12
內湖區,港墘內科景緻辦公,台北市內湖區港墘路,廠辦,1,57160000,608020.42,94.01,47.04,26.1,2,0,0,3,9
內湖區,公寓三樓有管理,台北市內湖區環山路三段,公寓,0,21800000,638547.16,34.14,31.64,45.1,3,2,2,3,5
內湖區,文德蓮苑空中花園,台北市內湖區陽光街,華廈,1,57880000,559659.64,103.42,79.7,34.5,6,3,4,6,8
內湖區,明湖名家綠景三房,台北市內湖區民權東路六段,華廈,1,43800000,823772.8,53.17,40.44,35.2,3,2,2,4,7
內湖區,陽光靜巷美寓,台北市內湖區陽光街,公寓,0,21800000,636682.24,34.24,31.15,41.9,3,2,2,4,5
內湖區,山景詠大直美裝潢,台北市內湖區文湖街,住宅大樓,1,63000000,633420.47,99.46,50.39,10.3,4,2,2,6,11
內湖區,碧湖貿七璞真都更,台北市內湖區內湖路二段,公寓,0,48880000,1549286.85,31.55,28.86,42.8,2,2,1,2,5
內湖區,國賓景觀大氣豪邸,台北市內湖區成功路二段,住宅大樓,1,89000000,813528.34,109.4,56.82,10.5,3,2,3,8,14
內湖區,超大空間樓中樓,台北市內湖區內湖路一段,公寓,1,35000000,521920.67,67.06,46.88,35.6,5,4,3,5,5
內湖區,內科雲海美妝,台北市內湖區內湖路一段,華廈,1,17800000,882936.51,20.16,10.24,16.1,1,1,1,7,9
內湖區,瑞光景觀純辦公,台北市內湖區瑞光路,辦公商業大樓,1,85000000,630750.96,134.76,48.52,19.5,7,1,1,11,13
內湖區,高聳入雲湖景豪邸,台北市內湖區成功路四段,住宅大樓,1,98680000,702298.77,140.51,87.65,29.0,5,3,3,19,19
內湖區,新潤城峰氣派辦公,台北市內湖區行善路,辦公商業大樓,1,49600000,667833.58,74.27,37.37,12.3,2,1,2,7,12
內湖區,城市開闊露臺,台北市內湖區民權東路六段,辦公商業大樓,0,26500000,872284.4,30.38,19.13,20.2,2,1,1,2,10
內湖區,內科大漢邊間辦公,台北市內湖區舊宗路二段,工廠,1,56800000,413030.83,137.52,63.76,26.3,4,1,0,3,5
內湖區,綠大地百坪別墅,台北市內湖區成功路四段,透天厝,0,61000000,519635.4,117.39,73.86,39.6,5,3,4,4,4
內湖區,湖光捷運質感裝潢,台北市內湖區康寧路一段,公寓,0,21000000,733752.62,28.62,28.61,45.2,3,2,2,4,5
內湖區,大湖山景庭院別墅,台北市內湖區成功路四段,透天厝,0,49790000,502219.08,99.14,64.91,39.6,6,2,4,4,4
內湖區,書香醒園大戶名邸,台北市內湖區內湖路一段,公寓,0,33600000,603339.92,55.69,46.83,37.1,5,2,3,3,5
內湖區,碧湖美景管理大廈,台北市內湖區內湖路二段,住宅大樓,1,88000000,926608.4,94.97,77.95,43.1,4,2,3,10,12
內湖區,立委特區出價就談,台北市內湖區大湖街,透天厝,0,95000000,988553.59,96.1,71.55,23.9,5,3,4,3,3
內湖區,近水樓臺先得月,台北市內湖區新明路,辦公商業大樓,1,51880000,498654.36,104.04,52.8,15.7,0,1,1,10,12
內湖區,內科邊間面寬金店,台北市內湖區堤頂大道二段,店面,1,114800000,780368.43,147.11,90.98,16.5,3,1,2,1,13
內湖區,文德高樓景觀豪邸,台北市內湖區文德路,住宅大樓,1,98800000,853047.83,115.82,66.92,18.1,3,2,2,11,11
內湖區,庭閣採光四房平車,台北市內湖區民權東路六段,住宅大樓,1,45800000,731512.54,62.61,42.59,32.8,4,2,2,6,15
內湖區,富頂科技菁英辦公,台北市內湖區舊宗路二段,廠辦,1,43980000,407902.06,107.82,51.01,24.6,3,0,0,4,4
內湖區,風雅靜巷森鄰美居,台北市內湖區內湖路三段,住宅大樓,1,48000000,850310.01,56.45,28.89,8.8,2,2,1,6,19
內湖區,稀有庭院裝潢美邸,台北市內湖區金龍路,住宅大樓,1,72000000,1082869.6,66.49,38.66,10.6,3,2,2,1,11
內湖區,德安碧湖寬敞店面,台北市內湖區金龍路,店面,0,36800000,1695852.53,21.7,21.69,46.5,0,0,1,1,5
內湖區,麥帥稀有露臺戶,台北市內湖區行善路,華廈,0,30800000,820676.79,37.53,24.56,27.7,3,2,5,2,10
內湖區,AIT三角窗金店,台北市內湖區金湖路,店面,0,43000000,1479188.17,29.07,23.94,44.1,1,1,1,1,5
內湖區,蒼翠欲滴裝潢豪邸,台北市內湖區內湖路三段,住宅大樓,1,83360000,833516.65,100.01,49.58,8.8,3,2,3,4,19
內湖區,山景森大直A9,台北市內湖區文湖街,華廈,1,26300000,827304.18,31.79,15.85,8.0,1,1,1,9,10
內湖區,文德全新科技中心,台北市內湖區民權東路六段,廠辦,1,101440000,531795.54,190.75,94.25,1.0,0,2,0,4,5
內湖區,文德科技整層廠辦,台北市內湖區民權東路六段,廠辦,1,217000000,536027.47,404.83,200.92,1.0,0,3,0,5,5
內湖區,稀有西湖電梯兩房,台北市內湖區文湖街,華廈,0,22980000,899061.03,25.56,20.46,34.7,2,1,1,4,7
內湖區,奧斯卡靜巷大戶,台北市內湖區新富街,住宅大樓,1,93000000,1023327.46,90.88,51.66,12.4,3,2,3,2,13
內湖區,龍騰虎耀金湖別墅,台北市內湖區金湖路,透天厝,0,59800000,863039.4,69.29,58.21,25.7,4,2,3,3,3
內湖區,內湖星雲質感店辦,台北市內湖區星雲街,店面,1,65880000,1033736.07,63.73,45.49,25.4,2,2,1,1,14
內湖區,朝南捷運孝親別墅,台北市內湖區成功路四段,透天厝,0,64800000,576666.37,112.37,90.56,39.5,6,3,4,4,4
內湖區,世界新城大器一樓,台北市內湖區內湖路一段,公寓,0,38000000,541696.36,70.15,36.5,40.4,5,4,2,1,5
內湖區,鄰近大直美妝豪邸,台北市內湖區內湖路一段,公寓,1,39880000,563993.78,70.71,53.74,35.5,5,2,3,5,5
內湖區,世紀之光邊間美辦,台北市內湖區瑞湖街,辦公商業大樓,1,56880000,405561.5,140.25,68.83,17.8,10,0,0,4,5
內湖區,綠意美妝雙車別墅,台北市內湖區瑞光路,透天厝,1,53800000,741557.55,72.55,42.47,20.0,5,2,3,3,3
內湖區,愛迪生精緻辦公,台北市內湖區內湖路一段,廠辦,1,50000000,552181.12,90.55,49.78,28.4,5,1,0,7,8
內湖區,國美高樓精緻辦公,台北市內湖區瑞光路,廠辦,1,158000000,569143.76,277.61,119.06,22.6,12,1,0,7,10
內湖區,珠寶氣派邊間辦公,台北市內湖區內湖路一段,廠辦,1,49800000,482511.38,103.21,51.44,20.8,3,2,0,3,10
內湖區,二期高樓景觀四房,台北市內湖區成功路五段,住宅大樓,1,62800000,975458.22,64.38,40.75,28.6,4,2,2,10,11
內湖區,峰邑一樓美庭院,台北市內湖區新豐街,華廈,1,58800000,1165972.64,50.43,26.48,6.6,3,2,2,1,8
內湖區,智慧經典高樓辦公,台北市內湖區堤頂大道二段,廠辦,1,76800000,435004.25,176.55,69.95,25.8,4,0,1,7,12
內湖區,明湖國小金店面,台北市內湖區康寧路三段,店面,0,35500000,777996.93,45.63,27.45,41.0,2,3,2,1,5
內湖區,智慧大樓辦公首選,台北市內湖區瑞光路,工廠,1,64800000,476821.19,135.9,64.93,26.7,0,1,1,5,7
內湖區,曼哈頓精緻辦公2,台北市內湖區南京東路六段,辦公商業大樓,1,36860000,600717.08,61.36,28.88,16.8,0,1,0,9,9
內湖區,瑞光單層一戶商辦,台北市內湖區瑞光路,辦公商業大樓,1,68000000,587574.53,115.73,61.49,26.0,3,2,2,4,7
內湖區,嘉醴Suite,台北市內湖區金莊路,辦公商業大樓,1,28000000,562249.0,49.8,24.17,14.0,1,1,2,6,11
內湖區,四代同堂樓中樓,台北市內湖區康樂街,公寓,1,33800000,488792.48,69.15,55.25,36.8,7,2,4,5,5
內湖區,高投報收租美寓,台北市內湖區康寧路一段,公寓,0,24880000,520393.22,47.81,42.41,44.9,8,2,7,5,5
內湖區,嘉醴美景面樹海,台北市內湖區金莊路,辦公商業大樓,1,38880000,665525.5,58.42,28.06,14.0,2,2,2,4,11
內湖區,捷運高樓遠景四房,台北市內湖區文德路,華廈,1,57580000,901801.1,63.85,40.55,19.7,4,2,3,9,10
內湖區,內科菁英辦公,台北市內湖區瑞光路,廠辦,1,55880000,495433.99,112.79,51.36,26.3,2,1,0,3,8
內湖區,文湖寶翠二房車位,台北市內湖區文湖街,華廈,1,28880000,683226.87,42.27,19.37,7.4,2,2,1,2,7
內湖區,內湖捷運庭院美墅,台北市內湖區康寧路三段,透天厝,0,58880000,725123.15,81.2,63.46,37.2,5,3,5,3,3
內湖區,約克挑高歐風餐廳,台北市內湖區行愛路,店面,1,79800000,815700.71,97.83,56.24,17.2,0,3,0,1,8
內湖區,香波堡電梯別墅,台北市內湖區瑞光路,透天厝,1,138880000,743508.75,186.79,133.99,17.9,5,4,6,5,5
內湖區,森大直邊間大庭院,台北市內湖區文湖街,華廈,1,45000000,1177702.17,38.21,18.75,7.9,0,1,1,1,10
內湖區,科學園區百坪廠辦,台北市內湖區舊宗路二段,廠辦,1,65000000,427603.45,152.01,109.11,28.3,5,2,0,4,4
內湖區,遠雄御東方景觀戶,台北市內湖區新富街,住宅大樓,1,158000000,1056856.19,149.5,83.2,11.0,5,2,5,16,16
內湖區,俯瞰樹海公園美居,台北市內湖區康寧路三段,華廈,1,48800000,820995.96,59.44,32.31,17.2,4,2,2,6,7
內湖區,麗湖鋼骨電梯四房,台北市內湖區金湖路,住宅大樓,1,52880000,800484.41,66.06,38.79,23.9,4,2,2,3,12
內湖區,堤頂凱旋親水總部,台北市內湖區堤頂大道二段,廠辦,1,182690000,536266.77,340.67,190.7,27.2,0,2,0,3,8
內湖區,全新山景大庭院,台北市內湖區文湖街,華廈,1,33000000,1065203.36,30.98,16.69,7.9,0,1,1,1,10
內湖區,劍南站元利四房車,台北市內湖區內湖路一段,公寓,1,39980000,591070.37,67.64,47.44,35.5,4,2,3,3,5
內湖區,內科世紀之光二期,台北市內湖區瑞湖街,辦公商業大樓,1,42330000,407215.01,103.95,47.25,17.8,0,0,0,4,5
內湖區,五期米蘭苑面公園,台北市內湖區新富街,住宅大樓,1,126880000,993578.7,127.7,67.08,13.5,3,2,3,4,14
內湖區,正馬路面寬金店,台北市內湖區港墘路,店面,0,49500000,1532033.43,32.31,32.31,42.5,3,1,1,1,5
內湖區,米蘭國際時尚辦公,台北市內湖區內湖路一段,辦公商業大樓,1,79990000,575136.61,139.08,58.38,16.8,6,1,0,7,8
內湖區,正行善馬路金店面,台北市內湖區行善路,店面,0,48880000,1287671.23,37.96,28.3,12.0,0,1,1,1,14
內湖區,五期高樓遠挑綠意,台北市內湖區新明路,辦公商業大樓,1,68880000,630595.99,109.23,53.87,15.6,4,2,3,12,14
內湖區,民權精美透天車位,台北市內湖區民權東路六段,透天厝,1,61300000,637943.59,96.09,61.95,24.3,5,2,4,4,4
內湖區,成三機能辦公,台北市內湖區成功路三段,辦公商業大樓,1,48680000,781756.87,62.27,44.35,30.1,4,1,2,4,9
內湖區,忠泰至美面中庭,台北市內湖區石潭路,店面,1,46500000,788937.9,58.94,31.3,14.3,3,2,2,4,14
內湖區,森大直美妝景觀,台北市內湖區文湖街,華廈,1,28800000,902821.32,31.9,16.51,8.2,2,2,2,4,10
內湖區,台北仰望A1十樓,台北市內湖區新明路,辦公商業大樓,0,57880000,561451.16,103.09,61.75,11.1,0,1,0,10,13
內湖區,台北仰望朝北高樓,台北市內湖區新明路,辦公商業大樓,0,58400000,566495.3,103.09,61.75,11.1,0,1,0,11,13
內湖區,台北仰望河景七樓,台北市內湖區新明路,辦公商業大樓,0,51060000,549978.46,92.84,54.59,11.1,0,1,0,7,13
內湖區,台北仰望A1八樓,台北市內湖區新明路,辦公商業大樓,0,57300000,555825.01,103.09,61.75,11.1,0,1,0,8,13
內湖區,台北仰望河景九樓,台北市內湖區新明路,辦公商業大樓,0,51880000,558810.86,92.84,54.59,11.1,0,1,0,9,13
內湖區,台北仰望次高辦公,台北市內湖區新明路,辦公商業大樓,0,58750000,569890.39,103.09,61.75,11.1,0,1,0,12,13
內湖區,維多利亞將進酒,台北市內湖區新明路,辦公商業大樓,1,68530000,599982.49,114.22,53.87,15.9,0,0,1,13,14
內湖區,台北仰望次高山河,台北市內湖區新明路,辦公商業大樓,0,52900000,569797.5,92.84,54.59,11.1,0,1,0,12,13
內湖區,台北仰望河景十樓,台北市內湖區新明路,辦公商業大樓,0,52080000,560965.1,92.84,54.59,11.1,0,0,0,10,13
內湖區,台北仰望A1露臺,台北市內湖區新明路,辦公商業大樓,1,160980000,384990.67,418.14,61.44,11.1,0,1,0,2,13
內湖區,台北仰望A1九樓,台北市內湖區新明路,辦公商業大樓,0,57680000,559511.11,103.09,61.75,11.1,0,1,0,9,13
內湖區,內湖辦公店面首選,台北市內湖區安泰街,公寓,0,29800000,423475.91,70.37,39.57,41.3,5,4,2,1,5
內湖區,夢想靜巷邊間四房,台北市內湖區新明路,華廈,1,49880000,719250.18,69.35,36.51,14.2,4,2,2,4,7
內湖區,五期氣派維多利亞,台北市內湖區新明路,辦公商業大樓,1,65880000,576832.15,114.21,53.87,15.7,4,2,3,8,14
內湖區,書香醒園庭院車庫,台北市內湖區內湖路一段,公寓,0,34600000,775437.02,44.62,27.75,37.1,3,3,3,1,5
內湖區,元大高樓面靜巷,台北市內湖區南京東路六段,住宅大樓,1,118880000,1324568.25,89.75,50.59,13.1,4,2,2,15,18
內湖區,南京S1稀有四房,台北市內湖區新明路,住宅大樓,1,63800000,791465.08,80.61,40.99,15.5,4,2,2,7,11
內湖區,低總價都更潛力屋,台北市內湖區安泰街,公寓,0,13880000,518490.85,26.77,24.87,45.4,3,2,1,5,5
內湖區,康樂綠意景觀美屋,台北市內湖區康樂街,公寓,0,19200000,484237.07,39.65,33.34,37.6,4,2,2,5,5
內湖區,森大直綠意滿窗,台北市內湖區文湖街,華廈,1,27500000,862068.97,31.9,16.51,8.2,2,2,1,3,10
