區域,建案名稱,地址,類型,車位,價格_元,單價_元,總坪數_坪,實際坪數_坪,屋齡_年,房,廳,衛,所在樓層,總樓層
文山區,景美華固新天地,台北市文山區羅斯福路六段,辦公商業大樓,1,16680000,520924.42,32.02,12.05,9.2,1,1,1,5,19
文山區,景美河堤邊間三房,台北市文山區景福街,公寓,0,18880000,558579.88,33.8,33.8,44.8,3,2,2,4,5
文山區,興隆邊間露台戶,台北市文山區興隆路四段,華廈,1,18680000,585029.75,31.93,20.11,29.4,2,2,2,8,8
文山區,魔術大空間四房車,台北市文山區萬盛街,華廈,1,35200000,679799.15,51.78,19.05,9.6,4,2,2,3,8
文山區,捷運裝潢面河雙車,台北市文山區保儀路,住宅大樓,1,45880000,792948.5,57.86,27.41,15.8,2,2,2,7,12
文山區,再興綠景3房平車,台北市文山區興隆路三段,華廈,1,20800000,509803.92,40.8,16.81,12.0,3,2,1,5,7
文山區,美麗再興露臺三房,台北市文山區興隆路三段,華廈,1,23880000,562809.33,42.43,30.91,32.7,3,2,2,3,6
文山區,新光露臺面向河景,台北市文山區木柵路四段,住宅大樓,1,47880000,533422.46,89.76,58.21,27.6,4,2,2,16,17
文山區,萬芳再興四房車位,台北市文山區木柵路二段,住宅大樓,1,39800000,620227.52,64.17,34.26,24.9,4,2,2,6,14
文山區,靜心採光優質公寓,台北市文山區興隆路二段,公寓,0,16800000,595322.47,28.22,25.44,40.4,4,3,2,5,5
文山區,公園景觀電梯三房,台北市文山區仙岩路,住宅大樓,0,25000000,798977.31,31.29,22.4,30.9,3,2,5,10,18
文山區,力行景觀樓中樓,台北市文山區一壽街,華廈,1,43800000,563126.77,77.78,59.67,35.7,6,0,4,8,8
文山區,晴川邊間高樓四房,台北市文山區木柵路三段,住宅大樓,1,58000000,879854.37,65.92,35.13,1.2,4,2,2,19,29
文山區,當代雙主臥景觀戶,台北市文山區木柵路三段,住宅大樓,1,69990000,703417.09,99.5,49.02,11.7,3,2,3,23,26
文山區,河堤公園邊間雙車,台北市文山區恆光街,華廈,1,47700000,603873.91,78.99,45.7,34.6,4,2,2,4,8
文山區,鋼骨景觀裝潢雙車,台北市文山區保儀路,住宅大樓,1,68080000,768223.88,88.62,47.33,11.7,3,2,2,14,24
文山區,正面河堤一樓車位,台北市文山區恆光街,華廈,1,34580000,329270.62,105.02,36.9,35.1,9,2,3,2,6
文山區,世界中庭花園豪邸,台北市文山區和平東路四段,住宅大樓,1,58880000,543674.98,108.3,62.88,28.8,4,2,3,12,16
文山區,山河景觀鋼骨兩房,台北市文山區景興路,住宅大樓,1,28880000,793188.68,36.41,13.9,6.2,2,1,1,14,27
文山區,天際高樓遠眺美景,台北市文山區景興路,住宅大樓,1,35660000,812115.69,43.91,18.45,6.2,0,0,5,25,27
文山區,景美捷運電梯華廈,台北市文山區車前路,華廈,0,39990000,722623.78,55.34,45.31,41.2,4,2,2,5,7
文山區,捷運歐風電梯別墅,台北市文山區萬美街一段,透天厝,1,67800000,686582.28,98.75,84.41,14.2,3,2,4,3,3
文山區,捷運星空天際別墅,台北市文山區辛亥路四段,透天厝,0,54580000,932672.59,58.52,49.15,42.1,7,4,4,2,2
文山區,再興臻品鋼骨4房,台北市文山區興隆路四段,華廈,1,47800000,730440.1,65.44,39.13,22.7,4,2,2,4,10
文山區,城市中的桃花源居,台北市文山區木柵路二段,公寓,0,14500000,466237.94,31.1,27.8,38.5,2,2,2,4,5
文山區,高樓美景三房車位,台北市文山區木柵路二段,住宅大樓,1,20010000,579160.64,34.55,23.31,29.5,3,2,2,9,17
文山區,再興年鑑4房平車,台北市文山區木柵路二段,住宅大樓,1,36880000,660221.98,55.86,31.38,24.9,3,2,2,4,14
文山區,華廈六村平地透天,台北市文山區秀明路一段,透天厝,0,23800000,1250000.0,19.04,19.05,47.6,5,2,2,2,2
文山區,萬隆社區學區美宅,台北市文山區景福街,住宅大樓,0,33000000,741406.43,44.51,27.18,27.1,3,2,2,1,14
文山區,法緹高樓層三房車,台北市文山區羅斯福路六段,華廈,1,39800000,743508.31,53.53,27.65,17.0,3,2,2,6,9
文山區,景美捷運靜謐庭院,台北市文山區景興路,華廈,1,38800000,487314.75,79.62,26.3,29.6,4,3,3,1,8
文山區,附中雙車邊間四房,台北市文山區政大二街,住宅大樓,1,29980000,514324.93,58.29,36.75,29.6,4,2,2,4,12
文山區,政大花園三房車位,台北市文山區政大二街,住宅大樓,1,24500000,552050.47,44.38,29.39,29.6,3,2,2,3,12
文山區,南環景觀氣派三房,台北市文山區木柵路二段,公寓,0,18800000,470352.76,39.97,30.11,38.5,3,2,2,5,5
文山區,溫馨成家綠映樂居,台北市文山區木柵路二段,住宅大樓,0,18800000,576333.54,32.62,25.7,29.5,3,2,2,7,17
文山區,公園停車美三房,台北市文山區興隆路二段,公寓,0,32800000,1192293.71,27.51,27.51,50.8,3,2,2,1,4
文山區,萬盛稀有露臺戶,台北市文山區萬盛街,華廈,1,32980000,901832.1,36.57,15.34,9.6,2,2,2,7,8
文山區,發現之旅三房車位,台北市文山區辛亥路六段,住宅大樓,1,31800000,576191.34,55.19,28.89,26.6,3,2,1,13,22
文山區,水岸四房平車首選,台北市文山區木新路三段,住宅大樓,1,57880000,611580.73,94.64,42.7,12.5,4,2,2,4,15
文山區,捷運三房庭院平車,台北市文山區辛亥路四段,住宅大樓,1,23880000,654067.38,36.51,19.6,29.3,3,2,1,1,13
文山區,稀有忠順大院二期,台北市文山區忠順街二段,住宅大樓,1,49380000,908890.12,54.33,26.89,6.1,3,2,2,14,14
文山區,捷運美妝電梯兩房,台北市文山區辛亥路四段,華廈,0,19800000,796460.18,24.86,20.65,31.4,2,2,1,4,7
文山區,極美萬芳景觀鼎佳,台北市文山區興隆路三段,公寓,0,12980000,427254.77,30.38,29.32,40.2,3,2,3,4,4
文山區,未來捷運超值鼎加,台北市文山區興隆路四段,公寓,0,13980000,562349.16,24.86,24.85,43.8,4,3,2,5,5
文山區,正面公園南方莊園,台北市文山區辛亥路四段,住宅大樓,1,62300000,1109132.99,56.17,29.33,5.8,2,2,2,12,26
文山區,複式美墅獨立車庫,台北市文山區和平東路四段,華廈,1,62880000,600745.2,104.67,52.45,11.4,4,3,4,4,4
文山區,政大秀明三房車位,台北市文山區秀明路二段,華廈,1,29680000,779207.14,38.09,26.64,19.3,3,2,2,5,7
文山區,唐莊精品四房車位,台北市文山區木柵路三段,住宅大樓,1,39800000,755504.94,52.68,39.5,35.6,4,2,2,9,13
文山區,美麗再興頂樓豪邸,台北市文山區木柵路一段,住宅大樓,1,49880000,734609.72,67.9,29.86,20.0,5,2,3,13,13
文山區,捷運雙併方正兩房,台北市文山區木柵路四段,華廈,0,22500000,901803.61,24.95,20.48,31.2,2,2,1,7,7
文山區,萬芳捷運麗池小宅,台北市文山區興隆路三段,套房,0,9880000,1075081.61,9.19,5.12,17.8,1,1,1,4,10
文山區,冠德綠景四房豪邸,台北市文山區秀明路一段,華廈,1,120000000,856898.03,140.04,83.88,8.0,4,4,4,5,5
文山區,再興獨棟庭院豪邸,台北市文山區興隆路三段,透天厝,0,49880000,589041.1,84.68,84.65,44.5,6,4,4,2,2
文山區,靜心高質感三房車,台北市文山區福興路,住宅大樓,1,34800000,546225.08,63.71,24.02,13.5,3,2,2,12,14
文山區,景欣門第稀有釋出,台北市文山區景興路,住宅大樓,1,39880000,648666.23,61.48,40.78,34.2,2,2,2,9,12
文山區,馥麗優雅4房車位,台北市文山區景後街,住宅大樓,1,53680000,802991.77,66.85,36.44,10.6,4,2,2,2,15
文山區,涵碧電梯四房車位,台北市文山區萬芳路,住宅大樓,1,56880000,802822.87,70.85,38.39,17.7,4,2,2,4,15
文山區,近靜心採光大三房,台北市文山區興隆路一段,華廈,0,24800000,764017.25,32.46,32.46,49.1,3,2,2,6,7
文山區,遠雄秀明政大名宅,台北市文山區秀明路二段,住宅大樓,1,54880000,669676.63,81.95,39.65,19.6,3,2,2,10,15
文山區,萬芳青安首選三房,台北市文山區興隆路三段,公寓,0,12380000,454645.61,27.23,27.23,45.5,3,2,5,4,5
文山區,萬芳捷運景觀美宅,台北市文山區興隆路三段,公寓,0,13800000,500907.44,27.55,24.68,41.5,5,3,3,5,5
文山區,萬芳雅緻庭院一樓,台北市文山區興隆路三段,公寓,0,17500000,676459.22,25.87,23.45,42.5,2,2,1,1,5
文山區,木新河堤機能好宅,台北市文山區木新路三段,公寓,0,15200000,502978.16,30.22,30.22,44.2,4,3,3,5,5
文山區,政大附中精緻美宅,台北市文山區政大二街,華廈,0,13980000,826729.75,16.91,10.28,15.6,1,1,1,3,5
文山區,南環捷運再興美宅,台北市文山區興隆路四段,公寓,0,15980000,552176.92,28.94,24.99,43.7,4,2,1,4,5
文山區,木新方正優質美寓,台北市文山區木新路三段,公寓,0,14980000,491147.54,30.5,30.49,40.0,3,2,2,4,5
文山區,政大樓中樓雙車位,台北市文山區政大三街,華廈,1,39800000,576477.4,69.04,40.57,16.4,3,2,2,5,5
文山區,萬隆邊間金店面,台北市文山區羅斯福路五段,店面,0,34880000,760409.85,45.87,33.23,45.4,2,2,2,1,5
文山區,景美夜市收租店面,台北市文山區景美街,店面,0,34900000,1240668.33,28.13,21.54,30.4,0,1,0,1,11
文山區,科大旁收租金店面,台北市文山區辛亥路五段,店面,0,16300000,680868.84,23.94,22.65,43.1,0,0,1,2,6
文山區,政大帝王層峰景觀,台北市文山區指南路三段,住宅大樓,1,29880000,578285.27,51.67,25.47,15.6,2,2,2,13,13
文山區,景美女中金店面,台北市文山區樟新街,住宅大樓,0,21300000,891586.44,23.89,17.91,31.2,1,2,2,1,16
文山區,河濱捷運舒適雅居,台北市文山區和平東路四段,辦公商業大樓,1,31800000,653245.69,48.68,29.91,25.1,3,2,2,2,14
文山區,捷運低總價小資宅,台北市文山區萬安街,華廈,0,9990000,782302.27,12.77,8.48,30.9,1,2,1,4,5
文山區,香榭好漾兩房,台北市文山區下崙路,華廈,0,15880000,737233.05,21.54,15.5,31.2,2,2,1,1,6
文山區,晴空秘境頂層寓所,台北市文山區景華街,公寓,0,22500000,738431.24,30.47,30.47,50.7,5,2,3,4,4
文山區,景興小資3房美寓,台北市文山區景華街,公寓,0,15600000,519653.56,30.02,27.83,41.8,3,2,2,5,5
文山區,景美學區方正美寓,台北市文山區景華街,公寓,0,21980000,712479.74,30.85,30.85,50.7,5,3,4,4,4
文山區,台大公館旁美三房,台北市文山區溪洲街,華廈,0,25000000,714285.71,35.0,28.94,30.5,3,2,2,6,7
文山區,政大翡翠庭院大戶,台北市文山區秀明路二段,住宅大樓,1,57600000,585128.0,98.44,66.75,28.7,6,2,3,1,19
文山區,政大景觀樓中樓,台北市文山區秀明路二段,住宅大樓,1,49880000,550734.24,90.57,60.55,28.7,4,2,2,19,19
文山區,萬芳台企美妝三房,台北市文山區辛亥路五段,華廈,0,27680000,672007.77,41.19,35.14,42.6,3,2,2,7,7
文山區,木柵森活二房雙衛,台北市文山區富山路,華廈,1,26800000,719849.58,37.23,20.55,17.3,2,2,2,5,7
文山區,木柵路高樓二房車,台北市文山區木柵路一段,華廈,1,27880000,577345.21,48.29,22.3,20.8,2,2,2,8,9
文山區,靜心邊間採光頂加,台北市文山區景華街,公寓,0,17600000,643039.82,27.37,27.37,54.6,5,1,2,4,4
文山區,河岸水宅亮麗美宅,台北市文山區和興路,公寓,0,14800000,449438.2,32.93,29.66,36.1,2,2,1,4,5
文山區,景美河景四房車位,台北市文山區和興路,華廈,1,39880000,555741.36,71.76,39.58,20.9,4,2,2,8,8
文山區,木柵豪麗莊園科技,台北市文山區木柵路一段,公寓,0,17000000,653343.58,26.02,24.16,44.2,2,2,1,5,5
文山區,國泰邊間方正二樓,台北市文山區辛亥路六段,公寓,0,16800000,516129.03,32.55,32.55,43.0,3,2,5,2,5
文山區,富山河悅二房車位,台北市文山區富山路,住宅大樓,1,27800000,957300.28,29.04,16.54,1.7,2,2,1,8,15
文山區,考試院邊間大一樓,台北市文山區試院路,公寓,0,18500000,430032.54,43.02,42.17,40.1,6,2,2,1,5
文山區,仙跡盎藏文山好居,台北市文山區木柵路一段,公寓,0,22380000,1093307.28,20.47,20.47,58.0,3,4,2,1,1
文山區,層峰雲繞山水之旅,台北市文山區辛亥路六段,住宅大樓,1,56680000,513405.8,110.4,60.04,26.6,4,2,3,4,19
文山區,景美學區高樓美套,台北市文山區景興路,套房,0,9280000,685376.66,13.54,6.7,30.1,1,1,1,19,24
文山區,大隱山林文山清境,台北市文山區萬寧街,華廈,1,45000000,514285.71,87.5,54.96,34.4,5,2,3,4,10
文山區,萬盛採光方正美寓,台北市文山區萬盛街,公寓,0,21800000,734253.96,29.69,29.7,43.8,4,3,2,5,5
文山區,城市綠洲方正美邸,台北市文山區和平東路四段,公寓,0,16800000,453808.75,37.02,33.6,37.7,3,2,2,3,4
文山區,迎風見綠中島雙車,台北市文山區辛亥路四段,住宅大樓,1,32880000,582462.36,56.45,27.7,30.5,2,2,1,15,18
文山區,靜心採光公寓,台北市文山區興隆路一段,公寓,0,22920000,678106.51,33.8,33.81,48.8,3,2,2,4,4
文山區,陽光悠活邊間兩房,台北市文山區福興路,公寓,0,13880000,628908.02,22.07,20.83,34.3,2,2,1,5,5
文山區,附中採光車庫透天,台北市文山區政大二街,透天厝,1,46880000,672983.06,69.66,48.28,26.8,6,3,5,4,4
文山區,萬隆捷運方正美寓,台北市文山區萬隆街,公寓,0,20980000,553270.04,37.92,37.93,44.5,5,2,2,4,5
文山區,文山清境三房雙車,台北市文山區興隆路四段,華廈,1,42800000,741382.3,57.73,34.48,21.7,3,2,2,8,8
文山區,近景美低樓層美宅,台北市文山區景華街,公寓,0,17800000,759709.77,23.43,23.44,46.5,2,2,1,3,5
文山區,屋況佳公寓二樓,台北市文山區萬盛街,公寓,0,17990000,775431.03,23.2,23.2,48.9,3,2,1,2,4
文山區,樟新河堤大一樓,台北市文山區樟新街,華廈,0,36880000,622237.22,59.27,27.79,34.7,5,3,3,1,9
文山區,潤泰四房管理美寓,台北市文山區福興路,公寓,0,16800000,470852.02,35.68,30.71,36.3,4,2,2,5,5
文山區,潤泰邊間公寓二樓,台北市文山區福興路,公寓,0,16500000,553877.14,29.79,29.78,45.4,3,2,2,2,5
文山區,吉美信義美景豪邸,台北市文山區萬芳路,住宅大樓,1,58880000,862963.51,68.23,29.3,2.7,3,2,2,11,14
文山區,藏山映院別墅,台北市文山區仙岩路,透天厝,0,55680000,598195.1,93.08,53.35,27.9,6,2,3,3,3
文山區,景華苑景觀美四房,台北市文山區羅斯福路五段,住宅大樓,1,48000000,816048.96,58.82,37.33,16.1,4,2,2,14,14
文山區,仙跡國寶大3房車,台北市文山區興隆路三段,住宅大樓,1,37800000,584686.77,64.65,35.47,20.2,3,2,2,11,13
文山區,政大收租金雞母,台北市文山區恆光街,公寓,0,29880000,1085361.42,27.53,27.53,47.6,10,0,10,5,5
文山區,萬芳醫院3樓美寓,台北市文山區辛亥路五段,公寓,0,19500000,650000.0,30.0,30.0,46.9,3,2,1,3,5
文山區,近萬芳再興首購宅,台北市文山區興隆路三段,公寓,0,13680000,394691.29,34.66,31.63,44.0,4,3,3,5,5
文山區,萬芳捷運角間店面,台北市文山區興隆路三段,辦公商業大樓,0,85000000,2353266.89,36.12,28.64,29.3,0,2,1,2,11
文山區,萬隆公園電梯三房,台北市文山區興隆路二段,華廈,1,35800000,842947.96,42.47,23.94,12.1,3,2,2,3,7
文山區,興隆公園三房雙車,台北市文山區興隆路二段,住宅大樓,1,43880000,601507.88,72.95,32.44,11.7,3,2,2,3,11
文山區,萬芳捷運公寓頂加,台北市文山區興隆路三段,公寓,0,22000000,592832.12,37.11,34.3,43.4,3,3,3,5,5
文山區,大安文山高樓四房,台北市文山區和平東路四段,住宅大樓,1,56880000,530053.12,107.31,62.88,28.7,4,2,3,10,16
文山區,極致採光低樓美宅,台北市文山區景華街,公寓,0,28800000,664973.45,43.31,36.74,44.4,3,2,2,3,5
文山區,萬芳超值三房首選,台北市文山區萬安街,公寓,0,16200000,447390.22,36.21,28.01,42.6,3,2,2,4,5
文山區,政大名人電梯別墅,台北市文山區政大一街,透天厝,1,62000000,607485.79,102.06,91.18,17.9,5,2,4,4,4
文山區,景美捷運首購首選,台北市文山區景興路,住宅大樓,0,9280000,676878.19,13.71,6.76,30.1,1,1,1,16,24
文山區,近捷運新婚小豪邸,台北市文山區興德路,住宅大樓,0,11990000,1194223.11,10.04,6.47,10.7,1,1,1,3,12
文山區,微山丘庭院雙車位,台北市文山區秀明路一段,華廈,1,99980000,679396.58,147.16,71.95,7.9,3,3,4,2,5
文山區,再興邊間四房車位,台北市文山區興隆路四段,華廈,1,34800000,645280.92,53.93,39.09,30.7,4,2,2,2,9
文山區,附中學區庭院四房,台北市文山區政大一街,華廈,1,39880000,511085.48,78.03,53.34,23.1,4,2,5,1,7
文山區,政大靜巷華廈四房,台北市文山區指南路三段,華廈,0,26800000,508828.56,52.67,40.51,42.1,4,2,2,3,6
文山區,公園美景電梯2房,台北市文山區興隆路二段,華廈,1,26980000,660626.84,40.84,27.32,25.9,2,2,2,4,7
文山區,大隱城市美墅山林,台北市文山區木柵路四段,透天厝,1,57880000,564077.58,102.61,72.59,33.6,4,2,3,4,4
文山區,景美捷運旁住辦,台北市文山區景福街,住宅大樓,1,39990000,813962.96,49.13,28.94,21.1,2,1,1,3,11
文山區,面公園日光三樓,台北市文山區木新路三段,公寓,0,16500000,522648.08,31.57,27.17,43.2,3,2,1,3,5
文山區,松園住辦庭院一樓,台北市文山區恆光街,公寓,0,36800000,477116.56,77.13,39.36,35.9,3,3,3,1,5
文山區,景美潤泰電梯3房,台北市文山區溪口街,華廈,0,29800000,926328.88,32.17,27.83,30.4,3,2,2,4,6
文山區,藝文休閒隱居庭院,台北市文山區辛亥路四段,透天厝,0,23800000,974610.97,24.42,24.42,52.8,3,3,2,2,2
文山區,近萬芳捷運大公寓,台北市文山區辛亥路五段,公寓,0,29980000,535166.01,56.02,56.02,40.6,4,2,2,4,5
文山區,捷運水岸風華雅居,台北市文山區木柵路四段,住宅大樓,0,33600000,861759.43,38.99,26.13,15.0,2,2,2,4,19
文山區,景美電梯三房車位,台北市文山區景後街,住宅大樓,1,26300000,658322.9,39.95,20.74,31.3,3,2,2,12,13
文山區,興隆電梯兩房平車,台北市文山區興隆路二段,華廈,1,14980000,756565.66,19.8,8.46,28.2,2,1,1,4,6
文山區,靜心精裝美宅,台北市文山區興隆路二段,華廈,1,22500000,798722.04,28.17,13.06,6.2,0,1,1,2,7
文山區,裝潢庭院車庫一樓,台北市文山區景興路,公寓,0,29800000,1068866.57,27.88,27.88,43.5,4,2,3,1,5
文山區,捷運邊間置產首選,台北市文山區興隆路一段,公寓,0,20000000,728066.98,27.47,27.47,49.7,3,2,1,3,4
文山區,萬芳醫院捷運頂加,台北市文山區興德路,公寓,0,17880000,687692.31,26.0,26.0,47.5,4,3,2,4,4
文山區,富山名人路大一樓,台北市文山區富山路,華廈,0,36800000,452978.83,81.24,40.0,31.3,8,2,7,1,6
文山區,元利公園電梯2房,台北市文山區下崙路,華廈,0,15980000,809113.92,19.75,11.95,9.2,2,1,1,2,7
文山區,獨家景美捷運兩室,台北市文山區景後街,辦公商業大樓,0,28500000,944960.21,30.16,20.61,31.2,2,2,1,5,13
文山區,未來捷運綠野山莊,台北市文山區萬壽路,住宅大樓,1,26880000,501305.48,53.62,34.42,30.1,2,2,2,4,15
文山區,政大未來捷運美墅,台北市文山區政大一街,透天厝,1,59800000,505836.58,118.22,101.56,19.1,6,3,5,4,4
文山區,愛眉首購高樓景觀,台北市文山區辛亥路四段,住宅大樓,0,12220000,890021.85,13.73,9.7,22.4,0,1,1,13,14
文山區,台北大亨四房大戶,台北市文山區興隆路四段,住宅大樓,1,35800000,651145.87,54.98,42.33,33.5,4,2,2,6,11
文山區,潤泰美景山莊鼎佳,台北市文山區景興路,公寓,0,17900000,793791.57,22.55,22.55,43.5,5,2,2,5,5
文山區,明道雙語三房坡車,台北市文山區興隆路四段,住宅大樓,1,28800000,618423.88,46.57,25.65,30.5,3,2,2,10,13
文山區,南環捷運機能三樓,台北市文山區木柵路三段,公寓,0,13800000,612788.63,22.52,21.24,43.3,3,2,1,3,5
文山區,御花園景觀豪邸,台北市文山區萬壽路,住宅大樓,1,37580000,534034.39,70.37,41.36,26.8,2,2,5,4,12
文山區,實踐國中靜巷美寓,台北市文山區光輝路,公寓,0,20980000,536572.89,39.1,36.05,43.8,4,2,2,4,5
文山區,棕櫚泉高樓打通戶,台北市文山區萬芳路,住宅大樓,1,49880000,784400.06,63.59,48.24,30.0,5,2,3,10,12
文山區,萬隆公園森林美廈,台北市文山區興隆路二段,住宅大樓,1,42800000,710255.56,60.26,32.44,11.6,3,2,2,9,11
文山區,馥麗景觀三房車位,台北市文山區景後街,住宅大樓,1,57580000,786504.58,73.21,36.8,10.5,3,2,2,11,15
文山區,南方庭園管理三房,台北市文山區辛亥路四段,公寓,0,18880000,581638.94,32.46,31.59,39.6,3,2,2,2,5
文山區,鳥語花香木柵名宅,台北市文山區秀明路一段,透天厝,0,85880000,706482.4,121.56,96.2,35.0,6,6,4,3,3
文山區,捷運林景露臺豪邸,台北市文山區萬芳路,住宅大樓,1,80200000,884233.74,90.7,54.59,17.6,4,2,3,2,15
文山區,景美學區綠意套房,台北市文山區景興路,住宅大樓,0,10980000,978609.63,11.22,6.17,16.2,1,1,1,14,15
文山區,景美捷運旁大3房,台北市文山區溪口街,公寓,0,18880000,588345.28,32.09,31.21,42.4,3,2,2,4,5
文山區,力行頂級裝潢豪邸,台北市文山區一壽街,住宅大樓,1,53800000,508939.55,105.71,82.7,33.5,6,2,4,11,15
文山區,萬隆邊間豪邸一樓,台北市文山區景明街,公寓,0,38800000,1301140.17,29.82,29.82,54.1,6,0,6,1,4
文山區,萬芳捷運庭院大戶,台北市文山區福興路,華廈,1,59880000,638039.42,93.85,24.71,29.9,6,3,3,1,6
文山區,恆光三房河景平車,台北市文山區恆光街,公寓,1,25000000,480584.39,52.02,35.28,35.8,3,2,2,5,5
文山區,實踐稀有大戶,台北市文山區光輝路,公寓,0,22000000,460829.49,47.74,44.05,43.6,5,2,2,5,5
文山區,附中學區裝潢四房,台北市文山區指南路三段,住宅大樓,1,43880000,582890.54,75.28,40.58,13.4,4,2,2,10,14
文山區,附中學區庭院兩房,台北市文山區政大二街,華廈,1,22180000,621114.53,35.71,17.04,15.5,2,2,1,1,5
文山區,大隱北市花園別墅,台北市文山區萬芳路,透天厝,0,59880000,700596.7,85.47,76.9,22.4,4,4,3,3,3
文山區,近大安低樓層三房,台北市文山區和平東路四段,公寓,0,18880000,481509.82,39.21,32.66,45.0,3,2,2,2,5
文山區,靜謐河景捷運美宅,台北市文山區木柵路四段,華廈,1,26800000,685597.34,39.09,17.51,17.1,2,2,1,7,10
文山區,萬盛寧靜彩妝三房,台北市文山區萬盛街,公寓,0,22500000,680169.29,33.08,29.63,38.6,3,2,2,3,5
文山區,景美河景陽光三房,台北市文山區木柵路一段,公寓,0,19980000,592351.02,33.73,26.69,43.0,3,2,1,5,5
文山區,未來捷運平地美寓,台北市文山區木柵路二段,公寓,0,25000000,1000800.64,24.98,24.98,33.7,3,2,1,3,4
文山區,館藏美景樓中樓,台北市文山區興隆路四段,住宅大樓,1,78880000,784797.53,100.51,54.16,16.2,4,2,5,13,13
文山區,考試院電梯三房車,台北市文山區試院路,華廈,1,13850000,343843.1,40.28,24.78,24.5,3,2,1,4,6
文山區,木柵電梯三房車位,台北市文山區試院路,華廈,1,13850000,343843.1,40.28,24.78,24.5,3,2,1,2,6
文山區,南環捷運景觀四房,台北市文山區久康街,華廈,0,33800000,747953.09,45.19,43.19,42.6,4,2,2,6,7
文山區,邊間庭院漂亮別墅,台北市文山區福興路,透天厝,0,36800000,710424.71,51.8,20.42,32.5,4,3,3,2,2
文山區,國泰格局三房美寓,台北市文山區景華街,公寓,0,19980000,535513.27,37.31,30.66,42.0,3,2,5,5,5
文山區,敦南氣派寬敞別墅,台北市文山區木柵路四段,透天厝,0,46000000,444788.24,103.42,78.47,33.5,4,2,4,4,4
文山區,仙岩公園庭院一樓,台北市文山區仙岩路,公寓,0,27980000,829774.61,33.72,32.91,32.0,4,2,2,1,5
文山區,低總價世新金店面,台北市文山區試院路,華廈,0,8980000,511389.52,17.56,10.16,21.9,0,1,1,1,5
文山區,政大翡翠庭院右,台北市文山區秀明路二段,住宅大樓,1,28800000,585603.9,49.18,33.37,28.6,4,0,1,1,19
文山區,附中景觀花園獨棟,台北市文山區萬壽路,透天厝,0,52000000,821355.24,63.31,63.31,51.3,5,4,5,2,2
文山區,政大綠意四房車位,台北市文山區萬壽路,公寓,1,23980000,394148.59,60.84,42.23,26.7,4,2,2,3,3
文山區,捷運稀有庭院大戶,台北市文山區萬安街,公寓,0,32000000,623174.29,51.35,46.48,35.4,2,2,2,1,5
文山區,裝潢景觀三房平車,台北市文山區福興路,住宅大樓,1,29800000,649237.47,45.9,23.08,16.1,3,2,2,5,13
文山區,尊邸大宅誠售可談,台北市文山區木柵路四段,華廈,1,43880000,578281.5,75.88,47.34,27.5,6,2,3,2,8
文山區,景美車庫三房一樓,台北市文山區景華街,公寓,0,29880000,1040752.35,28.71,28.02,46.4,3,2,2,1,5
文山區,河堤實踐庭院大戶,台北市文山區辛亥路七段,公寓,0,26880000,798336.8,33.67,33.67,49.8,4,2,2,1,4
文山區,稀有獨棟興隆大戶,台北市文山區興隆路一段,公寓,0,28500000,653669.72,43.6,43.6,48.4,3,2,2,3,5
文山區,政大美式庭院生活,台北市文山區指南路三段,華廈,1,20880000,910200.52,22.94,10.57,15.4,0,0,0,1,10
文山區,文山超大車庫一樓,台北市文山區興隆路四段,公寓,0,33800000,623501.2,54.21,35.0,37.3,5,2,3,1,5
文山區,萬芳捷運兩房車位,台北市文山區萬芳路,華廈,1,22000000,663249.92,33.17,19.59,26.1,2,1,1,3,7
文山區,未來捷運兩房平車,台北市文山區指南路三段,住宅大樓,1,19980000,595529.06,33.55,16.68,26.4,2,2,1,6,12
文山區,文湖捷運華園透天,台北市文山區興隆路二段,透天厝,0,43880000,1072860.64,40.9,40.9,46.1,6,1,5,2,2
文山區,木柵未來捷運頂加,台北市文山區秀明路一段,公寓,0,13800000,696969.7,19.8,18.49,42.5,3,2,2,5,5
文山區,北市星空露臺豪邸,台北市文山區政大一街,華廈,1,38880000,522932.08,74.35,40.28,20.5,4,2,2,6,7
文山區,橡園朋庭院1樓,台北市文山區下崙路,華廈,0,29800000,703161.87,42.38,25.09,9.0,2,2,5,1,7
文山區,木新首購邊間二房,台北市文山區木新路二段,公寓,0,13900000,632680.93,21.97,21.97,48.1,2,2,1,5,5
文山區,知名連鎖燙金店面,台北市文山區羅斯福路五段,店面,0,58000000,1510023.43,38.41,38.41,51.9,2,3,3,1,5
文山區,帝王豪宅電梯別墅,台北市文山區辛亥路四段,透天厝,1,116880000,781231.2,149.61,106.06,10.3,5,3,7,4,4
文山區,木柵中心辦公大戶,台北市文山區木柵路三段,辦公商業大樓,1,99800000,570187.97,175.03,118.25,33.5,8,1,1,4,19
文山區,稀有政大獨棟透天,台北市文山區指南路三段,透天厝,0,108000000,1437125.75,75.15,75.15,33.7,11,2,4,2,2
文山區,文山富境挑高美宅,台北市文山區和平東路四段,公寓,0,29880000,376038.26,79.46,65.59,36.2,3,4,2,4,4
文山區,萬隆捷運邊間三房,台北市文山區羅斯福路五段,公寓,0,25000000,702049.99,35.61,35.61,45.2,3,2,2,3,5
文山區,萬芳捷運帝景商辦,台北市文山區萬和街,辦公商業大樓,0,36970000,466027.98,79.33,57.54,28.7,2,1,0,12,13
