路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
台北市萬華區和平西路三段,0,0,0,0,0,0,0,0,0,0,0,1,50.9,35.43,4680.0,0,3,5,5,0,0,4,1,4,4,0,0,0,0,1
台北市萬華區桂林路,0,0,0,0,0,0,0,0,0,0,0,1,74.2,27.5,2680.0,0,5,2,1,0,1,3,1,3,3,0,0,0,0,1
台北市萬華區環河南路一段,0,0,0,0,0,0,0,0,0,0,0,1,11.3,96.31,7550.0,1,4,2,2,0,0,23,15,15,1,0,1,0,0,0
台北市萬華區環河南路一段,0,0,0,0,0,0,0,0,0,0,0,1,11.2,84.21,5700.0,2,3,2,2,0,0,23,3,3,1,0,1,0,0,0
台北市萬華區西昌街,0,0,0,0,0,0,0,0,0,0,0,1,45.5,4.11,328.0,0,1,1,1,0,0,7,6,6,1,0,0,0,1,0
台北市萬華區梧州街,0,0,0,0,0,0,0,0,0,0,0,1,52.3,60.06,3366.0,0,5,4,2,0,0,4,3,3,1,1,0,0,0,0
台北市萬華區環河南路一段,0,0,0,0,0,0,0,0,0,0,0,1,42.7,23.12,1680.0,0,2,2,2,0,0,12,9,9,1,0,1,0,0,0
台北市萬華區成都路,0,0,0,0,0,0,0,0,0,0,0,1,10.4,47.38,3527.0,1,2,2,1,0,0,15,15,15,1,0,1,0,0,0
台北市萬華區和平西路三段,0,0,0,0,0,0,0,0,0,0,0,1,54.9,20.04,1150.0,0,4,2,1,0,1,4,4,4,1,1,0,0,0,0
台北市萬華區環河南路一段,0,0,0,0,0,0,0,0,0,0,0,1,42.7,26.84,1750.0,0,3,2,1,0,0,12,11,11,1,0,1,0,0,0
台北市萬華區萬大路,0,0,0,0,0,0,0,0,0,0,0,1,50.9,11.12,998.0,0,3,1,2,0,1,5,5,5,1,1,0,0,0,0
台北市萬華區中華路二段,0,0,0,0,0,0,0,0,0,0,0,1,45.5,30.12,2250.0,0,5,2,5,0,0,7,3,3,1,0,0,0,1,0
台北市萬華區康定路,0,0,0,0,0,0,0,0,0,0,0,1,45.7,49.82,3000.0,1,7,2,7,0,0,5,4,4,1,1,0,0,0,0
台北市萬華區漢口街二段,0,0,0,0,0,0,0,0,0,0,0,1,13.7,25.47,2675.0,1,2,2,1,0,0,15,9,9,1,0,1,0,0,0
台北市萬華區雅江街,0,0,0,0,0,0,0,0,0,0,0,1,67.6,48.02,3980.0,0,13,2,13,0,1,3,1,3,3,0,0,0,0,1
台北市萬華區武昌街二段,0,0,0,0,0,0,0,0,0,0,0,1,66.2,82.73,20888.0,1,3,4,4,0,0,4,1,4,4,0,0,0,0,1
台北市萬華區和平西路三段,0,0,0,0,0,0,0,0,0,0,0,1,47.6,37.7,2098.0,0,4,2,2,0,0,5,3,3,1,1,0,0,0,0
台北市萬華區內江街,0,0,0,0,0,0,0,0,0,0,0,1,56.2,183.81,18000.0,0,21,19,13,0,1,5,-1,5,6,0,0,0,0,1
台北市萬華區和平西路三段,0,0,0,0,0,0,0,0,0,0,0,1,50.4,27.62,1498.0,0,6,4,2,0,1,4,4,4,1,1,0,0,0,0
台北市萬華區桂林路,0,0,0,0,0,0,0,0,0,0,0,1,40.3,27.96,1780.0,1,1,2,2,0,0,9,4,4,1,0,0,0,1,0
台北市萬華區康定路,0,0,0,0,0,0,0,0,0,0,0,1,53.4,48.8,7650.0,0,19,2,5,0,1,4,1,4,4,1,0,0,0,0
台北市萬華區和平西路三段,0,0,0,0,0,0,0,0,0,0,0,1,66.0,73.71,7800.0,0,9,2,10,0,0,3,1,3,3,0,0,0,0,1
台北市萬華區昆明街,0,0,0,0,0,0,0,0,0,0,0,1,39.8,11.8,588.0,0,1,2,1,0,0,10,7,7,1,0,0,1,0,0
台北市萬華區梧州街,0,0,0,0,0,0,0,0,0,0,0,1,45.0,51.93,2800.0,0,19,2,19,0,1,5,5,5,1,1,0,0,0,0
台北市萬華區雙園街,0,0,0,0,0,0,0,0,0,0,0,1,56.5,50.14,7580.0,0,4,3,3,0,0,2,1,2,2,1,0,0,0,0
台北市萬華區大理街,0,0,0,0,0,0,0,0,0,0,0,1,70.3,111.4,22000.0,0,3,2,1,0,1,2,1,2,2,0,0,0,0,1
台北市萬華區華西街,0,0,0,0,0,0,0,0,0,0,0,1,51.5,8.47,588.0,0,1,2,1,0,0,4,2,2,1,1,0,0,0,0
台北市萬華區國興路,0,0,0,0,0,0,0,0,0,0,0,1,43.7,24.7,2480.0,0,2,2,1,0,0,12,10,10,1,0,1,0,0,0
台北市萬華區康定路,0,0,0,0,0,0,0,0,0,0,0,1,46.9,19.86,1480.0,0,1,2,1,0,0,11,11,11,1,0,1,0,0,0
台北市萬華區環河南路二段,0,0,0,0,0,0,0,0,0,0,0,1,42.5,43.89,2650.0,0,7,4,4,0,1,5,5,5,1,1,0,0,0,0
台北市萬華區萬大路,0,0,0,0,0,0,0,0,0,0,0,1,42.2,33.59,2180.0,1,3,2,1,0,0,7,6,6,1,0,0,0,1,0
台北市萬華區康定路,0,0,0,0,0,0,0,0,0,0,0,1,9.9,28.255000000000003,2188.0,1,2,2,1,0,0,26,25,25,1,0,1,0,0,0
台北市萬華區環河南路二段,0,0,0,0,0,0,0,0,0,0,0,1,5.6,55.4,4588.0,1,3,2,2,0,0,24,14,14,1,0,1,0,0,0
台北市萬華區長順街,0,0,0,0,0,0,0,0,0,0,0,1,60.3,29.96,1980.0,0,3,2,1,0,0,4,2,2,1,1,0,0,0,0
台北市萬華區國興路,0,0,0,0,0,0,0,0,0,0,0,1,43.6,30.22,2188.0,0,3,2,2,0,0,12,12,12,1,0,1,0,0,0
台北市萬華區環河南路二段,0,0,0,0,0,0,0,0,0,0,0,1,38.3,37.61,2068.0,1,3,2,2,0,0,16,4,4,1,0,1,0,0,0
台北市萬華區中華路二段,0,0,0,0,0,0,0,0,0,0,0,1,46.8,19.08,1598.0,0,3,2,1,0,0,12,8,8,1,0,1,0,0,0
台北市萬華區成都路,0,0,0,0,0,0,0,0,0,0,0,1,31.0,11.62,588.0,0,1,2,1,0,0,12,8,8,1,0,1,0,0,0
台北市萬華區東園街,0,0,0,0,0,0,0,0,0,0,0,1,12.4,68.02,4960.0,1,3,2,2,0,0,11,3,3,1,0,1,0,0,0
台北市萬華區成都路,0,0,0,0,0,0,0,0,0,0,0,1,8.9,30.91,2958.0,1,2,2,1,0,0,22,10,10,1,0,1,0,0,0
台北市萬華區漢中街,0,0,0,0,0,0,0,0,0,0,0,1,21.4,14.15,1260.0,1,2,1,1,0,1,13,6,6,1,0,1,0,0,0
台北市萬華區環河南路一段,0,0,0,0,0,0,0,0,0,0,0,1,42.9,28.255000000000003,1800.0,0,4,2,2,0,1,5,5,5,1,1,0,0,0,0
台北市萬華區成都路,0,0,0,0,0,0,0,0,0,0,0,1,31.1,10.11,598.0,0,1,1,1,0,0,12,10,10,1,0,1,0,0,0
台北市萬華區西寧南路,0,0,0,0,0,0,0,0,0,0,0,1,58.5,35.76,5600.0,0,2,4,4,0,1,4,2,4,3,1,0,0,0,0
台北市萬華區貴陽街二段,0,0,0,0,0,0,0,0,0,0,0,1,56.2,24.15,1400.0,0,3,1,1,0,0,4,2,2,1,1,0,0,0,0
台北市萬華區康定路,0,0,0,0,0,0,0,0,0,0,0,1,54.5,7.36,500.0,0,1,2,1,0,0,7,6,6,1,0,0,1,0,0
台北市萬華區莒光路,0,0,0,0,0,0,0,0,0,0,0,1,37.1,33.65,1800.0,0,5,3,4,0,1,5,5,5,1,1,0,0,0,0
台北市萬華區萬大路,0,0,0,0,0,0,0,0,0,0,0,1,50.2,23.24,1900.0,0,2,2,1,0,0,4,4,4,1,1,0,0,0,0
台北市萬華區西園路二段,0,0,0,0,0,0,0,0,0,0,0,1,58.6,15.17,1300.0,0,2,1,1,0,0,3,2,2,1,1,0,0,0,0
台北市萬華區雙園街,0,0,0,0,0,0,0,0,0,0,0,1,46.55,14.41,1711.0,0,3,1,2,0,0,2,1,1,1,1,0,0,0,0
台北市萬華區廣州街,0,0,0,0,0,0,0,0,0,0,0,1,79.7,103.11,22000.0,0,3,4,4,0,1,3,1,3,3,0,0,0,0,1
台北市萬華區德昌街,0,0,0,0,0,0,0,0,0,0,0,1,37.9,66.55,6700.0,0,4,4,4,0,1,3,1,3,3,1,0,0,0,0
台北市萬華區內江街,0,0,0,0,0,0,0,0,0,0,0,1,48.5,20.64,1562.0,0,4,1,1,0,0,4,2,2,1,1,0,0,0,0
台北市萬華區西園路二段,0,0,0,0,0,0,0,0,0,0,0,1,58.6,15.17,1500.0,0,2,1,1,0,0,3,1,1,1,1,0,0,0,0
台北市萬華區貴陽街二段,0,0,0,0,0,0,0,0,0,0,0,1,46.3,42.76,4388.0,0,3,1,1,0,0,5,1,1,1,1,0,0,0,0
台北市萬華區西園路二段,0,0,0,0,0,0,0,0,0,0,0,1,58.6,45.51,3680.0,0,8,4,4,0,1,3,1,1,1,1,0,0,0,0
台北市萬華區西園路二段,0,0,0,0,0,0,0,0,0,0,0,1,58.6,15.17,1428.0,0,4,2,2,0,1,3,3,3,1,1,0,0,0,0
台北市萬華區青年路,0,0,0,0,0,0,0,0,0,0,0,1,50.8,9.56,798.0,0,2,1,1,0,0,5,5,5,1,1,0,0,0,0
台北市萬華區西昌街,0,0,0,0,0,0,0,0,0,0,0,1,45.5,4.05,300.0,0,1,1,1,0,0,7,6,6,1,0,0,0,1,0
台北市萬華區漢中街,0,0,0,0,0,0,0,0,0,0,0,1,44.5,8.5,880.0,1,1,1,1,0,0,6,5,5,1,0,0,0,1,0
台北市萬華區萬大路,0,0,0,0,0,0,0,0,0,0,0,1,39.1,29.69,1688.0,0,5,2,5,0,0,5,5,5,1,1,0,0,0,0
台北市萬華區環河南路一段,0,0,0,0,0,0,0,0,0,0,0,1,48.5,5.58,548.0,0,1,2,1,0,0,12,11,11,1,0,0,1,0,0
台北市萬華區漢中街,0,0,0,0,0,0,0,0,0,0,0,1,72.4,12.86,4888.0,0,3,3,3,0,0,3,1,3,3,0,0,0,0,1
台北市萬華區莒光路,0,0,0,0,0,0,0,0,0,0,0,1,49.6,20.04,1580.0,0,2,2,1,0,1,5,3,3,1,1,0,0,0,0
台北市萬華區萬大路,0,0,0,0,0,0,0,0,0,0,0,1,64.4,18.13,3880.0,0,2,2,2,0,1,2,1,2,2,0,0,0,0,1
台北市萬華區國興路,0,0,0,0,0,0,0,0,0,0,0,1,46.9,28.255000000000003,1468.0,0,2,1,1,0,0,12,4,4,1,0,1,0,0,0
台北市萬華區青年路,0,0,0,0,0,0,0,0,0,0,0,1,50.9,13.01,1480.0,0,1,1,1,0,0,5,1,1,1,1,0,0,0,0
台北市萬華區華西街,0,0,0,0,0,0,0,0,0,0,0,1,52.7,25.21,1428.0,0,4,2,4,0,0,4,3,3,1,1,0,0,0,0
台北市萬華區西藏路,0,0,0,0,0,0,0,0,0,0,0,1,49.9,16.1,1800.0,0,2,1,1,0,1,4,1,1,1,1,0,0,0,0
台北市萬華區艋舺大道,0,0,0,0,0,0,0,0,0,0,0,1,54.4,23.09,1900.0,1,2,1,2,0,1,3,1,1,1,0,0,0,0,0
台北市萬華區艋舺大道,0,0,0,0,0,0,0,0,0,0,0,1,46.55,28.255000000000003,1388.0,0,2,2,2,0,0,2,1,2,2,0,0,0,0,1
台北市萬華區西園路二段,0,0,0,0,0,0,0,0,0,0,0,1,36.2,39.62,2780.0,1,5,3,3,0,1,12,12,12,1,0,1,0,0,0
台北市萬華區萬大路,0,0,0,0,0,0,0,0,0,0,0,1,46.1,27.78,1800.0,0,7,2,2,0,1,5,5,5,1,1,0,0,0,0
台北市萬華區西藏路,0,0,0,0,0,0,0,0,0,0,0,1,49.9,16.1,1300.0,0,5,1,2,0,1,4,2,2,1,1,0,0,0,0
台北市萬華區艋舺大道,0,0,0,0,0,0,0,0,0,0,0,1,41.5,15.66,988.0,0,2,2,2,0,1,5,5,5,1,1,0,0,0,0
台北市萬華區西園路二段,0,0,0,0,0,0,0,0,0,0,0,1,56.1,37.04,2380.0,0,4,2,1,0,0,4,2,2,1,1,0,0,0,0
台北市萬華區桂林路,0,0,0,0,0,0,0,0,0,0,0,1,20.6,51.36,3480.0,1,3,2,2,0,0,14,3,3,1,0,1,0,0,0
台北市萬華區和平西路三段,0,0,0,0,0,0,0,0,0,0,0,1,49.7,15.53,1300.0,0,2,2,1,0,0,5,1,1,1,1,0,0,0,0
台北市萬華區環河南路三段,0,0,0,0,0,0,0,0,0,0,0,1,53.6,48.65,3888.0,1,5,2,2,0,0,2,1,2,2,1,0,0,0,0
台北市萬華區成都路,0,0,0,0,0,0,0,0,0,0,0,1,48.5,23.06,1888.0,0,2,2,1,0,0,12,10,10,1,0,1,0,0,0
台北市萬華區西園路二段,0,0,0,0,0,0,0,0,0,0,0,1,46.9,41.86,2280.0,0,6,2,5,0,0,5,2,2,1,1,0,0,0,0
台北市萬華區華西街,0,0,0,0,0,0,0,0,0,0,0,1,43.3,6.99,343.0,0,1,2,1,0,0,8,6,6,1,0,0,0,1,0
台北市萬華區華西街,0,0,0,0,0,0,0,0,0,0,0,1,43.3,6.78,333.0,0,1,2,1,0,0,8,6,6,1,0,0,0,1,0
台北市萬華區和平西路三段,0,0,0,0,0,0,0,0,0,0,0,1,44.6,28.255000000000003,800.0,0,1,1,1,0,0,8,8,8,1,0,0,0,1,0
台北市萬華區武成街,0,0,0,0,0,0,0,0,0,0,0,1,62.6,17.95,1280.0,0,3,3,3,0,0,3,1,3,3,1,0,0,0,0
台北市萬華區昆明街,0,0,0,0,0,0,0,0,0,0,0,1,54.2,32.78,1288.0,0,4,2,4,0,0,4,2,2,1,1,0,0,0,0
台北市萬華區西園路二段,0,0,0,0,0,0,0,0,0,0,0,1,49.5,15.55,990.0,0,5,2,2,0,1,5,5,5,1,1,0,0,0,0
台北市萬華區萬大路,0,0,0,0,0,0,0,0,0,0,0,1,64.0,33.06,3600.0,0,5,2,3,0,1,2,1,2,2,0,0,0,0,1
台北市萬華區廣州街,0,0,0,0,0,0,0,0,0,0,0,1,46.55,13.75,1788.0,0,2,1,1,0,0,1,1,1,1,0,0,0,0,1
台北市萬華區成都路,0,0,0,0,0,0,0,0,0,0,0,1,19.6,14.63,1328.0,1,1,1,1,0,0,14,14,14,1,0,1,0,0,0
台北市萬華區中華路二段,0,0,0,0,0,0,0,0,0,0,0,1,57.5,6.82,820.0,0,3,2,1,0,0,5,1,1,1,1,0,0,0,0
台北市萬華區和平西路三段,0,0,0,0,0,0,0,0,0,0,0,1,41.3,67.74,5480.0,0,5,6,6,0,0,5,1,5,5,0,0,0,0,1
台北市萬華區昆明街,0,0,0,0,0,0,0,0,0,0,0,1,52.7,29.96,2750.0,0,8,2,8,0,1,5,5,5,1,1,0,0,0,0
台北市萬華區梧州街,0,0,0,0,0,0,0,0,0,0,0,1,50.9,17.08,558.0,0,2,1,1,0,0,4,4,4,1,1,0,0,0,0
台北市萬華區雙園街,0,0,0,0,0,0,0,0,0,0,0,1,56.9,28.255000000000003,1438.0,0,6,1,6,0,1,4,4,4,1,1,0,0,0,0
台北市萬華區雙和街,0,0,0,0,0,0,0,0,0,0,0,1,50.7,14.58,960.0,0,3,2,1,0,0,5,4,4,1,1,0,0,0,0
台北市萬華區和平西路三段,0,0,0,0,0,0,0,0,0,0,0,1,49.6,24.35,2100.0,0,2,3,1,0,1,4,1,1,1,1,0,0,0,0
台北市萬華區西園路一段,0,0,0,0,0,0,0,0,0,0,0,1,95.1,23.5,2000.0,0,6,2,4,0,0,2,1,2,2,0,0,0,0,1
台北市萬華區康定路,0,0,0,0,0,0,0,0,0,0,0,1,44.8,10.16,798.0,0,1,2,1,0,0,11,8,8,1,0,0,1,0,0
台北市萬華區環河南路二段,0,0,0,0,0,0,0,0,0,0,0,1,59.2,46.05,4200.0,0,4,3,3,0,0,3,1,3,3,0,0,0,0,1
台北市萬華區梧州街,0,0,0,0,0,0,0,0,0,0,0,1,45.0,28.57,1445.0,0,5,2,5,0,0,5,3,3,1,1,0,0,0,0
台北市萬華區中華路二段,0,0,0,0,0,0,0,0,0,0,0,1,46.8,13.51,1150.0,0,2,1,1,0,1,12,2,2,1,0,1,0,0,0
台北市萬華區昆明街,0,0,0,0,0,0,0,0,0,0,0,1,58.7,24.05,1088.0,0,4,2,4,0,0,4,3,3,1,1,0,0,0,0
台北市萬華區和平西路三段,0,0,0,0,0,0,0,0,0,0,0,1,46.55,15.97,3750.0,0,3,2,1,0,0,2,1,2,2,0,0,0,0,1
台北市萬華區雙園街,0,0,0,0,0,0,0,0,0,0,0,1,62.0,21.73,1980.0,0,5,1,5,0,1,2,1,2,2,0,0,0,0,1
台北市萬華區武昌街二段,0,0,0,0,0,0,0,0,0,0,0,1,44.5,21.08,2480.0,1,3,2,2,0,0,6,5,5,1,0,0,0,1,0
台北市萬華區西園路二段,0,0,0,0,0,0,0,0,0,0,0,1,62.6,30.81,2780.0,0,4,2,2,0,0,2,1,2,2,0,0,0,0,1
台北市萬華區東園街,0,0,0,0,0,0,0,0,0,0,0,1,29.6,27.56,1750.0,1,2,1,1,0,0,5,4,4,1,0,0,0,1,0
台北市萬華區水源路,0,0,0,0,0,0,0,0,0,0,0,1,28.4,43.42,2588.0,1,3,2,2,0,0,12,1,1,1,0,1,0,0,0
台北市萬華區青年路,0,0,0,0,0,0,0,0,0,0,0,1,18.2,53.41,3800.0,1,3,2,2,0,0,14,11,11,1,0,1,0,0,0
台北市萬華區艋舺大道,0,0,0,0,0,0,0,0,0,0,0,1,41.5,11.6,788.0,0,1,2,1,0,0,5,4,4,1,1,0,0,0,0
台北市萬華區艋舺大道,0,0,0,0,0,0,0,0,0,0,0,1,41.5,11.6,798.0,0,1,2,1,0,0,5,3,3,1,1,0,0,0,0
台北市內湖區文湖街,0,0,0,1,0,0,0,0,0,0,0,0,8.2,31.79,2600.0,1,1,1,1,0,1,10,7,7,1,0,0,0,1,0
台北市內湖區內湖路三段,0,0,0,1,0,0,0,0,0,0,0,0,49.3,33.53,1880.0,0,4,3,2,0,1,4,3,3,1,1,0,0,0,0
台北市內湖區金湖路,0,0,0,1,0,0,0,0,0,0,0,0,27.5,56.27,4388.0,1,5,2,3,0,0,4,1,4,4,0,0,0,0,1
台北市內湖區內湖路三段,0,0,0,1,0,0,0,0,0,0,0,0,8.9,78.11,6999.0,2,3,2,2,0,0,19,15,15,1,0,1,0,0,0
台北市內湖區內湖路一段,0,0,0,1,0,0,0,0,0,0,0,0,32.0,62.74,4860.0,1,4,2,2,0,0,12,3,3,1,0,1,0,0,0
台北市內湖區文湖街,0,0,0,1,0,0,0,0,0,0,0,0,8.2,30.98,3300.0,1,3,1,1,0,0,10,1,1,1,0,0,0,1,0
台北市內湖區康樂街,0,0,0,1,0,0,0,0,0,0,0,0,31.7,27.53,1680.0,0,2,2,1,0,1,5,5,5,1,0,0,0,1,0
台北市內湖區內湖路二段,0,0,0,1,0,0,0,0,0,0,0,0,9.8,44.89,4680.0,1,3,2,2,0,0,13,6,6,1,0,1,0,0,0
台北市內湖區文湖街,0,0,0,1,0,0,0,0,0,0,0,0,32.2,43.44,3280.0,1,3,2,2,0,0,9,7,7,1,0,0,0,1,0
台北市內湖區環山路一段,0,0,0,1,0,0,0,0,0,0,0,0,46.1,28.38,1880.0,0,3,2,2,0,1,4,4,4,1,1,0,0,0,0
台北市內湖區成功路二段,0,0,0,1,0,0,0,0,0,0,0,0,45.4,31.17,1688.0,0,4,3,3,0,1,5,5,5,1,1,0,0,0,0
台北市內湖區民權東路六段,0,0,0,1,0,0,0,0,0,0,0,0,40.3,30.97,2080.0,0,5,4,4,0,1,5,5,5,1,1,0,0,0,0
台北市內湖區內湖路二段,0,0,0,1,0,0,0,0,0,0,0,0,10.3,75.63,9000.0,1,4,2,2,0,0,15,7,7,1,0,1,0,0,0
台北市內湖區瑞光路,0,0,0,1,0,0,0,0,0,0,0,0,18.2,163.02,11000.0,3,7,2,7,0,1,4,-1,4,5,0,0,0,0,1
台北市內湖區民權東路六段,0,0,0,1,0,0,0,0,0,0,0,0,20.7,46.86,4280.0,1,3,2,2,0,0,10,5,5,1,0,0,0,1,0
台北市內湖區星雲街,0,0,0,1,0,0,0,0,0,0,0,0,37.7,70.39,3988.0,1,3,3,3,0,0,5,4,5,2,1,0,0,0,0
台北市內湖區文德路,0,0,0,1,0,0,0,0,0,0,0,0,19.9,31.92,2988.0,1,2,1,1,0,0,10,9,9,1,0,0,0,1,0
台北市內湖區成功路三段,0,0,0,1,0,0,0,0,0,0,0,0,45.3,36.5,1998.0,0,3,2,2,0,0,5,5,5,1,1,0,0,0,0
台北市內湖區星雲街,0,0,0,1,0,0,0,0,0,0,0,0,26.8,49.02,3600.0,1,3,2,2,0,0,12,4,4,1,0,1,0,0,0
台北市內湖區文德路,0,0,0,1,0,0,0,0,0,0,0,0,43.0,34.3,2288.0,0,3,2,2,0,0,5,4,4,1,1,0,0,0,0
台北市內湖區新明路,0,0,0,1,0,0,0,0,0,0,0,0,6.8,33.69,2880.0,1,2,2,1,0,0,20,18,18,1,0,1,0,0,0
台北市內湖區文湖街,0,0,0,1,0,0,0,0,0,0,0,0,10.3,148.21,9888.0,4,6,2,3,0,0,11,2,2,1,0,1,0,0,0
台北市內湖區文湖街,0,0,0,1,0,0,0,0,0,0,0,0,41.1,37.05,1988.0,0,3,2,2,0,0,4,4,4,1,1,0,0,0,0
台北市內湖區環山路三段,0,0,0,1,0,0,0,0,0,0,0,0,45.1,35.86,2480.0,1,3,2,2,0,0,5,1,1,1,1,0,0,0,0
台北市內湖區內湖路二段,0,0,0,1,0,0,0,0,0,0,0,0,42.9,45.73,2888.0,1,3,2,2,0,0,14,13,14,2,0,1,0,0,0
台北市內湖區內湖路一段,0,0,0,1,0,0,0,0,0,0,0,0,38.4,41.55,2500.0,0,4,2,2,0,0,5,4,4,1,1,0,0,0,0
台北市內湖區瑞光路,0,0,0,1,0,0,0,0,0,0,0,0,27.6,105.56,6880.0,2,5,1,2,0,0,10,3,3,1,0,0,0,0,0
台北市內湖區康寧路三段,0,0,0,1,0,0,0,0,0,0,0,0,36.1,66.72,3488.0,1,4,3,2,0,0,5,4,5,2,1,0,0,0,0
台北市內湖區安泰街,0,0,0,1,0,0,0,0,0,0,0,0,45.4,29.39,1280.0,0,3,2,1,0,0,5,4,4,1,1,0,0,0,0
台北市內湖區康寧路三段,0,0,0,1,0,0,0,0,0,0,0,0,35.3,70.79,3650.0,1,2,3,5,0,1,7,-1,1,2,0,0,0,1,0
台北市內湖區文湖街,0,0,0,1,0,0,0,0,0,0,0,0,45.3,30.06,1880.0,0,3,2,1,0,0,4,1,1,1,1,0,0,0,0
台北市內湖區文湖街,0,0,0,1,0,0,0,0,0,0,0,0,22.7,39.6,2880.0,1,3,2,2,0,0,8,6,6,1,0,0,0,1,0
台北市內湖區成功路五段,0,0,0,1,0,0,0,0,0,0,0,0,25.0,112.48,9288.0,2,5,3,5,0,1,14,13,14,2,0,1,0,0,0
台北市內湖區成功路四段,0,0,0,1,0,0,0,0,0,0,0,0,39.5,99.14,4950.0,1,6,4,4,0,1,4,-2,4,6,0,0,0,0,1
台北市內湖區內湖路一段,0,0,0,1,0,0,0,0,0,0,0,0,47.7,27.08,1856.0,0,4,3,2,0,1,5,5,5,1,1,0,0,0,0
台北市內湖區成功路二段,0,0,0,1,0,0,0,0,0,0,0,0,10.3,103.6,8300.0,1,3,2,3,0,0,14,9,9,1,0,1,0,0,0
台北市內湖區康寧路三段,0,0,0,1,0,0,0,0,0,0,0,0,35.3,70.79,3650.0,1,2,3,5,0,1,7,-1,1,2,0,0,0,1,0
台北市內湖區金龍路,0,0,0,1,0,0,0,0,0,0,0,0,33.6,29.73,2180.0,1,2,2,2,0,1,12,4,4,1,0,1,0,0,0
台北市內湖區內湖路三段,0,0,0,1,0,0,0,0,0,0,0,0,45.3,36.66,1688.0,0,4,2,2,0,0,5,4,4,1,1,0,0,0,0
台北市內湖區文德路,0,0,0,1,0,0,0,0,0,0,0,0,46.6,32.1,2380.0,0,3,2,2,0,0,5,4,4,1,1,0,0,0,0
台北市內湖區星雲街,0,0,0,1,0,0,0,0,0,0,0,0,42.1,45.39,1988.0,0,4,3,2,0,1,5,5,5,1,1,0,0,0,0
台北市內湖區金湖路,0,0,0,1,0,0,0,0,0,0,0,0,26.8,14.65,1698.0,1,1,1,1,0,0,10,10,10,1,0,0,0,1,0
台北市內湖區康樂街,0,0,0,1,0,0,0,0,0,0,0,0,34.3,118.68,4880.0,1,5,2,3,0,1,6,-1,1,2,0,0,0,1,0
台北市內湖區星雲街,0,0,0,1,0,0,0,0,0,0,0,0,42.9,28.44,1650.0,0,3,2,5,0,1,5,5,5,1,1,0,0,0,0
台北市內湖區民權東路六段,0,0,0,1,0,0,0,0,0,0,0,0,15.6,60.9,5490.0,1,3,2,2,0,0,10,6,6,1,0,0,0,1,0
台北市內湖區成功路五段,0,0,0,1,0,0,0,0,0,0,0,0,25.4,47.97,4500.0,1,3,2,5,0,1,19,8,9,2,0,1,0,0,0
台北市內湖區金龍路,0,0,0,1,0,0,0,0,0,0,0,0,42.0,34.84,1988.0,0,3,2,2,0,0,5,5,5,1,1,0,0,0,0
台北市內湖區內湖路三段,0,0,0,1,0,0,0,0,0,0,0,0,6.9,55.13,4388.0,1,3,2,2,0,0,15,2,2,1,0,1,0,0,0
台北市內湖區成功路四段,0,0,0,1,0,0,0,0,0,0,0,0,12.7,99.66,6680.0,3,4,2,2,0,1,12,3,3,1,0,1,0,0,0
台北市內湖區康樂街,0,0,0,1,0,0,0,0,0,0,0,0,41.5,32.28,2488.0,0,4,2,2,0,0,5,1,1,1,1,0,0,0,0
台北市內湖區成功路五段,0,0,0,1,0,0,0,0,0,0,0,0,28.8,71.79,4998.0,2,4,2,2,0,0,12,1,1,1,0,1,0,0,0
台北市內湖區內湖路二段,0,0,0,1,0,0,0,0,0,0,0,0,7.9,34.77,4580.0,1,2,2,1,0,0,15,14,14,1,0,1,0,0,0
台北市內湖區內湖路一段,0,0,0,1,0,0,0,0,0,0,0,0,42.9,34.31,2100.0,0,8,2,8,0,1,5,5,5,1,1,0,0,0,0
台北市內湖區成功路二段,0,0,0,1,0,0,0,0,0,0,0,0,48.5,31.15,1828.0,0,3,2,1,0,0,4,3,3,1,1,0,0,0,0
台北市內湖區成功路四段,0,0,0,1,0,0,0,0,0,0,0,0,36.3,39.56,2888.0,1,7,2,5,0,0,16,11,11,1,0,1,0,0,0
台北市內湖區環山路一段,0,0,0,1,0,0,0,0,0,0,0,0,46.4,28.38,2300.0,0,6,2,5,0,1,4,4,4,1,1,0,0,0,0
台北市內湖區民權東路六段,0,0,0,1,0,0,0,0,0,0,0,0,31.2,11.97,1168.0,1,1,1,1,0,0,7,3,3,1,0,0,0,1,0
台北市內湖區環山路一段,0,0,0,1,0,0,0,0,0,0,0,0,44.2,32.21,2480.0,1,4,2,2,0,1,5,1,1,1,1,0,0,0,0
台北市內湖區內湖路一段,0,0,0,1,0,0,0,0,0,0,0,0,45.8,22.28,1658.0,0,5,2,5,0,0,5,5,5,1,1,0,0,0,0
台北市內湖區民權東路六段,0,0,0,1,0,0,0,0,0,0,0,0,42.3,23.03,2150.0,0,3,2,2,0,1,5,1,1,1,1,0,0,0,0
台北市內湖區內湖路一段,0,0,0,1,0,0,0,0,0,0,0,0,29.6,19.57,2380.0,1,2,2,1,0,0,7,6,6,1,0,0,0,1,0
