路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
台北市信義區信義路六段,0,0,1,0,0,0,0,0,0,0,0,0,50.7,27.82,3520.0,0,3,1,1,0,1,4,1,1,1,1,0,0,0,0
台北市信義區忠孝東路五段,0,0,1,0,0,0,0,0,0,0,0,0,46.8,48.05,14500.0,0,4,1,1,0,0,7,6,6,1,0,0,0,1,0
台北市信義區福德街,0,0,1,0,0,0,0,0,0,0,0,0,51.5,24.02,4300.0,0,5,2,2,0,1,4,1,1,1,1,0,0,0,0
台北市信義區仁愛路四段,0,0,1,0,0,0,0,0,0,0,0,0,40.6,62.2,7998.0,1,4,2,2,0,0,12,3,3,1,0,1,0,0,0
台北市信義區信義路五段,0,0,1,0,0,0,0,0,0,0,0,0,18.7,132.75,20680.0,3,2,2,4,0,1,27,21,21,1,0,1,0,0,0
台北市信義區忠孝東路五段,0,0,1,0,0,0,0,0,0,0,0,0,43.8,33.25,3750.0,1,3,2,2,0,0,7,5,5,1,0,0,0,1,0
台北市信義區嘉興街,0,0,1,0,0,0,0,0,0,0,0,0,49.1,27.22,2550.0,1,3,2,2,0,0,7,6,6,1,0,0,0,1,0
台北市信義區松山路,0,0,1,0,0,0,0,0,0,0,0,0,55.0,26.14,2200.0,0,3,1,1,0,0,4,2,2,1,1,0,0,0,0
台北市信義區吳興街,0,0,1,0,0,0,0,0,0,0,0,0,46.5,28.54,1750.0,0,6,3,5,0,1,5,5,5,1,1,0,0,0,0
台北市信義區忠孝東路四段,0,0,1,0,0,0,0,0,0,0,0,0,47.8,30.53,3880.0,0,6,2,6,0,1,5,5,5,1,1,0,0,0,0
台北市信義區逸仙路,0,0,1,0,0,0,0,0,0,0,0,0,46.1,31.77,4500.0,0,8,1,7,0,1,5,5,5,1,1,0,0,0,0
台北市信義區松智路,0,0,1,0,0,0,0,0,0,0,0,0,27.8,53.1,6558.0,1,3,2,2,0,0,9,1,1,1,0,0,0,1,0
台北市信義區吳興街,0,0,1,0,0,0,0,0,0,0,0,0,52.1,17.45,1490.0,0,2,1,1,0,0,4,2,2,1,1,0,0,0,0
台北市信義區崇德街,0,0,1,0,0,0,0,0,0,0,0,0,39.1,28.91,2255.0,0,3,2,5,0,0,5,5,5,1,1,0,0,0,0
台北市信義區吳興街,0,0,1,0,0,0,0,0,0,0,0,0,39.0,31.09,1980.0,0,7,1,6,0,1,5,5,5,1,1,0,0,0,0
台北市信義區永吉路,0,0,1,0,0,0,0,0,0,0,0,0,52.6,13.54,2980.0,0,3,3,1,0,0,3,1,3,3,0,0,0,0,1
台北市信義區吳興街,0,0,1,0,0,0,0,0,0,0,0,0,2.0,29.94,2580.0,1,1,2,1,0,0,8,5,5,1,0,0,0,1,0
台北市信義區信義路五段,0,0,1,0,0,0,0,0,0,0,0,0,18.6,122.82,19900.0,1,4,2,4,0,0,27,5,5,1,0,1,0,0,0
台北市信義區信義路五段,0,0,1,0,0,0,0,0,0,0,0,0,16.5,14.47,1770.0,1,1,1,1,0,1,19,4,4,1,0,1,0,0,0
台北市信義區松山路,0,0,1,0,0,0,0,0,0,0,0,0,41.1,50.27,7900.0,0,3,1,1,0,0,5,1,1,1,1,0,0,0,0
台北市信義區和平東路三段,0,0,1,0,0,0,0,0,0,0,0,0,49.0,29.48,3380.0,1,2,1,1,0,1,5,1,1,1,1,0,0,0,0
台北市信義區永吉路,0,0,1,0,0,0,0,0,0,0,0,0,50.6,30.99,15500.0,0,3,4,2,0,0,4,1,1,1,1,0,0,0,0
台北市信義區永吉路,0,0,1,0,0,0,0,0,0,0,0,0,60.0,19.61,7600.0,0,7,4,5,0,1,2,1,2,2,0,0,0,0,1
台北市信義區松勇路,0,0,1,0,0,0,0,0,0,0,0,0,19.9,99.58,13100.0,2,4,2,2,0,0,18,4,4,1,0,1,0,0,0
台北市信義區信義路六段,0,0,1,0,0,0,0,0,0,0,0,0,47.0,26.02,2388.0,0,7,2,7,0,1,5,5,5,1,1,0,0,0,0
台北市信義區和平東路三段,0,0,1,0,0,0,0,0,0,0,0,0,37.3,20.74,2480.0,0,3,1,2,0,1,5,5,5,1,1,0,0,0,0
台北市信義區松仁路,0,0,1,0,0,0,0,0,0,0,0,0,50.4,30.22,3288.0,0,3,2,2,0,1,4,1,1,1,1,0,0,0,0
台北市信義區和平東路三段,0,0,1,0,0,0,0,0,0,0,0,0,45.0,26.67,1850.0,0,3,2,1,0,0,5,4,4,1,1,0,0,0,0
台北市信義區永吉路,0,0,1,0,0,0,0,0,0,0,0,0,53.6,35.86,4288.0,0,4,2,4,0,0,4,3,3,1,1,0,0,0,0
台北市信義區忠孝東路五段,0,0,1,0,0,0,0,0,0,0,0,0,15.2,246.88,48000.0,4,3,2,4,0,0,17,9,9,1,0,1,0,0,0
台北市信義區嘉興街,0,0,1,0,0,0,0,0,0,0,0,0,60.1,43.26,6500.0,0,2,3,2,0,0,2,1,2,2,0,0,0,0,1
台北市信義區富陽街,0,0,1,0,0,0,0,0,0,0,0,0,42.9,33.95,2980.0,1,9,2,9,0,1,7,7,7,1,0,0,0,1,0
台北市信義區青雲街,0,0,1,0,0,0,0,0,0,0,0,0,39.9,167.14,9888.0,1,9,6,5,0,1,3,-2,3,5,0,0,0,0,1
台北市信義區松山路,0,0,1,0,0,0,0,0,0,0,0,0,56.8,21.75,2880.0,0,6,2,6,0,0,4,2,2,1,1,0,0,0,0
台北市信義區松山路,0,0,1,0,0,0,0,0,0,0,0,0,56.8,23.69,8800.0,0,3,1,1,0,0,4,1,1,1,1,0,0,0,0
台北市信義區吳興街,0,0,1,0,0,0,0,0,0,0,0,0,39.7,30.12,2077.0,1,4,2,4,0,0,5,2,2,1,1,0,0,0,0
台北市信義區永吉路,0,0,1,0,0,0,0,0,0,0,0,0,35.2,34.97,3368.0,1,8,2,8,0,0,10,8,8,1,0,0,0,1,0
台北市信義區虎林街,0,0,1,0,0,0,0,0,0,0,0,0,53.4,34.77,2880.0,0,4,2,1,0,0,4,2,2,1,1,0,0,0,0
台北市信義區虎林街,0,0,1,0,0,0,0,0,0,0,0,0,53.4,30.67,4480.0,0,4,2,1,0,0,4,1,1,1,1,0,0,0,0
台北市信義區松勤街,0,0,1,0,0,0,0,0,0,0,0,0,18.1,15.71,2680.0,1,1,1,5,0,1,19,6,6,1,0,1,0,0,0
台北市信義區松德路,0,0,1,0,0,0,0,0,0,0,0,0,35.1,40.69,3588.0,1,2,1,2,0,1,12,10,10,1,0,1,0,0,0
台北市信義區忠孝東路五段,0,0,1,0,0,0,0,0,0,0,0,0,56.4,44.76,12000.0,1,3,1,1,0,0,2,1,2,2,0,0,0,0,1
台北市信義區永吉路,0,0,1,0,0,0,0,0,0,0,0,0,31.2,23.9,8980.0,0,4,5,2,0,1,3,1,3,3,0,0,0,0,1
台北市信義區永吉路,0,0,1,0,0,0,0,0,0,0,0,0,58.1,23.14,9680.0,0,9,1,10,0,1,2,1,2,2,0,0,0,0,1
台北市信義區松信路,0,0,1,0,0,0,0,0,0,0,0,0,35.6,46.28,5388.0,0,4,2,3,0,0,3,1,3,3,0,0,0,0,1
台北市信義區吳興街,0,0,1,0,0,0,0,0,0,0,0,0,51.0,31.04,2680.0,0,4,2,4,0,1,4,1,1,1,1,0,0,0,0
台北市信義區永吉路,0,0,1,0,0,0,0,0,0,0,0,0,53.4,20.19,3688.0,0,1,1,1,0,0,4,1,1,1,1,0,0,0,0
台北市信義區和平東路三段,0,0,1,0,0,0,0,0,0,0,0,0,43.1,42.06,3280.0,0,4,2,2,0,0,5,3,3,1,1,0,0,0,0
台北市信義區永吉路,0,0,1,0,0,0,0,0,0,0,0,0,56.1,21.81,2988.0,0,3,2,1,0,0,3,1,3,3,0,0,0,0,1
台北市信義區忠孝東路五段,0,0,1,0,0,0,0,0,0,0,0,0,46.6,47.95,11498.0,1,3,1,1,0,0,7,2,2,1,0,0,0,1,0
台北市信義區基隆路一段,0,0,1,0,0,0,0,0,0,0,0,0,43.7,32.02,8600.0,1,3,2,1,0,0,7,1,1,1,0,0,0,1,0
台北市信義區青雲街,0,0,1,0,0,0,0,0,0,0,0,0,39.8,351.06,35000.0,1,9,10,8,0,1,3,-2,3,5,0,0,0,0,1
台北市信義區信義路五段,0,0,1,0,0,0,0,0,0,0,0,0,16.6,14.23,2100.0,1,1,1,1,0,0,19,6,6,1,0,1,0,0,0
台北市文山區萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,9.6,31.84,2288.0,1,2,2,1,0,1,8,2,2,1,0,0,0,1,0
台北市文山區新光路一段,0,0,0,0,0,0,0,0,0,1,0,0,44.6,35.67,1890.0,1,10,2,5,0,1,5,5,5,1,1,0,0,0,0
台北市文山區萬安街,0,0,0,0,0,0,0,0,0,1,0,0,42.7,24.91,1580.0,0,3,2,1,0,0,7,2,2,1,0,0,0,1,0
台北市文山區一壽街,0,0,0,0,0,0,0,0,0,1,0,0,35.8,46.54,2980.0,1,4,2,2,0,0,8,4,4,1,0,0,0,1,0
台北市文山區政大一街,0,0,0,0,0,0,0,0,0,1,0,0,23.2,43.96,2480.0,1,3,2,1,0,0,7,3,3,1,0,0,0,1,0
台北市文山區萬美街一段,0,0,0,0,0,0,0,0,0,1,0,0,39.1,34.19,1738.0,1,4,3,3,0,1,4,4,4,1,1,0,0,0,0
台北市文山區羅斯福路六段,0,0,0,0,0,0,0,0,0,1,0,0,20.7,100.29,7280.0,1,4,2,3,0,1,20,19,20,2,0,1,0,0,0
台北市文山區羅斯福路六段,0,0,0,0,0,0,0,0,0,1,0,0,15.5,32.73,2988.0,1,3,2,1,0,1,14,14,14,1,0,1,0,0,0
台北市文山區景文街,0,0,0,0,0,0,0,0,0,1,0,0,9.9,28.5,2680.0,0,1,2,1,0,0,11,9,9,1,0,1,0,0,0
台北市文山區政大二街,0,0,0,0,0,0,0,0,0,1,0,0,22.8,43.1,1688.0,1,3,2,1,0,0,5,5,5,1,1,0,0,0,0
台北市文山區辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,43.5,33.61,1430.0,1,3,2,1,0,0,5,5,5,1,1,0,0,0,0
台北市文山區景興路,0,0,0,0,0,0,0,0,0,1,0,0,43.6,24.42,1450.0,0,3,2,1,0,0,5,4,4,1,1,0,0,0,0
台北市文山區辛亥路五段,0,0,0,0,0,0,0,0,0,1,0,0,44.8,37.99,1780.0,0,3,2,2,0,0,5,2,3,2,1,0,0,0,0
台北市文山區木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,29.5,34.6,1968.0,1,3,2,2,0,0,17,4,4,1,0,1,0,0,0
台北市文山區木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,29.5,34.38,1988.0,1,3,2,2,0,0,17,12,12,1,0,1,0,0,0
台北市文山區辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,30.6,56.45,2988.0,2,3,2,2,0,0,18,14,14,1,0,1,0,0,0
台北市文山區木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,35.6,61.52,3150.0,1,4,3,3,0,1,5,-1,1,2,1,0,0,0,0
台北市文山區萬安街,0,0,0,0,0,0,0,0,0,1,0,0,42.6,30.37,1950.0,0,3,2,1,0,0,7,1,1,1,0,0,0,1,0
台北市文山區景仁街,0,0,0,0,0,0,0,0,0,1,0,0,46.1,32.49,2288.0,0,3,2,2,0,0,4,2,2,1,1,0,0,0,0
台北市文山區秀明路一段,0,0,0,0,0,0,0,0,0,1,0,0,16.9,57.99,3880.0,2,2,2,2,0,0,11,5,5,1,0,1,0,0,0
台北市文山區景明街,0,0,0,0,0,0,0,0,0,1,0,0,48.6,20.64,1680.0,0,5,3,3,0,1,4,4,4,1,1,0,0,0,0
台北市文山區萬美街二段,0,0,0,0,0,0,0,0,0,1,0,0,42.5,14.15,998.0,0,1,1,1,0,0,12,2,2,1,0,1,0,0,0
台北市文山區木新路二段,0,0,0,0,0,0,0,0,0,1,0,0,31.0,40.92,2750.0,1,3,2,2,0,0,10,5,5,1,0,0,0,1,0
台北市文山區興隆路四段,0,0,0,0,0,0,0,0,0,1,0,0,44.8,26.2,1398.0,1,6,3,2,0,1,5,5,5,1,1,0,0,0,0
台北市文山區和興路,0,0,0,0,0,0,0,0,0,1,0,0,17.4,110.78,7980.0,1,6,4,5,0,0,5,-1,5,6,0,0,0,0,1
台北市文山區辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,22.5,62.23,3688.0,1,3,2,2,0,0,11,7,7,1,0,1,0,0,0
台北市文山區萬安街,0,0,0,0,0,0,0,0,0,1,0,0,30.9,17.15,1198.0,1,2,1,1,0,1,5,5,5,1,0,0,0,1,0
台北市文山區光輝路,0,0,0,0,0,0,0,0,0,1,0,0,43.9,39.1,1980.0,1,4,2,2,0,0,5,3,3,1,1,0,0,0,0
台北市文山區秀明路一段,0,0,0,0,0,0,0,0,0,1,0,0,35.1,120.56,5988.0,0,6,4,5,0,1,3,-1,3,4,0,0,0,0,1
台北市文山區久康街,0,0,0,0,0,0,0,0,0,1,0,0,19.5,61.58,4088.0,1,4,2,2,0,0,9,6,6,1,0,0,0,1,0
台北市文山區政大二街,0,0,0,0,0,0,0,0,0,1,0,0,16.4,75.94,3880.0,1,4,2,2,0,1,4,3,3,1,0,0,0,1,0
台北市文山區木柵路四段,0,0,0,0,0,0,0,0,0,1,0,0,32.3,30.91,2200.0,1,2,2,1,0,0,12,9,9,1,0,1,0,0,0
台北市文山區羅斯福路五段,0,0,0,0,0,0,0,0,0,1,0,0,46.6,41.46,2688.0,1,4,2,2,0,0,5,4,4,1,1,0,0,0,0
台北市文山區興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,46.8,24.11,1388.0,0,5,3,2,0,1,5,5,5,1,1,0,0,0,0
台北市文山區萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,9.5,35.17,3083.0,1,3,2,2,0,1,8,1,1,1,0,0,0,1,0
台北市文山區羅斯福路五段,0,0,0,0,0,0,0,0,0,1,0,0,45.8,28.37,1990.0,0,3,2,2,0,1,5,4,4,1,1,0,0,0,0
台北市文山區興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,45.5,27.23,1720.0,0,3,2,2,0,0,5,1,1,1,1,0,0,0,0
台北市文山區木柵路一段,0,0,0,0,0,0,0,0,0,1,0,0,43.2,22.35,1220.0,1,2,2,1,0,0,5,2,2,1,1,0,0,0,0
台北市文山區下崙路,0,0,0,0,0,0,0,0,0,1,0,0,35.7,43.88,2368.0,1,4,2,2,0,0,10,3,3,1,0,0,0,1,0
台北市文山區木柵路四段,0,0,0,0,0,0,0,0,0,1,0,0,45.0,32.85,1320.0,1,5,4,2,0,1,5,5,5,1,1,0,0,0,0
台北市文山區萬壽路,0,0,0,0,0,0,0,0,0,1,0,0,12.9,68.93,4480.0,1,4,2,2,0,0,10,3,3,1,0,0,0,1,0
台北市文山區福興路,0,0,0,0,0,0,0,0,0,1,0,0,13.5,52.11,3198.0,2,3,2,2,0,0,14,11,11,1,0,1,0,0,0
台北市文山區興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,37.6,37.54,2480.0,1,3,2,2,0,0,7,4,4,1,0,0,0,1,0
台北市文山區興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,45.4,27.23,1298.0,0,3,2,2,0,0,5,2,2,1,1,0,0,0,0
台北市文山區久康街,0,0,0,0,0,0,0,0,0,1,0,0,12.1,72.15,5180.0,1,4,2,2,0,0,13,3,3,1,0,1,0,0,0
台北市文山區萬安街,0,0,0,0,0,0,0,0,0,1,0,0,30.8,33.44,1980.0,1,4,2,5,0,1,5,1,1,1,0,0,0,1,0
台北市文山區和平東路四段,0,0,0,0,0,0,0,0,0,1,0,0,36.3,78.9,2288.0,0,4,3,3,0,1,4,2,4,3,1,0,0,0,0
台北市文山區萬壽路,0,0,0,0,0,0,0,0,0,1,0,0,30.1,68.37,3366.0,1,4,2,2,0,0,15,6,6,1,0,1,0,0,0
台北市文山區辛亥路五段,0,0,0,0,0,0,0,0,0,1,0,0,43.4,30.63,1580.0,0,5,4,2,0,1,5,5,5,1,1,0,0,0,0
台北市文山區萬芳路,0,0,0,0,0,0,0,0,0,1,0,0,30.0,33.67,2730.0,1,3,2,2,0,0,12,12,12,1,0,1,0,0,0
台北市文山區和平東路四段,0,0,0,0,0,0,0,0,0,1,0,0,25.0,44.55,3500.0,1,4,2,2,0,0,14,11,11,1,0,1,0,0,0
台北市文山區溪口街,0,0,0,0,0,0,0,0,0,1,0,0,47.7,36.64,2350.0,0,3,2,4,0,0,4,-1,1,2,1,0,0,0,0
台北市文山區恆光街,0,0,0,0,0,0,0,0,0,1,0,0,46.1,21.92,1288.0,0,2,2,1,0,0,5,4,4,1,1,0,0,0,0
台北市文山區福興路,0,0,0,0,0,0,0,0,0,1,0,0,42.4,29.79,1550.0,0,3,2,2,0,0,5,4,4,1,1,0,0,0,0
台北市文山區政大一街,0,0,0,0,0,0,0,0,0,1,0,0,11.2,50.24,3250.0,1,3,2,2,0,0,5,2,2,1,0,0,0,1,0
台北市文山區興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,43.2,36.54,2150.0,0,4,3,3,0,1,5,5,5,1,1,0,0,0,0
台北市文山區福興路,0,0,0,0,0,0,0,0,0,1,0,0,34.8,44.04,2288.0,1,3,2,2,0,0,6,5,5,1,0,0,0,1,0
台北市文山區秀明路二段,0,0,0,0,0,0,0,0,0,1,0,0,28.6,91.81,4888.0,1,6,2,3,0,1,19,18,19,2,0,1,0,0,0
台北市文山區景福街,0,0,0,0,0,0,0,0,0,1,0,0,57.9,41.56,3500.0,0,3,3,2,0,0,4,1,1,1,1,0,0,0,0
台北市文山區忠順街一段,0,0,0,0,0,0,0,0,0,1,0,0,44.7,29.85,1598.0,0,3,2,1,0,0,5,4,4,1,1,0,0,0,0
台北市文山區仙岩路,0,0,0,0,0,0,0,0,0,1,0,0,32.1,14.08,920.0,1,1,1,1,0,0,8,3,3,1,0,0,1,0,0
台北市文山區木新路二段,0,0,0,0,0,0,0,0,0,1,0,0,40.7,87.19,3980.0,1,5,3,2,0,1,5,-1,1,2,1,0,0,0,0
台北市文山區辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,43.6,28.25,2200.0,0,2,2,2,0,0,5,1,2,2,1,0,0,0,0
台北市文山區福興路,0,0,0,0,0,0,0,0,0,1,0,0,15.4,40.7,2380.0,1,2,2,1,0,0,13,9,9,1,0,1,0,0,0
台北市文山區指南路三段,0,0,0,0,0,0,0,0,0,1,0,0,34.5,68.37,2650.0,1,6,2,3,0,1,2,1,2,2,0,0,0,0,1
台北市文山區木新路二段,0,0,0,0,0,0,0,0,0,1,0,0,30.1,22.9,1688.0,1,3,2,1,0,1,7,4,4,1,0,0,0,1,0
台北市文山區指南路三段,0,0,0,0,0,0,0,0,0,1,0,0,17.9,13.85,1088.0,0,1,2,1,0,0,10,8,8,1,0,0,1,0,0
台北市文山區車前路,0,0,0,0,0,0,0,0,0,1,0,0,44.2,37.58,999.0,0,4,2,2,0,0,5,3,3,1,1,0,0,0,0
台北市文山區木柵路四段,0,0,0,0,0,0,0,0,0,1,0,0,33.7,121.95,5980.0,1,6,3,4,0,1,4,-1,4,5,0,0,0,0,1
台北市文山區木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,43.3,52.69,2980.0,0,6,4,2,0,1,4,-1,1,2,1,0,0,0,0
台北市文山區萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,43.8,29.69,2180.0,0,4,3,2,0,1,5,5,5,1,1,0,0,0,0
台北市文山區保儀路,0,0,0,0,0,0,0,0,0,1,0,0,47.6,28.85,1598.0,0,3,2,1,0,0,5,1,1,1,1,0,0,0,0
台北市文山區木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,11.4,254.92,17800.0,6,4,2,6,0,0,14,11,11,1,0,1,0,0,0
台北市文山區萬芳路,0,0,0,0,0,0,0,0,0,1,0,0,30.1,63.59,4788.0,1,5,2,3,0,0,12,10,10,1,0,1,0,0,0
台北市文山區車前路,0,0,0,0,0,0,0,0,0,1,0,0,41.3,55.34,3999.0,1,4,2,2,0,0,7,5,5,1,0,0,0,1,0
台北市文山區溪口街,0,0,0,0,0,0,0,0,0,1,0,0,42.6,32.09,1888.0,0,3,2,2,0,0,5,4,4,1,1,0,0,0,0
台北市文山區和平東路四段,0,0,0,0,0,0,0,0,0,1,0,0,36.2,79.46,2988.0,1,3,4,2,0,0,4,2,4,3,1,0,0,0,0
台北市文山區景福街,0,0,0,0,0,0,0,0,0,1,0,0,29.5,55.05,4480.0,1,4,2,2,0,0,9,9,9,1,0,0,0,1,0
台北市文山區景興路,0,0,0,0,0,0,0,0,0,1,0,0,6.2,20.54,1998.0,1,2,2,1,0,0,27,7,7,1,0,1,0,0,0
台北市文山區木柵路四段,0,0,0,0,0,0,0,0,0,1,0,0,17.3,38.27,2399.0,1,2,2,1,0,0,10,3,3,1,0,0,0,1,0
台北市文山區樟新街,0,0,0,0,0,0,0,0,0,1,0,0,35.3,64.46,3880.0,1,5,3,5,0,1,5,1,1,1,0,0,0,1,0
台北市文山區木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,45.5,34.16,1988.0,1,4,2,5,0,1,5,2,2,1,1,0,0,0,0
台北市文山區和平東路四段,0,0,0,0,0,0,0,0,0,1,0,0,42.7,38.24,1888.0,1,3,2,2,0,0,7,6,6,1,0,0,0,1,0
台北市文山區木柵路一段,0,0,0,0,0,0,0,0,0,1,0,0,38.3,45.88,2150.0,1,4,3,2,0,1,5,5,5,1,1,0,0,0,0
台北市文山區辛亥路五段,0,0,0,0,0,0,0,0,0,1,0,0,8.5,26.33,2388.0,1,3,1,1,0,1,9,7,7,1,0,0,0,1,0
台北市文山區景福街,0,0,0,0,0,0,0,0,0,1,0,0,27.2,37.69,2980.0,1,3,2,5,0,0,15,5,5,1,0,1,0,0,0
台北市文山區福興路,0,0,0,0,0,0,0,0,0,1,0,0,30.4,37.15,2100.0,1,2,2,1,0,0,16,16,16,1,0,1,0,0,0
台北市文山區木柵路一段,0,0,0,0,0,0,0,0,0,1,0,0,11.5,38.89,2643.0,1,2,2,2,0,1,7,5,5,1,0,0,0,1,0
台北市文山區永安街,0,0,0,0,0,0,0,0,0,1,0,0,53.3,26.4,2080.0,0,2,2,1,0,1,4,1,1,1,1,0,0,0,0
台北市文山區景興路,0,0,0,0,0,0,0,0,0,1,0,0,47.8,28.53,1698.0,0,5,4,2,0,1,4,4,4,1,1,0,0,0,0
台北市文山區興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,34.6,63.62,3900.0,1,4,4,2,0,1,6,-1,1,2,0,0,0,1,0
台北市文山區育英街,0,0,0,0,0,0,0,0,0,1,0,0,34.2,52.84,3220.0,1,4,2,2,0,0,7,3,3,1,0,0,0,1,0
台北市文山區秀明路一段,0,0,0,0,0,0,0,0,0,1,0,0,35.1,99.14,4988.0,1,5,3,4,0,0,3,-1,3,4,0,0,0,0,1
台北市文山區羅斯福路六段,0,0,0,0,0,0,0,0,0,1,0,0,28.6,24.49,2300.0,1,2,2,1,0,1,6,1,1,1,0,1,0,0,0
台北市文山區政大二街,0,0,0,0,0,0,0,0,0,1,0,0,22.8,41.75,2160.0,1,3,2,5,0,0,9,4,4,1,0,0,0,1,0
台北市文山區木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,29.5,50.41,2880.0,2,4,2,2,0,0,17,9,9,1,0,1,0,0,0
台北市文山區政大一街,0,0,0,0,0,0,0,0,0,1,0,0,11.3,34.97,2598.0,1,1,2,1,0,0,5,1,1,1,0,0,0,1,0
台北市文山區木柵路一段,0,0,0,0,0,0,0,0,0,1,0,0,11.5,32.84,2550.0,1,4,2,2,0,0,7,4,4,1,0,0,0,1,0
台北市文山區福興路,0,0,0,0,0,0,0,0,0,1,0,0,16.1,46.02,3088.0,1,3,2,2,0,0,13,8,8,1,0,1,0,0,0
台北市文山區景興路,0,0,0,0,0,0,0,0,0,1,0,0,6.2,43.91,3566.0,1,3,2,5,0,0,27,25,25,1,0,1,0,0,0
台北市文山區景後街,0,0,0,0,0,0,0,0,0,1,0,0,10.6,66.85,5368.0,1,4,2,2,0,0,15,2,2,1,0,1,0,0,0
台北市文山區景興路,0,0,0,0,0,0,0,0,0,1,0,0,34.2,61.48,3988.0,1,2,2,2,0,0,12,9,9,1,0,1,0,0,0
台北市文山區景福街,0,0,0,0,0,0,0,0,0,1,0,0,21.2,49.13,3999.0,1,2,1,1,0,1,11,3,3,1,0,1,0,0,0
台北市文山區溪口街,0,0,0,0,0,0,0,0,0,1,0,0,30.5,32.17,2980.0,1,3,2,2,0,0,6,4,4,1,0,0,0,1,0
台北市文山區景興路,0,0,0,0,0,0,0,0,0,1,0,0,16.4,11.22,1098.0,0,1,1,1,0,1,15,14,14,1,0,1,0,0,0
台北市文山區景後街,0,0,0,0,0,0,0,0,0,1,0,0,31.4,39.95,2630.0,1,3,2,2,0,0,13,12,12,1,0,1,0,0,0
台北市文山區三福街,0,0,0,0,0,0,0,0,0,1,0,0,36.9,48.78,3398.0,1,4,2,2,0,0,8,2,2,1,0,0,0,1,0
台北市文山區政大三街,0,0,0,0,0,0,0,0,0,1,0,0,16.5,69.04,3980.0,2,3,2,2,0,0,5,4,5,2,0,0,0,1,0
台北市文山區指南路三段,0,0,0,0,0,0,0,0,0,1,0,0,15.6,51.67,2988.0,1,2,2,2,0,0,13,13,13,1,0,1,0,0,0
台北市文山區萬和街,0,0,0,0,0,0,0,0,0,1,0,0,28.9,356.37,16600.0,1,24,2,24,0,0,13,12,12,1,0,1,0,0,0
台北市文山區羅斯福路五段,0,0,0,0,0,0,0,0,0,1,0,0,45.4,35.61,2500.0,1,3,2,2,0,0,5,3,3,1,1,0,0,0,0
台北市文山區秀明路二段,0,0,0,0,0,0,0,0,0,1,0,0,19.7,81.95,5488.0,2,3,2,2,0,0,15,10,10,1,0,1,0,0,0
台北市文山區木柵路四段,0,0,0,0,0,0,0,0,0,1,0,0,45.9,91.01,4980.0,0,7,2,3,0,0,3,-1,3,4,0,0,0,0,1
台北市文山區木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,38.5,70.24,4900.0,1,4,4,3,0,1,3,1,3,3,0,0,0,0,1
台北市文山區試院路,0,0,0,0,0,0,0,0,0,1,0,0,44.8,73.98,3380.0,1,19,2,8,0,1,2,-1,2,3,0,0,0,0,1
台北市文山區興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,33.1,33.18,2750.0,1,3,2,2,0,0,7,5,5,1,0,0,0,1,0
台北市文山區萬壽路,0,0,0,0,0,0,0,0,0,1,0,0,26.9,73.72,3880.0,2,3,2,2,0,0,5,3,3,1,0,0,0,1,0
台北市文山區樟新街,0,0,0,0,0,0,0,0,0,1,0,0,34.9,93.69,3770.0,1,4,4,4,0,1,9,-2,1,3,0,0,0,1,0
台北市文山區興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,46.4,56.24,6980.0,1,7,4,5,0,1,3,-1,3,4,0,0,0,0,1
台北市文山區木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,14.7,83.45,5688.0,2,3,2,2,0,0,13,4,4,1,0,1,0,0,0
台北市文山區木新路二段,0,0,0,0,0,0,0,0,0,1,0,0,48.3,21.97,1390.0,0,2,2,1,0,0,5,5,5,1,1,0,0,0,0
