路段,屋齡,房屋類型,建坪,主建物/陽台,格局,樓層,房屋總價(萬),車位
台北市大同區環河北路二段,18.8年,大樓,建坪 44.77,主 + 陽23.31,2房2廳2衛,11樓/13樓,"3,988",2
台北市大同區承德路三段,15.5年,大樓,建坪 111.93,主 + 陽47.89,3房2廳2衛,11樓/15樓,"9,888",3
台北市大同區民族西路,3.5年,華廈,建坪 32.59,主 + 陽13.21,1房3廳1衛,7樓/7樓,"3,288",1
台北市大同區重慶北路三段,45.3年,公寓/辦公,建坪 32.01,主建物15.66,3房3廳3衛(含加蓋2房2廳2衛),1樓/5樓,"2,550",0
台北市大同區大龍街,31.2年,華廈,建坪 60.77,主 + 陽38.3,3房2廳2衛,5-6樓/6樓,"3,498",0
台北市大同區酒泉街,50.8年,公寓,建坪 23.23,主 + 陽23.23,6房2廳2衛(含加蓋3房1廳1衛),4樓/4樓,"1,760",0
台北市大同區承德路三段,56.7年,店面/透天,建坪 121.02,主建物115.06,3房5廳4衛5室(含加蓋1廳3室),1-4樓/4樓,"4,988",0
台北市大同區迪化街二段,51.1年,公寓,建坪 18.85,主 + 陽18.85,3房1廳2衛(含加蓋2房1衛),4樓/4樓,"1,398",0
台北市大同區錦西街,14.4年,華廈,建坪 11.81,主 + 陽6.79,1房1衛,1樓/5樓,"1,110",1
台北市大同區民生西路,14.1年,店面/透天,建坪 69.59,主 + 陽66.39,3廳2衛,1-3樓/3樓,"8,300",0
台北市大同區南京西路,31.3年,大樓,建坪 11.83,主 + 陽7.55,2房1廳1衛1室(含加蓋1房1室),10樓/11樓,"1,328",0
台北市大同區迪化街二段,95.2年,透天,建坪 26.33,主建物26.33,1房3廳1衛(含加蓋1廳),1-1樓/1樓,"6,000",0
台北市大同區民權西路,19.7年,套房/辦公/大樓,建坪 18.67,主 + 陽6.61,1房1廳1衛(含加蓋1房),3樓/11樓,"1,638",1
台北市大同區錦西街,8.6年,店面,建坪 20.72,主 + 陽16.38,1房1廳1衛,1樓/15樓,"4,100",0
台北市大同區南京西路,38.2年,華廈,建坪 38,主 + 陽33.23,3房2廳2衛,5樓/8樓,"3,180",0
台北市大同區長安西路,25.4年,華廈,建坪 74.5,主 + 陽48.63,5房2廳2衛1室,2樓/10樓,"5,280",1
台北市大同區民權西路,58.4年,公寓,建坪 26.52,主建物26.52,1廳1衛1室(含加蓋1室),4樓/4樓,"1,980",0
台北市大同區延平北路一段,45.1年,大樓,建坪 7.73,主 + 陽5.88,1房1衛,8樓/11樓,725,0
台北市大同區民生西路,48.0年,公寓,建坪 28.37,主 + 陽28.37,5房3廳2衛(含加蓋1房1廳),5樓/5樓,"2,350",0
台北市大同區赤峰街,43.1年,店面,建坪 26.9,主 + 陽25.84,3廳1衛,2樓/7樓,"4,188",0
台北市大同區景化街,42.5年,華廈,建坪 50.56,主 + 陽43.92,3房2廳2.5衛1室,3樓/7樓,"3,080",0
台北市大同區保安街,預售,大樓,建坪 28.04,主+附 18.64,2房2廳1衛,8樓/15樓,"3,398",0
台北市大同區重慶北路一段,109.9年,店面,建坪 18,主建物14,3房3廳2衛(含加蓋3房2廳1衛),1樓/1樓,"9,999",0
台北市大同區華陰街,65.9年,店面/透天,建坪 51.49,主建物47.56,5廳2衛(含加蓋2廳2衛),1-3樓/3樓,"9,880",0
台北市大同區寧夏路,36.0年,公寓/辦公,建坪 22.69,主 + 陽19.37,2房2廳1衛,2樓/5樓,"2,688",0
台北市大同區保安街,17.7年,華廈,建坪 20.23,主 + 陽13.17,3房1廳1衛(含加蓋1房),1樓/7樓,"1,900",0
台北市大同區蘭州街,39.8年,透天,建坪 60.27,主 + 陽53.54,10房10衛(含加蓋1房1衛),1-4樓/4樓,"4,988",0
台北市大同區敦煌路,16.4年,大樓,建坪 49.32,主 + 陽25.39,3房2廳2衛,12樓/13樓,"3,798",1
台北市大同區長安西路,44.5年,辦公/大樓,建坪 7.02,主建物5.77,1房1廳1衛,4樓/11樓,625,0
台北市大同區延平北路三段,52.1年,公寓,建坪 26.84,主 + 陽26.84,3房2廳2衛,4樓/4樓,"1,750",0
台北市大同區天水路,47.3年,大樓,建坪 11.21,主建物9.14,1房1廳1衛,9樓/11樓,788,0
台北市大同區重慶北路一段,62.3年,店面,建坪 68.52,主建物68.52,2房5廳2衛(含加蓋1廳),1-4樓/4樓,"24,200",0
台北市大同區五原路,16.2年,大樓,建坪 49.34,主 + 陽28.34,2房2廳2衛1室,13樓/14樓,"4,950",1
台北市大同區重慶北路一段,37.4年,大樓,建坪 79.48,主 + 陽58.11,4房2廳2衛1室,9樓/12樓,"6,356",0
台北市大同區民生西路,15.9年,大樓,建坪 19.62,主 + 陽10.49,2房1廳1衛(含加蓋1房),3樓/13樓,"1,960",0
台北市大同區承德路三段,13.5年,大樓,建坪 57.78,主 + 陽29.31,3房2廳2衛,12樓/12樓,"7,280",1
台北市大同區長安西路,44.5年,辦公/大樓,建坪 9.64,主建物7.9,1房1廳1衛,4樓/11樓,860,0
台北市大同區重慶北路一段,37.4年,大樓,建坪 40.36,主 + 陽33.55,2房2廳1衛,9樓/12樓,"3,199",0
台北市大同區承德路二段,47.9年,店面/公寓,建坪 32.16,主建物17.76,1廳1衛1室,B1-1樓/4樓,"7,500",0
台北市大同區承德路二段,21.6年,辦公/店面/大樓,建坪 28.44,主 + 陽15.2,2廳2衛,1樓/11樓,"7,966",0
台北市大同區重慶北路二段,0.9年,大樓,建坪 18.13,主 + 陽12.3,2房2廳1衛,3樓/15樓,"2,250",0
台北市大同區承德路三段,13.5年,店面,建坪 39.83,主 + 陽31.42,1廳1衛,1樓/12樓,"11,700",0
台北市大同區重慶北路一段,37.4年,大樓,建坪 52.16,主 + 陽43.08,3房2廳2衛,9樓/12樓,"4,199",0
台北市大同區承德路二段,21.6年,辦公/店面/大樓,建坪 20.52,主 + 陽15.42,1房1廳1衛1室,1樓/11樓,"5,750",0
台北市大同區承德路二段,21.6年,店面/辦公/大樓,建坪 48.96,主 + 陽30.62,1房3廳3衛1室,1樓/11樓,"13,680",0
台北市大同區南京西路,12.0年,大樓,建坪 74.92,主 + 陽45.36,3房2廳2衛1室,9樓/14樓,"7,980",1
台北市大同區南京西路,19.6年,店面,建坪 20.63,主 + 陽14.3,2廳2衛,1樓/7樓,"8,400",0
台北市大同區南京西路,25.3年,店面,建坪 129.9,主 + 陽54.02,4廳1衛3室,1樓/13樓,"12,688",4
台北市大同區寧夏路,29.0年,華廈,建坪 32.04,主 + 陽24.22,3房1廳1衛,2樓/9樓,"2,866",0
台北市大同區民生西路,8.3年,店面,建坪 41.82,主 + 陽24.81,2廳1衛,2樓/12樓,"3,980",1
台北市大同區民權西路,19.7年,大樓/辦公,建坪 10.67,主 + 陽6.92,1房,3樓/11樓,"1,800",0
台北市大同區寧夏路,14.3年,大樓,建坪 22.86,主建物10.74,2房1廳1衛1室(含加蓋1房),12樓/13樓,"2,188",1
台北市大同區民權西路,19.7年,大樓/辦公,建坪 18.95,主 + 陽6.53,1房2廳2衛(含加蓋1房1衛),3樓/11樓,"1,938",1
台北市大同區環河北路一段,16.5年,店面,建坪 24.19,主 + 陽12.5,2廳1衛(含加蓋1廳),1樓/8樓,"2,280",1
台北市大同區錦西街,8.6年,店面,建坪 19.49,主 + 陽15.33,1廳1衛1室(含加蓋1室),1樓/15樓,"3,850",0
台北市大同區民權西路,39.1年,辦公/店面/大樓,建坪 196.16,主建物169.87,2廳2衛9室,-1樓/15樓,"6,800",0
台北市大同區延平北路一段,13.8年,店面,建坪 37.98,主建物16.82,1廳1衛,1樓/15樓,"3,688",1
台北市大同區民權西路,6.7年,店面,建坪 36.8,主建物17.46,1廳1衛,1樓/19樓,"5,800",1
台北市大同區延平北路一段,6.9年,大樓,建坪 26.31,主 + 陽17.6,2房2廳1衛1室(含加蓋1室),12樓/12樓,"3,580",0
台北市大同區環河北路一段,16.5年,店面,建坪 24.19,主 + 陽12.4,1廳1衛,1樓/8樓,"2,280",1
台北市大同區長安西路,53.6年,華廈/辦公,建坪 44.52,主建物44.52,5房2廳3衛,2樓/8樓,"4,988",0
