路段,屋齡,房屋類型,建坪,主建物/陽台,格局,樓層,房屋總價(萬),車位
台北市中正區廈門街,預售,大樓,建坪 39.49,主+附 25.47,3房2廳2衛,8樓/15樓,"4,438",0
台北市中正區林森南路,25.4年,套房,建坪 17.87,主 + 陽8.55,1房1廳1衛,6樓/12樓,"2,460",1
台北市中正區忠孝東路二段,0.5年,大樓,建坪 25.67,主 + 陽15.85,1房2廳1衛,3樓/21樓,"3,568",0
台北市中正區羅斯福路三段,49.8年,大樓,建坪 10.79,主建物10.16,2房1廳1衛1室,4樓/12樓,"1,380",0
台北市中正區延平南路,51.8年,華廈,建坪 50.09,主 + 陽41.55,3房2廳2衛1室,3樓/7樓,"4,480",0
台北市中正區羅斯福路四段,20.2年,辦公/大樓,建坪 47.42,主 + 陽31.92,1房2廳2衛,15樓/15樓,"5,989",0
台北市中正區忠孝西路一段,49.0年,店面,建坪 23.52,主建物10.22,1廳,1樓/11樓,"2,300",0
台北市中正區金華街,38.2年,華廈,建坪 41.76,主 + 陽38.76,2房2廳2衛,8樓/9樓,"4,988",0
台北市中正區廈門街,10.8年,大樓,建坪 35.65,主 + 陽18.26,2房2廳1衛,14樓/15樓,"3,588",1
台北市中正區南昌路一段,7.2年,大樓,建坪 34.41,主 + 陽18.07,1房2廳1衛,15樓/15樓,"5,250",1
台北市中正區南昌路二段,29.3年,大樓/辦公,建坪 37.4,主建物17.65,2房2廳1衛,3樓/11樓,"3,380",1
台北市中正區羅斯福路四段,20.2年,辦公/大樓,建坪 46.57,主 + 陽20.56,1房1廳1衛1室,7樓/15樓,"4,080",1
台北市中正區水源路,6.9年,大樓,建坪 46.52,主 + 陽23.97,3房2廳2衛,5樓/15樓,"4,696",1
