路段,屋齡,房屋類型,建坪,主建物/陽台,格局,樓層,房屋總價(萬),車位
台北市內湖區港華街,42.8年,公寓,建坪 34.05,主 + 陽27.43,5房3廳3衛,5樓/5樓,"2,836",0
台北市內湖區內湖路一段,32.0年,大樓,建坪 62.74,主 + 陽43.25,4房2廳2衛,3樓/12樓,"4,860",1
台北市內湖區文德路,19.9年,華廈,建坪 31.92,主 + 陽20.28,2房2廳2衛1室(含加蓋1室),9樓/10樓,"3,200",1
台北市內湖區成功路四段,36.4年,大樓,建坪 39.56,主 + 陽36.76,7房5衛,11樓/16樓,"2,888",0
台北市內湖區江南街,29.3年,店面,建坪 43.62,主 + 陽36.36,2廳2衛,1樓/16樓,"4,438",0
台北市內湖區民權東路六段,10.6年,大樓,建坪 78.5,主 + 陽44.75,3房2廳2衛1室,13樓/14樓,"7,600",1
台北市內湖區成功路五段,30.6年,大樓,建坪 46.74,主 + 陽31.6,3房2廳1.5衛,3樓/16樓,"3,600",0
台北市內湖區金湖路,13.3年,大樓,建坪 152.34,主 + 陽77.6,5房3廳5衛,21-22樓/22樓,"18,880",3
台北市內湖區行善路,7.7年,大樓,建坪 26.44,主 + 陽16.42,1房2廳1衛1室,3樓/14樓,"3,168",0
台北市內湖區新豐街,16.6年,華廈,建坪 52.78,主 + 陽30.35,3房2廳2衛,2樓/8樓,"4,380",1
台北市內湖區金湖路,20.5年,大樓,建坪 33.66,主 + 陽23.63,3房2廳2衛,14樓/14樓,"3,600",0
台北市內湖區新富街,13.8年,大樓,建坪 127.7,主 + 陽67.08,3房2廳4衛3室,11樓/14樓,"11,800",2
台北市內湖區成功路二段,10.7年,店面,建坪 81.61,主建物40.85,1廳1衛1室,1樓/14樓,"12,680",2
台北市內湖區文德路,19.9年,華廈,建坪 63.85,主 + 陽40.55,4房4廳3衛2室(含加蓋1廳1室),9樓/10樓,"5,758",2
台北市內湖區成功路四段,39.7年,透天,建坪 71.56,主 + 陽52.08,5房2廳4衛,B1-4樓/4樓,"3,900",1
