路段,屋齡,房屋類型,建坪,主建物/陽台,格局,樓層,房屋總價(萬),車位
台北市北投區奇岩路,54.5年,透天,建坪 70.78,主建物70.78,5房2廳3.5衛(含加蓋1衛),1-2樓/2樓,"4,488",1
台北市北投區知行路,44.5年,公寓,建坪 47.52,主建物30.99,3房2廳2衛,B1-1樓/5樓,"2,788",0
台北市北投區崇仰六路,59.8年,透天,建坪 74.08,主建物64.9,8房2廳7衛3室(含加蓋5房1廳5衛3室),B1-2樓/2樓,"7,800",1
台北市北投區西安街二段,34.6年,辦公,建坪 156.14,主建物105.17,2廳2衛,-1樓/6樓,"2,680",1
台北市北投區泉源路,44.8年,公寓,建坪 40.61,主建物35.76,3房2廳2衛,1樓/5樓,"2,188",0
台北市北投區明德路,9.9年,大樓,建坪 66.82,主 + 陽27.57,4房2廳3衛1室(含加蓋2房1衛1室),1樓/15樓,"5,698",2
台北市北投區吉利街,11.8年,華廈,建坪 47.07,主 + 陽13.63,3房2廳2衛(含加蓋2房1衛),1樓/9樓,"3,480",7
台北市北投區天母西路,41.8年,華廈,建坪 52.46,主 + 陽41.4,3房2廳2衛,4樓/7樓,"3,690",0
台北市北投區溫泉路,37.1年,公寓,建坪 20.92,主 + 陽15.31,2房1廳1衛,4樓/5樓,738,0
台北市北投區稻香路,31.3年,華廈,建坪 119.66,主建物35.56,3房3廳3衛4室,B2-1樓/8樓,"4,680",1
台北市北投區行義路,40.8年,華廈,建坪 37.3,主 + 陽32.17,3房3廳1衛1室(含加蓋1房1室),7樓/7樓,"1,980",0
台北市北投區榮華一路,31.0年,華廈,建坪 79.15,主 + 陽22.49,5房3廳2衛,B1-1樓/5樓,"4,888",1
台北市北投區天母西路,22.7年,店面/辦公/大樓,建坪 60.93,主 + 陽20.79,3廳1衛,1樓/14樓,"5,588",2
台北市北投區溫泉路,20.3年,大樓,建坪 19.14,主 + 陽7.78,1房1廳1衛(含加蓋1房),3樓/13樓,"1,150",1
台北市北投區致遠一路一段,10.5年,華廈,建坪 34.82,主 + 陽14.62,2房1廳1衛(含加蓋1房),4樓/8樓,"2,650",1
台北市北投區榮華一路,24.3年,華廈,建坪 154.97,主 + 陽71.52,5房2廳5衛2室(含加蓋1房2衛1室),9-10樓/10樓,"12,800",3
台北市北投區溫泉路,20.3年,大樓,建坪 38.46,主 + 陽18.67,3房1廳1衛1室(含加蓋1房),10樓/13樓,"2,588",1
台北市北投區豐年路一段,15.6年,大樓,建坪 77.27,主 + 陽41.29,4房3廳2衛,6-7樓/12樓,"5,500",1
台北市北投區中央南路二段,17.8年,辦公/大樓,建坪 40.66,主 + 陽25.94,3房2廳2衛(含加蓋2房1衛),1樓/13樓,"3,888",0
台北市北投區大度路三段,35.4年,店面/大樓,建坪 59.6,主 + 陽34.88,3房4廳2衛2室(含加蓋2房1廳),1樓/15樓,"3,880",0
台北市北投區豐年路一段,15.6年,大樓,建坪 61.51,主 + 陽20.87,3房2廳2衛,8樓/12樓,"4,980",1
台北市北投區稻香路,8.6年,華廈,建坪 113.02,主建物46.99,5房3廳4衛,B1-1樓/5樓,"4,988",2
台北市北投區同德街,32.6年,大樓,建坪 85.29,主建物38.31,3房3廳3衛1室(含加蓋1房1衛1室),B1-1樓/12樓,"7,480",1
台北市北投區稻香路,8.6年,華廈,建坪 119.75,主 + 陽52.83,4房2廳3衛1室,5樓/5樓,"5,880",2
台北市北投區泉源路,22.3年,大樓,建坪 93.27,主 + 陽58.5,5房3廳3衛(含加蓋1廳),11-12樓/12樓,"5,200",2
台北市北投區大度路三段,24.0年,大樓/辦公,建坪 85.31,主 + 陽48.56,4房3廳3衛3室(含加蓋1室),13-14樓/14樓,"4,666",1
台北市北投區溫泉路,20.3年,大樓,建坪 19.78,主 + 陽8.14,1房1廳1衛(含加蓋1房),13樓/13樓,"1,228",1
台北市北投區稻香路,8.6年,華廈,建坪 122.35,主 + 陽48.79,2房4廳3衛1室(含加蓋1廳),5樓/5樓,"6,500",3
台北市北投區文林北路,11.1年,大樓,建坪 82.89,主 + 陽40.01,4房2廳2衛,14樓/23樓,"6,988",2
台北市北投區行義路,44.3年,華廈,建坪 51.71,主 + 陽37.16,3房4廳2衛1室(含加蓋2廳),7樓/7樓,"3,280",1
台北市北投區尊賢街,49.8年,公寓,建坪 28.34,主 + 陽28.34,3房2廳2衛,4樓/4樓,"1,698",0
台北市北投區公館路,35.3年,店面/辦公,建坪 27.35,主建物23.13,3房2廳1衛1室(含加蓋3房),1樓/5樓,"2,580",0
台北市北投區稻香路,8.6年,華廈,建坪 96.44,主 + 陽52.14,4房2廳3衛,3樓/5樓,"4,868",2
台北市北投區公館路,36.3年,透天,建坪 73.68,主 + 陽58.45,7房3廳4衛1室,B1-4樓/4樓,"5,988",0
台北市北投區珠海路,30.3年,華廈,建坪 84.49,主 + 陽43,4房3廳3衛(含加蓋1廳),6-7樓/7樓,"4,280",2
台北市北投區行義路,25.3年,大樓,建坪 24.99,主建物0,2房2廳2衛(含加蓋2房1衛),-1樓/16樓,998,0
台北市北投區致遠三路,53.0年,透天,建坪 23.2,主建物23.2,2房2廳2衛,1-2樓/2樓,"4,200",0
台北市北投區明德路,25.4年,別墅/透天/大樓,建坪 90.21,主 + 陽70.38,5房3廳3衛3室,1-3樓/14樓,"8,880",1
台北市北投區榮華三路,29.5年,華廈,建坪 85.14,主建物25.21,5房3廳4衛1室(含加蓋1室),B1-1樓/6樓,"4,000",2
台北市北投區石牌路二段,34.1年,華廈,建坪 84.23,主 + 陽51.23,4房4廳2衛2室(含加蓋1房1廳1衛),8-9樓/9樓,"5,568",1
台北市北投區石牌路一段,58.2年,透天,建坪 30.4,主建物30.4,4房2廳2衛(含加蓋1房),1-2樓/2樓,"15,000",0
台北市北投區行義路,58.8年,透天,建坪 81.15,主建物69.19,7房3廳3衛3室(含加蓋4房1廳3衛2室),1-2樓/2樓,"22,800",1
台北市北投區大業路,23.0年,大樓,建坪 74.3,主 + 陽35.78,3房2廳2衛1室(含加蓋1室),6樓/14樓,"4,388",1
台北市北投區公館路,30.2年,華廈,建坪 8.05,主 + 陽5.24,1房1廳1衛,4樓/5樓,750,0
台北市北投區新興路,46.1年,公寓,建坪 24.74,主 + 陽21.99,5房4廳2衛(含加蓋2房2廳1衛),4樓/4樓,"1,500",0
台北市北投區崇仰七路,59.0年,透天,建坪 90.69,主建物82.87,5房3廳4衛,1-2樓/2樓,"25,000",0
台北市北投區長壽路,8.7年,華廈,建坪 61.86,主建物17.89,4房3廳3衛(含加蓋3房1廳2衛),1樓/5樓,"3,680",1
台北市北投區自強街,54.6年,透天/店面,建坪 78.17,主 + 陽73.18,4房4廳3衛,1-3樓/3樓,"5,980",0
台北市北投區育仁路,74.2年,透天,建坪 19.66,主建物18.15,3房3廳2衛1室(含加蓋2房1廳1衛1室),1-1樓/1樓,"3,900",0
台北市北投區行義路,39.2年,公寓,建坪 34.73,主 + 陽29.89,4房3廳2衛1室(含加蓋2房1廳1衛),5樓/5樓,"1,498",0
台北市北投區公館路,35.9年,公寓,建坪 75.63,主 + 陽59.63,5房4廳4衛(含加蓋1廳1衛),4-5樓/5樓,"3,800",1
台北市北投區泉源路,46.4年,公寓,建坪 32.24,主 + 陽32.23,2房2廳2衛1室,2樓/5樓,"1,380",0
台北市北投區奇岩路,24.4年,華廈,建坪 103.15,主 + 陽58.95,6房3廳4衛(含加蓋3房1廳1衛),1-2樓/6樓,"5,888",1
台北市北投區公館路,36.3年,別墅/透天,建坪 82.75,主 + 陽64.77,5房2廳4衛2室,B1-4樓/4樓,"4,850",0
台北市北投區奇岩路,40.5年,華廈,建坪 22.02,主 + 陽18.9,2房2廳2衛(含加蓋1房),5樓/5樓,"1,198",0
台北市北投區崗山路,6.9年,華廈,建坪 36.98,主 + 陽15.15,2房1廳1衛,4樓/7樓,"2,268",1
台北市北投區行義路,35.5年,別墅/透天,建坪 107.46,主 + 陽55.72,6房3廳5衛4室(含加蓋2房1廳2衛1室),B2-4樓/4樓,"6,880",0
台北市北投區致遠一路二段,42.5年,公寓,建坪 33.34,主 + 陽31.19,4房4廳3衛(含加蓋1房2廳1衛),5樓/5樓,"2,080",0
台北市北投區紗帽路,46.1年,別墅/透天,建坪 129.07,主 + 陽108.62,6房5廳8衛6室(含加蓋4房2廳4衛4室),1-2樓/2樓,"12,500",1
台北市北投區崇仰七路,55.6年,透天,建坪 113.62,主建物113.62,3房3廳3衛(含加蓋1房1衛),1-2樓/2樓,"12,000",1
台北市北投區東昇路,18.3年,別墅/透天/其它,建坪 152.25,主 + 陽102.17,7房5廳6衛3室,B1-2樓/2樓,"16,800",4
台北市北投區知行路,36.6年,公寓,建坪 44.22,主 + 陽36.26,3房2廳2衛,4-5樓/5樓,"1,780",0
台北市北投區行義路,13.0年,華廈,建坪 50.47,主 + 陽23.34,2房2廳2衛1室,4樓/5樓,"3,450",1
台北市北投區裕民六路,30.5年,大樓,建坪 142.69,主 + 陽100.29,4房3廳4衛1室,5-6樓/22樓,"9,988",0
台北市北投區行義路,35.5年,透天,建坪 120.34,主 + 陽66.86,5房6廳5衛4室(含加蓋1房2室),1-4樓/4樓,"6,500",0
台北市北投區新興路,32.1年,公寓,建坪 69.3,主建物44.16,5房2廳3衛,B1-1樓/5樓,"2,680",0
台北市北投區大業路,29.2年,大樓,建坪 75.57,主 + 陽40.14,3房2廳2衛1室,11樓/19樓,"6,480",2
台北市北投區行義路,44.8年,華廈,建坪 55.11,主 + 陽44.9,3房2廳2衛,5樓/7樓,"1,900",1
台北市北投區中央北路四段,41.9年,公寓,建坪 36.27,主 + 陽35.05,3房2廳2衛,5樓/5樓,"1,410",0
台北市北投區三合街一段,7.9年,華廈,建坪 69.79,主 + 陽39.4,3房2廳2衛,8樓/9樓,"7,500",1
台北市北投區行義路,35.6年,透天,建坪 133.11,主 + 陽80.21,5房3廳5衛(含加蓋1衛),1-4樓/4樓,"5,980",2
台北市北投區復興三路,48.7年,透天,建坪 112.55,主 + 陽105.71,5房3廳4衛2室,1-2樓/2樓,"8,250",1
台北市北投區立農街二段,30.0年,華廈,建坪 15.58,主 + 陽9.89,2房1廳1衛(含加蓋1房),4樓/6樓,"1,498",0
台北市北投區石牌路二段,預售,大樓,建坪 30.21,主+附 13.3,1房1廳1衛,3樓/15樓,"1,900",1
台北市北投區三合街一段,9.9年,華廈,建坪 104.24,主 + 陽53.79,4房2廳3衛1室,1樓/7樓,"7,580",2
台北市北投區溫泉路,20.3年,大樓,建坪 14,主 + 陽8.25,1房1廳1衛,8樓/13樓,"1,098",0
台北市北投區石牌路二段,21.7年,大樓,建坪 121.34,主 + 陽65.61,4房3廳3.5衛1室(含加蓋0.5衛1室),11樓/14樓,"9,580",2
台北市北投區民族街,18.8年,華廈,建坪 24.11,主 + 陽16.4,3房2廳1衛2室(含加蓋2房),7樓/7樓,"1,888",0
台北市北投區幽雅路,30.1年,華廈,建坪 14.67,主 + 陽6.7,1房1廳1衛(含加蓋1房),3樓/5樓,550,0
台北市北投區承德路七段,47.9年,華廈,建坪 35.9,主 + 陽30.59,3房2廳1衛,3樓/10樓,"2,680",0
台北市北投區同德街,45.1年,公寓,建坪 36.55,主建物31.43,3房3廳3衛1室(含加蓋1廳1衛1室),1樓/5樓,"3,888",0
台北市北投區石牌路二段,7.6年,華廈,建坪 29.05,主 + 陽18.5,2房2廳1衛,6樓/6樓,"2,999",0
台北市北投區大業路,預售,大樓,建坪 75.1,主+附 42.94,4房2廳3衛,4樓/22樓,"6,500",1
台北市北投區文林北路,預售,大樓,建坪 45.33,主+附 24.39,3房2廳2衛,7樓/26樓,"5,888",1
台北市北投區義方街,31.8年,華廈,建坪 79.86,主建物28.17,4房3廳3衛,B1-1樓/5樓,"3,680",0
台北市北投區立農街一段,2.2年,大樓,建坪 42.06,主 + 陽16.58,2房2廳1衛,7樓/12樓,"3,180",1
台北市北投區大業路,預售,大樓,建坪 31.96,主+附 21.12,3房2廳2衛,13樓/22樓,"3,580",0
台北市北投區文林北路,預售,大樓,建坪 74.49,主+附 37.94,4房2廳3衛,2樓/26樓,"7,888",2
台北市北投區榮華一路,預售,大樓,建坪 53.33,主+附 27.61,2房2廳2衛,8樓/13樓,"5,480",1
台北市北投區自強街,42.0年,公寓,建坪 37.89,主 + 陽33.24,3房2廳2衛,2樓/5樓,"2,450",0
台北市北投區泉源路,46.0年,別墅/透天,建坪 181.14,主 + 陽102.63,11房5廳11衛2室(含加蓋3房2衛1室),B2-2樓/2樓,"9,600",0
台北市北投區光明路,16.6年,大樓,建坪 36.12,主 + 陽12.93,1房1廳1衛,2樓/19樓,"1,750",1
台北市北投區稻香路,44.3年,公寓,建坪 28.89,主建物25.79,3房2廳2衛,1樓/4樓,"1,498",0
台北市北投區公館路,45.1年,公寓,建坪 78.87,主建物36.13,4房3廳3衛,B1-1樓/5樓,"2,999",0
台北市北投區石牌路二段,預售,大樓,建坪 50.09,主+附 26.46,3房2廳2衛,15樓/15樓,"3,988",1
台北市北投區中和街,31.5年,透天,建坪 89.12,主 + 陽41.13,6房3廳4衛1室(含加蓋1房),B1-2樓/2樓,"4,950",1
台北市北投區紗帽路,48.2年,華廈,建坪 68.9,主 + 陽66.44,5房2廳4衛1室,3樓/10樓,"2,950",0
台北市北投區東昇路,17.4年,別墅/透天,建坪 366.88,主 + 陽190.45,6房8廳3衛,B1-2樓/2樓,"22,000",4
台北市北投區奇岩路,30.3年,華廈,建坪 77.77,主建物14.33,5房2廳3衛(含加蓋1房),B1-1樓/5樓,"2,700",2
台北市北投區文林北路,預售,大樓,建坪 45.33,主+附 24.39,3房2廳2衛,2樓/26樓,"5,288",1
台北市北投區文林北路,預售,大樓,建坪 78.6,主+附 36.88,3房2廳3衛,8樓/25樓,"8,490",2
台北市北投區崇仰七路,59.0年,別墅/透天,建坪 71.99,主建物64.18,5房2廳4衛(含加蓋1衛),1-2樓/2樓,"5,888",1
台北市北投區裕民六路,11.0年,大樓,建坪 78.81,主 + 陽39.4,4房2廳2衛1室,6樓/14樓,"8,398",1
台北市北投區稻香路,22.0年,大樓,建坪 16.98,主 + 陽9.23,2房2廳1衛1室(含加蓋1房1廳1室),3樓/11樓,"1,188",0
台北市北投區溫泉路,48.4年,華廈,建坪 30.21,主 + 陽24.9,4房4衛,5樓/7樓,"1,750",0
台北市北投區中和街,45.6年,套房,建坪 9.83,主 + 陽7.72,1房1衛,8樓/8樓,550,0
台北市北投區紗帽路,52.3年,透天,建坪 76.62,主建物65.62,5房2廳2衛,1-2樓/2樓,"8,500",0
台北市北投區東華街一段,25.2年,大樓,建坪 71.23,主 + 陽39.3,4房2廳2衛1室(含加蓋1室),4樓/11樓,"5,980",1
台北市北投區懷德街,15.6年,大樓,建坪 147.46,主 + 陽77.23,7房4廳4衛2室(含加蓋2室),6樓/12樓,"13,780",1
台北市北投區大興街,13.3年,大樓,建坪 46.64,主 + 陽23.24,3房2廳1衛,2樓/12樓,"3,980",1
台北市北投區中和街,45.6年,華廈/套房,建坪 8.77,主建物6.81,1房1廳1衛(含加蓋1衛),8樓/8樓,510,0
台北市北投區自強街,34.1年,公寓,建坪 33.45,主 + 陽30.49,3房2廳2衛,4樓/5樓,"2,750",0
台北市北投區榮華一路,24.3年,華廈,建坪 135.79,主 + 陽58.9,4房3廳3.5衛1室(含加蓋0.5衛1室),4樓/10樓,"9,988",3
台北市北投區同德街,41.4年,公寓,建坪 39.56,主建物32.44,3房2廳2衛,1樓/5樓,"2,880",0
台北市北投區中正街,18.3年,店面/辦公/大樓,建坪 61.77,主 + 陽21.99,2廳1衛,1樓/20樓,"3,980",1
台北市北投區光明路,14.8年,大樓,建坪 66.9,主 + 陽40.59,4房2廳2衛2室,11樓/14樓,"5,780",2
台北市北投區光明路,14.8年,大樓,建坪 66.9,主 + 陽40.59,4房2廳2衛2室,5樓/14樓,"5,680",2
台北市北投區三合街一段,0.5年,華廈,建坪 47.48,主 + 陽24.21,3房2廳2衛,4樓/9樓,"4,170",1
台北市北投區溫泉路,16.5年,大樓,建坪 16.02,主 + 陽9.73,1房1廳1衛,7樓/12樓,"1,150",0
台北市北投區中央北路四段,54.2年,店面/透天,建坪 52.67,主建物47.8,8房2廳2衛1室(含加蓋5房1室),1-2樓/2樓,"3,988",0
台北市北投區三合街一段,8.1年,華廈,建坪 73.19,主 + 陽39.72,4房2廳2衛,5樓/10樓,"8,900",1
台北市北投區光明路,16.1年,大樓,建坪 22.42,主 + 陽13.68,1房1廳1衛,6樓/11樓,"1,988",0
台北市北投區大屯路,34.5年,透天,建坪 106.18,主 + 陽54.45,7房4廳5衛3室(含加蓋2房1室),B1-3樓/3樓,"4,980",1
台北市北投區明德路,45.9年,公寓/辦公,建坪 44.12,主建物40.63,4房3廳1衛1室(含加蓋1廳),1樓/5樓,"3,980",0
台北市北投區泉源路,36.5年,大樓,建坪 36.42,主 + 陽24.61,2房1廳2衛,4樓/11樓,"1,480",0
台北市北投區中和街,45.6年,套房,建坪 10.03,主 + 陽7.95,1房1廳1衛,7樓/8樓,498,0
台北市北投區中山北路七段,41.4年,華廈,建坪 34.01,主 + 陽30.86,3房2廳2衛,3樓/7樓,"1,900",0
台北市北投區奇岩路,44.9年,公寓,建坪 56.09,主建物45.44,5房2廳3衛(含加蓋1衛),-1樓/5樓,"1,615",0
台北市北投區義方街,56.2年,公寓,建坪 26.69,主建物26.69,3房2廳1衛,2樓/4樓,"1,300",0
台北市北投區石牌路一段,51.0年,店面,建坪 30.15,主建物25.62,1房2廳2衛,1-2樓/2樓,"4,780",0
台北市北投區新興路,45.0年,公寓,建坪 30.46,主 + 陽30.45,5房3廳2衛(含加蓋2房1廳1衛),4樓/4樓,"1,498",0
台北市北投區奇岩路,13.4年,華廈,建坪 25.22,主 + 陽8.25,1房1廳1衛,4樓/5樓,928,1
台北市北投區文林北路,預售,大樓,建坪 28.5,主+附 15.76,2房2廳2衛,7樓/12樓,"3,100",1
台北市北投區立農街二段,43.6年,公寓,建坪 33.41,主 + 陽33.4,5房2廳2.5衛1室(含加蓋2房1衛1室),5樓/5樓,"2,380",0
台北市北投區中和街,49.1年,公寓,建坪 31.83,主 + 陽31.83,2房2廳2衛,4樓/4樓,"1,268",0
台北市北投區文林北路,預售,大樓,建坪 64.88,主+附 31.5,2房2廳2衛,2樓/26樓,"7,280",2
台北市北投區公館路,6.1年,別墅/透天,建坪 205.04,主 + 陽148.86,7房6廳6衛4室(含加蓋1廳1衛),B1-6樓/6樓,"19,800",4
台北市北投區新民路,9.4年,華廈,建坪 29.67,主 + 陽12.51,2房1廳1衛,3樓/5樓,"1,560",1
台北市北投區紗帽路,48.2年,華廈,建坪 62.29,主 + 陽51.97,2房2廳2衛,5樓/10樓,"2,380",0
台北市北投區致遠一路一段,49.5年,公寓,建坪 35.68,主 + 陽35.68,3房2廳2衛1室,3樓/4樓,"2,538",0
台北市北投區知行路,58.2年,店面/透天,建坪 37.32,主建物34.68,4房2廳2衛3室(含加蓋2房1廳1衛1室),1-2樓/2樓,"4,800",0
台北市北投區泉源路,46.4年,公寓,建坪 33.18,主建物0,3房2廳2衛,-1樓/5樓,798,0
台北市北投區中山北路七段,41.5年,華廈,建坪 35.67,主 + 陽33.91,3房2廳2衛1室,4樓/7樓,"1,998",0
台北市北投區溫泉路,50.5年,公寓,建坪 28.31,主 + 陽28.31,2房2廳1衛,4樓/4樓,"1,100",0
台北市北投區文林北路,55.2年,透天,建坪 59.87,主建物59.87,6房3廳3衛(含加蓋1房1廳),1-2樓/2樓,"12,200",1
台北市北投區復興一路,56.8年,公寓,建坪 18.51,主建物18.51,2房2廳1衛,3樓/3樓,998,0
台北市北投區公館路,預售,大樓,建坪 33.97,主+附 14.8,2房2廳1衛,10樓/12樓,"2,798",1
台北市北投區東華街一段,預售,辦公/大樓,建坪 69.69,主+附 38.73,1房1廳2衛,4樓/33樓,"7,250",1
台北市北投區新民路,18.1年,華廈,建坪 20.08,主 + 陽8.77,2房1廳1衛(含加蓋1房),4樓/10樓,"1,150",1
台北市北投區中山路,49.2年,華廈,建坪 9.17,主 + 陽7.93,1房1衛,2樓/7樓,498,0
台北市北投區崇仰六路,59.8年,別墅/透天,建坪 144.59,主建物129.95,9房4廳5衛1室(含加蓋1房),1-2樓/2樓,"19,800",1
台北市北投區溫泉路,48.4年,華廈,建坪 20.9,主 + 陽17.13,2房2廳1衛,2樓/7樓,898,0
台北市北投區光明路,94.7年,透天/其它,建坪 16.34,主建物16.34,1房2廳1衛(含加蓋1房1廳),1樓/1樓,"5,700",0
台北市北投區文林北路,48.7年,公寓,建坪 29.72,主 + 陽29.72,3房1廳1衛,5樓/5樓,"1,980",0
台北市北投區致遠一路一段,51.3年,公寓,建坪 37.16,主 + 陽37.16,4房2廳2衛,4樓/4樓,"2,200",0
台北市北投區大興街,46.2年,公寓,建坪 29,主 + 陽29.01,3房2廳1衛,4樓/4樓,"1,880",0
台北市北投區溫泉路,43.2年,公寓,建坪 24.41,主 + 陽21.57,3房2廳2衛(含加蓋1房1廳1衛),5樓/5樓,"1,480",0
台北市北投區溫泉路,預售,大樓,建坪 20.25,主+附 13.18,2房2廳1衛,5樓/12樓,"1,650",0
台北市北投區立農街一段,48.5年,公寓,建坪 31.59,主建物26.69,4房3廳2衛(含加蓋1房1廳),1樓/4樓,"2,780",0
台北市北投區大度路三段,預售,大樓,建坪 43.39,主+附 29.53,4房2廳2衛,12樓/15樓,"3,598",1
台北市北投區中央北路二段,42.6年,公寓,建坪 29.4,主 + 陽29.4,3房2廳2衛,4樓/5樓,"1,495",0
台北市北投區湖山路一段,40.2年,公寓,建坪 77.92,主 + 陽45.41,3房3廳3衛3室(含加蓋2房1廳1衛1室),3樓/3樓,"4,288",1
台北市北投區竹子湖路,26.1年,別墅/透天,建坪 337.52,主 + 陽226.04,33房5廳35衛(含加蓋1衛),B1-2樓/2樓,"8,800",0
台北市北投區中山北路七段,41.5年,華廈,建坪 36.34,主 + 陽34.01,3房2廳2衛,5樓/7樓,"1,960",0
台北市北投區中和街,預售,大樓,建坪 27.19,主+附 18.02,2房2廳1衛,15樓/15樓,"2,598",0
台北市北投區石牌路一段,47.3年,店面,建坪 49.42,主建物34.36,1廳1衛1室,1樓/7樓,"11,500",0
台北市北投區大屯路,4.1年,華廈,建坪 15.12,主 + 陽10.43,1房1廳1衛,3樓/7樓,"1,250",0
台北市北投區公館路,49.5年,公寓,建坪 31.18,主建物24.06,4房2廳2衛,1樓/4樓,"1,480",0
台北市北投區建民路,9.8年,華廈,建坪 24.35,主 + 陽13.84,3房1廳1衛(含加蓋1房),5樓/7樓,"2,888",0
台北市北投區中山路,41.9年,大樓,建坪 20.18,主 + 陽13.99,1房2廳1衛,12樓/12樓,898,0
台北市北投區湖山路一段,40.2年,公寓,建坪 59.85,主建物37.69,4房3廳4衛2室(含加蓋2房1廳2衛2室),1樓/3樓,"3,500",1
台北市北投區復興四路,49.5年,華廈/套房,建坪 10.32,主 + 陽9.24,1房1廳1衛,4樓/6樓,750,0
台北市北投區民族街,18.3年,其它,建坪 49.21,主建物2.48,2廳1衛(含加蓋2廳1衛),1樓/9樓,"1,200",0
台北市北投區復興一路,57.2年,公寓,建坪 21.51,主建物21.51,6房3廳2衛(含加蓋3房2廳1衛),3樓/3樓,"1,188",0
台北市北投區中和街,47.3年,公寓,建坪 27.39,主 + 陽25.5,3房2廳1衛,2樓/5樓,"1,280",0
台北市北投區石牌路一段,48.5年,公寓,建坪 39.25,主建物35.66,4房2廳2衛,1樓/4樓,"3,960",0
台北市北投區吉利街,48.3年,公寓,建坪 36.97,主 + 陽36.97,7房2廳6衛(含加蓋2房1廳1衛),4樓/4樓,"2,680",0
台北市北投區自強街,49.0年,公寓,建坪 29.86,主建物25.83,3房3廳1衛(含加蓋1廳),1樓/4樓,"3,180",0
台北市北投區溫泉路,11.5年,華廈,建坪 96.95,主 + 陽44.55,1廳,4樓/5樓,"5,868",2
台北市北投區溫泉路,預售,大樓,建坪 28.32,主+附 13.18,2房2廳1衛,2樓/12樓,"1,880",1
台北市北投區中和街,52.5年,透天,建坪 27.23,主建物27.23,4房3廳2衛1室(含加蓋1房1廳),1-2樓/2樓,"2,680",0
台北市北投區溫泉路,45.1年,華廈,建坪 8.03,主 + 陽6.92,1房1廳1衛,4樓/7樓,570,0
台北市北投區致遠一路一段,52.4年,店面/公寓,建坪 33.15,主建物22.48,2廳2衛2室(含加蓋2衛2室),1樓/4樓,"4,980",0
台北市北投區珠海路,31.7年,公寓,建坪 28.3,主 + 陽11.87,2房2廳1衛1室(含加蓋2房),4樓/4樓,"1,280",0
台北市北投區溫泉路,預售,大樓,建坪 22.66,主+附 9.5,1房1廳1衛,2樓/12樓,"1,498",1
台北市北投區石牌路一段,17.7年,華廈,建坪 13.6,主 + 陽8.54,1房1廳1衛,4樓/7樓,"1,465",0
台北市北投區石牌路一段,17.7年,華廈,建坪 9.54,主建物5.99,1房1衛,4樓/7樓,"1,028",0
台北市北投區裕民三路,49.6年,店面,建坪 18.73,主建物13.03,1廳1衛,1樓/4樓,"6,280",0
台北市北投區天母西路,45.9年,華廈,建坪 76.76,主 + 陽51.49,3房2廳2衛1室,3樓/6樓,"4,550",1
台北市北投區新興路,32.1年,公寓,建坪 44.91,主建物24.68,4房2廳2衛,B1-1樓/5樓,"1,880",0
台北市北投區中央北路四段,42.1年,公寓,建坪 32.83,主 + 陽30.88,3房2廳1.5衛1室,4樓/5樓,"1,688",0
台北市北投區新民路,12.5年,華廈,建坪 50.88,主 + 陽30.3,2房2廳2衛,1樓/7樓,"2,980",1
台北市北投區中和街,53.2年,公寓,建坪 36.95,主建物36.95,6房2廳3衛(含加蓋2房1廳1衛),4樓/4樓,"3,200",0
台北市北投區致遠一路二段,43.5年,公寓,建坪 28.87,主 + 陽26.91,3房2廳1衛1室(含加蓋1室),5樓/5樓,"1,980",0
台北市北投區明德路,49.5年,店面/公寓,建坪 23.14,主建物22.05,1廳1衛,1樓/4樓,"3,280",0
