路段,屋齡,房屋類型,建坪,主建物/陽台,格局,樓層,房屋總價(萬),車位
台北市北投區溫泉路,25.7年,華廈,建坪 52.57,主 + 陽32.74,4房2廳2衛,5樓/7樓,"3,888",1
台北市北投區公館路,44.3年,公寓,建坪 36.33,主建物31.41,4房3廳2衛(含加蓋1房),1樓/5樓,"2,688",0
台北市北投區尊賢街,6.0年,大樓,建坪 78.2,主 + 陽37.36,3房2廳2衛,6樓/12樓,"6,280",2
台北市北投區豐年路一段,15.6年,大樓,建坪 81.05,主 + 陽34.2,4房2廳2衛,7樓/12樓,"5,800",2
台北市北投區懷德街,15.6年,大樓,建坪 67.18,主 + 陽38.61,4房2廳2衛1室(含加蓋1室),6樓/12樓,"6,780",2
台北市北投區行義路,44.8年,華廈,建坪 56.04,主 + 陽45.78,3房2廳2衛2室,2樓/7樓,"3,288",1
台北市北投區石牌路二段,31.6年,華廈,建坪 13.84,主建物9.74,1房1廳1衛1室(含加蓋1室),-1樓/7樓,980,0
台北市北投區裕民六路,30.5年,大樓,建坪 64.64,主 + 陽36,2房2廳2衛1室,21樓/22樓,"5,888",1
台北市北投區泉源路,39.4年,華廈,建坪 12.66,主建物6.82,1房1廳1衛,-1樓/7樓,458,0
台北市北投區三合街一段,5.8年,華廈,建坪 48.34,主 + 陽26.69,3房2廳2衛,1樓/9樓,"4,750",0
台北市北投區懷德街,31.3年,店面,建坪 46.49,主建物30.61,2廳1衛2室(含加蓋1廳1衛1室),1樓/7樓,"5,580",0
台北市北投區光明路,29.2年,大樓,建坪 55.01,主 + 陽35.89,3房2廳2衛,10樓/12樓,"3,988",1
台北市北投區天母西路,41.2年,公寓,建坪 39.31,主建物32.77,4房2廳5衛1室(含加蓋1房2廳1衛1室),1樓/5樓,"3,880",0
台北市北投區幽雅路,30.1年,華廈,建坪 14.71,主 + 陽6.66,1房1衛,3樓/5樓,630,0
台北市北投區奇岩路,44.9年,公寓,建坪 16.34,主建物12.95,2房1廳1衛,-1樓/5樓,720,0
台北市北投區中山北路七段,18.6年,華廈,建坪 43.29,主 + 陽28.98,1廳,1樓/7樓,"3,980",1
台北市北投區溫泉路,45.1年,華廈,建坪 8.24,主 + 陽7.09,1房1衛,4樓/7樓,570,0
台北市北投區磺港路,0.7年,大樓,建坪 53.58,主 + 陽30.67,2房2廳2衛,2樓/15樓,"4,500",1
台北市北投區公館路,10.3年,華廈/套房,建坪 12.38,主 + 陽7.85,1房1廳1衛(含加蓋1房),1樓/5樓,"1,100",0
台北市北投區大興街,1.2年,大樓,建坪 69.17,主 + 陽34.59,2房2廳2衛,4樓/27樓,"5,680",2
台北市北投區新民路,12.8年,華廈,建坪 18.51,主 + 陽11.12,1房1廳1衛,3樓/5樓,"1,188",0
台北市北投區中央北路四段,23.8年,大樓,建坪 85.76,主 + 陽29.5,4房3廳2衛1室(含加蓋1房1室),18樓/18樓,"4,580",2
台北市北投區中和街,1.6年,大樓,建坪 35.97,主 + 陽22.74,3房2廳2衛,3樓/14樓,"2,880",1
台北市北投區天母西路,41.8年,華廈,建坪 42.86,主 + 陽33.81,3房2廳2衛2室,4樓/7樓,"3,880",0
台北市北投區中和街,45.8年,公寓,建坪 26.37,主 + 陽26.36,5房4廳3衛(含加蓋2房2廳1衛),5樓/5樓,"1,480",0
台北市北投區中央北路三段,15.6年,華廈,建坪 59.22,主 + 陽23.44,3房3廳2衛(含加蓋1廳),7樓/7樓,"3,500",2
台北市北投區公館路,17.1年,華廈,建坪 50.73,主 + 陽31.19,3房2廳2衛,6樓/7樓,"3,326",1
台北市北投區行義路,6.0年,華廈,建坪 47.43,主 + 陽21.92,2房2廳2衛,3樓/5樓,"2,580",2
台北市北投區西安街二段,34.6年,辦公,建坪 54.79,主 + 陽42.55,3房1廳1衛,3樓/6樓,"3,500",1
台北市北投區一德街,45.2年,公寓,建坪 24.38,主建物24.38,3房3廳2衛(含加蓋1房1廳1衛),4樓/4樓,"1,480",0
台北市北投區翠宜路,28.8年,透天,建坪 66.56,主 + 陽43.28,6房2廳5.5衛2室(含加蓋1房),B1-3樓/3樓,"4,668",1
台北市北投區紗帽路,48.2年,華廈,建坪 58.06,主 + 陽48.58,2房2廳1.5衛1室,3樓/10樓,"3,188",0
台北市北投區崇仰九路,59.0年,透天,建坪 75,主建物67.19,5房2廳4衛,1-2樓/2樓,"6,360",1
台北市北投區行義路,45.3年,華廈,建坪 49.33,主 + 陽43.6,4房2廳2衛,5樓/7樓,"3,458",0
台北市北投區天母西路,22.7年,店面/辦公/大樓,建坪 52.22,主 + 陽21.2,2廳1衛,1樓/14樓,"5,500",1
台北市北投區新民路,12.8年,華廈,建坪 19.24,主 + 陽11.12,2房1廳1衛,2樓/5樓,"1,380",0
台北市北投區中央北路一段,38.3年,店面/公寓,建坪 74.92,主建物30.34,2房7廳3衛1室(含加蓋1房5廳2衛1室),1樓/5樓,"5,998",0
台北市北投區天母西路,45.9年,華廈,建坪 59.81,主 + 陽46.98,4房3廳3衛(含加蓋1房1廳1衛),6樓/6樓,"3,950",0
台北市北投區新民路,12.8年,華廈,建坪 18.51,主 + 陽11.12,2房1廳1衛,1樓/5樓,"1,338",0
台北市北投區行義路,12.8年,華廈,建坪 47.15,主 + 陽19.53,2房2廳1衛,2樓/5樓,"2,980",2
台北市北投區大屯路,55.2年,公寓,建坪 22.16,主建物22.16,4房2廳4衛1室(含加蓋2房2廳2衛1室),3樓/3樓,"1,600",0
台北市北投區中央北路四段,41.4年,公寓,建坪 39.07,主 + 陽35.81,1房1廳2衛,4樓/4樓,"1,800",0
台北市北投區北投路一段,16.4年,大樓,建坪 42.11,主 + 陽20.01,2房2廳2衛2室(含加蓋1室),9樓/13樓,"3,200",1
台北市北投區尊賢街,19.2年,華廈,建坪 44.95,主 + 陽25.45,3房2廳1.5衛,2樓/6樓,"3,368",1
台北市北投區翠宜路,28.8年,別墅/透天,建坪 72.19,主 + 陽43.96,4房3廳5衛1室,B1-3樓/3樓,"4,980",1
台北市北投區中和街,52.8年,透天,建坪 29.34,主 + 陽26.22,3房3廳1.5衛,1-2樓/2樓,"2,180",0
台北市北投區崗山路,41.6年,公寓,建坪 54.83,主建物24.47,4房3廳3衛,B1-1樓/5樓,"2,088",0
台北市北投區立農街一段,45.0年,公寓,建坪 34.11,主建物26.64,3房2廳1.5衛(含加蓋0.5衛),1樓/5樓,"3,200",0
