路段,屋齡,房屋類型,建坪,主建物/陽台,格局,樓層,房屋總價(萬),車位
台北市南港區園區街,15.9年,店面,建坪 37.43,主 + 陽28.05,1廳1衛,1樓/15樓,"6,680",0
台北市南港區福山街,53.4年,透天,建坪 18.27,主建物18.27,6房3廳3衛(含加蓋3房1廳1衛),1-2樓/2樓,"3,380",0
台北市南港區園區街,17.5年,店面,建坪 97.24,主建物44.79,2廳1衛,1樓/10樓,"18,660",1
台北市南港區八德路四段,30.2年,辦公/大樓,建坪 8.47,主建物2.74,1廳,1樓/16樓,488,0
台北市南港區經貿二路,12.0年,大樓,建坪 100.47,主 + 陽59.1,3房2廳,2樓/18樓,"10,888",1
台北市南港區忠孝東路六段,51.2年,公寓,建坪 28.17,主 + 陽28.16,3房2廳1衛,4樓/4樓,"1,878",0
台北市南港區三重路,26.7年,店面/辦公/大樓,建坪 145.53,主 + 陽86.6,2廳5室,1樓/16樓,"19,800",2
台北市南港區重陽路,18.3年,華廈,建坪 39.4,主 + 陽19.47,2房2廳1衛,5樓/10樓,"2,950",1
台北市南港區南港路一段,51.1年,公寓,建坪 28.18,主 + 陽28.18,3房2廳1衛1室,3樓/4樓,"1,988",0
台北市南港區向陽路,17.0年,店面/辦公/大樓,建坪 33.51,主建物12.05,1廳1衛,1樓/12樓,"3,100",1
台北市南港區重陽路,37.8年,辦公,建坪 139.36,主 + 陽126.13,1廳2衛10室(含加蓋7室),4樓/4樓,"9,565",0
台北市南港區忠孝東路七段,43.7年,公寓,建坪 30.83,主 + 陽30.83,4房4衛,4樓/5樓,"2,850",0
台北市南港區成福路,預售,大樓,建坪 15.36,主+附 9.87,1房1廳1衛,7樓/11樓,"1,598",0
台北市南港區研究院路二段,52.5年,公寓,建坪 28.69,主建物24.39,3房2廳2衛1室(含加蓋1室),1樓/4樓,"2,088",0
台北市南港區舊莊街二段,31.4年,華廈,建坪 35.24,主 + 陽28.86,3房2廳2衛,3樓/7樓,"2,488",0
台北市南港區重陽路,19.7年,店面,建坪 75.14,主建物45.82,6室,1樓/9樓,"10,143",1
台北市南港區南港路一段,51.7年,公寓,建坪 24.99,主 + 陽24.99,6房6廳6衛(含加蓋2房2廳2衛),4樓/4樓,"2,180",0
台北市南港區福德街,48.8年,公寓,建坪 24.65,主 + 陽24.65,3房2廳1衛,3樓/4樓,"1,873",0
台北市南港區重陽路,19.7年,辦公/大樓,建坪 647.94,主 + 陽236.88,4廳4室,6樓/12樓,"28,530",22
台北市南港區重陽路,19.7年,辦公/大樓,建坪 636.44,主 + 陽236.88,3廳,7樓/12樓,"28,310",21
台北市南港區重陽路,37.8年,辦公,建坪 139.36,主 + 陽126.13,1廳3衛6室,3樓/4樓,"7,665",0
台北市南港區重陽路,13.8年,辦公/大樓,建坪 109.05,主 + 陽53.97,1廳,7樓/12樓,"6,150",3
台北市南港區重陽路,42.1年,公寓,建坪 32.45,主 + 陽31.77,3房2廳2衛,4樓/5樓,"2,888",0
台北市南港區同德路,預售,華廈,建坪 49.1,主+附 23.88,3房2廳2衛,2樓/10樓,"4,988",1
台北市南港區重陽路,9.9年,大樓,建坪 67.6,主 + 陽24.84,2房2廳2衛,15樓/15樓,"5,685",2
台北市南港區福德街,51.6年,店面,建坪 20.24,主建物15.2,2房2廳1衛(含加蓋1房1廳1衛),1樓/4樓,"2,300",0
台北市南港區重陽路,19.3年,店面,建坪 27.8,主 + 陽14.16,2廳1衛(含加蓋1廳),1樓/8樓,"3,120",0
台北市南港區玉成街,31.0年,別墅/透天,建坪 77.16,主 + 陽43.12,3房3廳4衛,1-3樓/3樓,"7,888",1
台北市南港區八德路四段,30.2年,大樓,建坪 40.57,主 + 陽12.67,2房1廳1衛(含加蓋1房),5樓/16樓,"2,238",1
台北市南港區研究院路二段,36.3年,店面/公寓,建坪 45.4,主建物30.23,1廳2衛(含加蓋2衛),1樓/5樓,"6,188",0
台北市南港區重陽路,43.7年,公寓,建坪 31.61,主 + 陽27.23,3房2廳2衛,3樓/4樓,"2,150",0
台北市南港區東明街,預售,大樓,建坪 55.72,主+附 29.35,3房2廳2衛,5樓/14樓,"6,588",1
台北市南港區興東街,30.3年,華廈,建坪 75.98,主 + 陽44.56,3房4廳4衛,5樓/7樓,"12,172",2
台北市南港區富康街,51.2年,公寓,建坪 32.6,主 + 陽32.6,3房2廳1.5衛1室,4樓/4樓,"2,498",0
台北市南港區東新街,53.9年,店面/辦公,建坪 23.46,主建物15.48,1廳1衛,1樓/3樓,"3,280",0
台北市南港區福德街,50.3年,公寓,建坪 23.9,主 + 陽23.9,3房2廳1衛,3樓/4樓,"1,862",0
台北市南港區新民街,47.0年,其它,建坪 5.21,主建物0,--,-1樓/5樓,550,1
台北市南港區園區街,52.0年,透天,建坪 45.85,主 + 陽42.97,12房12衛(含加蓋4房4衛),1-2樓/2樓,"6,788",0
台北市南港區玉成街,47.4年,店面,建坪 81.92,主建物59.47,1廳2衛1室,1樓/6樓,"31,888",0
台北市南港區東明街,50.0年,公寓/店面,建坪 12.23,主建物10.18,1房1廳,1樓/4樓,"1,460",0
台北市南港區東新街,39.6年,公寓,建坪 40.64,主 + 陽35.85,3房2廳2衛1室(含加蓋1房),2樓/5樓,"3,150",0
台北市南港區研究院路二段,53.3年,公寓,建坪 24.93,主 + 陽24.93,3房2廳1衛,2樓/4樓,"1,788",0
台北市南港區舊莊街一段,49.3年,公寓,建坪 26.86,主 + 陽26.86,4房3廳5衛(含加蓋1房1廳2衛),4樓/4樓,"1,688",0
台北市南港區研究院路一段,81.2年,店面,建坪 6.38,主建物6.38,1廳1衛1室(含加蓋1衛1室),1-1樓/1樓,"8,888",0
台北市南港區成福路,預售,大樓,建坪 26.95,主+附 13.96,3房1衛,2樓/11樓,"2,288",1
台北市南港區同德路,41.6年,店面/辦公,建坪 25.65,主建物16.35,2廳,1樓/7樓,"3,188",0
台北市南港區經貿二路,6.1年,華廈,建坪 32.33,主 + 陽18.94,2房2廳1衛,5樓/9樓,"4,288",0
台北市南港區南港路三段,48.1年,公寓/辦公,建坪 21.89,主建物16.55,1房1廳1衛1室(含加蓋1房1室),1樓/5樓,"3,950",0
台北市南港區經貿二路,17.7年,店面,建坪 61.89,主 + 陽28.07,1廳2衛,1樓/12樓,"6,588",2
台北市南港區成福路,預售,大樓,建坪 42.31,主+附 23.79,3房2廳2衛,2樓/11樓,"3,880",1
台北市南港區市民大道八段,預售,大樓,建坪 119.52,主+附 63.75,1廳,15樓/27樓,"15,000",2
台北市南港區成福路,預售,大樓,建坪 15.35,主+附 9.82,2廳1衛,2樓/11樓,"1,498",0
台北市南港區忠孝東路七段,44.9年,辦公,建坪 40.65,主 + 陽39.19,5房5衛(含加蓋1房1衛),3樓/5樓,"3,200",0
台北市南港區福德街,50.1年,公寓,建坪 17.91,主 + 陽17.91,4房3廳2衛(含加蓋2房1廳1衛),4樓/4樓,"1,538",0
台北市南港區成功路一段,2.4年,店面,建坪 109.05,主建物64.55,1廳,1樓/14樓,"9,500",0
台北市南港區興東街,63.4年,透天,建坪 18.74,主建物18.74,4房4廳1.5衛(含加蓋1房1廳),1-2樓/2樓,"4,888",0
台北市南港區成功路一段,2.4年,辦公/大樓,建坪 123.22,主建物64.61,1廳,2樓/14樓,"8,988",2
台北市南港區成福路,41.2年,公寓,建坪 32.62,主 + 陽29.8,3房2廳2衛,3樓/5樓,"2,450",0
台北市南港區舊莊街一段,62.7年,透天,建坪 31.28,主建物31.28,8房3廳4衛(含加蓋6房1廳3衛),1-1樓/1樓,"2,980",0
