物件名稱,路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天,經度,緯度
天母庭園明星學區電梯美三房,天母西路,0,0,0,0,0,0,1,0,0,0,0,0,46.1,245.0,2280,0,3,2,2,3,0,7,2,2,1,0,0,0,0,0,121.526507526,25.1186457786
T306近未來Y24裝潢美寓,重慶北路四段,0,0,0,0,0,0,1,0,0,0,0,0,52.5,42.0,2900,0,3,3,3,3,0,4,4,4,1,0,1,0,0,0,121.511670249,25.0873517791
陽明山山居行旅整棟,建業路,0,0,0,0,0,0,1,0,0,0,0,0,8.9,70.0,58000,1,92,1,92,92,0,4,1,4,4,0,1,0,0,0,121.549161237,25.1361664885
士林自住置產首選,重慶北路四段,0,0,0,0,0,0,1,0,0,0,0,0,49.0,112.0,1750,0,3,2,1,3,0,4,4,4,1,0,1,0,0,0,121.512076242,25.0814552716
陽明山永公泳池景觀別墅,永公路,0,0,0,0,0,0,1,0,0,0,0,0,50.8,174.0,7980,0,5,3,3,5,0,2,1,2,2,0,1,0,0,0,121.56036622,25.1247847922
陽明綠莊花園別墅,中庸五路,0,0,0,0,0,0,1,0,0,0,0,0,56.5,195.0,4980,1,5,2,3,5,0,2,1,2,2,0,1,0,0,0,121.553983979,25.128435183
士林捷運公園一樓平車,中正路,0,0,0,0,0,0,1,0,0,0,0,0,28.2,47.0,5700,1,5,2,3,5,0,5,1,1,1,0,1,0,0,0,121.529529699,25.0967817274
德東雙併華廈三房,德行東路,0,0,0,0,0,0,1,0,0,0,0,0,39.9,74.0,2380,0,3,2,1,3,0,7,3,3,1,0,0,0,1,0,121.529876274,25.1083271598
天母稀有3房美寓,天母北路,0,0,0,0,0,0,1,0,0,0,0,0,46.8,122.0,2388,0,3,2,1,3,0,5,4,4,1,0,1,0,0,0,121.525982163,25.1202847908
忠誠蘭雅國中３房,忠誠路二段,0,0,0,0,0,0,1,0,0,0,0,0,41.1,146.0,2300,0,3,2,2,3,0,5,4,4,1,0,1,0,0,0,121.531946034,25.1100949643
全新裝潢三房低公設+坡車~天母靜巷1樓,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,47.7,184.0,3288,1,3,2,2,3,0,7,1,1,1,0,1,0,0,0,121.532323685,25.1193098864
士林2樓靜巷雅寓,中社路二段,0,0,0,0,0,0,1,0,0,0,0,0,50.2,198.0,1180,0,4,2,2,4,0,4,2,2,1,0,1,0,0,0,121.570200443,25.1074045952
外雙溪雙溪國小3樓(近中社路),明溪街,0,0,0,0,0,0,1,0,0,0,0,0,50.2,215.0,1180,0,4,2,1,4,0,4,3,3,1,0,1,0,0,0,121.565106322,25.1058111967
天母義豐庭名人居,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,46.2,71.0,3180,0,4,2,2,4,0,7,4,4,1,0,1,0,0,0,121.53495161,25.1253682222
天母麗莊四房美廈,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,34.8,90.0,3980,1,4,2,2,4,0,7,4,4,1,0,1,0,0,0,121.532632115,25.1198722143
龍吟山莊帝景別墅,莊頂路,0,0,0,0,0,0,1,0,0,0,0,0,49.1,147.0,8888,0,6,4,3,6,0,2,1,2,2,0,1,0,0,0,121.554998862,25.1137026761
劍潭捷運三房大公寓,和豐街,0,0,0,0,0,0,1,0,0,0,0,0,55.8,161.0,1980,0,3,2,1,3,0,4,4,4,1,1,0,0,0,0,121.519009911,25.0827728282
忠誠大戶邊間四房公寓,忠誠路二段,0,0,0,0,0,0,1,0,0,0,0,0,46.0,184.0,3980,0,4,2,2,4,0,5,4,4,1,1,0,0,0,0,121.530189422,25.1111651485
天母大庭院壹樓$,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,40.2,204.0,3980,0,1,3,2,1,0,7,1,1,1,0,0,0,0,0,121.533943154,25.1253403273
A53天母中庭花園華廈,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,46.2,71.0,3180,0,4,2,2,4,0,7,4,4,1,0,0,0,1,0,121.53495161,25.1253682222
陽明山伯園山莊龍頭戶,莊頂路,0,0,0,0,0,0,1,0,0,0,0,0,49.1,42.0,8888,0,6,3,5,6,0,2,1,2,2,0,1,0,0,0,121.554998862,25.1137026761
士東生活居,士東路,0,0,0,0,0,0,1,0,0,0,0,0,45.9,59.0,888,0,3,2,2,3,0,5,-1,-1,1,0,1,0,0,0,121.537094677,25.1128037766
【專任】三越‧明星學區大套房,天母東路,0,0,0,0,0,0,1,0,0,0,0,0,49.6,120.0,999,0,1,1,1,1,0,7,2,2,1,0,0,1,0,0,121.531916131,25.1171952007
天母SOGO車庫1F,中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,46.8,156.0,4980,0,5,3,5,5,0,5,1,1,1,0,1,0,0,0,121.524458376,25.1077513959
芝山捷運SOGO美寓,中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,41.9,176.0,2680,0,2,2,6,2,0,5,4,4,1,0,1,0,0,0,121.52513311,25.1059818158
美日僑凱園大四房車,中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,41.5,197.0,5780,1,4,2,3,4,0,7,7,7,1,0,1,0,0,0,121.526634407,25.1162170006
T261士林捷運低總價小宅,大北路,0,0,0,0,0,0,1,0,0,0,0,0,54.2,210.0,1055,0,3,1,1,3,0,4,4,4,1,0,1,0,0,0,121.526049779,25.0899050038
頂豪!高樓、三面採光、無敵景觀,中山北路五段,0,0,0,0,0,0,1,0,0,0,0,0,1.5,90.0,6980,1,3,2,2,3,0,18,16,16,1,0,1,0,0,0,121.52720128,25.0992940824
專任.天母東.新光三越.邊間.,天母東路,0,0,0,0,0,0,1,0,0,0,0,0,40.8,137.0,3988,0,3,2,2,3,0,7,7,7,1,0,1,0,0,0,121.533509561,25.1182393958
專約-士林捷運旁高樓景觀美廈,福榮街,0,0,0,0,0,0,1,0,0,0,0,0,26.4,163.0,6688,1,5,2,4,5,0,8,8,8,1,0,1,0,0,0,121.526948421,25.0967294839
藏峰樹景名邸,承德路四段,0,0,0,0,0,0,1,0,0,0,0,0,23.6,189.0,7488,1,4,2,2,4,0,14,3,3,1,0,1,0,0,0,121.523849101,25.0835406622
T251天母德東黃金綠意透天,德行東路,0,0,0,0,0,0,1,0,0,0,0,0,35.2,74.0,5880,0,13,2,5,13,0,2,1,2,2,0,0,0,0,1,121.540589653,25.1112549781
T216天母忠誠新光仰賢高樓,忠誠路二段,0,0,0,0,0,0,1,0,0,0,0,0,39.3,122.0,5780,1,3,2,2,3,0,14,11,11,1,0,1,0,0,0,121.530675675,25.1087025414
T268士北科美妝電梯兩房,重慶北路四段,0,0,0,0,0,0,1,0,0,0,0,0,5.2,164.0,1868,0,2,1,1,2,0,7,3,3,1,0,1,0,0,0,121.510786632,25.0810675358
*新美齊高樓景觀戶,中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,2.5,189.0,8996,1,4,2,3,4,0,14,13,13,1,0,1,0,0,0,121.525642945,25.1178798109
北士科捷運三房靜巷美寓,文林路,0,0,0,0,0,0,1,0,0,0,0,0,45.9,212.0,2498,0,3,2,2,3,0,5,3,3,1,0,1,0,0,0,121.521703053,25.100255724
美國學校四房好停車1樓,中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,47.8,252.0,3180,0,4,2,2,4,0,5,1,1,1,0,1,0,0,0,121.526446146,25.1142900794
天母璀燦美麗豪邸+雙車,德行東路,0,0,0,0,0,0,1,0,0,0,0,0,20.3,46.0,6980,1,3,2,2,3,0,9,4,4,1,0,1,0,0,0,121.531414433,25.1089574208
天母華琪大廈,天母東路,0,0,0,0,0,0,1,0,0,0,0,0,48.1,71.0,2800,0,3,2,2,3,0,10,5,5,1,0,1,0,0,0,121.5328737,25.1174195651
T169圓山兩房魔術空間美屋,基河路,0,0,0,0,0,0,1,0,0,0,0,0,21.3,123.0,3238,0,2,2,2,2,0,11,7,7,1,0,1,0,0,0,121.524142998,25.0821215732
T292社子低總價邊間三房美寓,社中街,0,0,0,0,0,0,1,0,0,0,0,0,45.2,189.0,1498,0,3,1,1,3,0,5,4,4,1,0,1,0,0,0,121.507425905,25.0918360045
社子國小邊間美寓,永平街,0,0,0,0,0,0,1,0,0,0,0,0,45.2,208.0,1680,0,3,2,2,3,0,5,4,4,1,0,1,0,0,0,121.504341888,25.0900229815
T297社中街三房近公園美寓,社中街,0,0,0,0,0,0,1,0,0,0,0,0,45.2,44.0,1498,0,3,1,1,3,0,5,4,4,1,0,1,0,0,0,121.507314392,25.0918845516
十年新采采松廬景觀豪邸,仰德大道四段,0,0,0,0,0,0,1,0,0,0,0,0,15.8,69.0,9998,1,3,3,3,3,0,5,4,4,1,0,1,0,0,0,121.545997981,25.1341078254
陽明菁山聚財寶穴別墅,菁山路,0,0,0,0,0,0,1,0,0,0,0,0,26.2,92.0,10880,0,5,3,6,5,0,2,-1,2,4,0,1,0,0,0,121.561265682,25.1489344972
鄰忠誠路SOGO美寓,德行東路,0,0,0,0,0,0,1,0,0,0,0,0,40.8,114.0,2880,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0,121.52961511,25.1080557506
豪官大廈全新套房,光華路,0,0,0,0,0,0,1,0,0,0,0,0,47.7,192.0,588,0,1,1,1,1,0,7,7,7,1,0,0,1,0,0,121.54148121,25.1371218395
T304天母桓琚新成屋三房車,天母東路,0,0,0,0,0,0,1,0,0,0,0,0,1.8,211.0,4288,1,3,2,2,3,0,12,4,4,1,0,1,0,0,0,121.535995354,25.11915035
天母靜好邊間景觀戶,中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,4.0,90.0,4588,1,2,1,1,2,0,14,5,5,1,0,1,0,0,0,121.526181,25.108441
天母景觀透天別墅,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,57.2,103.0,7980,1,5,3,4,5,0,2,1,2,2,0,0,0,0,1,121.536561626,25.120313822
S008士東商圈電梯四房美廈,士東路,0,0,0,0,0,0,1,0,0,0,0,0,43.5,141.0,3963,0,4,2,2,4,0,7,6,6,1,0,1,0,0,0,121.526971806,25.1117521399
太平洋面綠樹電梯三房,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,44.3,160.0,2780,0,3,2,2,3,0,7,3,3,1,0,1,0,0,0,121.535061925,25.1226139015
蘭雅國小雅寓,克強路,0,0,0,0,0,0,1,0,0,0,0,0,41.5,184.0,2688,0,3,2,2,3,0,5,4,4,1,0,1,0,0,0,121.523720918,25.1091306275
天母欒樹景觀美廈,忠誠路一段,0,0,0,0,0,0,1,0,0,0,0,0,33.8,97.0,4750,1,3,2,2,3,0,9,5,5,1,0,1,0,0,0,121.530096449,25.1062417717
仰德庭院景緻別墅,仰德大道二段,0,0,0,0,0,0,1,0,0,0,0,0,46.3,121.0,9888,0,5,3,5,5,0,2,1,2,2,0,1,0,0,0,121.546273445,25.1055361251
陽明山景觀首排別墅,新安路,0,0,0,0,0,0,1,0,0,0,0,0,51.5,29.0,28000,0,4,2,4,4,0,2,1,2,2,0,1,0,0,0,121.553871158,25.1179269295
【士林竣】NO.1 六樓,中正路,0,0,0,0,0,0,1,0,0,0,0,0,0.6,67.0,5580,1,3,2,2,3,0,11,6,6,1,0,0,0,0,0,121.525862,25.093832
中山北路都更透天厝,中山北路五段,0,0,0,0,0,0,1,0,0,0,0,0,57.8,81.0,7380,0,4,2,2,4,0,2,1,2,2,0,0,0,0,1,121.527983294,25.0979090224
【士林竣】NO.1 三樓,中正路,0,0,0,0,0,0,1,0,0,0,0,0,0.6,100.0,5200,1,3,2,2,3,0,11,3,3,1,0,0,0,0,0,121.525862,25.093832
T136德東大地坪透天別墅,德行東路,0,0,0,0,0,0,1,0,0,0,0,0,40.3,143.0,23800,0,16,7,10,16,0,2,1,2,2,0,0,0,0,1,121.541170575,25.1086632164
T194劍潭三房景觀管理坡車,大南路,0,0,0,0,0,0,1,0,0,0,0,0,18.3,120.0,3780,1,3,2,2,3,0,15,13,13,1,0,1,0,0,0,121.516533878,25.0887310005
士林官邸稀有透天,中山北路五段,0,0,0,0,0,0,1,0,0,0,0,0,57.8,156.0,7380,0,4,2,2,4,0,2,1,2,2,0,0,0,0,1,121.527983294,25.0979090224
C2專任圓山帝寶稀有三房含車,承德路四段,0,0,0,0,0,0,1,0,0,0,0,0,-1.0,184.0,3858,1,3,1,1,3,0,24,5,5,1,0,1,0,0,0,121.522709578885,25.0821353557936
【士林竣】NO.1 五樓,中正路,0,0,0,0,0,0,1,0,0,0,0,0,0.6,203.0,5500,1,3,2,2,3,0,11,5,5,1,0,0,0,0,0,121.525862,25.093832
德行東路靜巷1樓$,德行東路,0,0,0,0,0,0,1,0,0,0,0,0,46.6,225.0,3680,1,4,2,2,4,0,5,1,1,1,0,1,0,0,0,121.532554757,25.1101278151
仰德帝景NO.1,仰德大道二段,0,0,0,0,0,0,1,0,0,0,0,0,53.6,245.0,52000,1,10,4,6,10,0,2,1,2,2,0,1,0,0,0,121.545756859,25.1090274043
T256新光三越大馬路金店,天母東路,0,0,0,0,0,0,1,0,0,0,0,0,39.4,94.0,6288,0,4,3,3,4,0,12,-1,1,3,0,0,0,0,0,121.532909965,25.11783091
天母景觀電梯新裝潢別墅,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,25.6,169.0,19900,0,4,2,4,4,0,2,1,2,2,0,1,0,0,0,121.537421712,25.1230798827
至善梅林有管理三角窗別墅,至善路二段,0,0,0,0,0,0,1,0,0,0,0,0,53.8,193.0,16800,1,7,2,4,7,0,2,-1,2,4,0,1,0,0,0,121.556360814,25.1061293712
芝山捷運SOGO精品兩房車,文林路,0,0,0,0,0,0,1,0,0,0,0,0,-1.0,213.0,3300,1,2,1,1,2,0,12,10,10,1,0,1,0,0,0,121.521868658262,25.1010366058702
天母一巷電梯鼎家,忠誠路一段,0,0,0,0,0,0,1,0,0,0,0,0,39.9,236.0,5200,0,5,3,4,5,0,6,6,6,1,0,1,0,0,0,121.526474042,25.1058393914
天母靜好,中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,4.0,43.0,3680,0,2,2,2,2,0,14,8,8,1,0,1,0,0,0,121.526008849,25.1083633834
富邦尊榮777-7$,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,15.0,72.0,15888,1,3,2,5,3,0,16,7,7,1,0,1,0,0,0,121.531152682,25.1214155941
天母紘琚高樓景觀大戶,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,14.8,95.0,19800,1,3,3,5,3,0,22,12,12,1,0,1,0,0,0,121.529580536,25.1224637401
荷墅,德行東路,0,0,0,0,0,0,1,0,0,0,0,0,40.3,118.0,23800,1,8,4,8,8,1,2,1,2,2,0,1,0,0,0,121.541170575,25.1086632164
T155芝山站新天母帶車,德行西路,0,0,0,0,0,0,1,0,0,0,0,0,5.9,143.0,3188,1,2,1,1,2,0,8,6,6,1,0,1,0,0,0,121.521498985,25.1042885356
*忠誠寶藏黃金屋,忠誠路二段,0,0,0,0,0,0,1,0,0,0,0,0,45.0,228.0,2300,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0,121.532196601,25.1149033024
天母獨棟美墅｜經典翻修質感升級,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,60.1,240.0,18800,0,4,4,4,4,0,1,1,1,1,0,1,0,0,0,121.532565112,25.1293371127
士林捷運小透天,前街,0,0,0,0,0,0,1,0,0,0,0,0,68.3,29.0,2400,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,121.525478718,25.0977655666
(311)至善梅林獨棟別墅,至善路二段,0,0,0,0,0,0,1,0,0,0,0,0,53.8,132.0,16800,0,6,2,5,6,0,2,1,2,2,0,1,0,0,0,121.556360814,25.1061293712
日健闊美景高樓2房車,重慶北路四段,0,0,0,0,0,0,1,0,0,0,0,0,2.2,199.0,3480,1,2,2,1,2,0,16,10,10,1,0,1,0,0,0,121.512739974,25.0827398387
豪景vila,莊頂路,0,0,0,0,0,0,1,0,0,0,0,0,49.1,98.0,15000,1,8,4,7,8,0,2,1,2,2,0,1,0,0,0,121.555677129,25.1137861077
外雙溪綠鑽石一樓,中社路二段,0,0,0,0,0,0,1,0,0,0,0,0,49.9,132.0,1200,0,3,2,2,3,0,4,1,1,1,0,1,0,0,0,121.566744963,25.1078267207
圓山飯店頂佳美寓,承德路四段,0,0,0,0,0,0,1,0,0,0,0,0,47.2,203.0,2168,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0,121.52212591,25.0786551146
T269劍潭邊間大空間美寓,福港街,0,0,0,0,0,0,1,0,0,0,0,0,40.6,241.0,2088,0,5,4,4,5,0,5,5,5,1,0,1,0,0,0,121.51767622,25.0828627903
過院來景觀別墅,中庸二路,0,0,0,0,0,0,1,0,0,0,0,0,17.8,71.0,10500,1,6,3,5,6,0,5,-1,5,7,0,1,0,0,0,121.54744871,25.133741406
T290樂行館高樓景觀三房車,永平街,0,0,0,0,0,0,1,0,0,0,0,0,-0.8,94.0,2988,1,3,2,2,3,0,14,14,14,1,0,1,0,0,0,121.50474062,25.091890993
K562近北市科河景無敵美屋,延平北路六段,0,0,0,0,0,0,1,0,0,0,0,0,20.1,116.0,2880,0,1,2,1,1,0,11,9,9,1,0,1,0,0,0,121.500687786,25.0911763747
日僑、美國學校邊間電梯3房,士東路,0,0,0,0,0,0,1,0,0,0,0,0,17.2,138.0,4680,1,3,2,2,3,0,8,2,2,1,0,1,0,0,0,121.52904679,25.1131266721
T231天母宏國芝園四房坡車,德行東路,0,0,0,0,0,0,1,0,0,0,0,0,37.8,160.0,3580,1,4,3,2,4,0,5,4,5,2,0,1,0,0,0,121.538745835,25.1102463554
社子捷運一層一戶美四房,中正路,0,0,0,0,0,0,1,0,0,0,0,0,45.6,181.0,2160,0,4,2,2,4,0,5,4,4,1,0,1,0,0,0,121.508036138,25.0866402283
T242天母德行東路綠景三房,德行東路,0,0,0,0,0,0,1,0,0,0,0,0,45.8,202.0,2480,0,3,2,2,3,0,5,4,4,1,0,1,0,0,0,121.536612929,25.1100682265
天母靜巷4房美廈,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,46.0,221.0,3380,0,4,2,2,4,0,7,4,4,1,0,1,0,0,0,121.53495161,25.1253682222
天母圓環麗莊四房車,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,34.8,239.0,3980,1,4,2,2,4,0,7,4,4,1,0,1,0,0,0,121.532632115,25.1198722143
A52全新美妝華廈四房,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,46.2,68.0,3380,0,4,2,2,4,0,7,4,4,1,0,0,0,1,0,121.53495161,25.1253682222
A03天母獨棟~邊間~四房車,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,34.8,109.0,3980,1,4,2,2,4,0,7,4,4,1,0,1,0,0,0,121.532632115,25.1198722143
593BSO士林方正公寓,忠誠路二段,0,0,0,0,0,0,1,0,0,0,0,0,48.3,126.0,2480,0,3,2,2,3,0,5,5,5,1,1,0,0,0,0,121.529625691,25.1086837561
中山北路七段華廈,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,46.2,68.0,3380,0,4,2,2,4,0,7,4,4,1,0,0,0,1,0,121.53495161,25.1253682222
T162士林幸福電梯三房坡車,社正路,0,0,0,0,0,0,1,0,0,0,0,0,10.2,160.0,2700,1,3,2,1,3,0,9,5,5,1,0,1,0,0,0,121.509039319,25.0889921494
葫蘆圖書館公園旁黃金2樓,延平北路五段,0,0,0,0,0,0,1,0,0,0,0,0,53.6,190.0,2088,0,4,2,1,4,0,4,2,2,1,0,1,0,0,0,121.511558943,25.0823672086
天母靜巷邊間獨棟四房,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,34.8,109.0,3980,1,4,2,2,4,0,7,4,4,1,0,1,0,0,0,121.532632115,25.1198722143
菁山豪華帝王別墅,菁山路,0,0,0,0,0,0,1,0,0,0,0,0,16.8,42.0,15700,1,6,5,6,6,0,4,1,4,4,0,1,0,0,0,121.549038722,25.1396960304
T284綠意盎然精華尊榮府邸,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,41.3,71.0,3262,1,4,2,2,4,0,8,6,6,1,0,1,0,0,0,121.53429859,25.1243100822
天北樹海邊間三房,天母北路,0,0,0,0,0,0,1,0,0,0,0,0,46.8,95.0,2588,0,3,2,2,3,0,5,4,4,1,0,1,0,0,0,121.526972327,25.122522
忠誠路庭院成家一樓,忠誠路二段,0,0,0,0,0,0,1,0,0,0,0,0,46.3,118.0,2580,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0,121.531560078,25.1152983848
天福公園優質美廈$,天母東路,0,0,0,0,0,0,1,0,0,0,0,0,49.3,144.0,2258,0,2,2,1,2,0,7,6,6,1,0,1,0,0,0,121.531839807,25.1170854579
士林捷運金雞母,中正路,0,0,0,0,0,0,1,0,0,0,0,0,62.0,180.0,3798,0,5,1,5,5,0,2,1,2,2,0,1,0,0,0,121.526466721,25.094431297
新光三越面公園居,天母東路,0,0,0,0,0,0,1,0,0,0,0,0,40.5,96.0,3400,0,3,2,2,3,0,7,2,2,1,0,1,0,0,0,121.532210156,25.1166186907
綠意盎然車庫透天,至誠路一段,0,0,0,0,0,0,1,0,0,0,0,0,48.7,119.0,7850,1,5,3,3,5,0,2,1,2,2,0,0,0,0,1,121.531335337,25.1013920034
T273士林捷運首購美寓,大北路,0,0,0,0,0,0,1,0,0,0,0,0,54.2,166.0,1657,0,3,1,1,3,0,4,4,4,1,0,1,0,0,0,121.526049779,25.0899050038
百齡國小學區3房,福港街,0,0,0,0,0,0,1,0,0,0,0,0,46.5,207.0,2368,0,3,2,2,3,0,5,3,3,1,0,1,0,0,0,121.51752885,25.0837255876
天母北路三房美寓,天母北路,0,0,0,0,0,0,1,0,0,0,0,0,43.6,226.0,2528,0,3,2,2,3,0,5,2,2,1,0,1,0,0,0,121.527886546,25.1222512217
天母德行東路商圈三房美寓,忠義街,0,0,0,0,0,0,1,0,0,0,0,0,40.7,245.0,1988,0,3,2,2,3,0,5,4,4,1,0,1,0,0,0,121.533080464,25.107647517
T252天母質感美妝高樓三房,天玉街,0,0,0,0,0,0,1,0,0,0,0,0,30.8,42.0,3380,1,3,2,2,3,0,8,6,6,1,0,1,0,0,0,121.531768257,25.1238498645
天母商圈三房雙衛美妝一樓含坡車,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,47.7,157.0,3288,1,3,2,2,3,0,7,1,1,1,0,1,0,0,0,121.532323685,25.1193098864
天母新光全新裝潢三房+坡車,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,47.7,157.0,3288,1,3,2,2,3,0,7,1,1,1,0,1,0,0,0,121.532323685,25.1193098864
C64天母商圈全新整理三房車,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,47.7,157.0,3288,1,3,2,2,3,0,7,1,1,1,0,1,0,0,0,121.532323685,25.1193098864
百齡國小邊間2F,華齡街,0,0,0,0,0,0,1,0,0,0,0,0,52.3,188.0,1988,0,3,2,1,3,0,4,2,2,1,0,1,0,0,0,121.519471484,25.0838084422
天母新光幸福美妝三房1,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,47.7,42.0,3288,1,3,2,2,3,0,7,1,1,1,0,1,0,0,0,121.532323685,25.1193098864
天母琴園別墅,中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,20.6,101.0,10800,1,5,2,5,5,0,2,-1,2,4,0,1,0,0,0,121.535916452,25.1254458867
T180士林靜巷公園旁透天,重慶北路四段,0,0,0,0,0,0,1,0,0,0,0,0,59.0,114.0,2580,0,4,3,2,4,0,2,1,2,2,0,0,0,0,1,121.511348452,25.0814712901
陽明山柏園別墅,莊頂路,0,0,0,0,0,0,1,0,0,0,0,0,49.1,142.0,13600,1,4,4,6,4,0,2,1,2,2,0,1,0,0,0,121.554924647,25.1128218457
陽明山景觀花園泳池獨棟別墅,永公路,0,0,0,0,0,0,1,0,0,0,0,0,56.8,156.0,15800,0,7,5,6,7,0,3,-1,2,4,0,1,0,0,0,121.559350162,25.1248403291
東山獨棟傳家別墅,東山路,0,0,0,0,0,0,1,0,0,0,0,0,52.3,210.0,14800,0,6,2,2,6,0,2,1,2,2,0,1,0,0,0,121.546576668,25.1189977192
天母庭園裝潢電梯三房,天母西路,0,0,0,0,0,0,1,0,0,0,0,0,46.1,42.0,2280,1,3,2,2,3,0,7,2,2,1,0,1,0,0,0,121.526507526,25.1186457786
海砂改建夢想啟航,文林路,0,0,0,0,0,0,1,0,0,0,0,0,45.1,71.0,3880,0,4,2,2,4,0,11,3,3,1,0,1,0,0,0,121.519020169,25.1031893632
仰德大道二段大地坪景觀別墅,仰德大道二段,0,0,0,0,0,0,1,0,0,0,0,0,38.8,98.0,39800,0,17,8,7,17,0,2,1,2,2,0,1,0,0,0,121.545968526,25.1059942717
天母小西華精品華廈,天母北路,0,0,0,0,0,0,1,0,0,0,0,0,18.2,125.0,2980,1,2,1,5,2,0,9,7,7,1,0,0,0,1,0,121.525525251,25.1192534434
至善路梅林名人別墅,至善路二段,0,0,0,0,0,0,1,0,0,0,0,0,53.8,167.0,16800,1,6,2,5,6,0,2,1,2,2,0,1,0,0,0,121.556360814,25.1061293712
T229未來捷運黑土大空間,社中街,0,0,0,0,0,0,1,0,0,0,0,0,60.8,179.0,3500,0,3,2,1,3,0,2,2,2,1,0,1,0,0,0,121.50985737,25.0884726204
士林站商ㄧ雙透天金店,美德街,0,0,0,0,0,0,1,0,0,0,0,0,57.6,232.0,18000,0,9,7,5,9,0,3,1,3,3,0,0,0,0,1,121.525131368,25.0954456466
社子市場大空間二樓,社中街,0,0,0,0,0,0,1,0,0,0,0,0,60.8,179.0,3500,0,3,2,1,3,0,2,2,2,1,0,1,0,0,0,121.50985737,25.0884726204
獨家芝山捷運置產改建宅,文林路,0,0,0,0,0,0,1,0,0,0,0,0,45.1,44.0,3680,0,3,2,2,3,0,11,4,4,1,0,1,0,0,0,121.519020169,25.1031893632
天母庭園華廈醫生的家,天母西路,0,0,0,0,0,0,1,0,0,0,0,0,46.1,90.0,2280,0,3,2,2,3,0,7,2,2,1,0,0,0,1,0,121.526507526,25.1186457786
天母庭園｜近商圈電梯美三房抽車,天母西路,0,0,0,0,0,0,1,0,0,0,0,0,46.1,90.0,2280,0,3,2,2,3,0,7,2,2,1,0,1,0,0,0,121.526507526,25.1186457786
陽明山石築靜居~桂香百年,建業路,0,0,0,0,0,0,1,0,0,0,0,0,65.3,122.0,9999,0,5,2,2,5,0,1,1,1,1,0,1,0,0,0,121.548400119,25.1362153127
A83陽明山透天別墅,仰德大道三段,0,0,0,0,0,0,1,0,0,0,0,0,54.8,144.0,19800,1,6,4,7,6,0,2,-1,2,4,0,0,0,0,1,121.552920802,25.1225046837
T264新天地美妝生活景觀宅,大南路,0,0,0,0,0,0,1,0,0,0,0,0,18.3,174.0,4480,1,3,2,2,3,0,15,13,13,1,0,1,0,0,0,121.516533878,25.0887310005
劍潭國小稀有二樓美寓,承德路四段,0,0,0,0,0,0,1,0,0,0,0,0,56.0,195.0,2553,0,3,2,2,3,0,4,2,2,1,0,1,0,0,0,121.519829367,25.0803865862
天母SOGO琉御,中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,15.0,217.0,6688,1,4,2,2,4,0,7,4,4,1,0,1,0,0,0,121.52422521,25.1078521671
