物件名稱,路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天,經度,緯度
小南門捷運全新兩房車Ⅲ,南海路,0,1,0,0,0,0,0,0,0,0,0,0,0.0,73.0,3280,1,2,2,1,2,0,7,4,4,1,0,1,0,0,0,121.508577572,25.0287961628
小南門捷運全新兩房車Ⅱ,南海路,0,1,0,0,0,0,0,0,0,0,0,0,1.1,73.0,3280,1,2,2,1,2,0,7,3,3,1,0,1,0,0,0,121.508577572,25.0287961628
植物園捷運站全新2房車(2),南海路,0,1,0,0,0,0,0,0,0,0,0,0,1.1,46.0,3280,1,2,2,1,2,0,7,3,3,1,0,1,0,0,0,121.508577572,25.0287961628
京站之心D戶,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,143.0,668,0,2,1,1,2,0,5,5,5,1,0,0,0,0,0,121.516604207,25.0446964299
京站之心D戶,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,143.0,668,0,2,1,1,2,0,5,5,5,1,0,0,0,0,0,121.516604207,25.0446964299
【地上權D】城中美寓宜置產收租,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,143.0,668,0,2,1,1,2,0,5,5,5,1,0,1,0,0,0,121.516604207,25.0446964299
昌承辦-國門低總價兩房(四),信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,143.0,668,0,2,1,1,2,0,5,5,5,1,0,1,0,0,0,121.516604207,25.0446964299
電梯華廈頂樓空中花園,中華路二段,0,1,0,0,0,0,0,0,0,0,0,0,41.2,73.0,3588,0,5,2,3,5,0,7,7,7,1,0,0,0,1,0,121.50841411,25.0257714944
植物園捷運站全新2房車(1),南海路,0,1,0,0,0,0,0,0,0,0,0,0,1.1,95.0,3221,1,2,2,1,2,0,7,2,2,1,0,1,0,0,0,121.508577572,25.0287961628
植物園站.實小建中.電梯邊間4房,寧波西街,0,1,0,0,0,0,0,0,0,0,0,0,38.1,118.0,2990,0,4,2,2,4,0,7,5,5,1,0,1,0,0,0,121.511929049,25.0286988935
中維大廈,中華路二段,0,1,0,0,0,0,0,0,0,0,0,0,43.1,141.0,4980,0,6,2,2,6,0,7,7,7,1,0,1,0,0,0,121.507811713,25.0262816941
國泰仁愛首都五房名邸,仁愛路二段,0,1,0,0,0,0,0,0,0,0,0,0,49.3,162.0,8880,0,5,2,3,5,0,12,7,7,1,0,1,0,0,0,121.530970306,25.0383979904
璞園丹陽全新附雙車,丹陽街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,250.0,13200,1,4,2,3,4,0,11,9,9,1,0,1,0,0,0,121.524115585,25.0394625864
台大公館電梯三房,汀州路三段,0,1,0,0,0,0,0,0,0,0,0,0,54.5,70.0,3488,0,3,2,2,3,0,7,2,2,1,0,1,0,0,0,121.534315257,25.0134615004
中正國中東門捷運設籍首選信義金山角,信義路二段,0,1,0,0,0,0,0,0,0,0,0,0,28.8,117.0,2188,0,1,1,1,1,0,10,5,5,1,0,1,0,0,0,121.527674291,25.0342192502
京站之心B戶,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,138.0,999,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0,121.516604207,25.0446964299
京站之心B戶,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,138.0,999,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0,121.516604207,25.0446964299
京站之心B戶,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,138.0,999,0,3,2,2,3,0,5,5,5,1,0,0,0,0,0,121.516604207,25.0446964299
京站之心B戶,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,138.0,999,0,3,2,2,3,0,5,5,5,1,0,0,0,0,0,121.516604207,25.0446964299
昌承辦-國門低總價三房(二),信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,138.0,999,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0,121.516604207,25.0446964299
【地上權B】城中美寓宜置產收租,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,138.0,999,0,3,1,2,3,0,5,5,5,1,0,1,0,0,0,121.516604207,25.0446964299
仁愛高樓美四房,仁愛路二段,0,1,0,0,0,0,0,0,0,0,0,0,42.0,212.0,6880,0,4,2,2,4,0,6,5,6,2,0,1,0,0,0,121.52635,25.036836
古亭捷運鼎佳美廈,羅斯福路二段,0,1,0,0,0,0,0,0,0,0,0,0,38.3,42.0,5280,0,3,3,3,3,0,12,12,12,1,0,1,0,0,0,121.52303872,25.0258845506
D61專賣古亭中正國中學區美寓,和平西路一段,0,1,0,0,0,0,0,0,0,0,0,0,39.6,72.0,3199,0,3,2,5,3,0,5,3,3,1,0,1,0,0,0,121.519396176,25.0275608392
專賣台大公館捷運美宅,羅斯福路三段,0,1,0,0,0,0,0,0,0,0,0,0,13.8,97.0,1720,0,1,1,1,1,0,10,9,9,1,0,1,0,0,0,121.532317005,25.0157295142
可約看台大公館精品宅,羅斯福路三段,0,1,0,0,0,0,0,0,0,0,0,0,13.8,129.0,2180,0,1,1,1,1,0,10,4,4,1,0,1,0,0,0,121.532317005,25.0157295142
東門捷運仁愛華廈,仁愛路二段,0,1,0,0,0,0,0,0,0,0,0,0,42.0,150.0,6880,0,4,2,2,4,0,6,5,6,2,0,0,0,1,0,121.526350654,25.0368234059
中正東門樓中樓四房,仁愛路二段,0,1,0,0,0,0,0,0,0,0,0,0,42.0,150.0,6880,0,4,3,2,4,0,6,5,6,2,0,1,0,0,0,121.526350654,25.0368234059
善導寺捷運中正杭州一層一戶豪邸,杭州南路一段,0,1,0,0,0,0,0,0,0,0,0,0,18.2,44.0,10888,1,4,2,4,4,0,14,2,2,1,0,1,0,0,0,121.526299627,25.0417335575
中正紀念堂捷運採光美寓,南昌路一段,0,1,0,0,0,0,0,0,0,0,0,0,40.0,73.0,4350,0,5,2,2,5,0,5,5,5,1,0,1,0,0,0,121.517669893,25.0322343865
實小南門捷運兩房,大埔街,0,1,0,0,0,0,0,0,0,0,0,0,53.8,142.0,1298,0,2,1,1,2,0,4,2,2,1,0,1,0,0,0,121.5051177,25.0321511
中正國中電梯頂加，四面採光美,南昌路二段,0,1,0,0,0,0,0,0,0,0,0,0,46.4,161.0,5500,0,4,2,4,4,0,8,8,8,1,0,1,0,0,0,121.519398,25.0286735
近公館站電梯鼎佳,羅斯福路三段,0,1,0,0,0,0,0,0,0,0,0,0,40.4,185.0,4650,0,7,3,3,7,0,6,6,6,1,0,1,0,0,0,121.530910305,25.0164572344
古亭．巨流河水岸三房美宅,水源路,0,1,0,0,0,0,0,0,0,0,0,0,6.9,204.0,4808,0,3,2,2,3,0,15,5,5,1,0,1,0,0,0,121.519953525,25.0211285998
巨流河水岸文青2房2衛,水源路,0,1,0,0,0,0,0,0,0,0,0,0,6.9,71.0,4068,1,2,2,2,2,0,15,2,2,1,0,1,0,0,0,121.5199908,25.0211046
巨流河小家庭3房車,水源路,0,1,0,0,0,0,0,0,0,0,0,0,6.9,89.0,4180,0,3,2,2,3,0,15,2,2,1,0,1,0,0,0,121.519953525,25.0211285998
古亭捷運電梯頂加收租聖品,廈門街,0,1,0,0,0,0,0,0,0,0,0,0,49.9,110.0,3300,0,6,4,4,6,0,5,5,5,1,0,1,0,0,0,121.518764205,25.0243598491
力麒人文河景四房美邸,和平西路一段,0,1,0,0,0,0,0,0,0,0,0,0,14.7,136.0,9888,1,4,2,2,4,0,18,11,11,1,0,1,0,0,0,121.517713753,25.0269707804
中正區透天專約,詔安街,0,1,0,0,0,0,0,0,0,0,0,0,43.7,175.0,1900,0,4,2,1,4,0,2,1,2,2,0,0,0,0,1,121.513331824,25.0242202469
師大君逸精緻2+1房,羅斯福路三段,0,1,0,0,0,0,0,0,0,0,0,0,13.5,203.0,5600,1,2,2,2,2,0,13,4,4,1,0,1,0,0,0,121.525554422,25.0223766146
京站之心A戶,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,42.0,839,0,2,1,2,2,0,5,5,5,1,0,1,0,0,0,121.516604207,25.0446964299
京站之心A戶,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,42.0,839,0,2,1,2,2,0,5,5,5,1,0,1,0,0,0,121.516604207,25.0446964299
弘道市大附小低價學區美屋,羅斯福路一段,0,1,0,0,0,0,0,0,0,0,0,0,43.3,69.0,1535,0,1,1,1,1,0,12,6,6,1,0,1,0,0,0,121.518626621,25.0320588265
東門電梯明亮四房,臨沂街,0,1,0,0,0,0,0,0,0,0,0,0,57.4,92.0,4105,0,4,2,2,4,0,4,2,2,1,0,1,0,0,0,121.5295307,25.0357192
京站之心A戶,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,42.0,839,0,2,1,2,2,0,5,5,5,1,0,0,0,0,0,121.516604207,25.0446964299
京站之心A戶,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,42.0,839,0,2,1,2,2,0,5,5,5,1,0,0,0,0,0,121.516604207,25.0446964299
【地上權A】城中美寓宜置產收租,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,42.0,839,0,2,1,2,2,0,5,5,5,1,0,1,0,0,0,121.516604207,25.0446964299
昌承辦-國門低總價兩房(一),信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,42.0,839,0,2,1,2,2,0,5,5,5,1,0,1,0,0,0,121.516604207,25.0446964299
京站之心C戶,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,42.0,799,0,2,1,1,2,0,5,5,5,1,0,1,0,0,0,121.516604207,25.0446964299
京站之心C戶,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,42.0,799,0,2,1,1,2,0,5,5,5,1,0,1,0,0,0,121.516604207,25.0446964299
小南門捷運全新兩房車Ⅰ,南海路,0,1,0,0,0,0,0,0,0,0,0,0,1.1,72.0,3221,1,2,2,1,2,0,7,2,2,1,0,1,0,0,0,121.508577572,25.0287961628
中華路雙拼三房華廈,中華路二段,0,1,0,0,0,0,0,0,0,0,0,0,48.7,97.0,2300,1,3,2,2,3,0,7,4,4,1,0,0,0,1,0,121.509861837,25.0248309847
京站之心C戶,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,42.0,799,0,2,1,1,2,0,5,5,5,1,0,0,0,0,0,121.516604207,25.0446964299
京站之心C戶,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,42.0,799,0,2,1,1,2,0,5,5,5,1,0,0,0,0,0,121.516604207,25.0446964299
【地上權C】城中美寓宜置產收租,信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,42.0,799,0,2,1,1,2,0,5,5,5,1,0,1,0,0,0,121.516604207,25.0446964299
昌承辦-國門低總價兩房(三),信陽街,0,1,0,0,0,0,0,0,0,0,0,0,46.1,42.0,799,0,2,1,1,2,0,5,5,5,1,0,1,0,0,0,121.516604207,25.0446964299
水岫高樓美景後棟三房車,重慶南路三段,0,1,0,0,0,0,0,0,0,0,0,0,14.0,176.0,4360,1,3,2,2,3,0,15,10,10,1,0,1,0,0,0,121.516942664,25.0226026662
捷運台電大樓管理美廈,羅斯福路三段,0,1,0,0,0,0,0,0,0,0,0,0,49.8,44.0,2950,0,3,2,2,3,0,12,9,9,1,0,1,0,0,0,121.527410484,25.0211667312
中正豪園獨戶高樓帝景,三元街,0,1,0,0,0,0,0,0,0,0,0,0,13.3,154.0,7200,1,4,3,5,4,0,11,8,8,1,0,1,0,0,0,121.514073587,25.0273567826
北車國門透天厝(二),武昌街一段,0,1,0,0,0,0,0,0,0,0,0,0,68.9,168.0,8900,0,6,5,3,6,0,3,1,3,3,0,0,0,0,1,121.512603292,25.0430892107
中正區(鑽石華廈)庭院挑高一樓,廈門街,0,1,0,0,0,0,0,0,0,0,0,0,18.2,247.0,3580,0,7,2,4,7,0,5,1,1,1,0,0,0,1,0,121.517735423,25.0239711437
璞園丹陽全新4房3衛,丹陽街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,44.0,13200,1,4,2,3,4,0,11,9,9,1,0,1,0,0,0,121.524115585,25.0394625864
古亭水岸第一排景觀屋,水源路,0,1,0,0,0,0,0,0,0,0,0,0,47.0,210.0,3380,0,4,2,2,4,0,10,3,3,1,0,1,0,0,0,121.517465405,25.0216305051
誠售中正螢橋電梯4房,詔安街,0,1,0,0,0,0,0,0,0,0,0,0,48.6,226.0,2768,0,4,2,2,4,0,7,2,2,1,0,1,0,0,0,121.514139674,25.0248478053
北車國門透天厝(一),武昌街一段,0,1,0,0,0,0,0,0,0,0,0,0,68.9,86.0,8900,0,6,3,3,6,0,2,1,2,2,0,0,0,0,1,121.512603543,25.0431495998
捷運古亭一樓大空間靜謐經典美宅,晉江街,0,1,0,0,0,0,0,0,0,0,0,0,47.8,123.0,3988,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0,121.522202148,25.0252816811
"泰安觀止,泰安靜巷稀有豪宅釋出",泰安街,0,1,0,0,0,0,0,0,0,0,0,0,20.1,148.0,12800,1,4,2,2,4,0,11,5,5,1,0,1,0,0,0,121.527356075,25.0406686739
中正上雍4房車,廈門街,0,1,0,0,0,0,0,0,0,0,0,0,13.3,73.0,6888,1,4,2,2,4,0,11,3,3,1,0,1,0,0,0,121.517459306,25.0229343264
大安森林公園透天,新生南路一段,0,1,0,0,0,0,0,0,0,0,0,0,57.7,183.0,6888,0,3,2,4,3,0,3,1,3,3,0,0,0,0,1,121.531891754,25.0355634087
銅山官巷大庭院一樓,銅山街,0,1,0,0,0,0,0,0,0,0,0,0,48.7,216.0,7800,0,4,2,3,4,0,7,1,1,1,0,1,0,0,0,121.528288725,25.0395009766
古亭捷運電梯方正2房,和平西路一段,0,1,0,0,0,0,0,0,0,0,0,0,40.8,96.0,2398,0,2,2,1,2,0,12,8,8,1,0,1,0,0,0,121.519573065,25.0263794234
匯台大精品套房,羅斯福路三段,0,1,0,0,0,0,0,0,0,0,0,0,13.8,120.0,1588,0,1,1,1,1,0,10,2,2,1,0,0,1,0,0,121.532337522,25.0157388154
匯台大精品美宅A,羅斯福路三段,0,1,0,0,0,0,0,0,0,0,0,0,13.8,120.0,1588,0,1,1,1,1,0,10,2,2,1,0,0,1,0,0,121.532337522,25.0157388154
中正名門高樓景觀三房,南昌路一段,0,1,0,0,0,0,0,0,0,0,0,0,33.8,224.0,4600,0,3,2,2,3,0,12,10,10,1,0,1,0,0,0,121.517308514,25.0309373561
臺大醫院電梯美廈,林森南路,0,1,0,0,0,0,0,0,0,0,0,0,41.3,68.0,3600,0,3,2,2,3,0,7,3,3,1,0,1,0,0,0,121.521469777,25.0378817888
富享榮華四房後棟平車,金華街,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,114.0,9200,1,4,2,2,4,0,15,6,6,1,0,1,0,0,0,121.518797574,25.0325652084
古亭捷運電梯美妝2房車,汀州路二段,0,1,0,0,0,0,0,0,0,0,0,0,17.9,138.0,4180,1,2,2,2,2,0,10,4,4,1,0,1,0,0,0,121.523049247,25.0231185637
中正紀州同安2,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,159.0,5988,1,3,2,2,3,0,7,2,2,1,0,1,0,0,0,121.520303598,25.0219965247
中正紀州同安4,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,159.0,6188,1,3,2,2,3,0,7,4,4,1,0,1,0,0,0,121.520303598,25.0219965247
中正紀州同安7,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,159.0,6488,1,3,2,2,3,0,7,7,7,1,0,1,0,0,0,121.520303598,25.0219965247
中正紀州同安6,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,159.0,6388,1,3,2,2,3,0,7,6,6,1,0,1,0,0,0,121.520303598,25.0219965247
中正紀州同安3,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,44.0,6088,1,3,2,2,3,0,7,3,3,1,0,1,0,0,0,121.520303598,25.0219965247
中正區門牌獨棟大三房美寓,重慶南路三段,0,1,0,0,0,0,0,0,0,0,0,0,49.8,56.0,2880,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0,121.5160397,25.024265
水岫  藏於城市的靜境,重慶南路三段,0,1,0,0,0,0,0,0,0,0,0,0,14.0,107.0,4360,1,3,2,2,3,0,15,10,10,1,0,1,0,0,0,121.516942664,25.0226026662
捷運台電大樓站2+1房,羅斯福路三段,0,1,0,0,0,0,0,0,0,0,0,0,49.8,125.0,2950,0,3,2,2,3,0,12,9,9,1,0,1,0,0,0,121.527410484,25.0211667312
台電捷運高樓景觀2+1房,羅斯福路三段,0,1,0,0,0,0,0,0,0,0,0,0,49.8,125.0,2950,0,3,2,2,3,0,12,9,9,1,0,1,0,0,0,121.527410484,25.0211667312
東門中正學區稀有釋出增值三房,信義路二段,0,1,0,0,0,0,0,0,0,0,0,0,47.8,166.0,3988,0,3,2,2,3,0,12,5,5,1,0,1,0,0,0,121.525329981,25.035177896
古亭換屋首選尊爵豪邸4樓,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,68.0,6188,1,3,2,2,3,0,7,4,4,1,0,1,0,0,0,121.520303598,25.0219965247
古亭換屋首選尊爵豪邸6樓,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,68.0,6388,1,3,2,2,3,0,7,6,6,1,0,1,0,0,0,121.520303598,25.0219965247
古亭換屋首選尊爵豪邸7樓,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,68.0,6488,1,3,2,2,3,0,7,7,7,1,0,1,0,0,0,121.520303598,25.0219965247
古亭換屋首選尊爵豪邸5樓,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,68.0,6288,1,3,2,2,3,0,7,5,5,1,0,1,0,0,0,121.520303598,25.0219965247
古亭換屋首選尊爵豪邸3樓,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,68.0,6088,1,3,2,2,3,0,7,3,3,1,0,1,0,0,0,121.520303598,25.0219965247
臻第小資最愛美宅,重慶南路三段,0,1,0,0,0,0,0,0,0,0,0,0,17.3,130.0,980,0,1,1,1,1,0,12,4,4,1,0,1,0,0,0,121.517003598,25.0238795751
植物園國泰邊間採光三房,中華路二段,0,1,0,0,0,0,0,0,0,0,0,0,0.0,42.0,3350,0,3,2,2,3,0,7,7,7,1,0,1,0,0,0,121.506423657,25.0340250146
元利群英高樓層$,濟南路一段,0,1,0,0,0,0,0,0,0,0,0,0,20.2,160.0,12630,1,4,2,2,4,0,15,13,13,1,0,1,0,0,0,121.521719622,25.0427282025
捷運古亭面寬店王,同安街,0,1,0,0,0,0,0,0,0,0,0,0,39.5,213.0,12800,0,1,2,1,1,0,5,1,1,1,0,1,0,0,0,121.522257117,25.0246607499
台電大樓捷運低總2房,羅斯福路三段,0,1,0,0,0,0,0,0,0,0,0,0,49.8,43.0,1380,0,2,1,1,2,0,12,4,4,1,0,1,0,0,0,121.527410484,25.0211667312
詔安街一樓,詔安街,0,1,0,0,0,0,0,0,0,0,0,0,48.5,73.0,2988,1,2,1,2,2,0,4,-1,1,3,0,1,0,0,0,121.51603097,25.0251054926
中正新隆準都更店住,寧波東街,0,1,0,0,0,0,0,0,0,0,0,0,40.4,93.0,11800,0,3,3,2,3,0,12,1,2,2,0,1,0,0,0,121.520002,25.032163
國語實小植物園捷運黑土屋,汀州路一段,0,1,0,0,0,0,0,0,0,0,0,0,44.6,198.0,2168,0,4,2,3,4,0,5,5,5,1,0,1,0,0,0,121.5082232,25.0295277
台大公館高樓景觀美宅,羅斯福路四段,0,1,0,0,0,0,0,0,0,0,0,0,20.3,219.0,1988,0,1,1,1,1,0,15,12,12,1,0,0,0,0,0,121.534266824,25.014501361
善導寺捷運企業辦,忠孝東路一段,0,1,0,0,0,0,0,0,0,0,0,0,43.3,100.0,18800,0,5,2,2,5,0,12,7,7,1,0,0,0,0,0,121.523990052,25.0445423636
捷運古亭收租透天,同安街,0,1,0,0,0,0,0,0,0,0,0,0,63.6,134.0,5880,0,8,1,2,8,0,1,1,1,1,0,0,0,0,1,121.521091236,25.0230133515
仁愛精典東門捷運中正國中設籍首選,仁愛路二段,0,1,0,0,0,0,0,0,0,0,0,0,32.5,161.0,2088,0,1,1,1,1,0,6,5,5,1,0,1,0,0,0,121.527533842,25.0365890486
E3雙子星商圈三室車,博愛路,0,1,0,0,0,0,0,0,0,0,0,0,10.4,228.0,5980,1,3,2,2,3,0,15,8,8,1,0,0,0,0,0,121.511547132,25.0447223722
中正商二置產美寓,杭州南路一段,0,1,0,0,0,0,0,0,0,0,0,0,58.8,45.0,8900,0,4,1,5,4,0,5,3,3,1,0,1,0,0,0,121.524798356,25.0361001697
新美齊頂級設備奢華標配,信義路二段,0,1,0,0,0,0,0,0,0,0,0,0,7.7,101.0,3408,0,2,1,1,2,0,14,3,3,1,0,0,0,0,0,121.531676101,25.033811565
戀戀台大高樓景觀4米2,羅斯福路四段,0,1,0,0,0,0,0,0,0,0,0,0,20.3,171.0,1988,0,2,1,2,2,0,15,12,12,1,0,1,0,0,0,121.534266824,25.014501361
公館邊間電梯三房,汀州路三段,0,1,0,0,0,0,0,0,0,0,0,0,44.9,233.0,2780,0,3,2,2,3,0,7,6,6,1,0,1,0,0,0,121.530912212,25.01579542
堅信青年小套房,中華路二段,0,1,0,0,0,0,0,0,0,0,0,0,44.9,252.0,1266,0,1,1,1,1,0,7,5,5,1,0,0,1,0,0,121.509377663,25.0249600714
(專約)台電大樓站三大陽台全新裝潢,羅斯福路三段,0,1,0,0,0,0,0,0,0,0,0,0,58.0,46.0,3298,0,3,2,1,3,0,4,4,4,1,0,1,0,0,0,121.527049078,25.020039362
中正紀州同安5,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,120.0,6288,1,3,2,2,3,0,7,5,5,1,0,1,0,0,0,121.520303598,25.0219965247
無敵景觀鼎佳電梯大樓,羅斯福路三段,0,1,0,0,0,0,0,0,0,0,0,0,47.5,165.0,5600,0,4,3,4,4,0,7,7,7,1,0,1,0,0,0,121.525831756,25.0212012447
中正學區三房美寓,杭州南路一段,0,1,0,0,0,0,0,0,0,0,0,0,42.8,186.0,3180,0,3,2,1,3,0,5,4,4,1,0,1,0,0,0,121.526463726,25.0367405049
獨賣中正國中低公設電梯方正大戶,金華街,0,1,0,0,0,0,0,0,0,0,0,0,42.7,206.0,5980,0,4,2,3,4,0,7,7,7,1,0,1,0,0,0,121.520768506,25.0316680676
興盛【北車站前】商四鉅富透店,博愛路,0,1,0,0,0,0,0,0,0,0,0,0,72.8,219.0,8000,0,7,1,2,7,0,4,1,4,4,0,0,0,0,0,121.511598605,25.042555795
溫暖設計美宅共築二人的時光,廈門街,0,1,0,0,0,0,0,0,0,0,0,0,7.6,65.0,2680,1,1,2,1,1,0,12,6,6,1,0,1,0,0,0,121.517497614,25.0221725583
稀有釋出官巷一樓,銅山街,0,1,0,0,0,0,0,0,0,0,0,0,43.0,89.0,6250,0,6,3,2,6,0,6,-1,1,3,0,1,0,0,0,121.52654693,25.0406546921
東門捷運靜巷五房,臨沂街,0,1,0,0,0,0,0,0,0,0,0,0,59.6,114.0,4488,0,5,2,4,5,0,4,4,4,1,0,1,0,0,0,121.529455803,25.0359050606
水木清華三房,水源路,0,1,0,0,0,0,0,0,0,0,0,0,6.9,163.0,4180,1,3,2,2,3,0,15,2,2,1,0,1,0,0,0,121.519953525,25.0211285998
東門四房美廈,仁愛路二段,0,1,0,0,0,0,0,0,0,0,0,0,42.0,187.0,6880,0,4,2,2,4,0,6,5,6,2,0,1,0,0,0,121.526350654,25.0368234059
B213古亭低總價邊間大露台,廈門街,0,1,0,0,0,0,0,0,0,0,0,0,7.6,202.0,1988,0,1,1,1,1,0,12,2,2,1,0,1,0,0,0,121.517497614,25.0221725583
S1469中正區雙併華廈,中華路二段,0,1,0,0,0,0,0,0,0,0,0,0,43.1,243.0,4980,0,5,3,3,5,0,7,7,7,1,0,0,0,1,0,121.507811713,25.0262816941
A534近青年公園低公設2房,中華路二段,0,1,0,0,0,0,0,0,0,0,0,0,40.2,173.0,1268,0,2,2,1,2,0,7,3,3,1,0,1,0,0,0,121.509028918,25.0252732213
武昌商四透天店,武昌街一段,0,1,0,0,0,0,0,0,0,0,0,0,73.2,133.0,8000,0,1,1,2,1,0,2,1,2,2,0,0,0,0,1,121.513854241,25.0439987956
古亭捷運低總價3房方正明亮一層一戶有陽台,同安街,0,1,0,0,0,0,0,0,0,0,0,0,51.8,161.0,2160,0,3,1,2,3,0,4,3,3,1,0,1,0,0,0,121.520687531,25.0224297994
古亭站新廈桂風軒,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,109.0,6388,1,3,2,2,3,0,7,6,6,1,0,1,0,0,0,121.520303598,25.0219965247
古亭站新廈雅集軒,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,109.0,6288,1,3,2,2,3,0,7,5,5,1,0,1,0,0,0,121.520303598,25.0219965247
古亭站新廈清吟軒,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,109.0,6088,1,3,2,2,3,0,7,3,3,1,0,1,0,0,0,121.520303598,25.0219965247
東門珍第豪邸,金山南路一段,0,1,0,0,0,0,0,0,0,0,0,0,16.0,44.0,8800,1,4,2,2,4,0,11,7,7,1,0,1,0,0,0,121.527582711,25.0351712878
古亭站新廈觀雨軒,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,69.0,6488,1,3,2,2,3,0,7,7,7,1,0,1,0,0,0,121.520303598,25.0219965247
公館臺大商圈黃金3樓美寓,羅斯福路三段,0,1,0,0,0,0,0,0,0,0,0,0,58.8,83.0,2500,0,2,1,2,2,0,3,3,3,1,0,1,0,0,0,121.532586456,25.0156475197
古亭站新廈文會軒,同安街,0,1,0,0,0,0,0,0,0,0,0,0,0.8,69.0,6188,1,3,2,2,3,0,7,4,4,1,0,1,0,0,0,121.520303598,25.0219965247
城中稀有公寓三樓,漢口街一段,0,1,0,0,0,0,0,0,0,0,0,0,35.2,190.0,2680,0,3,2,2,3,0,4,3,3,1,1,0,0,0,0,121.512190143,25.0446689099
博愛凱旋露臺戶大戶 商四分區,博愛路,0,1,0,0,0,0,0,0,0,0,0,0,10.4,234.0,6800,1,3,2,2,3,0,15,15,15,1,0,0,0,0,0,121.511554896,25.0446517175
立院群英高樓景觀四房,濟南路一段,0,1,0,0,0,0,0,0,0,0,0,0,20.2,143.0,12630,1,4,2,2,4,0,15,13,13,1,0,1,0,0,0,121.521719622,25.0427282025
中正國中學區前後庭園有坡車一樓,南昌路一段,0,1,0,0,0,0,0,0,0,0,0,0,34.0,164.0,6200,1,3,2,2,3,0,6,1,1,1,0,1,0,0,0,121.517583063,25.0294186861
中正紀念堂稀有一樓,紹興南街,0,1,0,0,0,0,0,0,0,0,0,0,47.4,188.0,4160,0,5,2,2,5,0,4,1,1,1,0,1,0,0,0,121.522080966,25.0380316938
都更進行中黃金三樓,杭州南路一段,0,1,0,0,0,0,0,0,0,0,0,0,58.8,232.0,8900,0,4,1,5,4,0,5,3,3,1,0,1,0,0,0,121.524798356,25.0361001697
戀戀台大捷運高樓景觀A1,羅斯福路四段,0,1,0,0,0,0,0,0,0,0,0,0,20.3,95.0,5989,0,1,2,2,1,0,15,15,15,1,0,0,0,0,0,121.534266824,25.014501361
向陽雙子星2房,漢口街一段,0,1,0,0,0,0,0,0,0,0,0,0,1.8,118.0,4587,1,2,1,1,2,0,15,8,8,1,0,1,0,0,0,121.512258592,25.0452378322
