物件編號,物件名稱,地址,格局,坪數,樓層,屋齡,類型,價格
WS61220,光復仁愛興雅學區‧靜巷三房,大安區延吉街,3房(室)2廳1衛,74坪,4/5樓,67年,住宅,58萬
WS49963,忠孝SOGO旁高樓住辦,大安區忠孝東路四段,4房(室)2廳3衛,31坪,9/11樓,38年,住商,25萬
YS192817,信義安和採光住辦,大安區信義路四段,4室2廳1衛,70坪,2/7樓,64年,住商,58萬
WS65158,國館靜巷大3房美寓,大安區延吉街,3房(室)2廳1衛,99坪,4/5樓,92年,住宅,83萬
WS58406,忠孝SOGO人潮店面,大安區復興南路一段,"開放式,1衛",125坪,1/7樓,118年,店面,111萬
ZS197786,忠孝統領金鑽商辦,大安區忠孝東路四段,4房(室)1廳--衛,151坪,12/12樓,144年,辦公,139萬
WS48764,森林公園歐式極簡整棟新廈,大安區永康街,14房(室)15廳10衛,176坪,1-6/6樓,170年,住宅,163萬
WS56839,莎士比亞極稀有釋出,大安區辛亥路二段,4房2廳2衛1陽台,200坪,2/25樓,193年,住宅,188萬
QS45962,C20大安區精華電梯2房,大安區敦化南路二段,2房(室)1廳1衛,223坪,9/16樓,217年,住宅,212萬
TS142943,科技大樓逆金三角店面,大安區復興南路二段,4房(室)2廳1衛,242坪,1/26樓,236年,店面,232萬
YS196245,台大雙龍學區帝王向電梯四房,大安區新生南路三段,4房(室)2廳2衛,261坪,4/6樓,257年,住宅,253萬
WS68957,&麟光捷運稀有四房車,大安區和平東路三段,4房(室)2廳2衛,44坪,2/14樓,36年,住宅,24萬
WS70291,敦南名仕樹海二房,大安區敦化南路二段,2房(室)1廳1衛,71坪,9/16樓,65年,住宅,57萬
WS69387,師大附中學區四房住辦大樓,大安區東豐街,4房(室)2廳2衛,94坪,5/14樓,88年,住商,83萬
WS68805,中正國中高樓四房+車位,大安區和平東路一段,4房(室)2廳2衛,116坪,10/20樓,111年,住宅,106萬
WS69775,師大熱鬧商圈金店面,大安區師大路,開放式,129坪,1/4樓,135年,店面,127萬
WS70085,師大商區面寬黃金店面,大安區師大路,3房(室)2廳3衛,153坪,1/4樓,154年,店面,151萬
YS196735,明星學區中正國中一樓車,大安區信義路二段,3房2廳2衛/加蓋:1房,172坪,1/4樓,174年,住宅,170萬
WS70250,H4中正金華方正美寓,大安區信義路二段,4房(室)2廳2衛,197坪,4/5樓,192年,住宅,190萬
WS32785,信義永康商圈金店,大安區永康街,開放式,217坪,1/15樓,188年,店面,207萬
YS196850,東區大安路電梯管理兩房,大安區大安路一段,2房(室)2廳1衛,239坪,5/7樓,234年,住宅,229萬
WS70303,敦化南雙捷運全新景觀兩房,大安區敦化南路二段,2房(室)1廳1衛,43坪,9/16樓,36年,住宅,25萬
QS46067,T504正敦化南全新裝潢高樓,大安區敦化南路二段,2房(室)1廳1衛,43坪,9/16樓,36年,住宅,25萬
YS196821,大安森公園電梯3房雙拼方正3面採光,大安區新生南路一段,3房1室2廳1衛,78坪,2/7樓,73年,住宅,67萬
WS70233,敦化南雙捷運全新景觀兩房,大安區敦化南路二段,2房(室)1廳1衛,43坪,9/16樓,36年,住宅,25萬
YS196813,大安森林公園黃金地段,大安區新生南路一段,3房(室)2廳2衛,99坪,2/7樓,73年,住宅,94萬
WS70627,仁愛光復靜巷電梯雙拼大4房,大安區光復南路,4房(室)2廳2衛,124坪,5/7樓,118年,住宅,111萬
WS69952,敦南冠德園,大安區四維路,3房(室)2廳2衛,145坪,3/7樓,139年,住宅,134萬
OS222982,V46敦南樹海緻美電梯社區兩房,大安區敦化南路二段,2房(室)1廳1衛,43坪,9/16樓,36年,住宅,25萬
WS70129,大安站二樓商辦,大安區信義路三段,OPEN,178坪,2/12樓,172年,住商,165萬
WS72153,金華國中/大土地面寬大戶,大安區浦城街,4+1房3廳2衛,202坪,2/4樓,196年,住宅,190萬
WS54584,台北新家住辦管理美廈,大安區基隆路二段,5室1廳1衛,43坪,7/17樓,35年,辦公,25萬
WS57108,近捷運台大公館欣欣大廈,大安區羅斯福路三段,3室/2廳/2.5衛,74坪,5/12樓,67年,住商,60萬
WS69945,大安邊間一樓大地下室,大安區和平東路二段,3房(室)2廳2衛,100坪,B1-1/7樓,94年,住宅,87萬
ZS144752,忠孝敦化捷運美辦,大安區忠孝東路四段,OPEN,122坪,4/12樓,117年,辦公,112萬
YS108860,大巨蛋三角人氣雙店面,大安區光復南路,--房(室)2廳2衛,144坪,B1-1/7樓,139年,店面,133萬
ZS112766,東門捷運收租一樓,大安區金山南路二段,OPEN,157坪,1/6樓,161年,住宅,156萬
ZS149066,東區收租三角窗純一樓,大安區敦化南路一段,OPEN,179坪,1/7樓,181年,住宅,178萬
ZS145220,忠孝敦化捷運辦公,大安區忠孝東路四段,OPEN,199坪,4/12樓,117年,辦公,196萬
ZS145227,東區捷運美辦公,大安區忠孝東路四段,OPEN,209坪,4/12樓,117年,辦公,206萬
ZS136814,安和收租店面,大安區敦化南路二段,OPEN,225坪,1/7樓,221年,店面,218萬
ZS114736,國際連鎖旗艦金店,大安區敦化南路一段,2廳1衛1室,41坪,1/8樓,34年,辦公,25萬
OS143041,大安區路旁邊間黃金店面,大安區和平東路三段,2房(室)2廳2衛,71坪,1/12樓,65年,住宅,57萬
ZS157245,捷運國父紀念館金店面,大安區延吉街,OPEN,99坪,1-B1/7樓,92年,店面,85萬
SS52565,大安區全新景觀鋼骨大樓,大安區潮州街,5房(室)3廳5衛,125坪,11/16樓,119年,住宅,111萬
ZS177512,敦南元大柏悅珍藏,大安區敦化南路一段,3房(室)3廳4衛,149坪,3/17樓,142年,住宅,137萬
ZS140408,忠孝敦化捷運金店面,大安區忠孝東路四段,--房(室)--廳--衛,173坪,1/7樓,166年,辦公,162萬
WS28847,&元大柏悅樹海豪邸,大安區敦化南路一段,3房(室)2廳4衛,149坪,3/17樓,142年,住宅,137萬
WS25902,&仁愛華園大四房,大安區延吉街,4房(室)2廳2衛,206坪,6/7樓,200年,住宅,196萬
WS21946,統領賺錢小A辦,大安區忠孝東路四段,1室1廳,224坪,12/12樓,219年,辦公,216萬
WS30721,台大豪園傳家金店面,大安區羅斯福路三段,--房(室)--廳--衛,245坪,B1-1/12樓,240年,店面,236萬
ZS184875,忠孝敦化帷幕純辦,大安區市民大道四段,12室/1廳,41坪,5/15樓,34年,辦公,25萬
WS32519,通化街三角窗店面,大安區通化街,1房(室)1廳1衛,74坪,1/5樓,67年,店面,58萬
ZS173417,忠孝ZARA辦公,大安區忠孝東路四段,2室2廳,97坪,12/12樓,91年,辦公,86萬
WS30587,鑄慕層峰2房,大安區光復南路,2房(室)1廳2衛,120坪,21/24樓,115年,住宅,108萬
WS26607,信義安和庭院車庫一樓,大安區通化街,5房2廳2衛1室 含加蓋1房1衛1室,142坪,1/5樓,135年,住宅,132萬
WS38024,師大附中學區高樓層景觀房,大安區復興南路一段,4房(室)2廳2衛,168坪,14/14樓,162年,住宅,156萬
WS36286,金華國中+雙龍學區極美四房黃金三樓公寓,大安區新生南路三段,4房(室)2廳1衛,192坪,3/4樓,186年,住宅,180萬
YS174676,大巨蛋明曜百貨雙店面,大安區仁愛路四段,1房2廳2衛2室/加蓋:0房1廳0衛0室,205坪,1/7樓,209年,店面,203萬
WS42407,&敦南璞真名宅,大安區敦化南路二段,3房(室)2廳4衛,236坪,8/12樓,231年,住宅,226萬
WS39685,潤泰敦仁~高樓樹海景觀,大安區敦化南路一段,4房(室)3廳5衛,262坪,16/22樓,255年,住宅,248萬
WS41476,科技捷運帷幕純辦,大安區復興南路二段,3室1廳,41坪,4/12樓,34年,辦公,25萬
WS24113,通化車庫一樓,大安區通化街,5房1室2廳2衛(含加蓋1房1室1衛),71坪,1/5樓,65年,住宅,57萬
WS40985,和平大苑精裝小豪宅,大安區金山南路二段,1房(室)1廳1衛,98坪,2/17樓,91年,住宅,56萬
WS26844,東門面寬一樓美寓,大安區信義路二段,3房(室)2廳1衛,112坪,1/4樓,114年,住宅,110萬
WS44131,【六張犁站｜正馬路・黃金二樓】,大安區臥龍街,3房(室)2廳1衛,138坪,2/4樓,133年,住宅,130萬
WS23525,台電大樓捷運羅曼羅蘭4房名邸,大安區辛亥路一段,4房(室)2廳2衛,158坪,2/27樓,154年,住宅,148萬
WS29257,昌承辦-信義安和邊間電梯三房,大安區文昌街,3房(室)2廳2衛,177坪,2/7樓,173年,住宅,168萬
WS23574,忠孝敦化站前面寬純辦,大安區忠孝東路四段,6室3廳,196坪,4/12樓,192年,住宅,188萬
ZS191464,大巨蛋國館收租金店面,大安區延吉街,--房(室)2廳1衛,221坪,B1-1/7樓,214年,住宅,209萬
WS26998,東區面寬廣告捷運店辦,大安區忠孝東路四段,3房(室)2廳--衛,237坪,4/12樓,192年,其他,230萬
WS27304,忠孝敦化捷運辦公,大安區忠孝東路四段,3房(室)1廳--衛,41坪,4/12樓,35年,住宅,24萬
ZS166827,忠孝延吉一級金店面,大安區延吉街,OPEN,71坪,1/7樓,64年,店面,56萬
WS26655,捷運忠孝敦化站邊間高樓景觀美辦公,大安區忠孝東路四段,4室1廳,91坪,12/12樓,87年,辦公,83萬
WS45123,SOGO微風大面寬二樓店辦,大安區復興南路一段,OPEN,113坪,2/16樓,107年,店面,102萬
WS47847,Sogo忠孝復興佳品,大安區忠孝東路三段,1房(室)2廳2衛,135坪,11/14樓,130年,住宅,123萬
WS45416,E06忠孝敦化捷運高樓收租商辦,大安區忠孝東路四段,3房(室)1廳--衛,91坪,12/12樓,87年,辦公,148萬
WS29014,元大柏悅露臺戶樹海名邸,大安區敦化南路一段,3房(室)2廳4衛,177坪,3/17樓,170年,住宅,162萬
WS28629,信義敦南核心．住辦雙享首選,大安區信義路四段,3房(室)2廳2衛,200坪,12/12樓,195年,住商,190萬
WS42110,信義安和捷運都更透天,大安區文昌街,以現場為主,215坪,1-2/2樓,219年,住宅,213萬
WS46981,信義安和捷運美寓,大安區通化街,2房(室)2廳1衛,246坪,4/5樓,241年,住宅,235萬
WS48174,文普世貿高樓美景四房,大安區基隆路二段,4房(室)2廳2衛,43坪,8/12樓,36年,住商,25萬
RS81439,臨江街唯一釋出金雞母店面,大安區臨江街,--房(室)1廳--衛,61坪,1/2樓,67年,店面,58萬
WS47662,仁愛東區金店面,大安區仁愛路四段,依現況,96坪,1/7樓,90年,店面,84萬
WS49126,通化臨江收租透天厝,大安區通化街,12房(室)--廳12衛,111坪,1-2/2樓,115年,住宅,108萬
WS67923,【師大｜金華國中．低總二房】,大安區浦城街,2房(室)2廳1衛,143坪,4/4樓,137年,住宅,131萬
WS55303,&忠孝復興東區鑽石店霸,大安區忠孝東路三段,OPEN,168坪,1/10樓,162年,店面,157萬
WS48437,大安信義高樓管理三房,大安區信義路四段,3房(室)2廳2衛,192坪,11/12樓,185年,住宅,180萬
WS40190,永康新生面公園頂加美寓,大安區永康街,3房(室)3廳2衛,218坪,5/5樓,210年,住宅,205萬
YS187164,師大夜市捷運商圈金店,大安區師大路,開放式格局,232坪,1/4樓,234年,住宅,230萬
WS54318,敦化林蔭四房,大安區敦化南路二段,4房(室)2廳2衛,260坪,7/12樓,254年,住宅,251萬
WS57142,忠孝敦化美麗華廈,大安區忠孝東路四段,4房(室)2廳2衛,45坪,2/7樓,37年,住宅,25萬
WS25577,師大夜市一樓,大安區師大路,OPEN,62坪,1/4樓,68年,其他,60萬
WS58376,忠孝凌雲大廈高質感住辦,大安區忠孝東路四段,1廳2衛,88坪,6/12樓,93年,住商,86萬
WS56582,師大龍泉收租雙金店,大安區師大路,開放式,62坪,1/4樓,68年,店面,60萬
WS46421,敦南信義金店面,大安區信義路四段,開放式,135坪,1-B1/12樓,128年,店面,124萬
WS42059,正仁愛路四段稀有面寬一樓,大安區仁愛路四段,3房(室)2廳2衛,151坪,1/7樓,153年,店面,149萬
WS47885,21仁愛賦玉一層一戶美邸,大安區仁愛路三段,3房(室)2廳2衛,182坪,5/7樓,176年,住宅,171萬
WS48385,10金華國中面公園典雅二房,大安區新生南路一段,2房(室)2廳2衛,203坪,2/7樓,121年,住宅,193萬
ZS128496,東區頂好名店面,大安區忠孝東路四段,OPEN,224坪,3/15樓,219年,店面,215萬
ZS66826,216巷店面,大安區仁愛路四段,開放式,240坪,1/7樓,235年,店面,233萬
YS115795,古亭站商二旅館,大安區羅斯福路二段,55房8廳61衛2室；加蓋7房1衛1室,39坪,1-9/12樓,33年,住商,24萬
ZS159041,世貿景觀純辦,大安區基隆路二段,8室1廳,66坪,9/12樓,61年,辦公,54萬
ZS187898,正金山南路三角窗雙店面雙車位,大安區金山南路二段,1房(室)3廳2衛,94坪,1/6樓,88年,店面,78萬
WS43231,四維路採光店辦,大安區四維路,開放式,118坪,2/19樓,112年,辦公,106萬
WS48525,忠孝大安三角窗2樓店辦,大安區大安路一段,開放式,141坪,2/7樓,134年,住商,130萬
WS62428,仁愛延吉雙併華廈,大安區延吉街,3房(室)2廳1衛,166坪,6/7樓,160年,住宅,155萬
WS54283,SOGO大安椿萱,大安區大安路一段,3房(室)2廳2衛,190坪,4/9樓,183年,住宅,179萬
WS66227,台大樹海獨棟電梯頂佳,大安區辛亥路二段,5房2廳3衛1室(含加蓋2房1衛1室),213坪,7/7樓,207年,住宅,203萬
WS31314,六張犁賓士大廈,大安區安居街,3房(室)2廳2衛,234坪,3/12樓,228年,住宅,224萬
WS59339,東區醒目康是美店王,大安區延吉街,OPEN,255坪,B1-1/7樓,249年,店面,245萬
WS54859,敦南安和捷運3房~可營登,大安區敦化南路二段,3房(室)2廳2衛,45坪,2/7樓,37年,住宅,25萬
WS68879,仁愛優質學區邊間一樓,大安區信義路四段,3房(室)2廳2衛,66坪,1/7樓,61年,住宅,57萬
YS196349,S1480稀有信義安和電梯套房,大安區安和路二段,1房(室)1廳1衛,90坪,2/10樓,84年,住宅,78萬
ZS112464,國父紀念館金店,大安區延吉街,OPEN,115坪,B1-1/7樓,109年,店面,103萬
ZS180588,東區明曜優質收租住辦,大安區忠孝東路四段,5房(室)1廳2衛,139坪,2/7樓,133年,店面,128萬
YS175541,國父紀念館金店面,大安區光復南路,2房(室)2廳2衛,161坪,1/7樓,154年,店面,150萬
YS195107,大安區三面採光公寓,大安區樂利路,3房(室)2廳2衛,185坪,5/5樓,178年,住宅,173萬
WS68062,安和樹海景觀三房,大安區安和路二段,3房(室)2廳3衛,209坪,7/12樓,203年,住宅,198萬
WS65750,忠孝敦化統領商業大樓I,大安區忠孝東路四段,3房(室)2廳--衛,232坪,12/12樓,225年,辦公,221萬
YS191584,小靜精選-台北科大優質社區管理電梯美三房,大安區建國南路一段,3房(室)2廳2衛,254坪,10/15樓,248年,住宅,244萬
TS143105,364BH大安邊間公寓1F,大安區通化街,2房(室)1廳1衛,39坪,1/5樓,33年,住商,22萬
WS69375,&$仁愛帝寶C棟典藏臻品,大安區仁愛路三段,8房3廳6衛5室,67坪,24/28樓,62年,住宅,53萬
WS69564,捷運信義安和低總一樓,大安區通化街,2房(室)2廳1.5衛,82坪,1/5樓,83年,住宅,79萬
WS68463,敦南紅樓景觀4房,大安區敦化南路二段,4房(室)2廳2衛,115坪,12/17樓,108年,住宅,101萬
GS149009,大安區科技大樓捷運旁三房,大安區復興南路二段,3房(室)2廳2衛,128坪,4/4樓,131年,住宅,126萬
WS69671,大安捷運美寓重建屋,大安區信義路四段,5房(室)--廳4衛,150坪,3/4樓,153年,住宅,147萬
WS69822,大安捷運附中收租美寓,大安區信義路四段,6房(室)1廳4衛,150坪,3/4樓,169年,住宅,167萬
WS70044,大安捷運附中收租美寓,大安區信義路四段,6房(室)1廳4衛,150坪,3/4樓,169年,住宅,167萬
WS69681,台北星鑽景觀2房+車位,大安區忠孝東路三段,2房(室)2廳2衛,196坪,10/31樓,102年,住宅,185萬
YS196650,仁愛香榭景觀高樓,大安區仁愛路四段,開放式,214坪,12/12樓,83年,住宅,205萬
WS71279,仁愛雙星美辦,大安區仁愛路四段,2房(室)2廳--衛,42坪,2/14樓,35年,辦公,25萬
YS196606,森林公園『溫州院』全新豪邸高樓,大安區溫州街,3房(室)2廳2衛,71坪,17/19樓,65年,住宅,57萬
WS28789,瑞安庭園一樓有車位,大安區復興南路二段,3室2廳2衛,97坪,1/7樓,92年,住商,84萬
WS25955,仁愛學區壹樓3房+車位,大安區信義路四段,3房2廳2衛,118坪,1/7樓,113年,住宅,109萬
YS177973,信義安和仁愛靜巷邊間可停車,大安區信義路四段,3房(室)2廳2衛,118坪,1/7樓,113年,住宅,109萬
WS33735,瑞安靜謐庭院一樓有坡車,大安區復興南路二段,4房(室)2廳2衛,97坪,1/7樓,92年,住宅,139萬
WS65054,羅斯福路柏克萊大廈,大安區羅斯福路三段,2房(室)1廳1衛,168坪,7/12樓,161年,辦公,155萬
ZS133571,台北東區忠孝敦化,大安區敦化南路一段,1房(室)1廳1衛,190坪,2/7樓,184年,住宅,180萬
ZS147514,延吉美妝大庭院一樓,大安區延吉街,3室2廳2衛,208坪,1/7樓,203年,住宅,200萬
WS26287,正面台大美景名邸,大安區新生南路三段,3室3廳2衛,228坪,6/7樓,223年,住宅,218萬
XS121956,信義捷運101豪景樓中樓,大安區通化街,2房(室)2廳2衛,40坪,9-10/10樓,33年,住宅,23萬
WS25117,大安森林龍門國中美廈,大安區瑞安街,4房(室)2廳2衛,67坪,3/6樓,62年,住宅,54萬
WS30223,敦南學府精美庭院一樓,大安區敦化南路二段,4房(室)2廳2衛,91坪,B1-1/5樓,85年,住宅,80萬
ZS148511,信義捷運101豪景樓中樓+車,大安區通化街,2房(室)3廳2衛,40坪,9-10/10樓,33年,住宅,23萬
XS128852,師大商圈隔套收租華廈,大安區師大路,3房(室)1廳3衛,126坪,5/6樓,120年,住宅,115萬
WS47772,明曜大土地知名金店,大安區仁愛路四段,OPEN,150坪,1-B1/7樓,144年,店面,137萬
WS49462,東區微風高樓二房,大安區市民大道四段,2房(室)1廳1衛,173坪,8/10樓,168年,住宅,163萬
WS51127,國館大空間方正四房美廈,大安區延吉街,4房2廳2衛1室,194坪,2/7樓,190年,住宅,185萬
WS62064,麟光捷運亮麗3房,大安區富陽街,3房(室)2廳1衛,216坪,4/5樓,62年,住宅,206萬
WS53303,告別繞圈師大休旅車,大安區師大路,--房(室)--廳--衛,21坪,B2/9樓,233年,車位,227萬
QS44745,A554敦南遠企捷運都更美屋,大安區和平東路三段,開放式,27坪,2/5樓,34年,住宅,25萬
WS68350,忠孝復興217巷高樓華廈,大安區忠孝東路三段,4房(室)2廳3衛,70坪,5/6樓,63年,住宅,56萬
WS68295,富邦藝樹如意樓1,大安區敦化南路一段,3房(室)2廳2衛,96坪,4/20樓,90年,住宅,82萬
WS62814,♥麟光世外地上權透天,大安區和平東路三段,依現況,109坪,1/1樓,112年,住宅,107萬
WS55746,東區低總價金店Ⅲ,大安區忠孝東路四段,OPEN,138坪,4/15樓,133年,店面,127萬
WS55757,東區低總價金店Ⅱ,大安區忠孝東路四段,OPEN,138坪,4/15樓,133年,店面,146萬
WS55739,東區低總價金店Ⅰ,大安區忠孝東路四段,OPEN,158坪,4/15樓,133年,店面,156萬
WS50918,忠孝SOGO黃金店面,大安區安東街,OPEN/1廳,180坪,1/12樓,173年,店面,167萬
WS51600,忠孝敦化捷運統領商辦,大安區忠孝東路四段,2房(室)1廳--衛,200坪,12/12樓,195年,辦公,191萬
WS51815,忠孝敦化捷運統領商辦,大安區忠孝東路四段,2房(室)1廳--衛,200坪,12/12樓,195年,辦公,191萬
WS51958,國北師森林公園金店面,大安區和平東路二段,1廳2衛,43坪,1/12樓,35年,店面,25萬
WS54188,通安街都更透天,大安區通安街,1房(室)2廳1衛,62坪,1/1樓,66年,辦公,59萬
WS55847,東區216巷店王投報3.3%,大安區忠孝東路四段,--房(室)5廳2衛,87坪,1/7樓,91年,店面,84萬
YS188208,人潮就是現金流入主東區核心金店,大安區復興南路一段,開放式,121坪,1/13樓,115年,店面,109萬
WS55287,忠孝復興SOGO商圈面寬金店面,大安區忠孝東路三段,--房(室)1廳1衛,146坪,1/10樓,139年,店面,134萬
YS188390,東區SOGO金店面,大安區敦化南路一段,1房(室)--廳1衛,166坪,1/12樓,160年,辦公,156萬
WS63026,敦南林蔭高樓2房,大安區敦化南路二段,2房(室)1廳1衛,190坪,9/16樓,185年,住宅,178萬
WS56138,福華高樓景觀附中學區,大安區復興南路一段,6室2衛,213坪,13/14樓,207年,住商,202萬
WS54247,忠孝敦化金店面,大安區忠孝東路四段,2廳1衛,233坪,1/7樓,227年,店面,224萬
YS189479,忠孝敦化捷運電梯三房美廈,大安區忠孝東路四段,3房(室)2廳2衛,251坪,4/7樓,207年,住宅,244萬
WS57230,統領商業大樓小坪數辦公室,大安區忠孝東路四段,2室/1廳/1衛,41坪,5/12樓,34年,辦公,25萬
WS55016,E63專賣科技捷運收租金店面,大安區復興南路二段,--房(室)2廳2衛,71坪,1/12樓,64年,店面,57萬
WS46495,信義敦南核心三房首選,大安區信義路四段,4房(室)2廳2衛,96坪,12/12樓,90年,住商,84萬
QS40648,師大附中黑土透天,大安區仁愛路四段,--房(室)1廳1衛,111坪,1-2/2樓,116年,店面,108萬
WS59578,仁愛天廈精品3房豪邸,大安區仁愛路四段,3房(室)2廳2衛,148坪,13/15樓,141年,住宅,134萬
ZS193521,忠孝復興｜SOGO商圈黃金置產,大安區復興南路一段,開放式,169坪,2/12樓,164年,住商,160萬
WS46498,仁愛林蔭鑽石名邸,大安區仁愛路四段,4房(室)2廳2衛,189坪,2/12樓,183年,住宅,180萬
WS46488,元大栢悅露臺戶樹海名邸,大安區敦化南路一段,3房(室)2廳4衛,213坪,3/17樓,207年,住宅,201萬
WS63175,大安捷運高樓靜巷,大安區信義路四段,3房(室)2廳2衛,236坪,11/12樓,229年,住宅,226萬
WS46422,統創緻雙捷運精品,大安區復興南路一段,1房(室)--廳--衛,258坪,6/24樓,190年,住宅,248萬
YS191152,東區漢宮住辦景觀採光裝潢優,大安區忠孝東路四段,7房(室)2廳2衛,42坪,12/12樓,35年,住宅,25萬
YS191928,金華國中設籍新成屋首選！,大安區羅斯福路三段,開放式,69坪,8/15樓,63年,住宅,57萬
YS191010,大安縱橫天下捷運宅,大安區四維路,4房(室)2廳3衛,96坪,5/11樓,90年,住宅,82萬
WS59318,成功國宅看中庭,大安區和平東路二段,3房(室)2廳1.5衛,120坪,8/17樓,114年,住宅,108萬
WS53132,大安捷運站高樓景觀宅,大安區復興南路一段,6房(室)--廳2衛,141坪,13/14樓,136年,住宅,130萬
WS58245,忠孝敦化明曜百貨收租金店面,大安區忠孝東路四段,OPEN,166坪,1/7樓,161年,店面,154萬
YS190961,建成皇宮101景觀電梯管理五房+B1坡車,大安區忠孝東路四段,5房2廳2衛2陽台,188坪,6/13樓,183年,住宅,178萬
WS61330,敦南富邦藝樹高樓層2,大安區敦化南路一段,3房(室)2廳2衛,212坪,12/20樓,205年,住宅,200萬
WS60378,SOGO商圈金店面,大安區復興南路一段,OPEN,235坪,1/16樓,228年,店面,225萬
YS191698,通化夜市收租屋,大安區通安街,7房(室)2廳3衛,260坪,B1-3/5樓,254年,住商,247萬
WS62903,忠孝新生捷運面寬一樓,大安區八德路二段,7房(室)3廳2衛,44坪,1/5樓,37年,住宅,25萬
WS61778,E91科技大樓收租金店面,大安區復興南路二段,開放式,71坪,B1/12樓,65年,其他,57萬
WS59658,大安MONEY(2),大安區羅斯福路三段,1房(室)1廳1衛,97坪,8/15樓,85年,住宅,84萬
WS61037,忠孝敦化捷運優質住辦大樓,大安區忠孝東路四段,1室1廳1衛,121坪,8/12樓,115年,住商,110萬
WS63334,敦化南電梯景觀美妝2房,大安區敦化南路二段,2房(室)1廳1衛,146坪,9/16樓,139年,住宅,133萬
OS217600,成功國宅3房,大安區復興南路二段,3房(室)2廳1衛,167坪,3/17樓,161年,住宅,156萬
WS64244,稀有統創緻高樓景觀戶,大安區復興南路一段,1房(室)1廳1衛,189坪,12/15樓,183年,住宅,180萬
WS56368,敦南遠企林蔭住辦,大安區敦化南路二段,3房(室)2廳2衛,211坪,7/17樓,205年,住商,200萬
YS185856,大安通化商圈文普景觀電梯四房,大安區基隆路二段,4房(室)2廳2衛,233坪,8/12樓,227年,住宅,222萬
YS193537,S1452仁愛玉璽美居3A,大安區延吉街,2房(室)2廳1衛,253坪,3/7樓,248年,住宅,243萬
YS192835,S1432仁愛玉璽美居6B,大安區延吉街,2房(室)2廳1衛,42坪,6/7樓,36年,住宅,25萬
WS62599,大安健身館獨立出口,大安區復興南路二段,OPEN,71坪,B1/12樓,65年,店面,57萬
YS193532,S1451仁愛玉璽美居4A,大安區延吉街,2房(室)2廳1衛,82坪,4/7樓,36年,住宅,79萬
WS63766,&富邦藝樹林蔭露台戶,大安區敦化南路一段,1房(室)2廳2衛,108坪,3/20樓,101年,住宅,94萬
YS193315,大安樂利路美寓,大安區樂利路,2房(室)2廳2衛,132坪,4/5樓,126年,住宅,120萬
YS193528,S1450仁愛玉璽美居6A,大安區延吉街,2房(室)2廳1衛,82坪,6/7樓,36年,住宅,141萬
YS193520,S1448仁愛玉璽美居4B,大安區延吉街,2房(室)2廳1衛,42坪,4/7樓,36年,住宅,148萬
WS62190,科技大樓站商三金雞母,大安區復興南路二段,OPEN,71坪,B1/12樓,65年,店面,57萬
WS51412,專任紅樓庭院車位一樓,大安區敦化南路二段,開放式,179坪,1/17樓,173年,住宅,167萬
WS64587,師大夜市面寬收租金店面,大安區師大路,3+1室/1廳/1衛,195坪,1/4樓,197年,店面,193萬
YS193526,S1449仁愛玉璽美居3B,大安區延吉街,2房(室)2廳1衛,42坪,3/7樓,36年,住宅,25萬
WS65069,大安御邸至高樓中樓,大安區瑞安街,OPEN,67坪,7/7樓,61年,住宅,56萬
WS58862,大安MONEY賦寓8B,大安區羅斯福路三段,開放式,94坪,8/15樓,27年,住宅,81萬
WS65322,忠孝敦化捷運商辦收租,大安區忠孝東路四段,OPEN,118坪,5/12樓,112年,住商,106萬
WS49708,仁愛圓環邊間二樓,大安區仁愛路四段,4房(室)2廳2衛,141坪,2/12樓,135年,住宅,129萬
YS194213,通化潛力透天,大安區通化街,6房(室)4廳4衛,155坪,1-3/3樓,159年,住宅,153萬
WS61541,信義安和稀有獨戶美宅,大安區信義路四段,4房(室)--廳1衛,186坪,2/7樓,179年,住宅,175萬
WS64000,敦南林蔭高樓採光2房,大安區敦化南路二段,2房(室)1廳1衛,212坪,9/16樓,205年,住宅,199萬
WS65625,忠孝敦化商辦,大安區忠孝東路四段,2室2廳1衛,118坪,5/12樓,112年,辦公,106萬
WS65405,臨江連鎖▲窗透天店面,大安區臨江街,OPEN,243坪,1-3/3樓,237年,店面,233萬
WS67061,❤忠孝新生高樓管理美廈,大安區建國南路一段,3房(室)2廳2衛,43坪,10/15樓,36年,住宅,25萬
WS62126,國父紀念館高樓美廈,大安區光復南路,4房(室)2廳2衛,68坪,9/12樓,63年,住宅,56萬
WS61487,忠孝復興捷運優質商辦,大安區復興南路一段,6房(室)2廳2衛,94坪,3/16樓,88年,辦公,80萬
WS65944,東區羅馬名廈,大安區忠孝東路四段,8房(室)1廳8衛,119坪,8/14樓,114年,住宅,106萬
YS194373,S1460忠孝敦化捷運商辦,大安區忠孝東路四段,--房(室)3廳1衛,140坪,5/12樓,134年,辦公,130萬
WS65489,忠孝敦化統領商圈辦公,大安區忠孝東路四段,開放式,140坪,5/12樓,134年,辦公,130萬
WS66518,敦南林蔭景觀低總電梯二房,大安區敦化南路二段,2房(室)1廳1衛,174坪,9/16樓,167年,住宅,163萬
OS216890,大安森林公園稀有庭院車庫一樓,大安區溫州街,4房(室)2廳2衛,200坪,1/6樓,193年,住宅,187萬
WS63323,北溫州梅花車位四房,大安區溫州街,4房(室)2廳2衛,200坪,1/6樓,193年,住宅,187萬
