物件名稱,路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
大巨蛋首璽。逸仙路榮耀三角窗,逸仙路,0,0,1,0,0,0,0,0,0,0,0,0,42.0,0,,,,,0,7.0,-1.0,1.0,3.0,0,0,0,0,0
E61信義美妝3房,虎林街,0,0,1,0,0,0,0,0,0,0,0,0,71.0,0,3.0,2.0,2.0,3.0,0,4.0,3.0,3.0,1.0,0,1,0,0,0
五分埔三角窗店面,松山路,0,0,1,0,0,0,0,0,0,0,0,0,85.0,0,,,,,0,4.0,1.0,1.0,1.0,0,0,0,0,0
I3大路旁都市計畫方正美農地,頭份市斗換坪段新華小段,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,,,,,0,25.0,25.0,25.0,1.0,0,0,0,0,0
D05光復南路車位,光復南路,0,0,1,0,0,0,0,0,0,0,0,0,25.0,1,,,,,0,20.0,-3.0,-3.0,1.0,0,0,0,0,0
D06光復南路車位,光復南路,0,0,1,0,0,0,0,0,0,0,0,0,25.0,1,,,,,0,20.0,-3.0,-3.0,1.0,0,0,0,0,0
IZ6新竹香山景觀農地,新竹市海山段,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,,,,,0,0.0,0.0,0.0,1.0,0,0,0,0,0
IZ6香山大湖景觀農地,新竹市海山段,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,,,,,0,0.0,0.0,0.0,1.0,0,0,0,0,0
IZ6香山大湖休閒度假農地,新竹市海山段,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,,,,,0,0.0,0.0,0.0,1.0,0,0,0,0,0
松隆路北城世貿純辦,松隆路,0,0,1,0,0,0,0,0,0,0,0,0,193.0,0,,,,,0,19.0,12.0,12.0,1.0,0,0,0,0,0
市府透天收租店面,永吉路,0,0,1,0,0,0,0,0,0,0,0,0,29.0,0,,,,,0,2.0,1.0,2.0,2.0,0,0,0,0,1
$挹翠山莊景觀美宅,祥雲街,0,0,1,0,0,0,0,0,0,0,0,0,69.0,0,2.0,2.0,2.0,2.0,0,7.0,3.0,3.0,1.0,0,1,0,0,0
近Y39站+101超值明亮屋,吳興街,0,0,1,0,0,0,0,0,0,0,0,0,96.0,0,4.0,3.0,2.0,4.0,0,5.0,5.0,5.0,1.0,0,1,0,0,0
