物件名稱,路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
明日博朝南名邸,市民大道三段,0,0,0,0,0,0,0,0,1,0,0,0,73.0,0,,2.0,2.0,,0,23,6.0,6.0,1.0,0,1,0,0,0
安和捷運仁愛學區美寓,安和路一段,0,0,0,0,0,0,0,0,1,0,0,0,97.0,0,4.0,2.0,2.0,4.0,0,5,5.0,5.0,1.0,0,1,0,0,0
古亭捷運站旁全新賺錢金店面,羅斯福路二段,0,0,0,0,0,0,0,0,1,0,0,0,125.0,0,,2.0,1.0,,0,13,1.0,2.0,2.0,0,1,0,0,0
大安公園庭院車庫壹樓,溫州街,0,0,0,0,0,0,0,0,1,0,0,0,148.0,0,4.0,2.0,2.0,4.0,0,6,1.0,1.0,1.0,0,1,0,0,0
溫州庭院車庫四房,溫州街,0,0,0,0,0,0,0,0,1,0,0,0,148.0,0,4.0,2.0,2.0,4.0,0,6,1.0,1.0,1.0,0,1,0,0,0
信義敦化四房+車位,四維路,0,0,0,0,0,0,0,0,1,0,0,0,178.0,1,4.0,2.0,2.0,4.0,0,7,4.0,4.0,1.0,0,1,0,0,0
東區頂好邊間名店,忠孝東路四段,0,0,0,0,0,0,0,0,1,0,0,0,201.0,0,,,,,0,15,4.0,4.0,1.0,0,0,0,0,0
專任大安站稀有停車位出售,復興南路二段,0,0,0,0,0,0,0,0,1,0,0,0,215.0,1,,,,,0,12,-1.0,-1.0,1.0,0,0,0,0,0
公館金鑽面寬店面,新生南路三段,0,0,0,0,0,0,0,0,1,0,0,0,243.0,0,,2.0,2.0,,0,6,-1.0,1.0,3.0,0,0,0,0,0
師大電梯獨戶4房車,泰順街,0,0,0,0,0,0,0,0,1,0,0,0,44.0,0,4.0,2.0,2.0,4.0,0,5,5.0,5.0,1.0,0,1,0,0,0
&敦南冠德三房平車,四維路,0,0,0,0,0,0,0,0,1,0,0,0,72.0,0,3.0,2.0,2.0,3.0,0,7,3.0,3.0,1.0,0,1,0,0,0
J7超值東門捷運高樓住辦,信義路二段,0,0,0,0,0,0,0,0,1,0,0,0,101.0,0,10.0,1.0,8.0,10.0,0,12,12.0,12.0,1.0,0,1,0,0,0
瑞安璽朵208巷小豪宅,瑞安街,0,0,0,0,0,0,0,0,1,0,0,0,123.0,0,1.0,1.0,1.0,1.0,0,6,3.0,3.0,1.0,0,1,0,0,0
國泰仁愛朝南靜巷美廈,仁愛路四段,0,0,0,0,0,0,0,0,1,0,0,0,145.0,0,5.0,2.0,2.0,5.0,0,7,5.0,5.0,1.0,0,1,0,0,0
信義安和邊間一樓,信義路四段,0,0,0,0,0,0,0,0,1,0,0,0,163.0,0,3.0,2.0,2.0,3.0,0,7,1.0,1.0,1.0,0,1,0,0,0
F6大安森林｜庭院戶x坡車,復興南路二段,0,0,0,0,0,0,0,0,1,0,0,0,181.0,0,3.0,2.0,2.0,3.0,0,7,1.0,1.0,1.0,0,1,0,0,0
瑞安精裝四房美廈,瑞安街,0,0,0,0,0,0,0,0,1,0,0,0,200.0,0,4.0,2.0,2.0,4.0,0,6,6.0,6.0,1.0,0,1,0,0,0
信義翡麗附中對面(塔式車位),信義路三段,0,0,0,0,0,0,0,0,1,0,0,0,220.0,1,,,,,0,26,26.0,26.0,1.0,0,0,0,0,0
捷運101景觀車位,通化街,0,0,0,0,0,0,0,0,1,0,0,0,242.0,1,,2.0,2.0,,0,10,9.0,10.0,2.0,0,1,0,0,0
信義安和美景車,通化街,0,0,0,0,0,0,0,0,1,0,0,0,42.0,0,2.0,3.0,2.0,2.0,0,10,9.0,10.0,2.0,0,1,0,0,0
信義安和電梯邊間三房,文昌街,0,0,0,0,0,0,0,0,1,0,0,0,68.0,0,3.0,2.0,2.0,3.0,0,7,2.0,2.0,1.0,0,1,0,0,0
六張犁大三房雙陽台美寓,安居街,0,0,0,0,0,0,0,0,1,0,0,0,92.0,0,3.0,2.0,2.0,3.0,0,5,4.0,4.0,1.0,0,1,0,0,0
大安黃金店面．稀有釋出,瑞安街,0,0,0,0,0,0,0,0,1,0,0,0,119.0,0,,2.0,2.0,,0,7,-1.0,1.0,3.0,0,0,0,0,0
忠孝統領商辦高樓,忠孝東路四段,0,0,0,0,0,0,0,0,1,0,0,0,145.0,0,,,,,0,12,12.0,12.0,1.0,0,0,0,0,0
EZ8登峰大廈｜附中｜三房｜坡車,復興南路一段,0,0,0,0,0,0,0,0,1,0,0,0,170.0,0,3.0,2.0,2.0,3.0,0,15,8.0,8.0,1.0,0,1,0,0,0
敦南林蔭高樓兩房,敦化南路二段,0,0,0,0,0,0,0,0,1,0,0,0,195.0,0,2.0,1.0,1.0,2.0,0,16,9.0,9.0,1.0,0,1,0,0,0
信義安和獨戶住辦,信義路四段,0,0,0,0,0,0,0,0,1,0,0,0,216.0,0,,,1.0,,0,7,2.0,2.0,1.0,0,0,0,0,0
信義安和捷運仁愛學區住辦二樓,信義路四段,0,0,0,0,0,0,0,0,1,0,0,0,216.0,0,4.0,2.0,1.0,4.0,0,7,2.0,2.0,1.0,0,0,0,0,0
忠孝新生雙併華廈,新生南路一段,0,0,0,0,0,0,0,0,1,0,0,0,249.0,0,4.0,2.0,2.0,4.0,0,7,5.0,5.0,1.0,0,0,0,1,0
信義安和黃金二樓店辦,信義路四段,0,0,0,0,0,0,0,0,1,0,0,0,43.0,0,,,1.0,,0,7,2.0,2.0,1.0,0,0,0,0,0
捷運龍門台大書香世家,羅斯福路三段,0,0,0,0,0,0,0,0,1,0,0,0,72.0,0,,2.0,1.0,,0,7,2.0,2.0,1.0,0,1,0,0,0
【忠孝復興站｜極品樓王】,復興南路一段,0,0,0,0,0,0,0,0,1,0,0,0,96.0,0,6.0,3.0,6.0,6.0,0,12,11.0,11.0,1.0,0,1,0,0,0
H4122 敦南名園4大房車,忠孝東路四段,0,0,0,0,0,0,0,0,1,0,0,0,124.0,0,4.0,2.0,2.0,4.0,0,8,6.0,6.0,1.0,0,1,0,0,0
